ID,_GroupID1,_GroupName1,_GroupID2,_GroupName2,_GroupID3,_GroupName3,_GroupID4,_GroupName4,_GroupID5,_GroupName5,_GroupID6,_GroupName6,_GroupID7,_GroupName7,_GroupID8,_GroupName8,_GroupID9,_GroupName9,_GroupID10,_GroupName10,_GroupID11,_GroupName11,_GroupID12,_GroupName12,_GroupID13,_GroupName13,_GroupID14,_GroupName14,_GroupID15,_GroupName15,_GroupID16,_GroupName16,_GroupID17,_GroupName17,_GroupID18,_GroupName18,_GroupID19,_GroupName19,_GroupID20,_GroupName20
2821,28209,法杖,28233,靈魂石,28234,魔力卡片,28249,魔法石,28236,魔法球,28237,吉他,28252,魔法權杖,28256,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
71301,71201,短劍,71202,單手劍,71203,鈍器,71204,拳套,71205,雙手劍,71206,矛槍,71207,弓箭,71208,十字弓,71210,工具箱,71228,盾牌,71213,雙刀,71216,手槍,71217,MG,71229,黑狼玉,71231,爆焰巨錘,71232,鎖鏈劍,0,,0,,0,,0,
71302,71218,螺旋劍,71219,飛燕劍,71220,長拳套,71221,手套,71222,戰擊拐杖,71223,音樂權杖,71224,盜賊短劍,71225,神槍劍,71226,禦守珠,71233,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
71303,71209,法杖,71211,靈魂石,71212,魔力卡片,71227,魔法石,71214,魔法球,71215,吉他,71230,魔法權杖,71234,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6003301,6003201,短劍,6003202,單手劍,6003203,鈍器,6003204,拳套,6003205,雙手劍,6003206,矛槍,6003207,弓箭,6003208,十字弓,6003210,工具箱,6003228,盾牌,6003213,雙刀,6003216,手槍,6003217,MG,6003229,黑狼玉,6003231,爆焰巨錘,6003232,鎖鏈劍,0,,0,,0,,0,
6003302,6003218,螺旋劍,6003219,飛燕劍,6003220,長拳套,6003221,手套,6003222,戰擊拐杖,6003223,音樂權杖,6003224,盜賊短劍,6003225,神槍劍,6003226,禦守珠,6003233,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6003303,6003209,法杖,6003211,靈魂石,6003212,魔力卡片,6003227,魔法石,6003214,魔法球,6003215,吉他,6003230,魔法權杖,6003234,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
82301,82201,短劍,82202,單手劍,82203,鈍器,82204,拳套,82205,雙手劍,82206,矛槍,82207,弓箭,82208,十字弓,82210,工具箱,82228,盾牌,82213,雙刀,82216,手槍,82217,MG,82229,黑狼玉,82231,爆焰巨錘,82232,鎖鏈劍,0,,0,,0,,0,
82302,82218,螺旋劍,82219,飛燕劍,82220,長拳套,82221,手套,82222,戰擊拐杖,82223,音樂權杖,82224,盜賊短劍,82225,神槍劍,82226,禦守珠,82233,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
82303,82209,法杖,82211,靈魂石,82212,魔力卡片,82227,魔法石,82214,魔法球,82215,吉他,82230,魔法權杖,82234,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
116301,116201,短劍,116202,單手劍,116203,鈍器,116204,拳套,116205,雙手劍,116206,矛槍,116207,弓箭,116208,十字弓,116210,工具箱,116228,盾牌,116213,雙刀,116216,手槍,116217,MG,116229,黑狼玉,116231,爆焰巨錘,116232,鎖鏈劍,0,,0,,0,,0,
116302,116218,螺旋劍,116219,飛燕劍,116220,長拳套,116221,手套,116222,戰擊拐杖,116223,音樂權杖,116224,盜賊短劍,116225,神槍劍,116226,禦守珠,116233,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
116303,116209,法杖,116211,靈魂石,116212,魔力卡片,116227,魔法石,116214,魔法球,116215,吉他,116230,魔法權杖,116234,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
126301,126201,短劍,126202,單手劍,126203,鈍器,126204,拳套,126205,雙手劍,126206,矛槍,126207,弓箭,126208,十字弓,126210,工具箱,126228,盾牌,126213,雙刀,126216,手槍,126217,MG,126229,黑狼玉,126231,爆焰巨錘,126232,鎖鏈劍,0,,0,,0,,0,
126302,126218,螺旋劍,126219,飛燕劍,126220,長拳套,126221,手套,126222,戰擊拐杖,126223,音樂權杖,126224,盜賊短劍,126225,神槍劍,126226,禦守珠,126233,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
126303,126209,法杖,126211,靈魂石,126212,魔力卡片,126227,魔法石,126214,魔法球,126215,吉他,126230,魔法權杖,126234,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
154301,154201,短劍,154202,單手劍,154203,鈍器,154204,拳套,154205,雙手劍,154206,矛槍,154207,弓箭,154208,十字弓,154210,工具箱,154228,盾牌,154213,雙刀,154216,手槍,154217,MG,154229,黑狼玉,154231,爆焰巨錘,154232,鎖鏈劍,0,,0,,0,,0,
154302,154218,螺旋劍,154219,飛燕劍,154220,長拳套,154221,手套,154222,戰擊拐杖,154223,音樂權杖,154224,盜賊短劍,154225,神槍劍,154226,禦守珠,154233,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
154303,154209,法杖,154211,靈魂石,154212,魔力卡片,154227,魔法石,154214,魔法球,154215,吉他,154230,魔法權杖,154234,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
163301,163201,短劍,163202,單手劍,163203,鈍器,163204,拳套,163205,雙手劍,163206,矛槍,163207,弓箭,163208,十字弓,163210,工具箱,163228,盾牌,163213,雙刀,163216,手槍,163217,MG,163229,黑狼玉,163231,爆焰巨錘,163232,鎖鏈劍,0,,0,,0,,0,
163302,163218,螺旋劍,163219,飛燕劍,163220,長拳套,163221,手套,163222,戰擊拐杖,163223,音樂權杖,163224,盜賊短劍,163225,神槍劍,163226,禦守珠,163233,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
163303,163209,法杖,163211,靈魂石,163212,魔力卡片,163227,魔法石,163214,魔法球,163215,吉他,163230,魔法權杖,163234,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6015301,6015201,短劍,6015202,單手劍,6015203,鈍器,6015204,拳套,6015205,雙手劍,6015206,矛槍,6015207,弓箭,6015208,十字弓,6015210,工具箱,6015228,盾牌,6015213,雙刀,6015216,手槍,6015217,MG,6015229,黑狼玉,6015231,爆焰巨錘,6015232,鎖鏈劍,0,,0,,0,,0,
6015302,6015218,螺旋劍,6015219,飛燕劍,6015220,長拳套,6015221,手套,6015222,戰擊拐杖,6015223,音樂權杖,6015224,盜賊短劍,6015225,神槍劍,6015226,禦守珠,6015233,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6015303,6015209,法杖,6015211,靈魂石,6015212,魔力卡片,6015227,魔法石,6015214,魔法球,6015215,吉他,6015230,魔法權杖,6015234,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6012301,6012201,短劍,6012202,單手劍,6012203,鈍器,6012204,拳套,6012205,雙手劍,6012206,矛槍,6012207,弓箭,6012208,十字弓,6012210,工具箱,6012228,盾牌,6012213,雙刀,6012216,手槍,6012217,MG,6012229,黑狼玉,6012231,爆焰巨錘,6012232,鎖鏈劍,0,,0,,0,,0,
6012302,6012218,螺旋劍,6012219,飛燕劍,6012220,長拳套,6012221,手套,6012222,戰擊拐杖,6012223,音樂權杖,6012224,盜賊短劍,6012225,神槍劍,6012226,禦守珠,6012233,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
6012303,6012209,法杖,6012211,靈魂石,6012212,魔力卡片,6012227,魔法石,6012214,魔法球,6012215,吉他,6012230,魔法權杖,6012234,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
195301,195201,短劍,195202,單手劍,195203,鈍器,195204,拳套,195205,雙手劍,195206,矛槍,195207,弓箭,195208,十字弓,195210,工具箱,195228,盾牌,195213,雙刀,195216,手槍,195217,MG,195229,黑狼玉,195231,爆焰巨錘,195232,鎖鏈劍,0,,0,,0,,0,
195302,195218,螺旋劍,195219,飛燕劍,195220,長拳套,195221,手套,195222,戰擊拐杖,195223,音樂權杖,195224,盜賊短劍,195225,神槍劍,195226,禦守珠,195233,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
195303,195209,法杖,195211,靈魂石,195212,魔力卡片,195227,魔法石,195214,魔法球,195215,吉他,195230,魔法權杖,195234,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
219301,219201,短劍,219202,單手劍,219203,鈍器,219204,拳套,219205,雙手劍,219206,矛槍,219207,弓箭,219208,十字弓,219210,工具箱,219228,盾牌,219213,雙刀,219216,手槍,219217,MG,219229,黑狼玉,219231,爆焰巨錘,219232,鎖鏈劍,0,,0,,0,,0,
219302,219218,螺旋劍,219219,飛燕劍,219220,長拳套,219221,手套,219222,戰擊拐杖,219223,音樂權杖,219224,盜賊短劍,219225,神槍劍,219226,禦守珠,219233,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
219303,219209,法杖,219211,靈魂石,219212,魔力卡片,219227,魔法石,219214,魔法球,219215,吉他,219230,魔法權杖,219234,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
240301,240201,短劍,240202,單手劍,240203,鈍器,240204,拳套,240205,雙手劍,240206,矛槍,240207,弓箭,240208,十字弓,240210,工具箱,240228,盾牌,240213,雙刀,240216,手槍,240217,MG,240229,黑狼玉,240231,爆焰巨錘,240232,鎖鏈劍,0,,0,,0,,0,
240302,240218,螺旋劍,240219,飛燕劍,240220,長拳套,240221,手套,240222,戰擊拐杖,240223,音樂權杖,240224,盜賊短劍,240225,神槍劍,240226,禦守珠,240233,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
240303,240209,法杖,240211,靈魂石,240212,魔力卡片,240227,魔法石,240214,魔法球,240215,吉他,240230,魔法權杖,240234,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
271301,271201,短劍,271202,單手劍,271203,鈍器,271204,拳套,271205,雙手劍,271206,矛槍,271207,弓箭,271208,十字弓,271210,工具箱,271228,盾牌,271213,雙刀,271216,手槍,271217,MG,271229,黑狼玉,271231,爆焰巨錘,271232,鎖鏈劍,0,,0,,0,,0,
271302,271218,螺旋劍,271219,飛燕劍,271220,長拳套,271221,手套,271222,戰擊拐杖,271223,音樂權杖,271224,盜賊短劍,271225,神槍劍,271226,禦守珠,271233,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
271303,271209,法杖,271211,靈魂石,271212,魔力卡片,271227,魔法石,271214,魔法球,271215,吉他,271230,魔法權杖,271234,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
223301,223201,短劍,223202,單手劍,223203,鈍器,223204,拳套,223205,雙手劍,223206,矛槍,223207,弓箭,223208,十字弓,223210,工具箱,223228,盾牌,223213,雙刀,223216,手槍,223217,MG,223229,黑狼玉,223231,爆焰巨錘,223232,鎖鏈劍,0,,0,,0,,0,
223302,223218,螺旋劍,223219,飛燕劍,223220,長拳套,223221,手套,223222,戰擊拐杖,223223,音樂權杖,223224,盜賊短劍,223225,神槍劍,223226,禦守珠,223233,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
223303,223209,法杖,223211,靈魂石,223212,魔力卡片,223227,魔法石,223214,魔法球,223215,吉他,223230,魔法權杖,223234,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
285301,285201,短劍,285202,單手劍,285203,鈍器,285204,拳套,285205,雙手劍,285206,矛槍,285207,弓箭,285208,十字弓,285210,工具箱,285228,盾牌,285213,雙刀,285216,手槍,285217,MG,285229,黑狼玉,285231,爆焰巨錘,285232,鎖鏈劍,0,,0,,0,,0,
285302,285218,螺旋劍,285219,飛燕劍,285220,長拳套,285221,手套,285222,戰擊拐杖,285223,音樂權杖,285224,盜賊短劍,285225,神槍劍,285226,禦守珠,285233,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
285303,285209,法杖,285211,靈魂石,285212,魔力卡片,285227,魔法石,285214,魔法球,285215,吉他,285230,魔法權杖,285234,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
112,11201,1級防具,11202,10級防具,11203,20級防具,11204,40級防具,11205,60級防具,11206,80級防具,11207,100級防具,11208,120級防具,11209,140級防具,11210,160級防具,11211,180級防具,0,,0,,0,,0,,0,,0,,0,,0,,0,
722,72203,1級防具,72204,10級防具,72201,20級防具,72202,40級防具,72205,60級防具,72206,80級防具,72207,100級防具,72208,120級防具,72209,140級防具,72210,160級防具,72211,180級防具,0,,0,,0,,0,,0,,0,,0,,0,,0,
60052,6005203,1級防具,6005204,10級防具,6005201,20級防具,6005202,40級防具,6005205,60級防具,6005206,80級防具,6005207,100級防具,6005208,120級防具,6005209,140級防具,6005210,160級防具,6005211,180級防具,0,,0,,0,,0,,0,,0,,0,,0,,0,
832,83203,1級防具,83204,10級防具,83205,20級防具,83201,40級防具,83202,60級防具,83206,80級防具,83207,100級防具,83208,120級防具,83209,140級防具,83210,160級防具,83211,180級防具,0,,0,,0,,0,,0,,0,,0,,0,,0,
1172,117203,1級防具,117204,10級防具,117205,20級防具,117206,40級防具,117201,60級防具,117202,80級防具,117207,100級防具,117208,120級防具,117209,140級防具,117210,160級防具,117211,180級防具,0,,0,,0,,0,,0,,0,,0,,0,,0,
12720,127203,1級防具,127204,10級防具,127205,20級防具,127206,40級防具,127207,60級防具,127201,80級防具,127202,100級防具,127208,120級防具,127209,140級防具,127210,160級防具,127211,180級防具,0,,0,,0,,0,,0,,0,,0,,0,,0,
1552,155203,1級防具,155204,10級防具,155205,20級防具,155206,40級防具,155207,60級防具,155201,80級防具,155202,100級防具,155208,120級防具,155209,140級防具,155210,160級防具,155211,180級防具,0,,0,,0,,0,,0,,0,,0,,0,,0,
1622,162203,1級防具,162204,10級防具,162205,20級防具,162206,40級防具,162207,60級防具,162201,80級防具,162202,100級防具,162208,120級防具,162209,140級防具,162210,160級防具,162211,180級防具,0,,0,,0,,0,,0,,0,,0,,0,,0,
60172,6017203,1級防具,6017204,10級防具,6017205,20級防具,6017206,40級防具,6017207,60級防具,6017201,80級防具,6017202,100級防具,6017208,120級防具,6017209,140級防具,6017210,160級防具,6017211,180級防具,0,,0,,0,,0,,0,,0,,0,,0,,0,
60132,6013203,1級防具,6013204,10級防具,6013205,20級防具,6013206,40級防具,6013207,60級防具,6013201,80級防具,6013202,100級防具,6013208,120級防具,6013209,140級防具,6013210,160級防具,6013211,180級防具,0,,0,,0,,0,,0,,0,,0,,0,,0,
1962,196206,1級防具,196207,10級防具,196208,20級防具,196209,40級防具,196210,60級防具,196211,80級防具,196201,100級防具,196202,120級防具,196203,140級防具,196204,160級防具,196205,180級防具,0,,0,,0,,0,,0,,0,,0,,0,,0,
2182,218206,1級防具,218207,10級防具,218208,20級防具,218209,40級防具,218210,60級防具,218211,80級防具,218201,100級防具,218202,120級防具,218203,140級防具,218204,160級防具,218205,180級防具,0,,0,,0,,0,,0,,0,,0,,0,,0,
24220,242206,1級防具,242207,10級防具,242208,20級防具,242209,40級防具,242210,60級防具,242211,80級防具,242201,100級防具,242202,120級防具,242203,140級防具,242204,160級防具,242205,180級防具,0,,0,,0,,0,,0,,0,,0,,0,,0,
70785,7078501,藥水交易,7078502,道具交易,7078503,任務道具交易,7078504,喊話道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
70663,7066301,藥水交易,7066302,道具交易,7066303,任務道具交易,7066304,喊話道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
60421,6042101,藥水交易,6042102,道具交易,6042103,任務道具交易,6042104,喊話道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
60111,6011101,藥水交易,6011102,道具交易,6011103,任務道具交易,6011104,喊話道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20926,2092601,屬性初始化活動,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
70811,7081101,藥水交易,7081102,道具交易,7081103,任務道具交易,7081104,喊話道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
26011,2601101,技能交易活動,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
70911,7091101,短劍,7091102,單手劍,7091103,鈍器,7091104,拳套,7091105,雙手劍,7091106,矛槍,7091107,弓箭,7091108,十字弓,7091110,工具箱,7091128,盾牌,7091113,雙刀,7091116,手槍,7091117,MG,7091129,黑狼玉,7091130,爆焰巨錘,7091132,鎖鏈劍,0,,0,,0,,0,
70912,7091118,螺旋劍,7091119,飛燕劍,7091120,長拳套,7091121,手套,7091122,戰擊拐杖,7091123,音樂權杖,7091124,盜賊短劍,7091125,神槍劍,7091126,禦守珠,7091133,寶石短錐,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
70913,7091109,法杖,7091111,靈魂石,7091112,魔力卡片,7091127,魔法石,7091114,魔法球,7091115,吉他,7091130,魔法權杖,7091134,魔法矛槍,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
70931,7093101,1級防具,7093102,10級防具,7093103,20級防具,7093104,40級防具,7093105,60級防具,7093106,80級防具,7093107,100級防具,7093108,120級防具,7093109,140級防具,7093110,160級防具,7093111,180級防具,0,,0,,0,,0,,0,,0,,0,,0,,0,
70951,7095101,藥水交易,7095102,道具交易,7095103,任務道具交易,7095104,喊話道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
10133,1013301,技能頁擴充書交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
60471,6047101,隨機任務初始化藥水交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
60481,6048101,隨機任務初始化藥水交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
71191,7119101,藥水交易,7119102,道具交易,7119103,任務道具交易,7119104,喊話道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
71491,7149101,藥水交易,7149102,道具交易,7149103,任務道具交易,7149104,喊話道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
71671,7167101,藥水交易,7167102,道具交易,7167103,任務道具交易,7167104,喊話道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
71861,7186101,活動交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
71951,7195101,藥水交易,7195102,道具交易,7195103,任務道具交易,7195104,喊話道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
72141,7214101,碧安卡的祝福交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
72151,7215101,碧安卡的祝福交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
72261,7226101,恢復藥水交易,7226102,一般道具交易,7226103,任務道具交易,7226104,喊話道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
72311,7231101,無限治癒藥水,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
71952,7195201,鑲嵌材料,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
72791,7279101,釣竿交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
78331,7833101,捐贈,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
78491,7849101,藥水交易,7849102,道具交易,7849103,任務道具交易,7849104,喊話道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
78671,7867101,藥水交易,7867102,道具交易,7867103,任務道具交易,7867104,喊話道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
78901,7890101,藥水交易,7890102,道具交易,7890103,任務道具交易,7890104,喊話道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
79531,7953101,特殊道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
78672,7867201,藥水交易,7867202,道具交易,7867203,任務道具交易,7867204,喊話道具交易,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
