ID,_Class,_Lv,_Stat_Point,_Skill_Point,_MOD_BaseMHP,_MOD_BaseMSP,_Base_Atk_Prob,_Base_Def_Prob,_Base_Ele_Prob,_Base_Luk_Prob,_Base_Guard,_Base_Atk_Min_Dam,_Base_Atk_Max_Dam,_Base_Ele_Min_Dam,_Base_Ele_Max_Dam,_Base_Speed_X,_Base_Speed_Y,_Base_Rope_Speed_X,_Base_Rope_Speed_Y,_BASE_WATER,_BASE_EXP_MOD,_BASE_ITEM_DROP_MOD,_BASE_DAMAGE_ABSOLUTE,_BASE_REDUCE_DAMAGE_ABSOLUTE,_BASE_DEF_PENETRATION,_BASE_ELE_PENETRATION,_BASE_JUMP_ATK,_BASE_NORMAL,_BASE_HEAVY,_BASE_CRITICAL_DAMAGE,_BASE_ELE_CRITICAL_DAMAGE,_BASE_HEAL_CRITICAL_AUGMENT,_BASE_HEAL_CRITICAL_PROBABILITY,_CLASS_MHP_FACTOR,_CLASS_MSP_FACTOR,_CLASS_RECV_HP_FACTOR,_CLASS_RECV_SP_FACTOR,_BASE_PHY_HIT_RATE,_BASE_ELE_HIT_RATE,_BASE_PHY_DODGE_RATE,_BASE_ELE_DODGE_RATE,_BASE_BACK_DAM,_BASE_ELE_BACK_DAM,_BASE_ATK_ADD_FACTOR,_BASE_ATK_RATIO_FACTOR,_BASE_ELE_ADD_FACTOR,_BASE_ELE_RATIO_FACTOR,_BASE_AMOR,_BASE_HEAL_HP_ADD,_BASE_HEAL_SP_ADD,_BASE_HEAL_HP_FACTOR,_BASE_HEAL_SP_FACTOR,_BASE_ELE_DAMAGE_ABSOLUTE,_BASE_ELE_REDUCE_DAMAGE_ABSOLUTE,_BASE_WATER_MIN_DAM,_BASE_WATER_MAX_DAM,_BASE_RES_WATER,_BASE_DROP_SPEED,_BASE_MAX_DROP_SPEED,_EXP_FACTOR,_EffectID1,_EffectID2
1165,5,145,100,1,15975,665,40,30,15,15,0,95,105,95,105,120,-800,100,100,154,0,0,0,22,0,0,150,155,155,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,435,0,0,100,100,0,22,0,0,580,1600,30,304,0,0
1166,5,146,100,1,16080,668,40,30,15,15,0,95,105,95,105,120,-800,100,100,155,0,0,0,22,0,0,151,156,156,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,438,0,0,100,100,0,22,0,0,584,1600,30,310,0,0
1167,5,147,100,1,16185,671,40,30,15,15,0,95,105,95,105,120,-800,100,100,156,0,0,0,22,0,0,152,157,157,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,441,0,0,100,100,0,22,0,0,588,1600,30,316,0,0
1168,5,148,100,1,16290,674,40,30,15,15,0,95,105,95,105,120,-800,100,100,157,0,0,0,23,0,0,153,158,158,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,444,0,0,100,100,0,23,0,0,592,1600,30,322,0,0
1169,5,149,100,1,16395,677,40,30,15,15,0,95,105,95,105,120,-800,100,100,158,0,0,0,23,0,0,154,159,159,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,447,0,0,100,100,0,23,0,0,596,1600,30,329,0,0
1170,5,150,100,1,16500,680,40,30,15,15,0,95,105,95,105,120,-800,100,100,159,0,0,0,23,0,0,155,160,160,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,450,0,0,100,100,0,23,0,0,600,1600,30,335,0,0
1171,5,151,100,1,16605,683,40,30,15,15,0,95,105,95,105,120,-800,100,100,160,0,0,0,23,0,0,156,161,161,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,453,0,0,100,100,0,23,0,0,604,1600,30,342,0,0
1172,5,152,100,1,16710,686,40,30,15,15,0,95,105,95,105,120,-800,100,100,161,0,0,0,23,0,0,157,162,162,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,456,0,0,100,100,0,23,0,0,608,1600,30,349,0,0
1173,5,153,100,1,16815,689,40,30,15,15,0,95,105,95,105,120,-800,100,100,162,0,0,0,23,0,0,158,163,163,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,459,0,0,100,100,0,23,0,0,612,1600,30,355,0,0
1174,5,154,100,1,16920,692,40,30,15,15,0,95,105,95,105,120,-800,100,100,163,0,0,0,23,0,0,159,164,164,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,462,0,0,100,100,0,23,0,0,616,1600,30,362,0,0
1175,5,155,100,1,17025,695,40,30,15,15,0,95,105,95,105,120,-800,100,100,164,0,0,0,24,0,0,160,165,165,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,465,0,0,100,100,0,24,0,0,620,1600,30,369,0,0
1176,5,156,100,1,17130,698,40,30,15,15,0,95,105,95,105,120,-800,100,100,165,0,0,0,24,0,0,161,166,166,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,468,0,0,100,100,0,24,0,0,624,1600,30,377,0,0
1177,5,157,100,1,17235,701,40,30,15,15,0,95,105,95,105,120,-800,100,100,166,0,0,0,24,0,0,162,167,167,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,471,0,0,100,100,0,24,0,0,628,1600,30,384,0,0
1178,5,158,100,1,17340,704,40,30,15,15,0,95,105,95,105,120,-800,100,100,167,0,0,0,24,0,0,163,168,168,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,474,0,0,100,100,0,24,0,0,632,1600,30,391,0,0
1179,5,159,100,1,17445,707,40,30,15,15,0,95,105,95,105,120,-800,100,100,168,0,0,0,24,0,0,164,169,169,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,477,0,0,100,100,0,24,0,0,636,1600,30,399,0,0
1180,5,160,100,1,17550,710,40,30,15,15,0,95,105,95,105,120,-800,100,100,169,0,0,0,24,0,0,165,170,170,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,480,0,0,100,100,0,24,0,0,640,1600,30,406,0,0
1181,5,161,100,1,17655,713,40,30,15,15,0,95,105,95,105,120,-800,100,100,170,0,0,0,24,0,0,166,171,171,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,483,0,0,100,100,0,24,0,0,644,1600,30,414,0,0
1182,5,162,100,1,17760,716,40,30,15,15,0,95,105,95,105,120,-800,100,100,171,0,0,0,25,0,0,167,172,172,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,486,0,0,100,100,0,25,0,0,648,1600,30,422,0,0
1183,5,163,100,1,17865,719,40,30,15,15,0,95,105,95,105,120,-800,100,100,172,0,0,0,25,0,0,168,173,173,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,489,0,0,100,100,0,25,0,0,652,1600,30,430,0,0
1184,5,164,100,1,17970,722,40,30,15,15,0,95,105,95,105,120,-800,100,100,173,0,0,0,25,0,0,169,174,174,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,492,0,0,100,100,0,25,0,0,656,1600,30,439,0,0
1185,5,165,100,1,18075,725,40,30,15,15,0,95,105,95,105,120,-800,100,100,174,0,0,0,25,0,0,170,175,175,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,495,0,0,100,100,0,25,0,0,660,1600,30,447,0,0
1186,5,166,100,1,18180,728,40,30,15,15,0,95,105,95,105,120,-800,100,100,175,0,0,0,25,0,0,171,176,176,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,498,0,0,100,100,0,25,0,0,664,1600,30,455,0,0
1187,5,167,100,1,18285,731,40,30,15,15,0,95,105,95,105,120,-800,100,100,176,0,0,0,25,0,0,172,177,177,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,501,0,0,100,100,0,25,0,0,668,1600,30,464,0,0
1188,5,168,100,1,18390,734,40,30,15,15,0,95,105,95,105,120,-800,100,100,177,0,0,0,26,0,0,173,178,178,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,504,0,0,100,100,0,26,0,0,672,1600,30,473,0,0
1189,5,169,100,1,18495,737,40,30,15,15,0,95,105,95,105,120,-800,100,100,178,0,0,0,26,0,0,174,179,179,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,507,0,0,100,100,0,26,0,0,676,1600,30,482,0,0
1190,5,170,100,1,58600,740,40,30,15,15,0,95,105,95,105,120,-800,100,100,179,0,0,0,26,0,0,175,180,180,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,510,0,0,100,100,0,26,0,0,680,1600,30,491,0,0
1191,5,171,100,1,58705,743,40,30,15,15,0,95,105,95,105,120,-800,100,100,180,0,0,0,26,0,0,176,181,181,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,513,0,0,100,100,0,26,0,0,684,1600,30,500,0,0
1192,5,172,100,1,58810,746,40,30,15,15,0,95,105,95,105,120,-800,100,100,181,0,0,0,26,0,0,177,182,182,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,516,0,0,100,100,0,26,0,0,688,1600,30,510,0,0
1193,5,173,100,1,58915,749,40,30,15,15,0,95,105,95,105,120,-800,100,100,182,0,0,0,26,0,0,178,183,183,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,519,0,0,100,100,0,26,0,0,692,1600,30,519,0,0
1194,5,174,100,1,59020,752,40,30,15,15,0,95,105,95,105,120,-800,100,100,183,0,0,0,26,0,0,179,184,184,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,522,0,0,100,100,0,26,0,0,696,1600,30,529,0,0
1195,5,175,100,1,59125,755,40,30,15,15,0,95,105,95,105,120,-800,100,100,184,0,0,0,27,0,0,180,185,185,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,525,0,0,100,100,0,27,0,0,700,1600,30,539,0,0
1196,5,176,100,1,59230,758,40,30,15,15,0,95,105,95,105,120,-800,100,100,185,0,0,0,27,0,0,181,186,186,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,528,0,0,100,100,0,27,0,0,704,1600,30,549,0,0
1197,5,177,100,1,59335,761,40,30,15,15,0,95,105,95,105,120,-800,100,100,186,0,0,0,27,0,0,182,187,187,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,531,0,0,100,100,0,27,0,0,708,1600,30,559,0,0
1198,5,178,100,1,59440,764,40,30,15,15,0,95,105,95,105,120,-800,100,100,187,0,0,0,27,0,0,183,188,188,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,534,0,0,100,100,0,27,0,0,712,1600,30,570,0,0
1199,5,179,100,1,59545,767,40,30,15,15,0,95,105,95,105,120,-800,100,100,188,0,0,0,27,0,0,184,189,189,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,537,0,0,100,100,0,27,0,0,716,1600,30,580,0,0
1200,5,180,100,1,59650,770,40,30,15,15,0,95,105,95,105,120,-800,100,100,189,0,0,0,27,0,0,185,190,190,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,540,0,0,100,100,0,27,0,0,720,1600,30,591,0,0
1201,5,181,100,1,59755,773,40,30,15,15,0,95,105,95,105,120,-800,100,100,190,0,0,0,27,0,0,186,191,191,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,543,0,0,100,100,0,27,0,0,724,1600,30,602,0,0
1202,5,182,100,1,59860,776,40,30,15,15,0,95,105,95,105,120,-800,100,100,191,0,0,0,28,0,0,187,192,192,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,546,0,0,100,100,0,28,0,0,728,1600,30,613,0,0
1203,5,183,100,1,59965,779,40,30,15,15,0,95,105,95,105,120,-800,100,100,192,0,0,0,28,0,0,188,193,193,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,549,0,0,100,100,0,28,0,0,732,1600,30,625,0,0
1204,5,184,100,1,60070,782,40,30,15,15,0,95,105,95,105,120,-800,100,100,193,0,0,0,28,0,0,189,194,194,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,552,0,0,100,100,0,28,0,0,736,1600,30,636,0,0
1205,5,185,100,1,60175,785,40,30,15,15,0,95,105,95,105,120,-800,100,100,194,0,0,0,28,0,0,190,195,195,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,555,0,0,100,100,0,28,0,0,740,1600,30,648,0,0
1206,5,186,100,1,60280,788,40,30,15,15,0,95,105,95,105,120,-800,100,100,195,0,0,0,28,0,0,191,196,196,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,558,0,0,100,100,0,28,0,0,744,1600,30,660,0,0
1207,5,187,100,1,60385,791,40,30,15,15,0,95,105,95,105,120,-800,100,100,196,0,0,0,28,0,0,192,197,197,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,561,0,0,100,100,0,28,0,0,748,1600,30,672,0,0
1208,5,188,100,1,60490,794,40,30,15,15,0,95,105,95,105,120,-800,100,100,197,0,0,0,29,0,0,193,198,198,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,564,0,0,100,100,0,29,0,0,752,1600,30,684,0,0
1209,5,189,100,1,60595,797,40,30,15,15,0,95,105,95,105,120,-800,100,100,198,0,0,0,29,0,0,194,199,199,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,567,0,0,100,100,0,29,0,0,756,1600,30,697,0,0
1210,5,190,100,1,60700,800,40,30,15,15,0,95,105,95,105,120,-800,100,100,199,0,0,0,29,0,0,195,200,200,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,570,0,0,100,100,0,29,0,0,760,1600,30,710,0,0
1211,5,191,100,1,60805,803,40,30,15,15,0,95,105,95,105,120,-800,100,100,200,0,0,0,29,0,0,196,201,201,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,573,0,0,100,100,0,29,0,0,764,1600,30,723,0,0
1212,5,192,100,1,60910,806,40,30,15,15,0,95,105,95,105,120,-800,100,100,201,0,0,0,29,0,0,197,202,202,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,576,0,0,100,100,0,29,0,0,768,1600,30,736,0,0
1213,5,193,100,1,61015,809,40,30,15,15,0,95,105,95,105,120,-800,100,100,202,0,0,0,29,0,0,198,203,203,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,579,0,0,100,100,0,29,0,0,772,1600,30,749,0,0
1214,5,194,100,1,61120,812,40,30,15,15,0,95,105,95,105,120,-800,100,100,203,0,0,0,29,0,0,199,204,204,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,582,0,0,100,100,0,29,0,0,776,1600,30,763,0,0
1215,5,195,100,1,61225,815,40,30,15,15,0,95,105,95,105,120,-800,100,100,204,0,0,0,30,0,0,200,205,205,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,585,0,0,100,100,0,30,0,0,780,1600,30,777,0,0
1216,5,196,100,1,61330,818,40,30,15,15,0,95,105,95,105,120,-800,100,100,205,0,0,0,30,0,0,201,206,206,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,588,0,0,100,100,0,30,0,0,784,1600,30,1186,0,0
1217,5,197,100,1,61435,821,40,30,15,15,0,95,105,95,105,120,-800,100,100,206,0,0,0,30,0,0,202,207,207,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,591,0,0,100,100,0,30,0,0,788,1600,30,1690,0,0
1218,5,198,100,1,61540,824,40,30,15,15,0,95,105,95,105,120,-800,100,100,207,0,0,0,30,0,0,203,208,208,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,594,0,0,100,100,0,30,0,0,792,1600,30,3277,0,0
1219,5,199,100,1,61645,827,40,30,15,15,0,95,105,95,105,120,-800,100,100,208,0,0,0,30,0,0,204,209,209,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,597,0,0,100,100,0,30,0,0,796,1600,30,6255,0,0
1220,5,200,100,1,101750,830,40,30,15,15,0,95,105,95,105,120,-800,100,100,209,0,0,0,30,0,0,205,210,210,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,600,0,0,100,100,0,30,0,0,800,1600,30,11886,0,0
1221,5,201,100,1,101855,833,40,30,15,15,0,95,105,95,105,120,-800,100,100,210,0,0,0,30,0,0,206,211,211,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,603,0,0,100,100,0,30,0,0,804,1600,30,11886,0,0
1222,5,202,100,1,101960,836,40,30,15,15,0,95,105,95,105,120,-800,100,100,211,0,0,0,31,0,0,207,212,212,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,606,0,0,100,100,0,31,0,0,808,1600,30,11886,0,0
1223,5,203,100,1,102065,839,40,30,15,15,0,95,105,95,105,120,-800,100,100,212,0,0,0,31,0,0,208,213,213,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,609,0,0,100,100,0,31,0,0,812,1600,30,11886,0,0
1224,5,204,100,1,102170,842,40,30,15,15,0,95,105,95,105,120,-800,100,100,213,0,0,0,31,0,0,209,214,214,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,612,0,0,100,100,0,31,0,0,816,1600,30,11886,0,0
1225,5,205,100,1,102275,845,40,30,15,15,0,95,105,95,105,120,-800,100,100,214,0,0,0,31,0,0,210,215,215,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,615,0,0,100,100,0,31,0,0,820,1600,30,11886,0,0
1226,5,206,100,1,102380,848,40,30,15,15,0,95,105,95,105,120,-800,100,100,215,0,0,0,31,0,0,211,216,216,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,618,0,0,100,100,0,31,0,0,824,1600,30,11886,0,0
1227,5,207,100,1,102485,851,40,30,15,15,0,95,105,95,105,120,-800,100,100,216,0,0,0,31,0,0,212,217,217,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,621,0,0,100,100,0,31,0,0,828,1600,30,11886,0,0
1228,5,208,100,1,102590,854,40,30,15,15,0,95,105,95,105,120,-800,100,100,217,0,0,0,32,0,0,213,218,218,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,624,0,0,100,100,0,32,0,0,832,1600,30,11886,0,0
1229,5,209,100,1,102695,857,40,30,15,15,0,95,105,95,105,120,-800,100,100,218,0,0,0,32,0,0,214,219,219,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,627,0,0,100,100,0,32,0,0,836,1600,30,11886,0,0
1230,5,210,100,1,102800,860,40,30,15,15,0,95,105,95,105,120,-800,100,100,219,0,0,0,32,0,0,215,220,220,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,630,0,0,100,100,0,32,0,0,840,1600,30,11886,0,0
1231,5,211,100,1,102905,863,40,30,15,15,0,95,105,95,105,120,-800,100,100,220,0,0,0,32,0,0,216,221,221,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,633,0,0,100,100,0,32,0,0,844,1600,30,11886,0,0
1232,5,212,100,1,103010,866,40,30,15,15,0,95,105,95,105,120,-800,100,100,221,0,0,0,32,0,0,217,222,222,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,636,0,0,100,100,0,32,0,0,848,1600,30,11886,0,0
1233,5,213,100,1,103115,869,40,30,15,15,0,95,105,95,105,120,-800,100,100,222,0,0,0,32,0,0,218,223,223,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,639,0,0,100,100,0,32,0,0,852,1600,30,11886,0,0
1234,5,214,100,1,103220,872,40,30,15,15,0,95,105,95,105,120,-800,100,100,223,0,0,0,32,0,0,219,224,224,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,642,0,0,100,100,0,32,0,0,856,1600,30,11886,0,0
1235,5,215,100,1,103325,875,40,30,15,15,0,95,105,95,105,120,-800,100,100,224,0,0,0,33,0,0,220,225,225,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,645,0,0,100,100,0,33,0,0,860,1600,30,11886,0,0
1236,5,216,100,1,103430,878,40,30,15,15,0,95,105,95,105,120,-800,100,100,225,0,0,0,33,0,0,221,226,226,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,648,0,0,100,100,0,33,0,0,864,1600,30,11886,0,0
1237,5,217,100,1,103535,881,40,30,15,15,0,95,105,95,105,120,-800,100,100,226,0,0,0,33,0,0,222,227,227,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,651,0,0,100,100,0,33,0,0,868,1600,30,11886,0,0
1238,5,218,100,1,103640,884,40,30,15,15,0,95,105,95,105,120,-800,100,100,227,0,0,0,33,0,0,223,228,228,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,654,0,0,100,100,0,33,0,0,872,1600,30,11886,0,0
1239,5,219,100,1,103745,887,40,30,15,15,0,95,105,95,105,120,-800,100,100,228,0,0,0,33,0,0,224,229,229,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,657,0,0,100,100,0,33,0,0,876,1600,30,11886,0,0
1240,5,220,100,1,103850,890,40,30,15,15,0,95,105,95,105,120,-800,100,100,229,0,0,0,33,0,0,225,230,230,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,660,0,0,100,100,0,33,0,0,880,1600,30,11886,0,0
1241,5,221,100,1,103955,893,40,30,15,15,0,95,105,95,105,120,-800,100,100,230,0,0,0,33,0,0,226,231,231,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,663,0,0,100,100,0,33,0,0,884,1600,30,11886,0,0
1242,5,222,100,1,104060,896,40,30,15,15,0,95,105,95,105,120,-800,100,100,231,0,0,0,34,0,0,227,232,232,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,666,0,0,100,100,0,34,0,0,888,1600,30,11886,0,0
1243,5,223,100,1,104165,899,40,30,15,15,0,95,105,95,105,120,-800,100,100,232,0,0,0,34,0,0,228,233,233,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,669,0,0,100,100,0,34,0,0,892,1600,30,11886,0,0
1244,5,224,100,1,104270,902,40,30,15,15,0,95,105,95,105,120,-800,100,100,233,0,0,0,34,0,0,229,234,234,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,672,0,0,100,100,0,34,0,0,896,1600,30,11886,0,0
1245,5,225,100,1,104375,905,40,30,15,15,0,95,105,95,105,120,-800,100,100,234,0,0,0,34,0,0,230,235,235,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,675,0,0,100,100,0,34,0,0,900,1600,30,11886,0,0
1246,5,226,100,1,104480,908,40,30,15,15,0,95,105,95,105,120,-800,100,100,235,0,0,0,34,0,0,231,236,236,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,678,0,0,100,100,0,34,0,0,904,1600,30,11886,0,0
1247,5,227,100,1,104585,911,40,30,15,15,0,95,105,95,105,120,-800,100,100,236,0,0,0,34,0,0,232,237,237,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,681,0,0,100,100,0,34,0,0,908,1600,30,11886,0,0
1248,5,228,100,1,104690,914,40,30,15,15,0,95,105,95,105,120,-800,100,100,237,0,0,0,35,0,0,233,238,238,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,684,0,0,100,100,0,35,0,0,912,1600,30,11886,0,0
1249,5,229,100,1,104795,917,40,30,15,15,0,95,105,95,105,120,-800,100,100,238,0,0,0,35,0,0,234,239,239,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,687,0,0,100,100,0,35,0,0,916,1600,30,11886,0,0
1250,5,230,100,1,104900,920,40,30,15,15,0,95,105,95,105,120,-800,100,100,239,0,0,0,35,0,0,235,240,240,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,690,0,0,100,100,0,35,0,0,920,1600,30,11886,0,0
1251,5,231,100,1,105005,923,40,30,15,15,0,95,105,95,105,120,-800,100,100,240,0,0,0,35,0,0,236,241,241,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,693,0,0,100,100,0,35,0,0,924,1600,30,11886,0,0
1252,5,232,100,1,105110,926,40,30,15,15,0,95,105,95,105,120,-800,100,100,241,0,0,0,35,0,0,237,242,242,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,696,0,0,100,100,0,35,0,0,928,1600,30,11886,0,0
1253,5,233,100,1,105215,929,40,30,15,15,0,95,105,95,105,120,-800,100,100,242,0,0,0,35,0,0,238,243,243,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,699,0,0,100,100,0,35,0,0,932,1600,30,11886,0,0
1254,5,234,100,1,105320,932,40,30,15,15,0,95,105,95,105,120,-800,100,100,243,0,0,0,35,0,0,239,244,244,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,702,0,0,100,100,0,35,0,0,936,1600,30,11886,0,0
1255,5,235,100,1,105425,935,40,30,15,15,0,95,105,95,105,120,-800,100,100,244,0,0,0,36,0,0,240,245,245,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,705,0,0,100,100,0,36,0,0,940,1600,30,11886,0,0
1256,5,236,100,1,105530,938,40,30,15,15,0,95,105,95,105,120,-800,100,100,245,0,0,0,36,0,0,241,246,246,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,708,0,0,100,100,0,36,0,0,944,1600,30,11886,0,0
1257,5,237,100,1,105635,941,40,30,15,15,0,95,105,95,105,120,-800,100,100,246,0,0,0,36,0,0,242,247,247,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,711,0,0,100,100,0,36,0,0,948,1600,30,11886,0,0
1258,5,238,100,1,105740,944,40,30,15,15,0,95,105,95,105,120,-800,100,100,247,0,0,0,36,0,0,243,248,248,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,714,0,0,100,100,0,36,0,0,952,1600,30,11886,0,0
1259,5,239,100,1,105845,947,40,30,15,15,0,95,105,95,105,120,-800,100,100,248,0,0,0,36,0,0,244,249,249,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,717,0,0,100,100,0,36,0,0,956,1600,30,11886,0,0
1260,5,240,100,1,105950,950,40,30,15,15,0,95,105,95,105,120,-800,100,100,249,0,0,0,36,0,0,245,250,250,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,720,0,0,100,100,0,36,0,0,960,1600,30,11886,0,0
1261,5,241,100,1,106055,953,40,30,15,15,0,95,105,95,105,120,-800,100,100,250,0,0,0,36,0,0,246,251,251,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,723,0,0,100,100,0,36,0,0,964,1600,30,11886,0,0
1262,5,242,100,1,106160,956,40,30,15,15,0,95,105,95,105,120,-800,100,100,251,0,0,0,37,0,0,247,252,252,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,726,0,0,100,100,0,37,0,0,968,1600,30,11886,0,0
1263,5,243,100,1,106265,959,40,30,15,15,0,95,105,95,105,120,-800,100,100,252,0,0,0,37,0,0,248,253,253,50,50,50,0,400,300,3,2,0,0,0,0,20,20,50,200,50,200,729,0,0,100,100,0,37,0,0,972,1600,30,11886,0,0
