ID,_Description,_Result,_When_Fails,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Item_OptionType,_Item_OptionClass,_Item_OptionGroup,_Item_OptionLevel,_Item_OptionGroup_Check,_Enchant_Material,_Enchant_Material_Count,_Consumption_OP_Min,_Consumption_OP_Max,_Probability_Modifier,_Probability_Min,_Probability_Max,_Error,_charge,_Enchant_type
5366,Lv 1. ?? ??,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,100,0,0,300190024,1,5,10,10,5,95,,0,2
5367,Lv 2. ?? ??,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,100,1,1,300190024,1,5,10,10,5,95,,0,2
5368,Lv 3. ?? ??,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,100,2,1,300190024,1,5,10,10,5,95,,0,2
5369,Lv 4. ?? ??,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,100,3,1,300190024,1,5,10,10,5,95,,0,2
5370,Lv 5. ?? ??,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,100,4,1,300190024,1,5,10,10,5,95,,0,2
5371,Lv 6. ?? ??,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,100,5,1,300190023,1,5,10,10,5,95,,0,2
5372,Lv 7. ?? ??,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,100,6,1,300190023,1,5,10,10,5,95,,0,2
5373,Lv 8. ?? ??,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,100,7,1,300190023,1,5,10,10,5,95,,0,2
5374,Lv 9. ?? ??,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,100,8,1,300190023,1,5,10,10,5,95,,0,2
5375,Lv 10. ?? ??,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,100,9,1,300190023,1,5,10,10,5,95,,0,2
5376,Lv 1. ?? ??,311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,300,0,0,300190024,1,5,10,10,5,95,,0,2
5377,Lv 2. ?? ??,312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,300,1,1,300190024,1,5,10,10,5,95,,0,2
5378,Lv 3. ?? ??,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,300,2,1,300190024,1,5,10,10,5,95,,0,2
5379,Lv 4. ?? ??,314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,300,3,1,300190024,1,5,10,10,5,95,,0,2
5380,Lv 5. ?? ??,315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,300,4,1,300190024,1,5,10,10,5,95,,0,2
5381,Lv 6. ?? ??,316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,300,5,1,300190023,1,5,10,10,5,95,,0,2
5382,Lv 7. ?? ??,317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,300,6,1,300190023,1,5,10,10,5,95,,0,2
5383,Lv 8. ?? ??,318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,300,7,1,300190023,1,5,10,10,5,95,,0,2
5384,Lv 9. ?? ??,319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,300,8,1,300190023,1,5,10,10,5,95,,0,2
5385,Lv 10. ?? ??,320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,300,9,1,300190023,1,5,10,10,5,95,,0,2
5386,Lv 1. ??? ??,511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,500,0,0,300190024,1,5,10,10,5,95,,0,2
5387,Lv 2. ??? ??,512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,500,1,1,300190024,1,5,10,10,5,95,,0,2
5388,Lv 3. ??? ??,513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,500,2,1,300190024,1,5,10,10,5,95,,0,2
5389,Lv 4. ??? ??,514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,500,3,1,300190024,1,5,10,10,5,95,,0,2
5390,Lv 5. ??? ??,515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,500,4,1,300190024,1,5,10,10,5,95,,0,2
5391,Lv 6. ??? ??,516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,500,5,1,300190023,1,5,10,10,5,95,,0,2
5392,Lv 7. ??? ??,517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,500,6,1,300190023,1,5,10,10,5,95,,0,2
5393,Lv 8. ??? ??,518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,500,7,1,300190023,1,5,10,10,5,95,,0,2
5394,Lv 9. ??? ??,519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,500,8,1,300190023,1,5,10,10,5,95,,0,2
5395,Lv 10. ??? ??,520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,500,9,1,300190023,1,5,10,10,5,95,,0,2
5396,Lv 1. ?? ??,711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,700,0,0,300190024,1,5,10,10,5,95,,0,2
5397,Lv 2. ?? ??,712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,700,1,1,300190024,1,5,10,10,5,95,,0,2
5398,Lv 3. ?? ??,713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,700,2,1,300190024,1,5,10,10,5,95,,0,2
5399,Lv 4. ?? ??,714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,700,3,1,300190024,1,5,10,10,5,95,,0,2
5400,Lv 5. ?? ??,715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,700,4,1,300190024,1,5,10,10,5,95,,0,2
5401,Lv 6. ?? ??,716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,700,5,1,300190023,1,5,10,10,5,95,,0,2
5402,Lv 7. ?? ??,717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,700,6,1,300190023,1,5,10,10,5,95,,0,2
5403,Lv 8. ?? ??,718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,700,7,1,300190023,1,5,10,10,5,95,,0,2
5404,Lv 9. ?? ??,719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,700,8,1,300190023,1,5,10,10,5,95,,0,2
5405,Lv 10. ?? ??,720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,700,9,1,300190023,1,5,10,10,5,95,,0,2
5406,Lv 1. ?? ??,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,100,0,0,300190024,1,5,10,10,5,95,,0,2
5407,Lv 2. ?? ??,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,100,1,1,300190024,1,5,10,10,5,95,,0,2
5408,Lv 3. ?? ??,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,100,2,1,300190024,1,5,10,10,5,95,,0,2
5409,Lv 4. ?? ??,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,100,3,1,300190024,1,5,10,10,5,95,,0,2
5410,Lv 5. ?? ??,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,100,4,1,300190024,1,5,10,10,5,95,,0,2
5411,Lv 6. ?? ??,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,100,5,1,300190023,1,5,10,10,5,95,,0,2
5412,Lv 7. ?? ??,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,100,6,1,300190023,1,5,10,10,5,95,,0,2
5413,Lv 8. ?? ??,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,100,7,1,300190023,1,5,10,10,5,95,,0,2
5414,Lv 9. ?? ??,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,100,8,1,300190023,1,5,10,10,5,95,,0,2
5415,Lv 10. ?? ??,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,100,9,1,300190023,1,5,10,10,5,95,,0,2
5416,Lv 1. ?? ??,331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,300,0,0,300190024,1,5,10,10,5,95,,0,2
5417,Lv 2. ?? ??,332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,300,1,1,300190024,1,5,10,10,5,95,,0,2
5418,Lv 3. ?? ??,333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,300,2,1,300190024,1,5,10,10,5,95,,0,2
5419,Lv 4. ?? ??,334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,300,3,1,300190024,1,5,10,10,5,95,,0,2
5420,Lv 5. ?? ??,335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,300,4,1,300190024,1,5,10,10,5,95,,0,2
5421,Lv 6. ?? ??,336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,300,5,1,300190023,1,5,10,10,5,95,,0,2
5422,Lv 7. ?? ??,337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,300,6,1,300190023,1,5,10,10,5,95,,0,2
5423,Lv 8. ?? ??,338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,300,7,1,300190023,1,5,10,10,5,95,,0,2
5424,Lv 9. ?? ??,339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,300,8,1,300190023,1,5,10,10,5,95,,0,2
5425,Lv 10. ?? ??,340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,300,9,1,300190023,1,5,10,10,5,95,,0,2
5426,Lv 1. ??? ??,531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,500,0,0,300190024,1,5,10,10,5,95,,0,2
5427,Lv 2. ??? ??,532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,500,1,1,300190024,1,5,10,10,5,95,,0,2
5428,Lv 3. ??? ??,533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,500,2,1,300190024,1,5,10,10,5,95,,0,2
5429,Lv 4. ??? ??,534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,500,3,1,300190024,1,5,10,10,5,95,,0,2
5430,Lv 5. ??? ??,535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,500,4,1,300190024,1,5,10,10,5,95,,0,2
5431,Lv 6. ??? ??,536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,500,5,1,300190023,1,5,10,10,5,95,,0,2
5432,Lv 7. ??? ??,537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,500,6,1,300190023,1,5,10,10,5,95,,0,2
5433,Lv 8. ??? ??,538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,500,7,1,300190023,1,5,10,10,5,95,,0,2
5434,Lv 9. ??? ??,539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,500,8,1,300190023,1,5,10,10,5,95,,0,2
5435,Lv 10. ??? ??,540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,500,9,1,300190023,1,5,10,10,5,95,,0,2
5436,Lv 1. ?? ??,731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,700,0,0,300190024,1,5,10,10,5,95,,0,2
5437,Lv 2. ?? ??,732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,700,1,1,300190024,1,5,10,10,5,95,,0,2
5438,Lv 3. ?? ??,733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,700,2,1,300190024,1,5,10,10,5,95,,0,2
5439,Lv 4. ?? ??,734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,700,3,1,300190024,1,5,10,10,5,95,,0,2
5440,Lv 5. ?? ??,735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,700,4,1,300190024,1,5,10,10,5,95,,0,2
5441,Lv 6. ?? ??,736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,700,5,1,300190023,1,5,10,10,5,95,,0,2
5442,Lv 7. ?? ??,737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,700,6,1,300190023,1,5,10,10,5,95,,0,2
5443,Lv 8. ?? ??,738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,700,7,1,300190023,1,5,10,10,5,95,,0,2
5444,Lv 9. ?? ??,739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,700,8,1,300190023,1,5,10,10,5,95,,0,2
5445,Lv 10. ?? ??,740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,700,9,1,300190023,1,5,10,10,5,95,,0,2
5446,Lv 1. ?? ??,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,100,0,0,300190024,1,5,10,10,5,95,,0,2
5447,Lv 2. ?? ??,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,100,1,1,300190024,1,5,10,10,5,95,,0,2
5448,Lv 3. ?? ??,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,100,2,1,300190024,1,5,10,10,5,95,,0,2
5449,Lv 4. ?? ??,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,100,3,1,300190024,1,5,10,10,5,95,,0,2
5450,Lv 5. ?? ??,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,100,4,1,300190024,1,5,10,10,5,95,,0,2
5451,Lv 6. ?? ??,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,100,5,1,300190023,1,5,10,10,5,95,,0,2
5452,Lv 7. ?? ??,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,100,6,1,300190023,1,5,10,10,5,95,,0,2
5453,Lv 8. ?? ??,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,100,7,1,300190023,1,5,10,10,5,95,,0,2
5454,Lv 9. ?? ??,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,100,8,1,300190023,1,5,10,10,5,95,,0,2
5455,Lv 10. ?? ??,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,100,9,1,300190023,1,5,10,10,5,95,,0,2
5456,Lv 1. ?? ??,331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,300,0,0,300190024,1,5,10,10,5,95,,0,2
5457,Lv 2. ?? ??,332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,300,1,1,300190024,1,5,10,10,5,95,,0,2
5458,Lv 3. ?? ??,333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,300,2,1,300190024,1,5,10,10,5,95,,0,2
5459,Lv 4. ?? ??,334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,300,3,1,300190024,1,5,10,10,5,95,,0,2
5460,Lv 5. ?? ??,335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,300,4,1,300190024,1,5,10,10,5,95,,0,2
5461,Lv 6. ?? ??,336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,300,5,1,300190023,1,5,10,10,5,95,,0,2
5462,Lv 7. ?? ??,337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,300,6,1,300190023,1,5,10,10,5,95,,0,2
5463,Lv 8. ?? ??,338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,300,7,1,300190023,1,5,10,10,5,95,,0,2
5464,Lv 9. ?? ??,339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,300,8,1,300190023,1,5,10,10,5,95,,0,2
5465,Lv 10. ?? ??,340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,300,9,1,300190023,1,5,10,10,5,95,,0,2
5466,Lv 1. ??? ??,531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,500,0,0,300190024,1,5,10,10,5,95,,0,2
5467,Lv 2. ??? ??,532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,500,1,1,300190024,1,5,10,10,5,95,,0,2
5468,Lv 3. ??? ??,533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,500,2,1,300190024,1,5,10,10,5,95,,0,2
5469,Lv 4. ??? ??,534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,500,3,1,300190024,1,5,10,10,5,95,,0,2
5470,Lv 5. ??? ??,535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,500,4,1,300190024,1,5,10,10,5,95,,0,2
5471,Lv 6. ??? ??,536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,500,5,1,300190023,1,5,10,10,5,95,,0,2
5472,Lv 7. ??? ??,537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,500,6,1,300190023,1,5,10,10,5,95,,0,2
5473,Lv 8. ??? ??,538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,500,7,1,300190023,1,5,10,10,5,95,,0,2
5474,Lv 9. ??? ??,539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,500,8,1,300190023,1,5,10,10,5,95,,0,2
5475,Lv 10. ??? ??,540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,500,9,1,300190023,1,5,10,10,5,95,,0,2
5476,Lv 1. ?? ??,731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,700,0,0,300190024,1,5,10,10,5,95,,0,2
5477,Lv 2. ?? ??,732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,700,1,1,300190024,1,5,10,10,5,95,,0,2
5478,Lv 3. ?? ??,733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,700,2,1,300190024,1,5,10,10,5,95,,0,2
5479,Lv 4. ?? ??,734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,700,3,1,300190024,1,5,10,10,5,95,,0,2
5480,Lv 5. ?? ??,735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,700,4,1,300190024,1,5,10,10,5,95,,0,2
5481,Lv 6. ?? ??,736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,700,5,1,300190023,1,5,10,10,5,95,,0,2
5482,Lv 7. ?? ??,737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,700,6,1,300190023,1,5,10,10,5,95,,0,2
5483,Lv 8. ?? ??,738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,700,7,1,300190023,1,5,10,10,5,95,,0,2
5484,Lv 9. ?? ??,739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,700,8,1,300190023,1,5,10,10,5,95,,0,2
5485,Lv 10. ?? ??,740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,700,9,1,300190023,1,5,10,10,5,95,,0,2
5486,Lv 1. ?? ????? ??,3931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,3900,0,0,300190024,1,5,10,10,5,95,,0,2
5487,Lv 2. ?? ????? ??,3932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,3900,1,1,300190024,1,5,10,10,5,95,,0,2
5488,Lv 3. ?? ????? ??,3933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3900,2,1,300190024,1,5,10,10,5,95,,0,2
5489,Lv 4. ?? ????? ??,3934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,3900,3,1,300190024,1,5,10,10,5,95,,0,2
5490,Lv 5. ?? ????? ??,3935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,3900,4,1,300190024,1,5,10,10,5,95,,0,2
5491,Lv 6. ?? ????? ??,3936,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,3900,5,1,300190023,1,5,10,10,5,95,,0,2
5492,Lv 7. ?? ????? ??,3937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3900,6,1,300190023,1,5,10,10,5,95,,0,2
5493,Lv 8. ?? ????? ??,3938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,3900,7,1,300190023,1,5,10,10,5,95,,0,2
5494,Lv 9. ?? ????? ??,3939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,3900,8,1,300190023,1,5,10,10,5,95,,0,2
5495,Lv 10. ?? ????? ??,3940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,3900,9,1,300190023,1,5,10,10,5,95,,0,2
5496,Lv 1. ?? ????? ??,4131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,4100,0,0,300190024,1,5,10,10,5,95,,0,2
5497,Lv 2. ?? ????? ??,4132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,4100,1,1,300190024,1,5,10,10,5,95,,0,2
5498,Lv 3. ?? ????? ??,4133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,4100,2,1,300190024,1,5,10,10,5,95,,0,2
5499,Lv 4. ?? ????? ??,4134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4100,3,1,300190024,1,5,10,10,5,95,,0,2
5500,Lv 5. ?? ????? ??,4135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,4100,4,1,300190024,1,5,10,10,5,95,,0,2
5501,Lv 6. ?? ????? ??,4136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,4100,5,1,300190023,1,5,10,10,5,95,,0,2
5502,Lv 7. ?? ????? ??,4137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,4100,6,1,300190023,1,5,10,10,5,95,,0,2
5503,Lv 8. ?? ????? ??,4138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,4100,7,1,300190023,1,5,10,10,5,95,,0,2
5504,Lv 9. ?? ????? ??,4139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,4100,8,1,300190023,1,5,10,10,5,95,,0,2
5505,Lv 10. ?? ????? ??,4140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,4100,9,1,300190023,1,5,10,10,5,95,,0,2
5506,Lv 1. ?? ?? ??? ??,8331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,8300,0,0,300190024,1,5,10,10,5,95,,0,2
5507,Lv 2. ?? ?? ??? ??,8332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,8300,1,1,300190024,1,5,10,10,5,95,,0,2
5508,Lv 3. ?? ?? ??? ??,8333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,8300,2,1,300190024,1,5,10,10,5,95,,0,2
5509,Lv 4. ?? ?? ??? ??,8334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,8300,3,1,300190024,1,5,10,10,5,95,,0,2
5510,Lv 5. ?? ?? ??? ??,8335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,8300,4,1,300190024,1,5,10,10,5,95,,0,2
5511,Lv 6. ?? ?? ??? ??,8336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,8300,5,1,300190023,1,5,10,10,5,95,,0,2
5512,Lv 7. ?? ?? ??? ??,8337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,8300,6,1,300190023,1,5,10,10,5,95,,0,2
5513,Lv 8. ?? ?? ??? ??,8338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,8300,7,1,300190023,1,5,10,10,5,95,,0,2
5514,Lv 9. ?? ?? ??? ??,8339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,8300,8,1,300190023,1,5,10,10,5,95,,0,2
5515,Lv 10. ?? ?? ??? ??,8340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,8300,9,1,300190023,1,5,10,10,5,95,,0,2
5516,Lv 1. ?? ??,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,100,0,0,300190024,1,5,10,10,5,95,,0,2
5517,Lv 2. ?? ??,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,100,1,1,300190024,1,5,10,10,5,95,,0,2
5518,Lv 3. ?? ??,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,100,2,1,300190024,1,5,10,10,5,95,,0,2
5519,Lv 4. ?? ??,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,100,3,1,300190024,1,5,10,10,5,95,,0,2
5520,Lv 5. ?? ??,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,100,4,1,300190024,1,5,10,10,5,95,,0,2
5521,Lv 6. ?? ??,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,100,5,1,300190023,1,5,10,10,5,95,,0,2
5522,Lv 7. ?? ??,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,100,6,1,300190023,1,5,10,10,5,95,,0,2
5523,Lv 8. ?? ??,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,100,7,1,300190023,1,5,10,10,5,95,,0,2
5524,Lv 9. ?? ??,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,100,8,1,300190023,1,5,10,10,5,95,,0,2
5525,Lv 10. ?? ??,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,100,9,1,300190023,1,5,10,10,5,95,,0,2
5526,Lv 1. ?? ??,331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,300,0,0,300190024,1,5,10,10,5,95,,0,2
5527,Lv 2. ?? ??,332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,300,1,1,300190024,1,5,10,10,5,95,,0,2
5528,Lv 3. ?? ??,333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,300,2,1,300190024,1,5,10,10,5,95,,0,2
5529,Lv 4. ?? ??,334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,300,3,1,300190024,1,5,10,10,5,95,,0,2
