ID,_Name,_DestinationID,_StageID,_MapGroupID,_MapID,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_RequireItem,_ReueireEly,_Fx,_Delay,_ErrMessage,_Req_Waypoint,_Description,_Icon,_IconIndex
2010204,世界樹的幻影,2010204,282,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後方可使用。,0,暗月武器、太初的防具、猴子徽章,10002000,175
2010205,龍皇城,2010205,322,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,王朝武器、黃色寶石 3種、閃電徽章,10002000,211
2010206,魔石實驗室,2010206,342,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,奧莉安的武器、奧莉安的變異教本,10002000,222
2010207,寶石樹森林,2010207,370,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,軍長的武器、魔族教本,10002000,247
2010208,魔法書閱覽室,2010208,200,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後方可使用。,0,伊普莉特防具、紅焰寶石 4種,10002000,144
2010209,夢之路,2010209,266,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後方可使用。,0,太初的防具、太初的藍色寶石 6種,10002000,173
2010210,青空城,2010210,305,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,Lv. 200以上的角色才可使用。,0,青空城防具,10002000,201
2010211,毀滅之城,2010211,333,5,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,毀壞之城防具、食人巨妖的項鍊,10002000,216
2010212,太陽神的地下祭壇,2010212,354,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,太陽神的地下祭壇防具,10002000,239
2010213,冰封的世界,2010213,386,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,冰封的世界防具、幻影教本,10002001,6
2010214,競技場大廳,2010214,2,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後方可使用。,0,競技場飾品、高級競技場飾品,10002000,92
2010215,星座峭壁,2010215,208,5,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後方可使用。,0,眩惑的魔女飾品,10002000,147
2010216,飛空艇墜落地帶3,2010216,195,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後方可使用。,0,中級突變飾品、項鍊,10002000,138
2010217,星星搖籃,2010217,210,1,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後方可使用。,0,英雄王的氣概飾品、英雄王提修斯的寶石 +1 4種,10002000,149
2010218,妖精樹,2010218,184,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後方可使用。,0,仙界的飾品,10002000,104
2010219,地鐵站,2010219,89,24,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後方可使用。,0,巴里伍德的飾品,10002000,178
2010220,暴風監視者廢墟 3,2010220,307,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,高級突變眼鏡、絲襪、眉心貼,10002000,203
2010221,龍祭城 3,2010221,322,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,高級突變耳環、披風、戒指,10002000,208
2010222,神聖的教堂,2010222,348,1,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,蘊含普拉斯魔力的飾品 6種,10002000,231
2010223,幻影毒霧沼澤,2010223,380,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,魔皇的飾品 8種,10002000,255
2010224,小矮人飛空艇,2010224,353,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,機甲虎林綴飾、亞奇戰龍的獅子貼紙,10002000,233
2010225,影子之書,2010225,375,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,蝴蝶之影綴飾,10002000,250
2010226,瀑布樹森林,2010226,370,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,特莉妮婭的狸貓圖騰,10002000,249
2010227,混沌峽谷,2010227,386,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,暴走的愛麗絲圖騰,10002001,9
2010228,神秘的殿堂,2010228,344,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,米奈勒帕的寶石 3種,10002000,227
2010229,冰淇淋庭院,2010229,373,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,高卡路里結晶 3種,10002000,253
2010230,月華院,2010230,322,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,"月華院的教本, 太陽徽章, 星星徽章",10002000,209
2010231,深夜餐廳,2010231,254,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後方可使用。,0,深夜餐廳項鍊、兔樣徽章、蛇樣徽章,10002000,164
2010232,太陽宮殿,2010232,354,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,塔勒曼的項鍊、蘋果徽章、草莓徽章,10002000,238
2010233,浮游島,2010233,380,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,高級戰士的項鍊、鬥士的徽章、戰士的徽章,10002001,1
2010234,歐若拉森林 3,2010234,336,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,高級突變腰帶,10002000,218
2010235,扭曲的世界樹,2010235,184,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後方可使用。,0,突變藍寶怪的腰帶,10002000,234
2010236,修練森林 5,2010236,380,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,修練腰帶,10002001,2
2010237,立佩拉市政府,2010237,339,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,傑凱的胸針,10002000,223
2010238,珊瑚之歌,2010238,381,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,烏龜胸針,10002001,4
2010239,歐若拉的庭院,2010239,336,5,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,歐若拉的貓咪貼紙,10002000,219
2010240,春植島紀念館,2010240,375,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,奉春植的猴子貼紙,10002000,251
2010241,惡魔的峽谷,2010241,344,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,凱魯斯的凍結徽章、月亮徽章、藍色心臟,10002000,225
2010242,黃金洞穴,2010242,360,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,發掘團的綠色徽章、橘色徽章、四角徽章,10002000,242
2010243,閃亮深淵,2010243,381,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,海洋徽章、深淵徽章、香蕉徽章,10002001,5
2010244,隱藏的洞窟,2010244,333,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,黑魔法師的紅色徽章、藍色徽章,10002000,214
2010245,吉恩蒂亞公園大廳,2010245,286,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後方可使用。,0,不滅徽章 3種,10002000,180
2010246,未知的倉庫,2010246,286,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後方可使用。,0,未知之星徽章 Lv. 1 ~ 55,10002000,198
2010247,伊米勒研究所,2010247,240,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後方可使用。,0,正常作息教本、老虎徽章,10002000,161
2010248,日落森林,2010248,184,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,突變卡哇伊的胸針,10002000,243
2010249,拉的城堡,2010249,388,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,古代大象貼紙,10002001,12
2010250,安息之地,2010250,388,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,法老的結晶3種、法老綴飾,10002001,11
11207,亞瑪倫沙漠 [Lv.235 ~ ],1120701,388,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,NPC - 緹雅,10002001,10
20504,拉的城堡,2050401,388,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,可入場等級 : 230等級以上,10002001,12
1410101,蛇龍巢穴 [Lv.21~24],1410101,4,1,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,63
1410102,香格里拉 [Lv.40~42],1410102,22,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,70
1410103,十六日的月 [Lv.53~55],1410103,15,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,77
1410104,金字塔墓室 [Lv.60~64],1410104,18,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,76
1410105,哥德房屋 [Lv.72],1410105,31,6,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,71
1410106,幽靈海盜船 [Lv.72],1410106,45,5,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,47
1410107,年糕地區 [Lv.75],1410107,54,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,85
1410108,克杜卡心臟 [Lv.75~78],1410108,40,1,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,42
1410109,已冷卻的心臟 [Lv.85~87],1410109,40,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,72
1410110,奇邁羅研究所 [Lv.90~99],1410110,68,5,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,84
1410111,極地迷宮 [Lv.100~103],1410111,16,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,64
1410112,癩蛤蟆樹林 [Lv.103~105],1410112,117,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,97
1410113,癩蛤蟆山 [Lv.106~108],1410113,117,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,97
1410114,癩蛤蟆洞窟 [Lv.109~111],1410114,117,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,97
1410115,癩蛤蟆山谷 [Lv.112~115],1410115,112,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,97
1410116,飛空部 [Lv.118],1410116,136,1,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,111
1410117,瓦爾哈拉 [Lv.140],1410117,87,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,90
1410118,小章魚神殿 [Lv.150],1410118,146,7,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,120
1410119,地獄之門 [Lv.155],1410119,157,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,117
1410120,挑戰! 精靈樹 [Lv.160],1410120,184,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,2人副本,10002000,104
1410121,精靈城 [Lv.168],1410121,131,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,105
1410122,黑塔 [Lv.170],1410122,134,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,108
1410123,星座峭壁 [Lv.178],1410123,208,5,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,147
1410124,大亂鬥 [Lv.160++],1410124,254,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,2人副本,10002000,164
1410125,挑戰! 金蘭雲系 [Lv.180],1410125,184,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,2人副本,10002000,110
1410126,挑戰! 極地迷宮 [Lv.180],1410126,184,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,64
1410127,魔法書閱覽室 [Lv.180++],1410127,200,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,8人副本,10002000,144
1410128,被遺忘的花園 [Lv.185++],1410128,198,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,8人副本,10002000,141
1410129,奉春植領主房間 [Lv.190],1410129,81,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,86
1410130,星星搖籃 [Lv.190++],1410130,210,1,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,149
1410131,崩壞之塔地下 [Lv.190++],1410131,228,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,6人副本,10002000,153
1410132,伊米勒研究所 [Lv.190++],1410132,240,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,8人副本,10002000,161
1410133,地鐵站 [Lv.195++],1410133,89,24,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,178
1410134,花之路 [Lv.195++],1410134,266,1,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,171
1410135,月之路 [Lv.195++],1410135,266,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,172
1410136,夢之路 [Lv.195++],1410136,266,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,8人副本,10002000,173
1410137,世界樹的幻影 [Lv.195++],1410137,282,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,8人副本,10002000,175
1410138,騎士大將之屋 [Lv.196],1410138,195,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,138
1410139,青空城競技場 [Lv.200++],1410139,305,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,201
1410140,神秘的殿堂 [Lv.201++],1410140,344,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002000,227
1410141,歐若拉的庭院 [Lv.202++],1410141,336,5,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002000,219
1410142,月華院 [Lv.203++],1410142,322,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002000,209
1410143,龍皇城 [Lv.205++],1410143,322,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,8人副本,10002000,211
1410144,隱藏洞窟 [Lv.207++],1410144,333,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002000,214
1410145,立佩拉市政府 [Lv.208++],1410145,339,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002000,223
1410146,毀滅之城 [Lv.209++],1410146,333,5,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,8人副本,10002000,216
1410147,魔石實驗室 [Lv.211++],1410147,342,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,8人副本,10002000,222
1410148,挑戰!巧克力花園 [Lv.212++],1410148,184,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002000,232
1410149,惡魔的峽谷 [Lv.213++],1410149,344,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002000,225
1410150,神聖的教堂 [Lv.215++],1410150,348,1,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,8人副本,10002000,231
1410151,扭曲的世界樹 [Lv.216++],1410151,184,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002000,234
1410152,小矮人飛空艇 [Lv.217++],1410152,353,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002000,233
1410153,日落森林 [Lv.218++],1410153,184,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002000,243
1410154,太陽宮殿 [Lv.220++],1410154,354,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002000,238
1410155,太陽神的地下祭壇 [Lv.220++],1410155,354,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,8人副本,10002000,239
1410156,春植島紀念館 [Lv.221++],1410156,375,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002000,251
1410157,黃金洞穴 [Lv.222++],1410157,360,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002000,242
1410158,影子之書 [Lv.224++],1410158,375,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002000,250
1410159,瀑布樹森林 [Lv.227++],1410159,370,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002000,249
1410160,寶石樹森林 [Lv.227++],1410160,370,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,8人副本,10002000,247
1410161,珊瑚之歌 [Lv.227++],1410161,381,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,4
1410162,冰淇淋庭院 [Lv.230++],1410162,373,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,2人副本,10002000,253
1410163,拉的城堡 [Lv.230++],1410163,388,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,12
1410164,浮游島 [Lv.235++],1410164,380,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,1
1410165,幻影毒霧沼澤 [Lv.235++],1410165,380,4,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,8人副本,10002000,255
1410166,閃亮深淵 [Lv.235++],1410166,381,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,5
1410167,混沌峽谷 [Lv.235++],1410167,386,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,9
1410168,冰封的世界 [Lv.235++],1410168,386,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,8人副本,10002001,6
1410169,安息之地 [Lv.235++],1410169,388,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,11
2010251,超人紀念館,2010251,402,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,超人腰帶,10002001,15
2010252,地獄房間,2010252,405,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,地獄武器、地獄項鍊、地獄徽章,10002001,17
11208,塔爾達洛斯 [Lv.235 ~ ],1120801,402,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,NPC - 麥爾比克、煞尼克,10002001,13
1410170,超人紀念館 [ULv.500],1410170,402,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,15
1410171,地獄房間 [ULv.500],1410171,405,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,8人副本,10002001,17
20505,冰淇淋庭院,2050501,373,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,可入場等級 : 230等級以上,10002000,253
2010253,戰士們的休息地,2010253,308,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,兔子胸針,10002001,19
2010254,怪物樹山谷,2010254,412,1,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,"山林徽章, 樹林徽章",10002001,20
11209,怪物樹山林 [Lv.235 ~ ],1120901,412,1,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,NPC - 拉比譚,10002001,18
1410172,戰士們的休息地 [Lv.232++],1410172,308,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,19
1410173,怪物樹山谷 [ULv.600],1410173,412,1,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,20
20506,戰士們的休息地,2050601,308,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,可入場等級 : 232等級以上,10002001,19
2010255,惡魔之山,2010255,344,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,巨人族的神秘結晶,10002000,226
11210,恪爾立 [Lv.235 ~ ],1121001,419,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,NPC - 玫蒂亞、貝儂,10002001,24
1410174,龍峽谷 [ULv.800],1410174,420,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,22
1410175,神之樹拉法爾 [ULv.800],1410175,420,1,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,8人副本,10002001,23
2010256,神之樹拉法爾,2010256,420,1,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,安魂者的飾品12種、神木教本,10002001,23
2010257,龍峽谷,2010257,420,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,幻獸圖騰,10002001,22
1410176,無法命名的地方 [Lv.170],1410176,140,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,完成教學後即可使用。,0,4人副本,10002000,112
2010258,魔法修練館,2010258,433,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,澤費羅斯的貼紙,10002001,26
2010259,魔法學院本館,2010259,433,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,魔法學院的結晶 3種、學院院長綴飾,10002001,27
11211,傑芮尼斯山丘 [Lv.235 ~ ],1121101,433,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,NPC - 賽伊娜,10002001,28
20507,魔法修練館,2050701,433,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,可入場等級 : 234等級以上,10002001,26
1410177,魔法修練館 [Lv.234++],1410177,433,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,26
1410178,魔法學院本館 [ULv.1000],1410178,433,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,27
11212,墨羅斯 [Lv.235 ~ ],1121201,442,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,NPC - 奧菕,10002001,32
2010260,魔力防空洞,2010260,442,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,諾克斯王子的腰帶,10002001,31
2010261,夢境奧涅伊洛,2010261,442,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,奧涅伊洛防具、另一面的項鍊、徽章 2種,10002001,33
1410179,魔力防空洞 [ULv.1300],1410179,442,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,4人副本,10002001,31
1410180,夢境奧涅伊洛 [ULv.1500],1410180,442,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,8人副本,10002001,33
11213,吉斯克領地 [Lv.235 ~ ],1121301,452,0,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,NPC - 吉斯卡德,10002001,38
2010262,忘卻湖畔,2010262,452,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,雷黛的赤焰徽章、青焰徽章,10002001,37
2010263,虛無之星,2010263,452,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,虛無的胸針,10002001,39
1410181,忘卻湖畔 [ULv.1700],1410181,452,2,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,6人副本,10002001,37
1410182,虛無之星 [ULv.1600],1410182,452,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,2人副本,10002001,39
11214,瑪爾斯 [Lv.235 ~ ],1121401,442,3,0,7,2,50000100,0,0,0,0,0,0,0,0,0,傳送點還有剩餘期間的狀態下才可使用。,1,NPC - 皮歐妮亞,10002001,40
