ID,_BuyFactor,_ID1,_ID2,_ID3,_ID4,_ID5,_ID6,_ID7,_ID8,_ID9,_ID10,_ID11,_ID12,_ID13,_ID14,_ID15,_ID16,_ID17,_ID18,_ID19,_ID20,_ID21,_ID22,_ID23,_ID24,_ID25,_ID26,_ID27,_ID28,_ID29,_ID30,_ID31,_ID32,_ID33,_ID34,_ID35,_ID36,_ID37,_ID38,_ID39,_ID40,_ID41,_ID42,_ID43,_ID44,_ID45,_ID46,_ID47,_ID48,_ID49,_ID50,CutInImage,Message
261203,20,110030101,110030201,110030301,110030401,110031101,110031201,110031301,110031401,110032101,110034001,110032201,110032301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,[雀斑少女] \n 物品應有盡有喔
261204,20,144001001,144001002,144001003,144001004,144001011,144001012,144001013,144001014,144001039,144001040,144001021,144001022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,[雀斑少女] \n 物品應有盡有喔
5007101,20,30330101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20209000,[夏奴伊] 你要買釣竿嗎?
33101,20,10100101,10100201,10100301,10200101,10200201,10200301,10300101,10300201,10300301,10400101,10400201,10400301,10500101,10500201,10500301,10600101,10600201,10600301,10700101,10700201,10700301,10800101,10800201,10800301,10900101,10900201,10900301,11000101,11000201,11000301,11100101,11100201,11100301,11200101,11200201,11200301,11300101,11300201,11300301,11400101,11400201,11400301,11500101,11500201,11500301,0,0,0,0,0,64,[夏奴伊] \n年輕人!你需要物品嗎?
33102,20,29990001,20010001,20020001,20030001,20040001,20050001,20060001,29980001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,[夏奴伊] \n年輕人!你需要物品嗎?
33201,20,110010101,110010201,110010301,110010401,110010501,110010601,110010701,110010801,110010901,110011001,110014201,110011101,110011201,110011301,110011401,110011501,110011601,110011701,110011801,110011901,110012001,110013101,110012201,110012301,110012401,110012501,110012601,110012701,110012801,110012901,110013001,110014301,110013201,110013301,110013401,110013501,110013601,110013701,110013801,110013901,110014501,110014401,110012101,110014101,0,0,0,0,0,0,64,[夏奴伊] \n年輕人!你需要物品嗎?
33202,20,110020101,110020201,110020301,110020401,110020501,110020601,110020701,110020801,110020901,110021001,110024301,110021101,110021201,110021301,110021401,110021501,110021601,110021701,110021801,110021901,110022001,110023101,110022601,110022701,110022801,110022901,110023001,110024401,110023201,110023301,110023401,110023501,110023601,110023701,110023801,110023901,110024501,110024601,110022101,110024201,0,0,0,0,0,0,0,0,0,0,64,[夏奴伊] \n年輕人!你需要物品嗎?
33203,20,110030101,110030201,110030301,110030401,110031101,110031201,110031301,110031401,110032101,110034001,110032201,110032301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,[夏奴伊] \n年輕人!你需要物品嗎?
33204,20,144001001,144001002,144001003,144001004,144001011,144001012,144001013,144001014,144001039,144001040,144001021,144001022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,[夏奴伊] \n年輕人!你需要物品嗎?
284101,20,11300101,11400101,11500101,11300201,11400201,11500201,11300301,11400301,11500301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,[達比] \n需要什麼?
284102,20,29990001,20020001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,[達比] \n需要什麼?
284201,20,110010101,110010201,110010301,110010401,110010501,110010601,110010701,110010801,110010901,110011001,110014201,110011101,110011201,110011301,110011401,110011501,110011601,110011701,110011801,110011901,110012001,110013101,110012201,110012301,110012401,110012501,110012601,110012701,110012801,110012901,110013001,110014301,110013201,110013301,110013401,110013501,110013601,110013701,110013801,110013901,110014501,110014401,110012101,110014101,0,0,0,0,0,0,489,[達比] \n需要什麼?
284202,20,110020101,110020201,110020301,110020401,110020501,110020601,110020701,110020801,110020901,110021001,110024301,110021101,110021201,110021301,110021401,110021501,110021601,110021701,110021801,110021901,110022001,110023101,110022601,110022701,110022801,110022901,110023001,110024401,110023201,110023301,110023401,110023501,110023601,110023701,110023801,110023901,110024501,110024601,110022101,110024201,0,0,0,0,0,0,0,0,0,0,489,[達比] \n需要什麼?
284203,20,110030101,110030201,110030301,110030401,110031101,110031201,110031301,110031401,110032101,110034001,110032201,110032301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,[達比] \n需要什麼?
284204,20,144001001,144001002,144001003,144001004,144001011,144001012,144001013,144001014,144001039,144001040,144001021,144001022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,[達比] \n需要什麼?
285101,20,31401604,31401704,31401804,31401904,31402004,31402104,31402204,31402304,31402404,31402504,31452904,31404604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,[拉比] \n歡迎光臨
285102,20,30013101,30023101,30013201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,[拉比] \n歡迎光臨
106201,20,10100101,10100201,10100301,10200101,10200201,10200301,10300101,10300201,10300301,10400101,10400201,10400301,10500101,10500201,10500301,10600101,10600201,10600301,10700101,10700201,10700301,10800101,10800201,10800301,10900101,10900201,10900301,11000101,11000201,11000301,11100101,11100201,11100301,11200101,11200201,11200301,11300101,11300201,11300301,11400101,11400201,11400301,11500101,11500201,11500301,0,0,0,0,0,158,[安妮]\n 呵呵 你需要這些東西嗎?
106202,20,29990001,20020001,20100001,60040001,60050001,144002003,144002004,144002005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,[安妮]\n 呵呵 你需要這些東西嗎?
13101,20,144002001,144002008,1310301,1310302,1310304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,[洛汗]\n 你在找黃金槌嗎?
261102,20,29990001,20020001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,[雀斑少女] \n 物品應有盡有喔
71104,20,30503302,30451402,30501402,30410402,30460402,30410902,30460902,30420202,30470202,30420702,30470702,30430502,30480502,30430302,30480302,30440602,30490602,30450802,30500802,30500102,30450102,30501202,30501002,30501502,30501302,30501102,30502502,30452902,30502902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,[喬治夫]\n 你可以相信我!我賣的東西絕對是物美價廉!盡量買沒關係!
71105,20,30503303,30451403,30501403,30410403,30460403,30410903,30460903,30420203,30470203,30420703,30470703,30430503,30480503,30430303,30480303,30440603,30490603,30450803,30500803,30500103,30450103,30501203,30501003,30501503,30501303,30501103,30502503,30452903,30502903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,[喬治夫]\n 你可以相信我!我賣的東西絕對是物美價廉!盡量買沒關係!
163102,20,30903304,30810404,30860404,30810904,30860904,30820204,30870204,30820704,30870704,30830504,30880504,30830304,30880304,30840604,30890604,30850804,30900804,30900104,30850104,30901204,30901004,30901104,30901304,30901504,30902504,30852904,30902904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,[海伊凱爾]\n 海伊凱爾只賣好的武器!海伊凱爾值得你信任!
6003102,20,30013101,30023101,30013201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,[海伊凱爾]\n 海伊凱爾只賣好的武器!海伊凱爾值得你信任!
1141101,20,29990001,20020001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,[摩莉絲修女]\n 暫時的安息也是必須的!
1142101,20,29990001,20020001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,[愛蓮修女]\n 靈魂的安息..
1143101,20,29990001,20020001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,[西斯蒂娜修女]\n 暫時的安息..
1144101,20,29990001,20020001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,[波利斯修女]\n 這裡還舒適嗎?
1150101,20,29990001,20020001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,[神官希穆勒克]\n 怎麼樣?
1234101,20,29990001,20020001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,[莉茲]\n 圖書館內有賣這種東西!
1013201,20,100120311,100120321,100120331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,[洛汗]\n 你想買黃金箱子?呵呵 請切記要有特殊的東西才能開啟箱子!
1295101,20,29990001,20020001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,[莉茲]\n 沒錯 這些就是我在賣的東西
2039101,20,100120101,100120102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,[海樂妮]\n 一起來加油吧
2047101,20,100120107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,[洛汗]\n 活動中要有這樣的物品才像樣嘛!!
2061101,20,122001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,[莉茲]\n 這是活動專用的物品喔!
6065101,20,11300101,11400101,11500101,11300201,11400201,11500201,11300301,11400301,11500301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103020200,[奧姆雷特] \n 歡迎光臨 買些冒險時需要的物品再走吧
6065102,20,29990001,20020001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103020200,[奧姆雷特] \n 歡迎光臨 買些冒險時需要的物品再走吧
6065201,20,110010101,110010201,110010301,110010401,110010501,110010601,110010701,110010801,110010901,110011001,110014201,110011101,110011201,110011301,110011401,110011501,110011601,110011701,110011801,110011901,110012001,110013101,110012201,110012301,110012401,110012501,110012601,110012701,110012801,110012901,110013001,110014301,110013201,110013301,110013401,110013501,110013601,110013701,110013801,110013901,110014501,110014401,110012101,110014101,0,0,0,0,0,0,103020200,[奧姆雷特] \n 歡迎光臨 買些冒險時需要的物品再走吧
6065202,20,110020101,110020201,110020301,110020401,110020501,110020601,110020701,110020801,110020901,110021001,110024301,110021101,110021201,110021301,110021401,110021501,110021601,110021701,110021801,110021901,110022001,110023101,110022601,110022701,110022801,110022901,110023001,110024401,110023201,110023301,110023401,110023501,110023601,110023701,110023801,110023901,110024501,110024601,110022101,110024201,0,0,0,0,0,0,0,0,0,0,103020200,[奧姆雷特] \n 歡迎光臨 買些冒險時需要的物品再走吧
6065203,20,110030101,110030201,110030301,110030401,110031101,110031201,110031301,110031401,110032101,110034001,110032201,110032301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103020200,[奧姆雷特] \n 歡迎光臨 買些冒險時需要的物品再走吧
6065204,20,144001001,144001002,144001003,144001004,144001011,144001012,144001013,144001014,144001039,144001040,144001021,144001022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103020200,[奧姆雷特] \n 歡迎光臨 買些冒險時需要的物品再走吧
2062101,20,122002001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,[海樂妮]\n 中秋節要向月亮許願喔 準備好要參加活動了嗎 ?
2063101,20,123001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2064101,20,123003025,123003026,123003027,123003030,123003031,123003032,123003033,123003034,123003035,123003036,123003037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,[魯娜蕾希]\n 呵…
6068101,20,11300101,11400101,11500101,11300201,11400201,11500201,11300301,11400301,11500301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,[亞妮斯]\n你有看到這裡的東西嗎?
6068102,20,29990001,20020001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,[亞妮斯]\n你有看到這裡的東西嗎?
6068201,20,110010101,110010201,110010301,110010401,110010501,110010601,110010701,110010801,110010901,110011001,110014201,110011101,110011201,110011301,110011401,110011501,110011601,110011701,110011801,110011901,110012001,110013101,110012201,110012301,110012401,110012501,110012601,110012701,110012801,110012901,110013001,110014301,110013201,110013301,110013401,110013501,110013601,110013701,110013801,110013901,110014501,110014401,110012101,110014101,0,0,0,0,0,0,589,[亞妮斯]\n你有看到這裡的東西嗎?
6068202,20,110020101,110020201,110020301,110020401,110020501,110020601,110020701,110020801,110020901,110021001,110024301,110021101,110021201,110021301,110021401,110021501,110021601,110021701,110021801,110021901,110022001,110023101,110022601,110022701,110022801,110022901,110023001,110024401,110023201,110023301,110023401,110023501,110023601,110023701,110023801,110023901,110024501,110024601,110022101,110024201,0,0,0,0,0,0,0,0,0,0,589,[亞妮斯]\n你有看到這裡的東西嗎?
6068203,20,110030101,110030201,110030301,110030401,110031101,110031201,110031301,110031401,110032101,110034001,110032201,110032301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,[亞妮斯]\n你有看到這裡的東西嗎?
6068204,20,144001001,144001002,144001003,144001004,144001011,144001012,144001013,144001014,144001039,144001040,144001021,144001022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,[亞妮斯]\n你有看到這裡的東西嗎?
7014101,20,11300101,11400101,11500101,11300201,11400201,11500201,11300301,11400301,11500301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,[亞妮斯]\n你有看到這裡的東西嗎?
7014102,20,29990001,20020001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,[亞妮斯]\n你有看到這裡的東西嗎?
2069101,1,123003001,123003002,123003003,123003004,123003005,123003006,123003007,123003008,123003009,123003010,123003011,123003012,123003013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,[冰女]\n 沒錯 這些就是我在賣的東西
2069102,1,123003014,123003015,123003016,123003017,123003018,123003019,123003020,123003021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,[冰女]\n 沒錯 這些就是我在賣的東西
2069103,1,123003022,123003023,123003024,123003025,123003026,123003027,123003028,123003029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,[冰女]\n 沒錯 這些就是我在賣的東西
1024101,20,10100101,10100201,10100301,10200101,10200201,10200301,10300101,10300201,10300301,10400101,10400201,10400301,10500101,10500201,10500301,10600101,10600201,10600301,10700101,10700201,10700301,10800101,10800201,10800301,10900101,10900201,10900301,11000101,11000201,11000301,11100101,11100201,11100301,11200101,11200201,11200301,11300101,11300201,11300301,11400101,11400201,11400301,11500101,11500201,11500301,0,0,0,0,0,56,[努納佩爾]\n 這裡有賣冒險家們所需的藥水和其他物品喔
1024102,20,29990001,20010001,20020001,20030001,20040001,20050001,20060001,29980001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,[努納佩爾]\n 這裡有賣冒險家們所需的藥水和其他物品喔
1299101,20,11600101,11600201,11600301,11700101,11700201,11700301,11800101,11800201,11800301,11900101,11900201,11900301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,[M.D.]\n 需要什麼嗎?雖然不能免費送你，但需要什麼儘管開口!
1299102,20,20110001,29990001,20010001,20020001,20030001,20040001,20050001,20060001,29980001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,[M.D.]\n 需要什麼嗎?雖然不能免費送你，但需要什麼儘管開口!
1013101,20,101310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6076101,20,607610101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,需要配方嗎? 來我這兒是最明智的選擇!
2150101,20,215010101,215010102,215010103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,給網咖家族的特殊優惠!! 潘朵拉箱子便宜賣給你
1300501,20,10100101,10100201,10100301,10200101,10200201,10200301,10300101,10300201,10300301,10400101,10400201,10400301,10500101,10500201,10500301,10600101,10600201,10600301,10700101,10700201,10700301,10800101,10800201,10800301,10900101,10900201,10900301,11000101,11000201,11000301,11100101,11100201,11100301,11200101,11200201,11200301,11300101,11300201,11300301,11400101,11400201,11400301,11500101,11500201,11500301,0,0,0,0,0,0,我在賣全等級的藥水
1300502,20,29990001,20010001,20020001,20030001,20040001,20050001,20060001,29980001,60040001,60050001,144002003,144002004,144002005,144002007,29950001,124001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,我販賣各種道具
9205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
25205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
33205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
70205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
78205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
84205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
136205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
156205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
161205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
6018205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
194205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
217205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
244205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
268205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
274205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
224205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
232205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
239205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
235205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
238205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
246205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
261205,20,144001041,110034101,110014601,110024701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,正在販賣新變更的鑲嵌材料
