ID,_Class,_Gender,_LV_Value,_Money_Value,_Exp_Value,_HP_Value,_SP_Value,_Fame_Value,_Inventory_Type1,_Inventory_Slot1,_Item_ID1,_Item_Stack1,_Item_Rare1,_Inventory_Type2,_Inventory_Slot2,_Item_ID2,_Item_Stack2,_Item_Rare2,_Inventory_Type3,_Inventory_Slot3,_Item_ID3,_Item_Stack3,_Item_Rare3,_Inventory_Type4,_Inventory_Slot4,_Item_ID4,_Item_Stack4,_Item_Rare4,_Inventory_Type5,_Inventory_Slot5,_Item_ID5,_Item_Stack5,_Item_Rare5,_Inventory_Type6,_Inventory_Slot6,_Item_ID6,_Item_Stack6,_Item_Rare6,_Inventory_Type7,_Inventory_Slot7,_Item_ID7,_Item_Stack7,_Item_Rare7,_Inventory_Type8,_Inventory_Slot8,_Item_ID8,_Item_Stack8,_Item_Rare8,_Inventory_Type9,_Inventory_Slot9,_Item_ID9,_Item_Stack9,_Item_Rare9,_Inventory_Type10,_Inventory_Slot10,_Item_ID10,_Item_Stack10,_Item_Rare10,_Skill_ID1,_Skill_Lv1,_Skill_ID2,_Skill_Lv2,_Skill_ID3,_Skill_Lv3,_Skill_ID4,_Skill_Lv4,_Quick_Slot_No1,_Quick_Slot_Type1,_Quick_Slot_ID1,_Quick_Slot_No2,_Quick_Slot_Type2,_Quick_Slot_ID2,_Quick_Slot_No3,_Quick_Slot_Type3,_Quick_Slot_ID3,_Quick_Slot_No4,_Quick_Slot_Type4,_Quick_Slot_ID4,_Quick_Slot_No5,_Quick_Slot_Type5,_Quick_Slot_ID5,_Quick_Slot_No6,_Quick_Slot_Type6,_Quick_Slot_ID6,_Quick_Slot_No7,_Quick_Slot_Type7,_Quick_Slot_ID7,_Quick_Slot_No8,_Quick_Slot_Type8,_Quick_Slot_ID8,_Quick_Slot_No9,_Quick_Slot_Type9,_Quick_Slot_ID9,_Quick_Slot_No10,_Quick_Slot_Type10,_Quick_Slot_ID10,_Pos_X,_Pos_Y,_Stage_ID,_MapGroup,_RevivalMap,_SkillPoint,_TownMap,_Base_Atk,_Base_Def,_Base_Ele,_Base_Luk,_Ex_Stat,_Ex_Limit,_Ex_Min,_Ex_Max,_Cardbinder,_Effect_Del1,_Effect_Del2,_Effect_Del3,_Effect_Del4,_Effect_Del5,_Effect_Del6
48,24,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,23,15,5,8,412,400,3,5,0,25200901,0,0,0,0,0
49,25,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,15,13,8,15,412,400,3,5,0,25200901,0,0,0,0,0
50,25,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,15,13,8,15,412,400,3,5,0,25200901,0,0,0,0,0
51,26,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,20,20,5,6,414,400,5,10,0,25200901,0,0,0,0,0
52,26,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,20,20,5,6,414,400,5,10,0,25200901,0,0,0,0,0
53,27,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,16,15,10,10,412,400,3,5,0,25200901,0,0,0,0,0
54,27,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,16,15,10,10,412,400,3,5,0,25200901,0,0,0,0,0
55,28,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,15,10,18,8,412,400,3,5,0,25200901,0,0,0,0,0
56,28,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,15,10,18,8,412,400,3,5,0,25200901,0,0,0,0,0
57,29,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,8,10,25,8,412,400,3,5,0,25200901,0,0,0,0,0
58,29,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,8,10,25,8,412,400,3,5,0,25200901,0,0,0,0,0
59,30,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,10,10,8,23,415,400,4,9,0,25200901,0,0,0,0,0
60,30,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,10,10,8,23,415,400,4,9,0,25200901,0,0,0,0,0
61,31,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,17,13,8,13,417,400,0,0,0,25200901,0,0,0,0,0
62,31,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,17,13,8,13,417,400,0,0,0,25200901,0,0,0,0,0
63,32,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,10,18,13,10,416,400,10,20,0,25200901,0,0,0,0,0
64,32,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,0,1,10,18,13,10,416,400,10,20,0,25200901,0,0,0,0,0
65,33,1,1,0,0,10000000,9999,0,3,1,190144135,1,1,3,2,190145411,1,1,7,4,20265432,1,1,7,5,30165432,1,1,7,6,40165432,1,1,7,7,10165432,1,1,7,8,70265432,1,1,7,1,90565432,1,1,6,13,82800100,1,1,6,11,160100199,1,1,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,992,475,0,1,5,1,8,10,20,13,0,0,0,0,0,0,0,0,0,0,0
66,33,2,1,0,0,10000000,9999,0,3,1,190144135,1,1,3,2,190145411,1,1,7,4,20265432,1,1,7,5,30165432,1,1,7,6,40165432,1,1,7,7,10165432,1,1,7,8,70265432,1,1,7,1,90565432,1,1,6,13,82800100,1,1,6,11,160100199,1,1,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,992,475,0,1,5,1,8,10,20,13,0,0,0,0,0,0,0,0,0,0,0
67,34,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,0,0,0,0,0,0,0,0,0,0,0
68,34,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,0,0,0,0,0,0,0,0,0,0,0
69,35,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,412,300,1,5,0,0,0,0,0,0,0
70,35,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,412,300,1,5,0,0,0,0,0,0,0
71,36,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,20,15,8,8,412,400,1,5,0,25200901,0,0,0,0,0
72,36,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,20,15,8,8,412,400,1,5,0,25200901,0,0,0,0,0
73,37,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,20,15,8,8,413,300,5,5,0,25200901,0,0,0,0,0
74,37,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,20,15,8,8,413,300,5,5,0,25200901,0,0,0,0,0
75,38,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,13,20,8,10,414,400,5,10,0,25200901,0,0,0,0,0
76,38,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,13,20,8,10,414,400,5,10,0,25200901,0,0,0,0,0
77,39,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,13,20,8,10,412,400,3,5,0,25200901,0,0,0,0,0
78,39,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,13,20,8,10,412,400,3,5,0,25200901,0,0,0,0,0
79,40,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,412,400,1,5,0,25200901,0,0,0,0,0
80,40,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,412,400,1,5,0,25200901,0,0,0,0,0
81,41,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,412,400,2,4,0,25200901,0,0,0,0,0
82,41,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,412,400,2,4,0,25200901,0,0,0,0,0
83,42,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,10,10,10,21,416,6000,10,20,0,25200901,0,0,0,0,0
84,42,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,10,10,10,21,416,6000,10,20,0,25200901,0,0,0,0,0
85,43,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,10,10,10,21,417,500,0,0,0,25200901,0,0,0,0,0
86,43,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,10,10,10,21,417,500,0,0,0,25200901,0,0,0,0,0
87,44,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,13,13,13,13,412,400,1,5,0,25200901,0,0,0,0,0
88,44,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,13,13,13,13,412,400,1,5,0,25200901,0,0,0,0,0
89,45,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,412,400,1,5,0,25200901,0,0,0,0,0
90,45,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,412,400,1,5,0,25200901,0,0,0,0,0
91,46,1,1,0,0,10000000,9999,0,0,1,160190127,1,5,3,2,190145411,1,1,7,4,20255531,1,1,7,5,30155531,1,1,7,8,70155531,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005101,1,5000028,1,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,6,3,5000028,0,0,0,0,0,0,0,0,0,0,0,0,607,863,298,0,80,5,80,8,10,20,13,0,0,0,0,1,0,0,0,0,0,0
92,46,2,1,0,0,10000000,9999,0,0,1,160190129,1,5,3,2,190145411,1,1,7,4,20255531,1,1,7,5,30155531,1,1,7,8,70155531,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005101,1,5000028,1,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,6,3,5000028,0,0,0,0,0,0,0,0,0,0,0,0,607,863,298,1,81,5,81,8,10,20,13,0,0,0,0,1,0,0,0,0,0,0
93,47,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005101,1,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,528,0,0,0,2,0,0,0,0,0,0
94,47,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005101,1,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,528,0,0,0,2,0,0,0,0,0,0
95,48,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005101,1,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,528,0,0,0,3,0,0,0,0,0,0
96,48,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005101,1,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,528,0,0,0,3,0,0,0,0,0,0
97,49,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005101,1,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,528,3000,0,0,4,25200901,0,0,0,0,0
98,49,2,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005101,1,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,528,3000,0,0,4,25200901,0,0,0,0,0
99,50,1,1,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005101,1,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,11,2,22,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1344,1,0,1,5,1,8,10,20,13,528,0,0,0,5,0,0,0,0,0,0
