ID,_Description,_Result,_Main_Item,_Material,_Type
439,掘嘐��(Lv.16),190194915,700102416,190195001,1
440,掘嘐��(Lv.17),190194916,700102417,190195001,1
441,掘嘐��(Lv.18),190194917,700102418,190195001,1
442,掘嘐��(Lv.19),190194918,700102419,190195001,1
443,掘嘐��(Lv.20),190194919,700102420,190195001,1
444,窒葆 掘嘐��,190194919,700102421,190195001,1
445,蘸掘 憲(Lv.2),190194901,700102502,190195001,1
446,蘸掘 憲(Lv.3),190194902,700102503,190195001,1
447,蘸掘 憲(Lv.4),190194903,700102504,190195001,1
448,嬴晦 蘸掘(Lv.5),190194904,700102505,190195001,1
449,嬴晦 蘸掘(Lv.6),190194905,700102506,190195001,1
450,嬴晦 蘸掘(Lv.7),190194906,700102507,190195001,1
451,嬴晦 蘸掘(Lv.8),190194907,700102508,190195001,1
452,嬴晦 蘸掘(Lv.9),190194908,700102509,190195001,1
453,蘸掘(Lv.10),190194909,700102510,190195001,1
454,蘸掘(Lv.11),190194910,700102511,190195001,1
455,蘸掘(Lv.12),190194911,700102512,190195001,1
456,蘸掘(Lv.13),190194912,700102513,190195001,1
457,蘸掘(Lv.14),190194913,700102514,190195001,1
458,蘸掘(Lv.15),190194914,700102515,190195001,1
459,蘸掘(Lv.16),190194915,700102516,190195001,1
460,蘸掘(Lv.17),190194916,700102517,190195001,1
461,蘸掘(Lv.18),190194917,700102518,190195001,1
462,蘸掘(Lv.19),190194918,700102519,190195001,1
463,蘸掘(Lv.20),190194919,700102520,190195001,1
464,窒葆 蘸掘,190194919,700102521,190195001,1
465,傘じ蛤喻 憲(Lv.2),700100202,700100201,190194901,2
466,傘じ蛤喻 憲(Lv.3),700100203,700100201,190194902,2
467,傘じ蛤喻 憲(Lv.4),700100204,700100201,190194903,2
468,嬴晦 傘じ蛤喻(Lv.5),700100205,700100201,190194904,2
469,嬴晦 傘じ蛤喻(Lv.6),700100206,700100201,190194905,2
470,嬴晦 傘じ蛤喻(Lv.7),700100207,700100201,190194906,2
471,嬴晦 傘じ蛤喻(Lv.8),700100208,700100201,190194907,2
472,嬴晦 傘じ蛤喻(Lv.9),700100209,700100201,190194908,2
473,傘じ蛤喻(Lv.10),700100210,700100201,190194909,2
474,傘じ蛤喻(Lv.11),700100211,700100201,190194910,2
475,傘じ蛤喻(Lv.12),700100212,700100201,190194911,2
476,傘じ蛤喻(Lv.13),700100213,700100201,190194912,2
477,傘じ蛤喻(Lv.14),700100214,700100201,190194913,2
478,傘じ蛤喻(Lv.15),700100215,700100201,190194914,2
479,傘じ蛤喻(Lv.16),700100216,700100201,190194915,2
480,傘じ蛤喻(Lv.17),700100217,700100201,190194916,2
481,傘じ蛤喻(Lv.18),700100218,700100201,190194917,2
482,傘じ蛤喻(Lv.19),700100219,700100201,190194918,2
483,傘じ蛤喻(Lv.20),700100220,700100201,190194919,2
484,む橫葬蛤喻 憲(Lv.2),700100302,700100301,190194901,2
485,む橫葬蛤喻 憲(Lv.3),700100303,700100301,190194902,2
486,む橫葬蛤喻 憲(Lv.4),700100304,700100301,190194903,2
487,嬴晦 む橫葬蛤喻(Lv.5),700100305,700100301,190194904,2
488,嬴晦 む橫葬蛤喻(Lv.6),700100306,700100301,190194905,2
489,嬴晦 む橫葬蛤喻(Lv.7),700100307,700100301,190194906,2
490,嬴晦 む橫葬蛤喻(Lv.8),700100308,700100301,190194907,2
491,嬴晦 む橫葬蛤喻(Lv.9),700100309,700100301,190194908,2
492,む橫葬蛤喻(Lv.10),700100310,700100301,190194909,2
493,む橫葬蛤喻(Lv.11),700100311,700100301,190194910,2
494,む橫葬蛤喻(Lv.12),700100312,700100301,190194911,2
495,む橫葬蛤喻(Lv.13),700100313,700100301,190194912,2
496,む橫葬蛤喻(Lv.14),700100314,700100301,190194913,2
497,む橫葬蛤喻(Lv.15),700100315,700100301,190194914,2
498,む橫葬蛤喻(Lv.16),700100316,700100301,190194915,2
499,む橫葬蛤喻(Lv.17),700100317,700100301,190194916,2
500,む橫葬蛤喻(Lv.18),700100318,700100301,190194917,2
501,む橫葬蛤喻(Lv.19),700100319,700100301,190194918,2
502,む橫葬蛤喻(Lv.20),700100320,700100301,190194919,2
503,換歎檜執 憲(Lv.2),700100402,700100401,190194901,2
504,換歎檜執 憲(Lv.3),700100403,700100401,190194902,2
505,換歎檜執 憲(Lv.4),700100404,700100401,190194903,2
506,嬴晦 換歎檜執(Lv.5),700100405,700100401,190194904,2
507,嬴晦 換歎檜執(Lv.6),700100406,700100401,190194905,2
508,嬴晦 換歎檜執(Lv.7),700100407,700100401,190194906,2
509,嬴晦 換歎檜執(Lv.8),700100408,700100401,190194907,2
510,嬴晦 換歎檜執(Lv.9),700100409,700100401,190194908,2
511,換歎檜執(Lv.10),700100410,700100401,190194909,2
512,換歎檜執(Lv.11),700100411,700100401,190194910,2
513,換歎檜執(Lv.12),700100412,700100401,190194911,2
514,換歎檜執(Lv.13),700100413,700100401,190194912,2
515,換歎檜執(Lv.14),700100414,700100401,190194913,2
516,換歎檜執(Lv.15),700100415,700100401,190194914,2
517,換歎檜執(Lv.16),700100416,700100401,190194915,2
518,換歎檜執(Lv.17),700100417,700100401,190194916,2
519,換歎檜執(Lv.18),700100418,700100401,190194917,2
520,換歎檜執(Lv.19),700100419,700100401,190194918,2
521,換歎檜執(Lv.20),700100420,700100401,190194919,2
522,�盛搧鰻� 憲(Lv.2),700100502,700100501,190194901,2
523,�盛搧鰻� 憲(Lv.3),700100503,700100501,190194902,2
524,�盛搧鰻� 憲(Lv.4),700100504,700100501,190194903,2
525,嬴晦 �盛搧鰻�(Lv.5),700100505,700100501,190194904,2
526,嬴晦 �盛搧鰻�(Lv.6),700100506,700100501,190194905,2
527,嬴晦 �盛搧鰻�(Lv.7),700100507,700100501,190194906,2
528,嬴晦 �盛搧鰻�(Lv.8),700100508,700100501,190194907,2
529,嬴晦 �盛搧鰻�(Lv.9),700100509,700100501,190194908,2
530,�盛搧鰻�(Lv.10),700100510,700100501,190194909,2
531,�盛搧鰻�(Lv.11),700100511,700100501,190194910,2
532,�盛搧鰻�(Lv.12),700100512,700100501,190194911,2
533,�盛搧鰻�(Lv.13),700100513,700100501,190194912,2
534,�盛搧鰻�(Lv.14),700100514,700100501,190194913,2
535,�盛搧鰻�(Lv.15),700100515,700100501,190194914,2
536,�盛搧鰻�(Lv.16),700100516,700100501,190194915,2
537,�盛搧鰻�(Lv.17),700100517,700100501,190194916,2
538,�盛搧鰻�(Lv.18),700100518,700100501,190194917,2
539,�盛搧鰻�(Lv.19),700100519,700100501,190194918,2
540,�盛搧鰻�(Lv.20),700100520,700100501,190194919,2
541,鳶髦檜 憲(Lv.2),700100602,700100601,190194901,2
542,鳶髦檜 憲(Lv.3),700100603,700100601,190194902,2
543,鳶髦檜 憲(Lv.4),700100604,700100601,190194903,2
544,嬴晦 鳶髦檜(Lv.5),700100605,700100601,190194904,2
545,嬴晦 鳶髦檜(Lv.6),700100606,700100601,190194905,2
546,嬴晦 鳶髦檜(Lv.7),700100607,700100601,190194906,2
547,嬴晦 鳶髦檜(Lv.8),700100608,700100601,190194907,2
548,嬴晦 鳶髦檜(Lv.9),700100609,700100601,190194908,2
549,鳶髦檜(Lv.10),700100610,700100601,190194909,2
550,鳶髦檜(Lv.11),700100611,700100601,190194910,2
551,鳶髦檜(Lv.12),700100612,700100601,190194911,2
552,鳶髦檜(Lv.13),700100613,700100601,190194912,2
553,鳶髦檜(Lv.14),700100614,700100601,190194913,2
554,鳶髦檜(Lv.15),700100615,700100601,190194914,2
555,鳶髦檜(Lv.16),700100616,700100601,190194915,2
556,鳶髦檜(Lv.17),700100617,700100601,190194916,2
557,鳶髦檜(Lv.18),700100618,700100601,190194917,2
558,鳶髦檜(Lv.19),700100619,700100601,190194918,2
559,鳶髦檜(Lv.20),700100620,700100601,190194919,2
560,傖檜 憲(Lv.2),700100702,700100701,190194901,2
561,傖檜 憲(Lv.3),700100703,700100701,190194902,2
562,傖檜 憲(Lv.4),700100704,700100701,190194903,2
563,嬴晦 傖檜(Lv.5),700100705,700100701,190194904,2
564,嬴晦 傖檜(Lv.6),700100706,700100701,190194905,2
565,嬴晦 傖檜(Lv.7),700100707,700100701,190194906,2
566,嬴晦 傖檜(Lv.8),700100708,700100701,190194907,2
567,嬴晦 傖檜(Lv.9),700100709,700100701,190194908,2
568,傖檜(Lv.10),700100710,700100701,190194909,2
569,傖檜(Lv.11),700100711,700100701,190194910,2
570,傖檜(Lv.12),700100712,700100701,190194911,2
571,傖檜(Lv.13),700100713,700100701,190194912,2
572,傖檜(Lv.14),700100714,700100701,190194913,2
573,傖檜(Lv.15),700100715,700100701,190194914,2
574,傖檜(Lv.16),700100716,700100701,190194915,2
575,傖檜(Lv.17),700100717,700100701,190194916,2
576,傖檜(Lv.18),700100718,700100701,190194917,2
577,傖檜(Lv.19),700100719,700100701,190194918,2
578,傖檜(Lv.20),700100720,700100701,190194919,2
579,操操檜 憲(Lv.2),700100802,700100801,190194901,2
580,操操檜 憲(Lv.3),700100803,700100801,190194902,2
581,操操檜 憲(Lv.4),700100804,700100801,190194903,2
582,嬴晦 操操檜(Lv.5),700100805,700100801,190194904,2
583,嬴晦 操操檜(Lv.6),700100806,700100801,190194905,2
584,嬴晦 操操檜(Lv.7),700100807,700100801,190194906,2
585,嬴晦 操操檜(Lv.8),700100808,700100801,190194907,2
586,嬴晦 操操檜(Lv.9),700100809,700100801,190194908,2
587,操操檜(Lv.10),700100810,700100801,190194909,2
588,操操檜(Lv.11),700100811,700100801,190194910,2
589,操操檜(Lv.12),700100812,700100801,190194911,2
590,操操檜(Lv.13),700100813,700100801,190194912,2
591,操操檜(Lv.14),700100814,700100801,190194913,2
592,操操檜(Lv.15),700100815,700100801,190194914,2
593,操操檜(Lv.16),700100816,700100801,190194915,2
594,操操檜(Lv.17),700100817,700100801,190194916,2
595,操操檜(Lv.18),700100818,700100801,190194917,2
596,操操檜(Lv.19),700100819,700100801,190194918,2
597,操操檜(Lv.20),700100820,700100801,190194919,2
598,ゃ葬鐘 憲(Lv.2),700100902,700100901,190194901,2
599,ゃ葬鐘 憲(Lv.3),700100903,700100901,190194902,2
600,ゃ葬鐘 憲(Lv.4),700100904,700100901,190194903,2
601,嬴晦 ゃ葬鐘(Lv.5),700100905,700100901,190194904,2
602,嬴晦 ゃ葬鐘(Lv.6),700100906,700100901,190194905,2
603,嬴晦 ゃ葬鐘(Lv.7),700100907,700100901,190194906,2
604,嬴晦 ゃ葬鐘(Lv.8),700100908,700100901,190194907,2
605,嬴晦 ゃ葬鐘(Lv.9),700100909,700100901,190194908,2
606,ゃ葬鐘(Lv.10),700100910,700100901,190194909,2
607,ゃ葬鐘(Lv.11),700100911,700100901,190194910,2
608,ゃ葬鐘(Lv.12),700100912,700100901,190194911,2
609,ゃ葬鐘(Lv.13),700100913,700100901,190194912,2
610,ゃ葬鐘(Lv.14),700100914,700100901,190194913,2
611,ゃ葬鐘(Lv.15),700100915,700100901,190194914,2
612,ゃ葬鐘(Lv.16),700100916,700100901,190194915,2
613,ゃ葬鐘(Lv.17),700100917,700100901,190194916,2
614,ゃ葬鐘(Lv.18),700100918,700100901,190194917,2
615,ゃ葬鐘(Lv.19),700100919,700100901,190194918,2
616,ゃ葬鐘(Lv.20),700100920,700100901,190194919,2
617,の渦 憲(Lv.2),700101102,700101101,190194901,2
618,の渦 憲(Lv.3),700101103,700101101,190194902,2
619,の渦 憲(Lv.4),700101104,700101101,190194903,2
620,嬴晦 の渦(Lv.5),700101105,700101101,190194904,2
621,嬴晦 の渦(Lv.6),700101106,700101101,190194905,2
622,嬴晦 の渦(Lv.7),700101107,700101101,190194906,2
623,嬴晦 の渦(Lv.8),700101108,700101101,190194907,2
624,嬴晦 の渦(Lv.9),700101109,700101101,190194908,2
625,の渦(Lv.10),700101110,700101101,190194909,2
626,の渦(Lv.11),700101111,700101101,190194910,2
627,の渦(Lv.12),700101112,700101101,190194911,2
628,の渦(Lv.13),700101113,700101101,190194912,2
629,の渦(Lv.14),700101114,700101101,190194913,2
630,の渦(Lv.15),700101115,700101101,190194914,2
631,の渦(Lv.16),700101116,700101101,190194915,2
632,の渦(Lv.17),700101117,700101101,190194916,2
633,の渦(Lv.18),700101118,700101101,190194917,2
634,の渦(Lv.19),700101119,700101101,190194918,2
635,の渦(Lv.20),700101120,700101101,190194919,2
636,ょ救 憲(Lv.2),700101002,700101001,190194901,2
637,ょ救 憲(Lv.3),700101003,700101001,190194902,2
638,ょ救 憲(Lv.4),700101004,700101001,190194903,2
639,嬴晦 ょ救(Lv.5),700101005,700101001,190194904,2
640,嬴晦 ょ救(Lv.6),700101006,700101001,190194905,2
641,嬴晦 ょ救(Lv.7),700101007,700101001,190194906,2
642,嬴晦 ょ救(Lv.8),700101008,700101001,190194907,2
643,嬴晦 ょ救(Lv.9),700101009,700101001,190194908,2
644,ょ救(Lv.10),700101010,700101001,190194909,2
645,ょ救(Lv.11),700101011,700101001,190194910,2
646,ょ救(Lv.12),700101012,700101001,190194911,2
647,ょ救(Lv.13),700101013,700101001,190194912,2
648,ょ救(Lv.14),700101014,700101001,190194913,2
649,ょ救(Lv.15),700101015,700101001,190194914,2
650,ょ救(Lv.16),700101016,700101001,190194915,2
651,ょ救(Lv.17),700101017,700101001,190194916,2
652,ょ救(Lv.18),700101018,700101001,190194917,2
653,ょ救(Lv.19),700101019,700101001,190194918,2
654,ょ救(Lv.20),700101020,700101001,190194919,2
655,楝綰葬饜綠 憲(Lv.2),700101202,700101201,190194901,2
656,楝綰葬饜綠 憲(Lv.3),700101203,700101201,190194902,2
657,楝綰葬饜綠 憲(Lv.4),700101204,700101201,190194903,2
658,嬴晦 楝綰葬饜綠(Lv.5),700101205,700101201,190194904,2
659,嬴晦 楝綰葬饜綠(Lv.6),700101206,700101201,190194905,2
660,嬴晦 楝綰葬饜綠(Lv.7),700101207,700101201,190194906,2
661,嬴晦 楝綰葬饜綠(Lv.8),700101208,700101201,190194907,2
662,嬴晦 楝綰葬饜綠(Lv.9),700101209,700101201,190194908,2
663,楝綰葬饜綠(Lv.10),700101210,700101201,190194909,2
664,楝綰葬饜綠(Lv.11),700101211,700101201,190194910,2
665,楝綰葬饜綠(Lv.12),700101212,700101201,190194911,2
666,楝綰葬饜綠(Lv.13),700101213,700101201,190194912,2
667,楝綰葬饜綠(Lv.14),700101214,700101201,190194913,2
668,楝綰葬饜綠(Lv.15),700101215,700101201,190194914,2
669,楝綰葬饜綠(Lv.16),700101216,700101201,190194915,2
670,楝綰葬饜綠(Lv.17),700101217,700101201,190194916,2
671,楝綰葬饜綠(Lv.18),700101218,700101201,190194917,2
672,楝綰葬饜綠(Lv.19),700101219,700101201,190194918,2
673,楝綰葬饜綠(Lv.20),700101220,700101201,190194919,2
674,錶攪葬 憲(Lv.2),700101302,700101301,190194901,2
675,錶攪葬 憲(Lv.3),700101303,700101301,190194902,2
676,錶攪葬 憲(Lv.4),700101304,700101301,190194903,2
677,嬴晦 錶攪葬(Lv.5),700101305,700101301,190194904,2
678,嬴晦 錶攪葬(Lv.6),700101306,700101301,190194905,2
679,嬴晦 錶攪葬(Lv.7),700101307,700101301,190194906,2
680,嬴晦 錶攪葬(Lv.8),700101308,700101301,190194907,2
681,嬴晦 錶攪葬(Lv.9),700101309,700101301,190194908,2
682,錶攪葬(Lv.10),700101310,700101301,190194909,2
683,錶攪葬(Lv.11),700101311,700101301,190194910,2
684,錶攪葬(Lv.12),700101312,700101301,190194911,2
685,錶攪葬(Lv.13),700101313,700101301,190194912,2
686,錶攪葬(Lv.14),700101314,700101301,190194913,2
687,錶攪葬(Lv.15),700101315,700101301,190194914,2
688,錶攪葬(Lv.16),700101316,700101301,190194915,2
689,錶攪葬(Lv.17),700101317,700101301,190194916,2
690,錶攪葬(Lv.18),700101318,700101301,190194917,2
691,錶攪葬(Lv.19),700101319,700101301,190194918,2
692,錶攪葬(Lv.20),700101320,700101301,190194919,2
693,ん溯蝶じ 憲(Lv.2),700101402,700101401,190194901,2
694,ん溯蝶じ 憲(Lv.3),700101403,700101401,190194902,2
695,ん溯蝶じ 憲(Lv.4),700101404,700101401,190194903,2
696,嬴晦 ん溯蝶じ(Lv.5),700101405,700101401,190194904,2
697,嬴晦 ん溯蝶じ(Lv.6),700101406,700101401,190194905,2
698,嬴晦 ん溯蝶じ(Lv.7),700101407,700101401,190194906,2
699,嬴晦 ん溯蝶じ(Lv.8),700101408,700101401,190194907,2
700,嬴晦 ん溯蝶じ(Lv.9),700101409,700101401,190194908,2
701,ん溯蝶じ(Lv.10),700101410,700101401,190194909,2
702,ん溯蝶じ(Lv.11),700101411,700101401,190194910,2
703,ん溯蝶じ(Lv.12),700101412,700101401,190194911,2
704,ん溯蝶じ(Lv.13),700101413,700101401,190194912,2
705,ん溯蝶じ(Lv.14),700101414,700101401,190194913,2
706,ん溯蝶じ(Lv.15),700101415,700101401,190194914,2
707,ん溯蝶じ(Lv.16),700101416,700101401,190194915,2
708,ん溯蝶じ(Lv.17),700101417,700101401,190194916,2
709,ん溯蝶じ(Lv.18),700101418,700101401,190194917,2
710,ん溯蝶じ(Lv.19),700101419,700101401,190194918,2
711,ん溯蝶じ(Lv.20),700101420,700101401,190194919,2
712,囀囀 憲(Lv.2),700101502,700101501,190194901,2
713,囀囀 憲(Lv.3),700101503,700101501,190194902,2
714,囀囀 憲(Lv.4),700101504,700101501,190194903,2
715,嬴晦 囀囀(Lv.5),700101505,700101501,190194904,2
716,嬴晦 囀囀(Lv.6),700101506,700101501,190194905,2
717,嬴晦 囀囀(Lv.7),700101507,700101501,190194906,2
718,嬴晦 囀囀(Lv.8),700101508,700101501,190194907,2
719,嬴晦 囀囀(Lv.9),700101509,700101501,190194908,2
720,囀囀(Lv.10),700101510,700101501,190194909,2
721,囀囀(Lv.11),700101511,700101501,190194910,2
722,囀囀(Lv.12),700101512,700101501,190194911,2
723,囀囀(Lv.13),700101513,700101501,190194912,2
724,囀囀(Lv.14),700101514,700101501,190194913,2
725,囀囀(Lv.15),700101515,700101501,190194914,2
726,囀囀(Lv.16),700101516,700101501,190194915,2
727,囀囀(Lv.17),700101517,700101501,190194916,2
728,囀囀(Lv.18),700101518,700101501,190194917,2
729,囀囀(Lv.19),700101519,700101501,190194918,2
730,囀囀(Lv.20),700101520,700101501,190194919,2
731,瓣惜煎瑪 憲(Lv.2),700101602,700101601,190194901,2
732,瓣惜煎瑪 憲(Lv.3),700101603,700101601,190194902,2
733,瓣惜煎瑪 憲(Lv.4),700101604,700101601,190194903,2
734,瓣惜煎瑪 1��(Lv.5),700101605,700101601,190194904,2
735,錨給檜 憲(Lv.2),700101702,700101701,190194901,2
736,錨給檜 憲(Lv.3),700101703,700101701,190194902,2
737,錨給檜 憲(Lv.4),700101704,700101701,190194903,2
738,嬴晦 錨給檜(Lv.5),700101705,700101701,190194904,2
739,嬴晦 錨給檜(Lv.6),700101706,700101701,190194905,2
740,嬴晦 錨給檜(Lv.7),700101707,700101701,190194906,2
741,嬴晦 錨給檜(Lv.8),700101708,700101701,190194907,2
742,嬴晦 錨給檜(Lv.9),700101709,700101701,190194908,2
743,錨給檜(Lv.10),700101710,700101701,190194909,2
744,錨給檜(Lv.11),700101711,700101701,190194910,2
745,錨給檜(Lv.12),700101712,700101701,190194911,2
746,錨給檜(Lv.13),700101713,700101701,190194912,2
747,錨給檜(Lv.14),700101714,700101701,190194913,2
748,錨給檜(Lv.15),700101715,700101701,190194914,2
749,錨給檜(Lv.16),700101716,700101701,190194915,2
750,錨給檜(Lv.17),700101717,700101701,190194916,2
751,錨給檜(Lv.18),700101718,700101701,190194917,2
752,錨給檜(Lv.19),700101719,700101701,190194918,2
753,錨給檜(Lv.20),700101720,700101701,190194919,2
754,蟾酈 憲(Lv.2),700101802,700101801,190194901,2
755,蟾酈 憲(Lv.3),700101803,700101801,190194902,2
756,蟾酈 憲(Lv.4),700101804,700101801,190194903,2
757,嬴晦 蟾酈(Lv.5),700101805,700101801,190194904,2
758,嬴晦 蟾酈(Lv.6),700101806,700101801,190194905,2
759,嬴晦 蟾酈(Lv.7),700101807,700101801,190194906,2
760,嬴晦 蟾酈(Lv.8),700101808,700101801,190194907,2
761,嬴晦 蟾酈(Lv.9),700101809,700101801,190194908,2
762,蟾酈(Lv.10),700101810,700101801,190194909,2
763,蟾酈(Lv.11),700101811,700101801,190194910,2
764,蟾酈(Lv.12),700101812,700101801,190194911,2
765,蟾酈(Lv.13),700101813,700101801,190194912,2
766,蟾酈(Lv.14),700101814,700101801,190194913,2
767,蟾酈(Lv.15),700101815,700101801,190194914,2
768,蟾酈(Lv.16),700101816,700101801,190194915,2
769,蟾酈(Lv.17),700101817,700101801,190194916,2
770,蟾酈(Lv.18),700101818,700101801,190194917,2
771,蟾酈(Lv.19),700101819,700101801,190194918,2
772,蟾酈(Lv.20),700101820,700101801,190194919,2
773,Щ葬葭 憲(Lv.2),700101902,700101901,190194901,2
774,Щ葬葭 憲(Lv.3),700101903,700101901,190194902,2
775,Щ葬葭 憲(Lv.4),700101904,700101901,190194903,2
776,嬴晦 Щ葬葭(Lv.5),700101905,700101901,190194904,2
777,嬴晦 Щ葬葭(Lv.6),700101906,700101901,190194905,2
778,嬴晦 Щ葬葭(Lv.7),700101907,700101901,190194906,2
779,嬴晦 Щ葬葭(Lv.8),700101908,700101901,190194907,2
780,嬴晦 Щ葬葭(Lv.9),700101909,700101901,190194908,2
781,Щ葬葭(Lv.10),700101910,700101901,190194909,2
782,Щ葬葭(Lv.11),700101911,700101901,190194910,2
783,Щ葬葭(Lv.12),700101912,700101901,190194911,2
784,Щ葬葭(Lv.13),700101913,700101901,190194912,2
785,Щ葬葭(Lv.14),700101914,700101901,190194913,2
786,Щ葬葭(Lv.15),700101915,700101901,190194914,2
787,Щ葬葭(Lv.16),700101916,700101901,190194915,2
788,Щ葬葭(Lv.17),700101917,700101901,190194916,2
789,Щ葬葭(Lv.18),700101918,700101901,190194917,2
790,Щ葬葭(Lv.19),700101919,700101901,190194918,2
791,Щ葬葭(Lv.20),700101920,700101901,190194919,2
792,檜漸お 傖檜 憲(Lv.2),700102002,700102001,190194901,2
793,檜漸お 傖檜 憲(Lv.3),700102003,700102001,190194902,2
794,檜漸お 傖檜 憲(Lv.4),700102004,700102001,190194903,2
795,檜漸お 嬴晦 傖檜(Lv.5),700102005,700102001,190194904,2
796,檜漸お 嬴晦 傖檜(Lv.6),700102006,700102001,190194905,2
797,檜漸お 嬴晦 傖檜(Lv.7),700102007,700102001,190194906,2
798,檜漸お 嬴晦 傖檜(Lv.8),700102008,700102001,190194907,2
799,檜漸お 嬴晦 傖檜(Lv.9),700102009,700102001,190194908,2
800,檜漸お 傖檜(Lv.10),700102010,700102001,190194909,2
801,檜漸お 傖檜(Lv.11),700102011,700102001,190194910,2
802,檜漸お 傖檜(Lv.12),700102012,700102001,190194911,2
803,檜漸お 傖檜(Lv.13),700102013,700102001,190194912,2
804,檜漸お 傖檜(Lv.14),700102014,700102001,190194913,2
805,檜漸お 傖檜(Lv.15),700102015,700102001,190194914,2
806,檜漸お 傖檜(Lv.16),700102016,700102001,190194915,2
807,檜漸お 傖檜(Lv.17),700102017,700102001,190194916,2
808,檜漸お 傖檜(Lv.18),700102018,700102001,190194917,2
809,檜漸お 傖檜(Lv.19),700102019,700102001,190194918,2
810,檜漸お 傖檜(Lv.20),700102020,700102001,190194919,2
811,蝶嶺縛薨 憲(Lv.2),700102102,700102101,190194901,2
812,蝶嶺縛薨 憲(Lv.3),700102103,700102101,190194902,2
813,蝶嶺縛薨 憲(Lv.4),700102104,700102101,190194903,2
814,嬴晦 蝶嶺縛薨(Lv.5),700102105,700102101,190194904,2
815,嬴晦 蝶嶺縛薨(Lv.6),700102106,700102101,190194905,2
816,嬴晦 蝶嶺縛薨(Lv.7),700102107,700102101,190194906,2
817,嬴晦 蝶嶺縛薨(Lv.8),700102108,700102101,190194907,2
818,嬴晦 蝶嶺縛薨(Lv.9),700102109,700102101,190194908,2
819,蝶嶺縛薨(Lv.10),700102110,700102101,190194909,2
820,蝶嶺縛薨(Lv.11),700102111,700102101,190194910,2
821,蝶嶺縛薨(Lv.12),700102112,700102101,190194911,2
822,蝶嶺縛薨(Lv.13),700102113,700102101,190194912,2
823,蝶嶺縛薨(Lv.14),700102114,700102101,190194913,2
824,蝶嶺縛薨(Lv.15),700102115,700102101,190194914,2
825,蝶嶺縛薨(Lv.16),700102116,700102101,190194915,2
826,蝶嶺縛薨(Lv.17),700102117,700102101,190194916,2
827,蝶嶺縛薨(Lv.18),700102118,700102101,190194917,2
828,蝶嶺縛薨(Lv.19),700102119,700102101,190194918,2
829,蝶嶺縛薨(Lv.20),700102120,700102101,190194919,2
830,棻觼等網 憲(Lv.2),700102202,700102201,190194901,2
831,棻觼等網 憲(Lv.3),700102203,700102201,190194902,2
832,棻觼等網 憲(Lv.4),700102204,700102201,190194903,2
833,嬴晦 棻觼等網(Lv.5),700102205,700102201,190194904,2
834,嬴晦 棻觼等網(Lv.6),700102206,700102201,190194905,2
835,嬴晦 棻觼等網(Lv.7),700102207,700102201,190194906,2
836,嬴晦 棻觼等網(Lv.8),700102208,700102201,190194907,2
837,嬴晦 棻觼等網(Lv.9),700102209,700102201,190194908,2
838,棻觼等網(Lv.10),700102210,700102201,190194909,2
839,棻觼等網(Lv.11),700102211,700102201,190194910,2
840,棻觼等網(Lv.12),700102212,700102201,190194911,2
841,棻觼等網(Lv.13),700102213,700102201,190194912,2
842,棻觼等網(Lv.14),700102214,700102201,190194913,2
843,棻觼等網(Lv.15),700102215,700102201,190194914,2
844,棻觼等網(Lv.16),700102216,700102201,190194915,2
845,棻觼等網(Lv.17),700102217,700102201,190194916,2
846,棻觼等網(Lv.18),700102218,700102201,190194917,2
847,棻觼等網(Lv.19),700102219,700102201,190194918,2
848,棻觼等網(Lv.20),700102220,700102201,190194919,2
849,匯爾の渦 憲(Lv.2),700102302,700102301,190194901,2
850,匯爾の渦 憲(Lv.3),700102303,700102301,190194902,2
851,匯爾の渦 憲(Lv.4),700102304,700102301,190194903,2
852,嬴晦 匯爾の渦(Lv.5),700102305,700102301,190194904,2
853,嬴晦 匯爾の渦(Lv.6),700102306,700102301,190194905,2
854,嬴晦 匯爾の渦(Lv.7),700102307,700102301,190194906,2
855,嬴晦 匯爾の渦(Lv.8),700102308,700102301,190194907,2
856,嬴晦 匯爾の渦(Lv.9),700102309,700102301,190194908,2
857,匯爾の渦(Lv.10),700102310,700102301,190194909,2
858,匯爾の渦(Lv.11),700102311,700102301,190194910,2
859,匯爾の渦(Lv.12),700102312,700102301,190194911,2
860,匯爾の渦(Lv.13),700102313,700102301,190194912,2
861,匯爾の渦(Lv.14),700102314,700102301,190194913,2
862,匯爾の渦(Lv.15),700102315,700102301,190194914,2
863,匯爾の渦(Lv.16),700102316,700102301,190194915,2
864,匯爾の渦(Lv.17),700102317,700102301,190194916,2
865,匯爾の渦(Lv.18),700102318,700102301,190194917,2
866,匯爾の渦(Lv.19),700102319,700102301,190194918,2
867,匯爾の渦(Lv.20),700102320,700102301,190194919,2
868,掘嘐�� 憲(Lv.2),700102402,700102401,190194901,2
869,掘嘐�� 憲(Lv.3),700102403,700102401,190194902,2
870,掘嘐�� 憲(Lv.4),700102404,700102401,190194903,2
871,嬴晦 掘嘐��(Lv.5),700102405,700102401,190194904,2
872,嬴晦 掘嘐��(Lv.6),700102406,700102401,190194905,2
873,嬴晦 掘嘐��(Lv.7),700102407,700102401,190194906,2
874,嬴晦 掘嘐��(Lv.8),700102408,700102401,190194907,2
875,嬴晦 掘嘐��(Lv.9),700102409,700102401,190194908,2
876,掘嘐��(Lv.10),700102410,700102401,190194909,2
