ID,_Exp,_point
2363,276200000000,1
2364,276300000000,1
2365,276400000000,1
2366,276500000000,1
2367,276600000000,1
2368,276700000000,1
2369,276800000000,1
2370,276900000000,1
2371,277000000000,1
2372,277100000000,1
2373,277200000000,1
2374,277300000000,1
2375,277400000000,1
2376,277500000000,1
2377,277600000000,1
2378,277700000000,1
2379,277800000000,1
2380,277900000000,1
2381,278000000000,1
2382,278100000000,1
2383,278200000000,1
2384,278300000000,1
2385,278400000000,1
2386,278500000000,1
2387,278600000000,1
2388,278700000000,1
2389,278800000000,1
2390,278900000000,1
2391,279000000000,1
2392,279100000000,1
2393,279200000000,1
2394,279300000000,1
2395,279400000000,1
2396,279500000000,1
2397,279600000000,1
2398,279700000000,1
2399,279800000000,1
2400,279900000000,1
2401,280000000000,1
2402,280100000000,1
2403,280200000000,1
2404,280300000000,1
2405,280400000000,1
2406,280500000000,1
2407,280600000000,1
2408,280700000000,1
2409,280800000000,1
2410,280900000000,1
2411,281000000000,1
2412,281100000000,1
2413,281200000000,1
2414,281300000000,1
2415,281400000000,1
2416,281500000000,1
2417,281600000000,1
2418,281700000000,1
2419,281800000000,1
2420,281900000000,1
2421,282000000000,1
2422,282100000000,1
2423,282200000000,1
2424,282300000000,1
2425,282400000000,1
2426,282500000000,1
2427,282600000000,1
2428,282700000000,1
2429,282800000000,1
2430,282900000000,1
2431,283000000000,1
2432,283100000000,1
2433,283200000000,1
2434,283300000000,1
2435,283400000000,1
2436,283500000000,1
2437,283600000000,1
2438,283700000000,1
2439,283800000000,1
2440,283900000000,1
2441,284000000000,1
2442,284100000000,1
2443,284200000000,1
2444,284300000000,1
2445,284400000000,1
2446,284500000000,1
2447,284600000000,1
2448,284700000000,1
2449,284800000000,1
2450,284900000000,1
2451,285000000000,1
2452,285100000000,1
2453,285200000000,1
2454,285300000000,1
2455,285400000000,1
2456,285500000000,1
2457,285600000000,1
2458,285700000000,1
2459,285800000000,1
2460,285900000000,1
2461,286000000000,1
2462,286100000000,1
2463,286200000000,1
2464,286300000000,1
2465,286400000000,1
2466,286500000000,1
2467,286600000000,1
2468,286700000000,1
2469,286800000000,1
2470,286900000000,1
2471,287000000000,1
2472,287100000000,1
2473,287200000000,1
2474,287300000000,1
2475,287400000000,1
2476,287500000000,1
2477,287600000000,1
2478,287700000000,1
2479,287800000000,1
2480,287900000000,1
2481,288000000000,1
2482,288100000000,1
2483,288200000000,1
2484,288300000000,1
2485,288400000000,1
2486,288500000000,1
2487,288600000000,1
2488,288700000000,1
2489,288800000000,1
2490,288900000000,1
2491,289000000000,1
2492,289100000000,1
2493,289200000000,1
2494,289300000000,1
2495,289400000000,1
2496,289500000000,1
2497,289600000000,1
2498,289700000000,1
2499,289800000000,1
2500,289900000000,1
2501,290000000000,1
2502,290100000000,1
2503,290200000000,1
2504,290300000000,1
2505,290400000000,1
2506,290500000000,1
2507,290600000000,1
2508,290700000000,1
2509,290800000000,1
2510,290900000000,1
2511,291000000000,1
2512,291100000000,1
2513,291200000000,1
2514,291300000000,1
2515,291400000000,1
2516,291500000000,1
2517,291600000000,1
2518,291700000000,1
2519,291800000000,1
2520,291900000000,1
2521,292000000000,1
2522,292100000000,1
2523,292200000000,1
2524,292300000000,1
2525,292400000000,1
2526,292500000000,1
2527,292600000000,1
2528,292700000000,1
2529,292800000000,1
2530,292900000000,1
2531,293000000000,1
2532,293100000000,1
2533,293200000000,1
2534,293300000000,1
2535,293400000000,1
2536,293500000000,1
2537,293600000000,1
2538,293700000000,1
2539,293800000000,1
2540,293900000000,1
2541,294000000000,1
2542,294100000000,1
2543,294200000000,1
2544,294300000000,1
2545,294400000000,1
2546,294500000000,1
2547,294600000000,1
2548,294700000000,1
2549,294800000000,1
2550,294900000000,1
2551,295000000000,1
2552,295100000000,1
2553,295200000000,1
2554,295300000000,1
2555,295400000000,1
2556,295500000000,1
2557,295600000000,1
2558,295700000000,1
2559,295800000000,1
2560,295900000000,1
2561,296000000000,1
2562,296100000000,1
2563,296200000000,1
2564,296300000000,1
2565,296400000000,1
2566,296500000000,1
2567,296600000000,1
2568,296700000000,1
2569,296800000000,1
2570,296900000000,1
2571,297000000000,1
2572,297100000000,1
2573,297200000000,1
2574,297300000000,1
2575,297400000000,1
2576,297500000000,1
2577,297600000000,1
2578,297700000000,1
2579,297800000000,1
2580,297900000000,1
2581,298000000000,1
2582,298100000000,1
2583,298200000000,1
2584,298300000000,1
2585,298400000000,1
2586,298500000000,1
2587,298600000000,1
2588,298700000000,1
2589,298800000000,1
2590,298900000000,1
2591,299000000000,1
2592,299100000000,1
2593,299200000000,1
2594,299300000000,1
2595,299400000000,1
2596,299500000000,1
2597,299600000000,1
2598,299700000000,1
2599,299800000000,1
2600,299900000000,1
2601,300000000000,1
2602,300100000000,1
2603,300200000000,1
2604,300300000000,1
2605,300400000000,1
2606,300500000000,1
2607,300600000000,1
2608,300700000000,1
2609,300800000000,1
2610,300900000000,1
2611,301000000000,1
2612,301100000000,1
2613,301200000000,1
2614,301300000000,1
2615,301400000000,1
2616,301500000000,1
2617,301600000000,1
2618,301700000000,1
2619,301800000000,1
2620,301900000000,1
2621,302000000000,1
2622,302100000000,1
2623,302200000000,1
2624,302300000000,1
2625,302400000000,1
2626,302500000000,1
2627,302600000000,1
2628,302700000000,1
2629,302800000000,1
2630,302900000000,1
2631,303000000000,1
2632,303100000000,1
2633,303200000000,1
2634,303300000000,1
2635,303400000000,1
2636,303500000000,1
2637,303600000000,1
2638,303700000000,1
2639,303800000000,1
2640,303900000000,1
2641,304000000000,1
2642,304100000000,1
2643,304200000000,1
2644,304300000000,1
2645,304400000000,1
2646,304500000000,1
2647,304600000000,1
2648,304700000000,1
2649,304800000000,1
2650,304900000000,1
2651,305000000000,1
2652,305100000000,1
2653,305200000000,1
2654,305300000000,1
2655,305400000000,1
2656,305500000000,1
2657,305600000000,1
2658,305700000000,1
2659,305800000000,1
2660,305900000000,1
2661,306000000000,1
2662,306100000000,1
2663,306200000000,1
2664,306300000000,1
2665,306400000000,1
2666,306500000000,1
2667,306600000000,1
2668,306700000000,1
2669,306800000000,1
2670,306900000000,1
2671,307000000000,1
2672,307100000000,1
2673,307200000000,1
2674,307300000000,1
2675,307400000000,1
2676,307500000000,1
2677,307600000000,1
2678,307700000000,1
2679,307800000000,1
2680,307900000000,1
2681,308000000000,1
2682,308100000000,1
2683,308200000000,1
2684,308300000000,1
2685,308400000000,1
2686,308500000000,1
2687,308600000000,1
2688,308700000000,1
2689,308800000000,1
2690,308900000000,1
2691,309000000000,1
2692,309100000000,1
2693,309200000000,1
2694,309300000000,1
2695,309400000000,1
2696,309500000000,1
2697,309600000000,1
2698,309700000000,1
2699,309800000000,1
2700,309900000000,1
2701,310000000000,1
2702,310100000000,1
2703,310200000000,1
2704,310300000000,1
2705,310400000000,1
2706,310500000000,1
2707,310600000000,1
2708,310700000000,1
2709,310800000000,1
2710,310900000000,1
2711,311000000000,1
2712,311100000000,1
2713,311200000000,1
2714,311300000000,1
2715,311400000000,1
2716,311500000000,1
2717,311600000000,1
2718,311700000000,1
2719,311800000000,1
2720,311900000000,1
2721,312000000000,1
2722,312100000000,1
2723,312200000000,1
2724,312300000000,1
2725,312400000000,1
2726,312500000000,1
2727,312600000000,1
2728,312700000000,1
2729,312800000000,1
2730,312900000000,1
2731,313000000000,1
2732,313100000000,1
2733,313200000000,1
2734,313300000000,1
2735,313400000000,1
2736,313500000000,1
2737,313600000000,1
2738,313700000000,1
2739,313800000000,1
2740,313900000000,1
2741,314000000000,1
2742,314100000000,1
2743,314200000000,1
2744,314300000000,1
2745,314400000000,1
2746,314500000000,1
2747,314600000000,1
2748,314700000000,1
2749,314800000000,1
2750,314900000000,1
2751,315000000000,1
2752,315100000000,1
2753,315200000000,1
2754,315300000000,1
2755,315400000000,1
2756,315500000000,1
2757,315600000000,1
2758,315700000000,1
2759,315800000000,1
2760,315900000000,1
2761,316000000000,1
2762,316100000000,1
2763,316200000000,1
2764,316300000000,1
2765,316400000000,1
2766,316500000000,1
2767,316600000000,1
2768,316700000000,1
2769,316800000000,1
2770,316900000000,1
2771,317000000000,1
2772,317100000000,1
2773,317200000000,1
2774,317300000000,1
2775,317400000000,1
2776,317500000000,1
2777,317600000000,1
2778,317700000000,1
2779,317800000000,1
2780,317900000000,1
2781,318000000000,1
2782,318100000000,1
2783,318200000000,1
2784,318300000000,1
2785,318400000000,1
2786,318500000000,1
2787,318600000000,1
2788,318700000000,1
2789,318800000000,1
2790,318900000000,1
2791,319000000000,1
2792,319100000000,1
2793,319200000000,1
2794,319300000000,1
2795,319400000000,1
2796,319500000000,1
2797,319600000000,1
2798,319700000000,1
2799,319800000000,1
2800,319900000000,1
2801,320000000000,1
2802,320100000000,1
2803,320200000000,1
2804,320300000000,1
2805,320400000000,1
2806,320500000000,1
2807,320600000000,1
2808,320700000000,1
2809,320800000000,1
2810,320900000000,1
2811,321000000000,1
2812,321100000000,1
2813,321200000000,1
2814,321300000000,1
2815,321400000000,1
2816,321500000000,1
2817,321600000000,1
2818,321700000000,1
2819,321800000000,1
2820,321900000000,1
2821,322000000000,1
2822,322100000000,1
2823,322200000000,1
2824,322300000000,1
2825,322400000000,1
2826,322500000000,1
2827,322600000000,1
2828,322700000000,1
2829,322800000000,1
2830,322900000000,1
2831,323000000000,1
2832,323100000000,1
2833,323200000000,1
2834,323300000000,1
2835,323400000000,1
2836,323500000000,1
2837,323600000000,1
2838,323700000000,1
2839,323800000000,1
2840,323900000000,1
2841,324000000000,1
2842,324100000000,1
2843,324200000000,1
2844,324300000000,1
2845,324400000000,1
2846,324500000000,1
2847,324600000000,1
2848,324700000000,1
2849,324800000000,1
2850,324900000000,1
2851,325000000000,1
2852,325100000000,1
2853,325200000000,1
2854,325300000000,1
2855,325400000000,1
2856,325500000000,1
2857,325600000000,1
2858,325700000000,1
2859,325800000000,1
2860,325900000000,1
2861,326000000000,1
2862,326100000000,1
2863,326200000000,1
2864,326300000000,1
2865,326400000000,1
2866,326500000000,1
2867,326600000000,1
2868,326700000000,1
2869,326800000000,1
2870,326900000000,1
2871,327000000000,1
2872,327100000000,1
2873,327200000000,1
2874,327300000000,1
2875,327400000000,1
2876,327500000000,1
2877,327600000000,1
2878,327700000000,1
2879,327800000000,1
2880,327900000000,1
2881,328000000000,1
2882,328100000000,1
2883,328200000000,1
2884,328300000000,1
2885,328400000000,1
2886,328500000000,1
2887,328600000000,1
2888,328700000000,1
2889,328800000000,1
2890,328900000000,1
2891,329000000000,1
2892,329100000000,1
2893,329200000000,1
2894,329300000000,1
2895,329400000000,1
2896,329500000000,1
2897,329600000000,1
2898,329700000000,1
2899,329800000000,1
2900,329900000000,1
2901,330000000000,1
2902,330100000000,1
2903,330200000000,1
2904,330300000000,1
2905,330400000000,1
2906,330500000000,1
2907,330600000000,1
2908,330700000000,1
2909,330800000000,1
2910,330900000000,1
2911,331000000000,1
2912,331100000000,1
2913,331200000000,1
2914,331300000000,1
2915,331400000000,1
2916,331500000000,1
2917,331600000000,1
2918,331700000000,1
2919,331800000000,1
2920,331900000000,1
2921,332000000000,1
2922,332100000000,1
2923,332200000000,1
2924,332300000000,1
2925,332400000000,1
2926,332500000000,1
2927,332600000000,1
2928,332700000000,1
2929,332800000000,1
2930,332900000000,1
2931,333000000000,1
2932,333100000000,1
2933,333200000000,1
2934,333300000000,1
2935,333400000000,1
2936,333500000000,1
2937,333600000000,1
2938,333700000000,1
2939,333800000000,1
2940,333900000000,1
2941,334000000000,1
2942,334100000000,1
2943,334200000000,1
2944,334300000000,1
2945,334400000000,1
2946,334500000000,1
2947,334600000000,1
2948,334700000000,1
2949,334800000000,1
2950,334900000000,1
2951,335000000000,1
2952,335100000000,1
2953,335200000000,1
2954,335300000000,1
2955,335400000000,1
2956,335500000000,1
2957,335600000000,1
2958,335700000000,1
2959,335800000000,1
2960,335900000000,1
2961,336000000000,1
2962,336100000000,1
2963,336200000000,1
2964,336300000000,1
2965,336400000000,1
2966,336500000000,1
2967,336600000000,1
2968,336700000000,1
2969,336800000000,1
2970,336900000000,1
2971,337000000000,1
2972,337100000000,1
2973,337200000000,1
2974,337300000000,1
2975,337400000000,1
2976,337500000000,1
2977,337600000000,1
2978,337700000000,1
2979,337800000000,1
2980,337900000000,1
2981,338000000000,1
2982,338100000000,1
2983,338200000000,1
2984,338300000000,1
2985,338400000000,1
2986,338500000000,1
2987,338600000000,1
2988,338700000000,1
2989,338800000000,1
2990,338900000000,1
2991,339000000000,1
2992,339100000000,1
2993,339200000000,1
2994,339300000000,1
2995,339400000000,1
2996,339500000000,1
2997,339600000000,1
2998,339700000000,1
2999,339800000000,1
3000,339900000000,1
3001,340000000000,1
3002,340100000000,1
3003,340200000000,1
3004,340300000000,1
3005,340400000000,1
3006,340500000000,1
3007,340600000000,1
3008,340700000000,1
3009,340800000000,1
3010,340900000000,1
3011,341000000000,1
3012,341100000000,1
3013,341200000000,1
3014,341300000000,1
3015,341400000000,1
3016,341500000000,1
3017,341600000000,1
3018,341700000000,1
3019,341800000000,1
3020,341900000000,1
3021,342000000000,1
3022,342100000000,1
3023,342200000000,1
3024,342300000000,1
3025,342400000000,1
3026,342500000000,1
3027,342600000000,1
3028,342700000000,1
3029,342800000000,1
3030,342900000000,1
3031,343000000000,1
3032,343100000000,1
3033,343200000000,1
3034,343300000000,1
3035,343400000000,1
3036,343500000000,1
3037,343600000000,1
3038,343700000000,1
3039,343800000000,1
3040,343900000000,1
3041,344000000000,1
3042,344100000000,1
3043,344200000000,1
3044,344300000000,1
3045,344400000000,1
3046,344500000000,1
3047,344600000000,1
3048,344700000000,1
3049,344800000000,1
3050,344900000000,1
3051,345000000000,1
3052,345100000000,1
3053,345200000000,1
3054,345300000000,1
3055,345400000000,1
3056,345500000000,1
3057,345600000000,1
3058,345700000000,1
3059,345800000000,1
3060,345900000000,1
3061,346000000000,1
3062,346100000000,1
3063,346200000000,1
3064,346300000000,1
3065,346400000000,1
3066,346500000000,1
3067,346600000000,1
3068,346700000000,1
3069,346800000000,1
3070,346900000000,1
3071,347000000000,1
3072,347100000000,1
3073,347200000000,1
3074,347300000000,1
3075,347400000000,1
3076,347500000000,1
3077,347600000000,1
3078,347700000000,1
3079,347800000000,1
3080,347900000000,1
3081,348000000000,1
3082,348100000000,1
3083,348200000000,1
3084,348300000000,1
3085,348400000000,1
3086,348500000000,1
3087,348600000000,1
3088,348700000000,1
3089,348800000000,1
3090,348900000000,1
3091,349000000000,1
3092,349100000000,1
3093,349200000000,1
3094,349300000000,1
3095,349400000000,1
3096,349500000000,1
3097,349600000000,1
3098,349700000000,1
3099,349800000000,1
3100,349900000000,1
3101,350000000000,1
3102,350100000000,1
3103,350200000000,1
3104,350300000000,1
3105,350400000000,1
3106,350500000000,1
3107,350600000000,1
3108,350700000000,1
3109,350800000000,1
3110,350900000000,1
3111,351000000000,1
3112,351100000000,1
3113,351200000000,1
3114,351300000000,1
3115,351400000000,1
3116,351500000000,1
3117,351600000000,1
3118,351700000000,1
3119,351800000000,1
3120,351900000000,1
3121,352000000000,1
3122,352100000000,1
3123,352200000000,1
3124,352300000000,1
3125,352400000000,1
3126,352500000000,1
3127,352600000000,1
3128,352700000000,1
3129,352800000000,1
3130,352900000000,1
3131,353000000000,1
3132,353100000000,1
3133,353200000000,1
3134,353300000000,1
3135,353400000000,1
3136,353500000000,1
3137,353600000000,1
3138,353700000000,1
3139,353800000000,1
3140,353900000000,1
3141,354000000000,1
3142,354100000000,1
3143,354200000000,1
3144,354300000000,1
3145,354400000000,1
3146,354500000000,1
3147,354600000000,1
3148,354700000000,1
3149,354800000000,1
3150,354900000000,1
3151,355000000000,1
3152,355100000000,1
3153,355200000000,1
3154,355300000000,1
3155,355400000000,1
3156,355500000000,1
3157,355600000000,1
3158,355700000000,1
3159,355800000000,1
3160,355900000000,1
3161,356000000000,1
3162,356100000000,1
3163,356200000000,1
3164,356300000000,1
3165,356400000000,1
3166,356500000000,1
3167,356600000000,1
3168,356700000000,1
3169,356800000000,1
3170,356900000000,1
3171,357000000000,1
3172,357100000000,1
3173,357200000000,1
3174,357300000000,1
3175,357400000000,1
3176,357500000000,1
3177,357600000000,1
3178,357700000000,1
3179,357800000000,1
3180,357900000000,1
3181,358000000000,1
3182,358100000000,1
3183,358200000000,1
3184,358300000000,1
3185,358400000000,1
3186,358500000000,1
3187,358600000000,1
3188,358700000000,1
3189,358800000000,1
3190,358900000000,1
3191,359000000000,1
3192,359100000000,1
3193,359200000000,1
3194,359300000000,1
3195,359400000000,1
3196,359500000000,1
3197,359600000000,1
3198,359700000000,1
3199,359800000000,1
3200,359900000000,1
3201,360000000000,1
3202,360100000000,1
3203,360200000000,1
3204,360300000000,1
3205,360400000000,1
3206,360500000000,1
3207,360600000000,1
3208,360700000000,1
3209,360800000000,1
3210,360900000000,1
3211,361000000000,1
3212,361100000000,1
3213,361200000000,1
3214,361300000000,1
3215,361400000000,1
3216,361500000000,1
3217,361600000000,1
3218,361700000000,1
3219,361800000000,1
3220,361900000000,1
3221,362000000000,1
3222,362100000000,1
3223,362200000000,1
3224,362300000000,1
3225,362400000000,1
3226,362500000000,1
3227,362600000000,1
3228,362700000000,1
3229,362800000000,1
3230,362900000000,1
3231,363000000000,1
3232,363100000000,1
3233,363200000000,1
3234,363300000000,1
3235,363400000000,1
3236,363500000000,1
3237,363600000000,1
3238,363700000000,1
3239,363800000000,1
3240,363900000000,1
3241,364000000000,1
3242,364100000000,1
3243,364200000000,1
3244,364300000000,1
3245,364400000000,1
3246,364500000000,1
3247,364600000000,1
3248,364700000000,1
3249,364800000000,1
3250,364900000000,1
3251,365000000000,1
3252,365100000000,1
3253,365200000000,1
3254,365300000000,1
3255,365400000000,1
3256,365500000000,1
3257,365600000000,1
3258,365700000000,1
3259,365800000000,1
3260,365900000000,1
3261,366000000000,1
3262,366100000000,1
3263,366200000000,1
3264,366300000000,1
3265,366400000000,1
3266,366500000000,1
3267,366600000000,1
3268,366700000000,1
3269,366800000000,1
3270,366900000000,1
3271,367000000000,1
3272,367100000000,1
3273,367200000000,1
3274,367300000000,1
3275,367400000000,1
3276,367500000000,1
3277,367600000000,1
3278,367700000000,1
3279,367800000000,1
3280,367900000000,1
3281,368000000000,1
3282,368100000000,1
3283,368200000000,1
3284,368300000000,1
3285,368400000000,1
3286,368500000000,1
3287,368600000000,1
3288,368700000000,1
3289,368800000000,1
3290,368900000000,1
3291,369000000000,1
3292,369100000000,1
3293,369200000000,1
3294,369300000000,1
3295,369400000000,1
3296,369500000000,1
3297,369600000000,1
3298,369700000000,1
3299,369800000000,1
3300,369900000000,1
3301,370000000000,1
3302,370100000000,1
3303,370200000000,1
3304,370300000000,1
3305,370400000000,1
3306,370500000000,1
3307,370600000000,1
3308,370700000000,1
3309,370800000000,1
3310,370900000000,1
3311,371000000000,1
3312,371100000000,1
3313,371200000000,1
3314,371300000000,1
3315,371400000000,1
3316,371500000000,1
3317,371600000000,1
3318,371700000000,1
3319,371800000000,1
3320,371900000000,1
3321,372000000000,1
3322,372100000000,1
3323,372200000000,1
3324,372300000000,1
3325,372400000000,1
3326,372500000000,1
3327,372600000000,1
3328,372700000000,1
3329,372800000000,1
3330,372900000000,1
3331,373000000000,1
3332,373100000000,1
3333,373200000000,1
3334,373300000000,1
3335,373400000000,1
3336,373500000000,1
3337,373600000000,1
3338,373700000000,1
3339,373800000000,1
3340,373900000000,1
3341,374000000000,1
3342,374100000000,1
3343,374200000000,1
3344,374300000000,1
3345,374400000000,1
3346,374500000000,1
3347,374600000000,1
3348,374700000000,1
3349,374800000000,1
3350,374900000000,1
3351,375000000000,1
3352,375100000000,1
3353,375200000000,1
3354,375300000000,1
3355,375400000000,1
3356,375500000000,1
3357,375600000000,1
3358,375700000000,1
3359,375800000000,1
3360,375900000000,1
3361,376000000000,1
3362,376100000000,1
3363,376200000000,1
3364,376300000000,1
3365,376400000000,1
3366,376500000000,1
3367,376600000000,1
3368,376700000000,1
3369,376800000000,1
3370,376900000000,1
3371,377000000000,1
3372,377100000000,1
3373,377200000000,1
3374,377300000000,1
3375,377400000000,1
3376,377500000000,1
3377,377600000000,1
3378,377700000000,1
3379,377800000000,1
3380,377900000000,1
3381,378000000000,1
3382,378100000000,1
3383,378200000000,1
3384,378300000000,1
3385,378400000000,1
3386,378500000000,1
3387,378600000000,1
3388,378700000000,1
3389,378800000000,1
3390,378900000000,1
3391,379000000000,1
3392,379100000000,1
3393,379200000000,1
3394,379300000000,1
3395,379400000000,1
3396,379500000000,1
3397,379600000000,1
3398,379700000000,1
3399,379800000000,1
3400,379900000000,1
3401,380000000000,1
3402,380100000000,1
3403,380200000000,1
3404,380300000000,1
3405,380400000000,1
3406,380500000000,1
3407,380600000000,1
3408,380700000000,1
3409,380800000000,1
3410,380900000000,1
3411,381000000000,1
3412,381100000000,1
3413,381200000000,1
3414,381300000000,1
3415,381400000000,1
3416,381500000000,1
3417,381600000000,1
3418,381700000000,1
3419,381800000000,1
3420,381900000000,1
3421,382000000000,1
3422,382100000000,1
3423,382200000000,1
3424,382300000000,1
3425,382400000000,1
3426,382500000000,1
3427,382600000000,1
3428,382700000000,1
3429,382800000000,1
3430,382900000000,1
3431,383000000000,1
3432,383100000000,1
3433,383200000000,1
3434,383300000000,1
3435,383400000000,1
3436,383500000000,1
3437,383600000000,1
3438,383700000000,1
3439,383800000000,1
3440,383900000000,1
3441,384000000000,1
3442,384100000000,1
3443,384200000000,1
3444,384300000000,1
3445,384400000000,1
3446,384500000000,1
3447,384600000000,1
3448,384700000000,1
3449,384800000000,1
3450,384900000000,1
3451,385000000000,1
3452,385100000000,1
3453,385200000000,1
3454,385300000000,1
3455,385400000000,1
3456,385500000000,1
3457,385600000000,1
3458,385700000000,1
3459,385800000000,1
3460,385900000000,1
3461,386000000000,1
3462,386100000000,1
3463,386200000000,1
3464,386300000000,1
3465,386400000000,1
3466,386500000000,1
3467,386600000000,1
3468,386700000000,1
3469,386800000000,1
3470,386900000000,1
3471,387000000000,1
3472,387100000000,1
3473,387200000000,1
3474,387300000000,1
3475,387400000000,1
3476,387500000000,1
3477,387600000000,1
3478,387700000000,1
3479,387800000000,1
3480,387900000000,1
3481,388000000000,1
3482,388100000000,1
3483,388200000000,1
3484,388300000000,1
3485,388400000000,1
3486,388500000000,1
3487,388600000000,1
3488,388700000000,1
3489,388800000000,1
3490,388900000000,1
3491,389000000000,1
3492,389100000000,1
3493,389200000000,1
3494,389300000000,1
3495,389400000000,1
3496,389500000000,1
3497,389600000000,1
3498,389700000000,1
3499,389800000000,1
3500,389900000000,1
3501,390000000000,1
3502,390100000000,1
3503,390200000000,1
3504,390300000000,1
3505,390400000000,1
3506,390500000000,1
3507,390600000000,1
3508,390700000000,1
3509,390800000000,1
3510,390900000000,1
3511,391000000000,1
3512,391100000000,1
3513,391200000000,1
3514,391300000000,1
3515,391400000000,1
3516,391500000000,1
3517,391600000000,1
3518,391700000000,1
3519,391800000000,1
3520,391900000000,1
3521,392000000000,1
3522,392100000000,1
3523,392200000000,1
3524,392300000000,1
3525,392400000000,1
3526,392500000000,1
3527,392600000000,1
3528,392700000000,1
3529,392800000000,1
3530,392900000000,1
3531,393000000000,1
3532,393100000000,1
3533,393200000000,1
3534,393300000000,1
3535,393400000000,1
3536,393500000000,1
3537,393600000000,1
3538,393700000000,1
3539,393800000000,1
3540,393900000000,1
3541,394000000000,1
3542,394100000000,1
3543,394200000000,1
3544,394300000000,1
3545,394400000000,1
3546,394500000000,1
3547,394600000000,1
3548,394700000000,1
3549,394800000000,1
3550,394900000000,1
3551,395000000000,1
3552,395100000000,1
3553,395200000000,1
3554,395300000000,1
3555,395400000000,1
3556,395500000000,1
3557,395600000000,1
3558,395700000000,1
3559,395800000000,1
3560,395900000000,1
3561,396000000000,1
3562,396100000000,1
3563,396200000000,1
3564,396300000000,1
3565,396400000000,1
3566,396500000000,1
3567,396600000000,1
3568,396700000000,1
3569,396800000000,1
3570,396900000000,1
3571,397000000000,1
3572,397100000000,1
3573,397200000000,1
3574,397300000000,1
3575,397400000000,1
3576,397500000000,1
3577,397600000000,1
3578,397700000000,1
3579,397800000000,1
3580,397900000000,1
3581,398000000000,1
3582,398100000000,1
3583,398200000000,1
3584,398300000000,1
3585,398400000000,1
3586,398500000000,1
3587,398600000000,1
3588,398700000000,1
3589,398800000000,1
3590,398900000000,1
3591,399000000000,1
3592,399100000000,1
3593,399200000000,1
3594,399300000000,1
3595,399400000000,1
3596,399500000000,1
3597,399600000000,1
3598,399700000000,1
3599,399800000000,1
3600,399900000000,1
3601,400000000000,1
3602,400100000000,1
3603,400200000000,1
3604,400300000000,1
3605,400400000000,1
3606,400500000000,1
3607,400600000000,1
3608,400700000000,1
3609,400800000000,1
3610,400900000000,1
3611,401000000000,1
3612,401100000000,1
3613,401200000000,1
3614,401300000000,1
3615,401400000000,1
3616,401500000000,1
3617,401600000000,1
3618,401700000000,1
3619,401800000000,1
3620,401900000000,1
3621,402000000000,1
3622,402100000000,1
3623,402200000000,1
3624,402300000000,1
3625,402400000000,1
3626,402500000000,1
3627,402600000000,1
3628,402700000000,1
3629,402800000000,1
3630,402900000000,1
3631,403000000000,1
3632,403100000000,1
3633,403200000000,1
3634,403300000000,1
3635,403400000000,1
3636,403500000000,1
3637,403600000000,1
3638,403700000000,1
3639,403800000000,1
3640,403900000000,1
3641,404000000000,1
3642,404100000000,1
3643,404200000000,1
3644,404300000000,1
3645,404400000000,1
3646,404500000000,1
3647,404600000000,1
3648,404700000000,1
3649,404800000000,1
3650,404900000000,1
3651,405000000000,1
3652,405100000000,1
3653,405200000000,1
3654,405300000000,1
3655,405400000000,1
3656,405500000000,1
3657,405600000000,1
3658,405700000000,1
3659,405800000000,1
3660,405900000000,1
3661,406000000000,1
3662,406100000000,1
3663,406200000000,1
3664,406300000000,1
3665,406400000000,1
3666,406500000000,1
3667,406600000000,1
3668,406700000000,1
3669,406800000000,1
3670,406900000000,1
3671,407000000000,1
3672,407100000000,1
3673,407200000000,1
3674,407300000000,1
3675,407400000000,1
3676,407500000000,1
3677,407600000000,1
3678,407700000000,1
3679,407800000000,1
3680,407900000000,1
3681,408000000000,1
3682,408100000000,1
3683,408200000000,1
3684,408300000000,1
3685,408400000000,1
3686,408500000000,1
3687,408600000000,1
3688,408700000000,1
3689,408800000000,1
3690,408900000000,1
3691,409000000000,1
3692,409100000000,1
3693,409200000000,1
3694,409300000000,1
3695,409400000000,1
3696,409500000000,1
3697,409600000000,1
3698,409700000000,1
3699,409800000000,1
3700,409900000000,1
3701,410000000000,1
3702,410100000000,1
3703,410200000000,1
3704,410300000000,1
3705,410400000000,1
3706,410500000000,1
3707,410600000000,1
3708,410700000000,1
3709,410800000000,1
3710,410900000000,1
3711,411000000000,1
3712,411100000000,1
3713,411200000000,1
3714,411300000000,1
3715,411400000000,1
3716,411500000000,1
3717,411600000000,1
3718,411700000000,1
3719,411800000000,1
3720,411900000000,1
3721,412000000000,1
3722,412100000000,1
3723,412200000000,1
3724,412300000000,1
3725,412400000000,1
3726,412500000000,1
3727,412600000000,1
3728,412700000000,1
3729,412800000000,1
3730,412900000000,1
3731,413000000000,1
3732,413100000000,1
3733,413200000000,1
3734,413300000000,1
3735,413400000000,1
3736,413500000000,1
3737,413600000000,1
3738,413700000000,1
3739,413800000000,1
3740,413900000000,1
3741,414000000000,1
3742,414100000000,1
3743,414200000000,1
3744,414300000000,1
3745,414400000000,1
3746,414500000000,1
3747,414600000000,1
3748,414700000000,1
3749,414800000000,1
3750,414900000000,1
3751,415000000000,1
3752,415100000000,1
3753,415200000000,1
3754,415300000000,1
3755,415400000000,1
3756,415500000000,1
3757,415600000000,1
3758,415700000000,1
3759,415800000000,1
3760,415900000000,1
