ID,_Subject,_Question,_Ex_1,_Ex_2,_Ex_3,_Ex_4,_Ex_5
233,7,李舜臣將軍在閑山大捷中使用的像鶴展翅般包圍敵人的戰術是？,鶴翼陣,鶴首陣,鶴地陣,鶴尾陣,鶴天陣
234,7,伊斯蘭教經典《古蘭經》在阿拉伯語裡的意思是？,需要閱讀的,需要遵守的,需要攜帶的,需要回避的,需要禁止的
235,7,人口最多的國家和那個國家的首都是？,韓國-首爾,美國-紐約,加拿大-惠斯勒,中國-北京,澳大利亞-坎培拉
236,7,第一個踏上月球的人類是？,斯特朗格,阿姆斯壯,劍聖,宇宙人,外星人
237,7,星座通常根據這個以阿爾法、貝塔、伽馬的順序賦予名稱。這個順序的基準是？,星星的大小,發現時間,星星的亮度,個人規定,離地球的距離
238,7,日本的首都是？,安卡拉,臺北,布宜諾賽勒斯,上海,東京
239,7,日本的貨幣單位是？,比索,美元,人民幣,日元,克朗
240,7,為了自國利益不擇手段的排他性愛國主義是？,霸權主義,沙文主義,絕對主義,帝國主義,賣國主義
241,7,象棋是按照規定輪流下棋子的遊戲。“將軍”是下象棋時擒王之前說的話。那麼對方在擋住攻擊時會說什麼呢？,Meng軍,將軍,回避,將死,投降
242,7,"詹姆斯·卡梅隆導演最近拍攝，觀眾超過1,000萬人的電影大片是？",泰坦尼克,空中監獄,阿凡達,哈利波特,偷天換日
243,7,骰子有六個面，上面分別有一到六個孔。其相對兩面的數字之和是固定的某個數。請問這個數是？,7,6,8,9,10
244,7,受到周圍色彩的影響，覺得顏色與鄰近色相似的現象是？,正殘像,色彩可視度,色彩對比,同化現象,中間混色
245,7,地球、月亮、太陽處在一條直線時，太陽被月亮擋住的現象是？,月食,株式,日食,年式,夜
246,7,地球、月亮、太陽處在一條直線時，太陽被月亮擋住的現象是？,日食,中食,韓食,月食,西食
247,7,以春秋戰國時期為背景的小說是？,列國志,三國志,水滸之,楚漢志,酸黃瓜
248,7,可口可樂瓶子的設計是從哪裡得到了靈感呢？,腳伴裙,水缸,電燈泡,酒瓶,人體
249,7,把大豆磨碎加熱後凝固而成的食品是？,豆腐渣,?豆腐,豆腐,豆漿,豆漿面
250,7,太陽系的行星中自轉速度最快的是？,水星,金星,地球,木星,土星
251,7,太陽系的第七顆行星，而且是第一個通過望遠鏡發現的行星是？,天王星,水星,金星,木星,土星
252,7,當太陽光照射到空氣中的水滴，光線被折射及反射，在天空上形成色彩豔麗的光譜是什麼現象？,霧,彩虹,霜,極光,光合作用
253,7,颱風中心區晴空少雲的無風地帶稱作什麼？,颱風中,龍捲風眼,無風之眼,颶風之眼,颱風眼
254,7,土耳其的首都是？,安卡拉,臺北,布宜諾賽勒斯,上海,東京
255,7,發明電視機的人是？,愛因斯坦,貝爾德,愛迪生,貝爾,電視
256,7,土星最大的衛星是以希臘神話中的巨人名字命名。請問這顆衛星的名字是？,泰坦,巨人,??,大海王星,普魯托
257,7,發表了《昆蟲記》的法國昆蟲學家是？,法布羅,塔布羅,法布林,法高,法布羅
258,7,用皮包骨頭形容緊貼身的服裝或身影的是？,緊身褲,貼紙,熱褲,長筒襪,打底褲
259,7,菲律賓的首都是？,馬尼拉,坎培拉,布宜諾賽勒斯,上海,米蘭
260,7,提出現代物理學的重要理論《相對論》的人是？,愛因斯坦,弗蘭肯斯坦,愛迪生,古迪遜,舒伯特
261,7,美國現任總統是？,林肯,甘迺迪,歐巴馬,布希,阿列克斯
262,7,澳大利亞的首都是？,馬尼拉,坎培拉,布宜諾賽勒斯,上海,米蘭
263,7,用作手機電池的原料，屬於元素週期表ⅠA族的鹼金屬是？,鋰,鈉,鉀,鈣,鎂
264,7,遇到麻煩的事情時通常會說“傷腦筋”。這裡說的“腦筋”是身體的哪個部位呢？,腰,腦,肩,膝,腿
265,7,與POP廣告距離最遠的是？,戶外廣告,告知商品的存在,誘發購物衝動,牆面廣告,彈出廣告
266,7,2010年世界盃主辦國是？,外國,南非共和國,韓國,銀河,法國
267,7,世界上人口最多的國家是？,印度,中國,美國,俄羅斯,非洲
268,7,國家和首都連接錯誤的是？,韓國-首爾,日本-東京,美國-洛杉磯,英國-倫敦,德國-柏林
269,7,世界第一位太空人是？,具荷拉,尼爾·阿姆斯壯,加加林,愛麗絲,瑪戈林
270,7,以林肯的奴隸解放宣言為開端，19世紀美國南北部之間爆發的戰爭是？,南北戰爭,奴隸戰爭,獨立戰爭,海灣戰爭,林肯戰爭
271,7,蘋果公司的創辦人，當今電腦產業和娛樂產業的重要人物是？,史蒂夫·約伯斯,布萊恩·弗瑞,史蒂夫·福克斯,三島平八,妮娜·威廉姆斯
272,7,奧運會徽標有幾個圈？,4個,5個,6個,7個,99999個
273,7,表示窮人夏天以螢火蟲照明讀書，冬天用雪的反光讀書的成語是？,他山之石,知己知彼,唇來舌往,囊螢映雪,塞翁之馬
274,7,獲得世界盃冠軍最多的球隊是？,中國,韓國,巴西,阿根廷,美國
275,7,不屬於奧運會游泳方法的是？,自由泳,蛙泳,蝶泳,深泳,仰泳
276,7,茉莉花的花語是？,你是我的,永恆的愛,勿忘我,珍貴的回憶,真誠的忠告
277,7,成年後無法適應成年人的社會，心理依然停留在孩童時期的心理綜合征是？,青鳥綜合症,斯德哥爾摩綜合症,彼得潘綜合症,微笑面具綜合征,錯覺綜合症
278,7,希臘神話的十二主神不包括？,宙斯,阿佛洛狄忒,狄俄尼索斯,珀爾修斯,阿瑞斯
279,7,不屬於莎士比亞四大悲劇的是？,哈姆雷特,奧賽蘿,李爾王,馬克白,羅密歐與茱麗葉
280,7,15世紀英國蘭開斯特王朝和約克王朝為繼承英格蘭王位而進行的戰爭是？,克裡米亞戰爭,百合戰爭,鬱金香戰爭,玫瑰戰爭,楊貴妃戰爭
281,7,外表看起來像穿了燕尾服，被稱為“南極紳士”的動物是？,北極熊,企鵝,海獅,春值君,燕子
282,7,不屬於反芻動物的是？,豬,駱駝,鹿,長頸鹿,羊
283,7,最終與王子結婚的公主是？,平岡公主,白雪公主,黑月公主,人魚公主,艾利亞斯七公主
284,7,《阿爾卑斯山的少女》裡的海蒂患了什麼病？,夢遊症,社交恐懼症,抑鬱症,心臟病,痔瘡
285,7,在童話《大拇指公主》裡，大拇指公主是從什麼花裡出生的？,玫瑰,大嘴食人花,鬱金香,百合,茶花
286,7,牽牛和織女只有在七月七夕晚上才能相見。請問牽牛的職業是什麼？,牧羊人,樵夫,流氓,牧牛人,職業玩家
287,7,在《小豆女紅豆女》裡幫忙堵住水缸裂縫的動物是？,蟾蜍,牛蛙,青蛙,黃牛,史萊姆
288,7,不屬於童話中的兄弟姐妹的是？,薔花紅蓮,韓塞爾與葛雷特,興夫與遊夫,貝斯與艾咪,海倫凱勒
289,7,童話《綠山牆的安妮》裡面安妮的知心朋友是？,瑪蒂爾達·戴安娜,戴安娜·巴里,蒙大拿·鐘斯,蒙哥馬利,安妮·雪麗
290,7,表示“用電話盜取個人資訊”的術語是？,電話釣魚,大釣魚,小釣魚,語音釣魚,女性釣魚
291,7,從1到100一共有幾個“9”？,9個,10個,15個,20個,21個
292,7,下面不屬於大海的是？,死海,地中海,鄂霍次克海,加勒比海,東海
293,7,“糟糠之妻”糠是什麼食物？,土豆,穀糠,鍋巴,玉米,小米
294,7,不屬於聯合國安理會常任理事國的國家是？,美國,英國,俄羅斯,日本,ADIDAS
295,7,不屬於g8的國家,日本,德國,俄羅斯,法國,中國
296,7,古代羅馬與迦太基在西元前2世紀進行的3次戰爭,滑鐵盧戰役,布匿戰爭,波斯戰爭,特洛伊戰爭,伯羅奔尼薩斯戰爭
297,7,位於阿爾卑斯山脈的西歐最高的山,厄爾布魯士峰,勃朗峰,內華達山脈,馬特洪峰,白頭山
298,7,巴甫洛夫的實驗發現的反射方式是？,敵對反應,經驗反應,過敏反應,條件反射,過敏反應
299,7,在國際金融交易中起到中心作用的基礎貨幣,關鍵貨幣,靜態貨幣,中心貨幣,先進貨幣,價值貨幣
300,7,被西班牙軍隊征服的文明,愛琴,美索不達米亞,瑪雅,阿茲特克,真主党
301,7,可以一覽企業財政狀況的是,二本賬,損益表,結帳計算表,起訴書,資產負債表
302,7,下面不屬於辯證法階段的是？,反,道,合,正,沒有正確答案
303,7,每年由政府進行估價的標準地單位面積價格,公告地價,居住地價,基準市價,綜合土地稅,綜合房地產稅
304,7,結婚後不想要孩子的夫妻,嬉皮族,雅皮族,孤僻族,丁克族,喪屍族
305,7,馬基雅維裡寫的政治理論書是？,政治論,王與我,君主論,政治學概論,我的鬥爭
306,7,現在不過春節的國家是？,日本,越南,韓國,中國,俄羅斯
307,7,成為20世紀時裝界傳奇的法國人，果斷減掉19世紀女性裙子的繁瑣，將其拉到腳腕上面的設計師是？,喬治·阿瑪尼,克裡斯汀·迪奧,可哥·香奈兒,賈尼·範思哲,沒有正確答案
308,7,土豆和大蒜吃莖部，地瓜吃根部。那麼花生是植物的什麼部分呢？,根部,莖部,子房,葉子,沒有正確答案
309,7,羅丹的雕塑作品中，以“位元高責任重”作為主題的是？,沉思者,加萊義民,大衛像,三個影子,阿格裡帕
310,7,在顛簸的公交上不小心踩到別人腳時，適合用來道歉的話是？,對不起,請讓我過去,我們協商吧,這該怎麼辦,求你放過我
311,7,金牛座是幾月幾號到幾月幾號？,4月20日 ~ 5月20日,1月20日 ~ 2月18日,5月21日 ~ 6月21日,2月19日 ~ 3月20日,3月21日 ~ 4月19日
312,7,水瓶座是幾月幾號到幾月幾號？,1月20日 ~  2月18日,5月21日 ~  6月21日,3月21日 ~  4月19日,12月25日 ~  1月19日,7月23日 ~  8月22日
313,7,白羊座是幾月幾號到幾月幾號？,2月19日 ~ 3月20日,4月20日 ~ 5月20日,1月20日 ~ 2月18日,3月21日 ~ 4月19日,5月21日 ~ 6月21日
314,7,雙子座是幾月幾號到幾月幾號？,5月21日 ~ 6月21日,1月20日 ~ 2月18日,3月21日 ~ 4月19日,4月20日 ~ 5月20日,2月19日 ~ 3月20日
315,7,雙魚座是幾月幾號到幾月幾號？,3月21日 ~ 4月19日,5月21日 ~ 6月21日,6月22日 ~ 7月22日,2月19日 ~ 3月20日,4月20日 ~ 5月20日
316,7,巨蟹座是幾月幾號到幾月幾號？,2月19日 ~ 3月20日,6月22日 ~ 7月22日,3月21日 ~ 4月19日,5月21日 ~ 6月21日,4月20日 ~ 5月20日
317,7,獅子座是幾月幾號到幾月幾號？,3月21日 ~ 4月19日,2月19日 ~ 3月20日,5月21日 ~ 6月21日,6月22日 ~ 7月22日,7月23日 ~ 8月22日
318,7,處女座是幾月幾號到幾月幾號？,8月23日 ~  9月23日,10月23日 ~ 11月22日,12月25日 ~  1月19日,9月24日 ~ 10月22日,11月23日 ~ 12月24日
319,7,天枰座是幾月幾號到幾月幾號？,9月24日 ~ 10月22日,8月23日 ~  9月23日,10月23日 ~ 11月22日,12月25日 ~  1月19日,11月23日 ~ 12月24日
320,7,天蠍座是幾月幾號到幾月幾號？,9月24日 ~ 10月22日,12月25日 ~  1月19日,10月23日 ~ 11月22日,8月23日 ~  9月23日,11月23日 ~ 12月24日
321,7,射手座是幾月幾號到幾月幾號？,8月23日 ~  9月23日,11月23日 ~ 12月24日,9月24日 ~ 10月22日,10月23日 ~ 11月22日,12月25日 ~  1月19日
322,7,摩羯座是幾月幾號到幾月幾號？,9月24日 ~ 10月22日,8月23日 ~  9月23日,12月25日 ~  1月19日,10月23日 ~ 11月22日,11月23日 ~ 12月24日
323,7,下列不表示僧侶死亡的詞語是？,涅槃,寂滅,入寂,禪宗,入涅槃
324,7,這是有關尊稱的問題。跟對方提自己父親時稱“嚴親”，母親稱“慈親”。對別人父親的尊稱是“令尊”，那麼對別人母親的尊稱是什麼呢？,令堂,慈母,先親,家堂,先妣
325,7,暈車的原因是我們體內負責平衡感的器官無法適應旋轉的刺激所導致。請問這個器官在我們體內的什麼地方？,大腦,耳朵,心臟,支氣管,眼睛
326,7,天氣好冷啊。昨天是24節氣中最後一個節氣“大寒”。14天后到來的24節氣的第一個節氣是什麼呢？,雨水,驚蟄,立春,白露,小寒
327,7,黃牌是給犯規選手的警告。下面的運動中不使用黃牌的是？,足球,棒球,排球,曲棍球,沒有正確答案
328,7,最近市場上出現了很多噴霧式油漆。這種油漆桶裡裝著珠子，搖晃時會發出聲音。為什麼要在噴霧器裡裝珠子呢？,防止爆炸,使其混合均勻,測量剩餘量,聲音好聽,符合消費者喜好
329,7,查理斯·達爾文小時候曾被父親嘲笑將來會給家族丟臉，但後來卻成為了成功的生物學家。達爾文寫的一本書使他成為進化論的創始者。請問這是什麼書？,加拉帕戈斯,人類的起源,進化還是創造,物種起源,人類的起源
330,7,這是最近反對日本捕鯨船非法捕鯨的國際環境組織。該組織成立於1971年，以反對核子試驗和保護自然著稱。請問這是什麼組織？,綠色和平組織,大赦組織,羅馬俱樂部,綠化地帶,YMCA
331,7,現代人喜歡的食品中不少含有中毒性物質。存在於咖啡、紅茶、各種口服液裡，刺激神經組織或心臟肌肉導致疲勞的中毒性物質是什麼呢？,安非他明,酒精,咖啡因,尼古丁,β-胡蘿蔔素
332,7,這是一種調味蔬菜，也可以用於藥用。它的白色鬚根對感冒和腹痛有益，莖部對頭痛、鼻塞和中風有益，而且常常被婚禮上的證婚人引用。請問這是什麼蔬菜？,辣椒,胡蘿蔔,蔥,生薑,土豆
333,5,(2X3X4 + 102304) X 324234 X 0 = ?,23435323,48945,0,1,4
334,5,1234+98 = ?,1332,1322,1432,1422,1342
335,5,1654 - 48 =?,1606,1506,1596,1696,1616
336,5,62 X 35 = 2170。那麼 0.062 X 35 = ?,0.0217,0.217,2.17,21.7,217
337,5,90 x 9 x 10 x 100 = ?,810000,81000,1,8100,0
338,5,1 X 1 = ?,1,11,0,2,3
339,5,1 X 2 = ?,1,2,3,12,21
340,5,1 X 3 = ?,33,31,3,2,4
341,5,1 X 4 = ?,14,41,40,4,44
342,5,1 X 5 = ?,6,55,51,15,5
343,5,1 X 6 = ?,16,61,66,6,8
344,5,1 X 7 = ?,17,71,7,77,9
345,5,1 X 8 = ?,18,8,81,88,0
346,5,1 X 9 = ?,9,19,91,99,7
347,5,2 X 1 = ?,2,3,4,5,6
348,5,2 X 2 = ?,1,4,2,3,6
349,5,2 X 3 = ?,2,4,6,8,10
350,5,2 X 4 = ?,2,4,6,8,10
351,5,2 X 5 = ?,5,20,15,25,10
352,5,2 X 6 = ?,14,16,18,12,21
353,5,2 X 7 = ?,12,16,14,18,41
354,5,2 X 8 = ?,12,16,14,18,10
355,5,2 X 9 = ?,18,12,14,16,22
356,5,3 X 1 = ?,3,6,4,33,5
357,5,3 X 2 = ?,5,6,7,9,8
358,5,3 X 3 = ?,5,6,9,7,8
359,5,3 X 4 = ?,14,11,10,12,15
360,5,3 X 5 = ?,3,5,13,16,15
361,5,3 X 6 = ?,19,20,21,18,16
362,5,3 X 7 = ?,12,22,21,24,25
363,5,3 X 8 = ?,22,24,21,27,23
364,5,3 X 9 = ?,27,21,24,22,25
365,5,4 X 1 = ?,4,5,6,7,2
366,5,4 X 2 = ?,5,8,6,7,9
367,5,4 X 3 = ?,21,14,12,15,11
368,5,4 X 4 = ?,24,19,20,16,15
369,5,4 X 5 = ?,21,22,23,24,20
370,5,4 X 6 = ?,22,23,26,24,28
371,5,4 X 7 = ?,27,26,28,24,32
372,5,4 X 8 = ?,31,32,30,26,33
373,5,4 X 9 = ?,36,40,39,32,35
374,5,5 X 1 = ?,5,10,15,20,25
375,5,5 X 2 = ?,5,10,15,20,25
376,5,5 X 3 = ?,5,10,15,20,25
377,5,5 X 4 = ?,5,10,15,20,25
378,5,5 X 5 = ?,5,10,15,20,25
379,5,5 X 6 = ?,35,40,45,30,25
380,5,5 X 7 = ?,45,40,35,30,25
381,5,5 X 8 = ?,35,40,45,30,25
382,5,5 X 9 = ?,45,40,35,30,25
383,5,6 X 1 = ?,6,5,7,8,9
384,5,6 X 2 = ?,11,12,13,14,16
385,5,6 X 3 = ?,24,22,18,21,19
386,5,6 X 4 = ?,23,26,25,24,22
387,5,6 X 5 = ?,36,32,23,31,30
388,5,6 X 6 = ?,33,32,31,36,30
389,5,6 X 7 = ?,48,46,42,45,41
390,5,6 X 8 = ?,42,48,44,46,40
391,5,6 X 9 = ?,54,50,52,56,60
392,5,7 X 1 = ?,7,8,9,14,10
393,5,7 X 2 = ?,21,14,15,13,12
394,5,7 X 3 = ?,14,15,21,25,23
395,5,7 X 4 = ?,25,35,30,28,29
396,5,7 X 5 = ?,39,37,31,30,35
397,5,7 X 6 = ?,44,46,49,42,41
398,5,7 X 7 = ?,42,44,49,48,47
399,5,7 X 8 = ?,55,56,51,52,58
400,5,7 X 9 = ?,63,59,56,66,60
401,5,8 X 1 = ?,8,9,5,4,6
402,5,8 X 2 = ?,14,16,12,18,20
403,5,8 X 3 = ?,30,26,24,23,22
404,5,8 X 4 = ?,30,38,40,32,34
405,5,8 X 5 = ?,48,46,44,42,40
406,5,8 X 6 = ?,46,44,42,48,40
407,5,8 X 7 = ?,58,54,56,52,53
408,5,8 X 8 = ?,66,64,62,68,69
409,5,8 X 9 = ?,72,71,70,77,78
410,5,9 X 1 = ?,9,5,6,7,8
411,5,9 X 2 = ?,19,18,15,16,17
412,5,9 X 3 = ?,25,26,27,23,28
413,5,9 X 4 = ?,35,39,38,36,37
414,5,9 X 5 = ?,41,42,47,46,45
415,5,9 X 6 = ?,57,53,52,54,59
416,5,9 X 7 = ?,65,64,63,69,61
417,5,9 X 8 = ?,70,72,75,77,74
418,5,9 X 9 = ?,81,88,84,85,89
419,5,35 ÷ 7 = ?,5,4,3,2,1
420,5,11 ÷ 1 = ?,1,11,6,10,110
421,5,242 ÷ 11 = ?,21,20,22,23,24
422,5,240 ÷ 2 = ?,110,115,118,120,130
423,5,144 ÷ 3 = ?,47,45,44,46,48
424,5,777 ÷ 7 = ?,11,1111,777,111,7
425,5,256 ÷ 4 = ?,256,54,64,74,44
426,5,532 ÷ 7 = ?,74,76,73,72,75
427,5,75 ÷ 5 = ?,15,5,75,50,10
428,5,12 ÷ 2 = ?,6,2,4,8,12
429,5,96 ÷ 3 = ?,30,32,28,26,40
430,5,894 ÷ 6 = ?,139,147,149,157,167
431,5,752 ÷ 8 = ?,97,95,96,94,98
432,5,963 ÷ 9 = ?,119,109,99,129,107
433,5,243 ÷ 3 = ?,85,84,89,81,79
434,5,64÷ 8 = ?,5,6,8,7,9
435,5,32 ÷ 4 = ?,3,8,4,5,6
436,5,96 ÷ 6 = ?,16,12,13,14,19
437,5,( 2 + 4 ) X 30 = ?,180,170,160,122,64
438,5,2 X (5 + 10) = ?,30,100,25,20,50
439,5,(18 ÷ 3) + 5 = ?,11,2,3,53,9
440,5,30 + 36 + 7 = ?,73,63,69,67,74
441,5,15 + 16 + 17 = ?,48,33,31,47,57
442,5,21 + 22 + 27 = ?,70,50,60,80,90
443,5,30 + 57 - 33 = ?,54,120,44,24,87
444,5,78 - 48 + 17 = ?,47,30,65,61,95
445,5,1 + 2 + 3 + 4 + 5 - 10 = ?,5,2,3,4,0
446,5,50 - 2 X 10 = ?,30,480,498,58,38
447,5,4 < □ < 6 ， □ 位置的數字是？,5,4,6,2,7
448,5,1 X 1 X 1 X 1 X 0 = ?,0,1,11,111,1111
449,5,在 8 < □ < 10 中，應該放在 □ 位置的數字是？,9,8,10,11,7
450,5,9 + 5 X 3 = ?,24,42,32,14,15
451,5,36 ÷ 3 ÷ 2 ÷ 2 = ?,3,12,6,1,2
452,5,1 X 2 X 3 X 4 = ?,24,10,12,6,8
453,5,84 + 135 = ?,219,209,229,239,199
454,5,9 + 9 + 8 + 9 = ?,35,36,27,38,25
455,5,12 X 12 X 12 ÷ 12 = ?,144,12,1728,20736,132
456,5,1024 + 33 + 11 = ?,1068,1078,1058,968,1088
457,5,100 - 10 - 10 - 10 - 40 - 20 = ?,10,0,20,30,40
458,5,1024  x 1024 = ?,10485764,1048576,104855,10484,2048
459,5,對10000的說明中正確的是？,小於9,小於9999,小於99999,小於999,小於99
460,5,652000的正確讀法是？,六萬五千二百,六十萬五千二百,六十五萬兩千,六百五十萬兩千,六百五萬兩千
461,5,下面哪一項的5表示的數字最大？,87653,9673541,3573240,785630,53296
462,5,下面對奇數的說明中正確的是？,3的倍數,2的倍數,除以2，餘數是1,"1位元數的數字是0,1,3,5,7,9",除以2，餘數是0
463,5,下列哪一項是偶數？,奇數 - 奇數,偶數 + 1,奇數 x 奇數,奇數 x 偶數,奇數 x 奇數 - 偶數
464,5,下面因數最多的數是？,12,27,35,42,57
465,6,04-05意甲聯賽冠軍隊是？,曼聯,利物浦,切爾西,AC米蘭,尤文圖斯
466,6,04-05歐洲冠軍聯賽冠軍隊是？,皇家馬德里,切爾西,利物浦,AS羅馬,AC米蘭
467,6,04-05西班牙甲級聯賽冠軍隊是？,切爾西,巴賽隆納,AS羅馬,尤文圖斯,利物浦
468,6,04-05英格蘭足球超級聯賽冠軍隊是？,巴賽隆納,尤文圖斯,AC米蘭,切爾西,曼聯
469,6,04-05NBA冠軍隊是？,波士頓紅襪隊,LA洋基隊,白襪隊,德克薩斯,聖安東尼奧馬刺隊
470,6,1982年世界盃使用的官方用球是？,西班牙探戈,飛火流星,革命,水果,肯貝斯
471,6,1988年奧運會舉辦地是？,澳大利亞墨爾本,義大利羅馬,大韓民國首爾,日本東京,希臘雅典
472,6,1988年奧運會幸運物是？,彭多利,國多利,強多利,虎多利,鐵多利
473,6,2000年夏季奧運會舉辦地是？,澳大利亞 悉尼,韓國 首爾,英國 倫敦,加拿大 溫哥華,法國 巴黎
474,6,2002年世界盃的官方用球是？,團隊之星,飛火流星,大革命,卡伊斯,主角
475,6,2002年世界盃期間的主力門將是？,馬東卓,李雲在,宋鐘國,金永光,金南一
476,6,2002年世界盃，在加時賽中用頭球淘汰義大利隊的選手是？,朴智星,樸主永,安貞煥,薛琦鉉,宋鐘國
477,6,2002年世界盃吉祥物是？,虎多利,海默,吉克默,阿特摩,牛多利
478,6,2002世界盃開幕賽場所是？,美國,澳大利亞,韓國,中國,日本
479,6,2002世界盃舉辦地是？,比利時,阿根廷,法國,巴西,"韓國, 日本"
480,6,2002世界盃決賽場所是？,澳大利亞,美國,義大利,日本,中國
481,6,2002世界盃冠軍隊是？,德國,法國 巴黎,巴西,英國,阿根廷
482,6,2002世界盃亞軍隊是？,義大利,巴西,英國,法國,德國
483,6,舉辦2004年奧運會的國家是？,倫敦,巴黎,首爾,雅典,溫哥華
484,6,2005世界青年足球錦標賽舉辦國是？,荷蘭,英格蘭,三藩市,法國,義大利
485,6,2005洲際國家杯的舉辦國是？,德國,非洲,菲律賓,泰國,伊拉克
486,6,2005洲際國家杯的冠軍隊是？,德國,英國,法國,巴西,義大利
487,6,2006年世界盃使用的官方用球是？,納爾希特,隆克魯巴,科斯特,團隊之星,大革命
488,6,2006年世界盃吉祥物是？,達伊盧,格列歐,奧利奧,虎多利,潔內斯
489,6,2008北京奧運會是第幾屆奧運會？,29屆,27屆,28屆,26屆,25屆
490,6,舉辦2008年夏季奧運會的城市是？,大韓民國 首爾,法國 巴黎,日本 東京,中國 北京,英國 倫敦
491,6,2010年南非世界盃吉祥物的形象取自什麼動物？,花豹,獵豹,美洲豹,鬣狗,犀牛
492,6,2010年冬奧會舉辦地是？,首爾,溫哥華,紐約,巴黎,倫敦
493,6,2010年世界盃舉辦國是？,德國,大韓民國,法國,希臘,南非共和國
494,6,2010年世界盃舉辦地共有幾個競技場？,8個,9個,10個,11個,12個
495,6,2010年世界盃吉祥物是？,基尼斯,虎多利,紮庫米,吉莫米,阿麗米
496,6,2012年夏季奧運會主辦國和城市是？,韓國 首爾,日本 東京,英國 倫敦,法國 巴黎,澳大利亞 悉尼
497,6,需要固定雙腳進行的冬季休閒運動是？,超級飛板,滑水板,滑雪板,單板滑雪,雪橇
498,6,高爾夫比賽球場一般有幾個洞？,10洞,17洞,15洞,18洞,20洞
499,6,國際足球聯合會（FIFA）的成立時間是？,1930年,1934年,1947年,1949年,1954年
500,6,發明籃球的時間是？,1980年,1975年,1988年,1990年,1891年
501,6,籃球運動的發明者是？,詹姆斯·奈史密斯,羅伯特·卡利,施洛斯·皮默思,邁克喬丹,史蒂文·威爾遜
502,6,有守門員的項目是？,水球,籃球,棒球,排球,檯球
503,6,以下不屬於奧運會正式項目的是？,柔道,劍道,武術,跆拳道,擊劍
504,6,下面不屬於格鬥運動的是？,相撲,拳擊,摔跤,橄欖球,綜合格鬥
505,6,德國世界盃使用的球場數量是？,11個,12個,10個,9個,15個
506,6,冬季奧運會每幾年舉辦一次？,4年,2年,1年,3年,5年
507,6,利用球拍把羽毛球猛拍到對方區域的方法叫什麼？,猛扣,扣球,完成,打破,攻擊
508,6,橄欖球比賽上場選手有多少人？,20名,19名,17名,16名,15名
509,6,馬拉松比賽正式選定的距離是？,41.895km,40km,43.895km,45km,42.195km
510,6,幾歲以上可以參加馬拉松比賽？,20歲,21歲,19歲,18歲,17歲
511,6,美國大聯盟中最早成立的球隊是？,辛辛那提紅人,洛杉磯道奇隊,紐約揚基隊,波士頓紅襪隊,洛杉磯天使隊
512,6,在水中控制球的比賽是？,水中球,水冰球,水球,手球,水中避球
513,6,排球比賽上場人數是？,5名,6名,3名,4名,8名
514,6,在溫哥華奧運會奪得男生一萬米速滑金牌的選手是？,李勝賢,金勝賢,金承勳,李承勳,李政洙
515,6,保齡球比賽使用幾個球瓶？,10個,12個,9個,8個,15個
516,6,巴西的傳奇球星是？,朴智星,貝利,羅納爾多,小羅納爾多,迪迪埃
517,6,現代奧運會首金得主是？,斯蒂文·夏尼爾,邁克爾·科威爾,維伊·克拉文,傑諾賽迪,詹姆斯·康諾利
518,6,世界田徑錦標賽在哪裡舉行？,平昌,仁川,首爾,大邱,釜山
519,6,世界球星偉恩·魯尼是哪一年出生的？,1984年,1986年,1985年,1987年,1983年
520,6,利用羽毛球進行的比賽是？,羽毛球,網球,乒乓球,棒球,檯球
521,6,用手將球扔進對方球網裡的運動是？,棒球,足球,排球,水球,乒乓球
522,6,踩著滑雪橇跳躍的項目是？,跳臺滑雪,空中跳躍,跳跳杆,空中回轉,空中滑雪
523,6,宣銅烈是什麼項目的選手？,排球,足球,棒球,籃球,乒乓球
524,6,阿根廷的傳奇球星是？,特維斯,朴智星,蘭帕德,馬拉多納,貝利
525,6,棒球比賽一共有幾壘？,1壘,3壘,4壘,2壘,5壘
526,6,棒球比賽裡負責打球的選手是？,接手,外野手,內野手,投手,擊球手
527,6,棒球比賽裡，球被擊出牆外是？,盜壘,安打,場外,出場,全壘打
528,6,棒球運動中，接投手投來的球的隊員是？,外野手,投手,接手,內野手,擊球手
529,6,棒球選手李承燁創造56支全壘打記錄的年度是？,1998年,2005年,2001年,2004年,2003年
530,6,棒球裡揮棒短，多做短打，腳快的選手是？,巧打者,外打者,內打者,長打者,短打者
531,6,棒球比賽裡可以得分的安打是？,直球打,適時安打,直安打,速打,速球打
532,6,奧運五環旗代表什麼？,5枚獎牌,5名委員長,5個國家,5個項目,5個大陸
533,6,奧運會的水球比賽每隊分別有幾名選手上場？,7名,8名,9名,6名,5名
534,6,世界盃每隔幾年舉辦一次？,10年,2年,5年,4年,7年
535,6,柔道的宗主國是？,日本,泰國,韓國,中國北京,香港
536,6,2004年歐洲杯冠軍球隊是？,希臘,韓國,義大利,阿根廷,巴西
537,6,李承燁在日本出道的球隊是？,中日龍隊,阪神虎隊,東京養樂多燕子隊,讀賣巨人隊,千葉羅德海洋隊
538,6,李承燁在日本出道的球隊是？,千葉羅德海洋隊,中日龍隊,讀賣巨人隊,廣島東洋鯉魚隊,西武獅隊
539,6,義大利國足被稱為“Azzurri軍團”。這裡的“Azzurri”表示？,藍色,義大利,白色,強大,不敗
