ID,_ItemID,_ItemRare,_ItemCount,_SellFactor
31280504,170195401,1,1,250
31330501,170195401,1,1,100
31330502,170195401,1,1,150
31330503,170195401,1,1,200
31330504,170195401,1,1,250
31380501,170195401,1,1,100
31380502,170195401,1,1,150
31380503,170195401,1,1,200
31380504,170195401,1,1,250
31430501,170195401,1,1,100
31430502,170195401,1,1,150
31430503,170195401,1,1,200
31430504,170195401,1,1,250
31480501,170195401,1,1,100
31480502,170195401,1,1,150
31480503,170195401,1,1,200
31480504,170195401,1,1,250
31530501,170195401,1,1,100
31530502,170195401,1,1,150
31530503,170195401,1,1,200
31530504,170195401,1,1,250
31580501,170195401,1,1,100
31580502,170195401,1,1,150
31580503,170195401,1,1,200
31580504,170195401,1,1,250
31630501,170195401,1,1,100
31630502,170195401,1,1,150
31630503,170195401,1,1,200
31630504,170195401,1,1,250
31680501,170195401,1,1,100
31680502,170195401,1,1,150
31680503,170195401,1,1,200
31680504,170195401,1,1,250
31730501,170195401,1,1,100
31730502,170195401,1,1,150
31730503,170195401,1,1,200
31730504,170195401,1,1,250
31780501,170195401,1,1,100
31780502,170195401,1,1,150
31780503,170195401,1,1,200
31780504,170195401,1,1,250
31830501,170195401,1,1,100
31830502,170195401,1,1,150
31830503,170195401,1,1,200
31830504,170195401,1,1,250
31880501,170195401,1,1,100
31880502,170195401,1,1,150
31880503,170195401,1,1,200
31880504,170195401,1,1,250
30040601,170195401,1,1,100
30040602,170195401,1,1,150
30040603,170195401,1,1,200
30040604,170195401,1,1,250
30090601,170195401,1,1,100
30090602,170195401,1,1,150
30090603,170195401,1,1,200
30090604,170195401,1,1,250
30140601,170195401,1,1,100
30140602,170195401,1,1,150
30140603,170195401,1,1,200
30140604,170195401,1,1,250
30190601,170195401,1,1,100
30190602,170195401,1,1,150
30190603,170195401,1,1,200
30190604,170195401,1,1,250
30240601,170195401,1,1,100
30240602,170195401,1,1,150
30240603,170195401,1,1,200
30240604,170195401,1,1,250
30290601,170195401,1,1,100
30290602,170195401,1,1,150
30290603,170195401,1,1,200
30290604,170195401,1,1,250
30340601,170195401,1,1,100
30340602,170195401,1,1,150
30340603,170195401,1,1,200
30340604,170195401,1,1,250
30390601,170195401,1,1,100
30390602,170195401,1,1,150
30390603,170195401,1,1,200
30390604,170195401,1,1,250
30440601,170195401,1,1,100
30440602,170195401,1,1,150
30440603,170195401,1,1,200
30440604,170195401,1,1,250
30490601,170195401,1,1,100
30490602,170195401,1,1,150
30490603,170195401,1,1,200
30490604,170195401,1,1,250
30540601,170195401,1,1,100
30540602,170195401,1,1,150
30540603,170195401,1,1,200
30540604,170195401,1,1,250
30590601,170195401,1,1,100
30590602,170195401,1,1,150
30590603,170195401,1,1,200
30590604,170195401,1,1,250
30640601,170195401,1,1,100
30640602,170195401,1,1,150
30640603,170195401,1,1,200
30640604,170195401,1,1,250
30690601,170195401,1,1,100
30690602,170195401,1,1,150
30690603,170195401,1,1,200
30690604,170195401,1,1,250
30740601,170195401,1,1,100
30740602,170195401,1,1,150
30740603,170195401,1,1,200
30740604,170195401,1,1,250
30790601,170195401,1,1,100
30790602,170195401,1,1,150
30790603,170195401,1,1,200
30790604,170195401,1,1,250
30840601,170195401,1,1,100
30840602,170195401,1,1,150
30840603,170195401,1,1,200
30840604,170195401,1,1,250
30890601,170195401,1,1,100
30890602,170195401,1,1,150
30890603,170195401,1,1,200
30890604,170195401,1,1,250
30940601,170195401,1,1,100
30940602,170195401,1,1,150
30940603,170195401,1,1,200
30940604,170195401,1,1,250
30990601,170195401,1,1,100
30990602,170195401,1,1,150
30990603,170195401,1,1,200
30990604,170195401,1,1,250
31040601,170195401,1,1,100
31040602,170195401,1,1,150
31040603,170195401,1,1,200
31040604,170195401,1,1,250
31090601,170195401,1,1,100
31090602,170195401,1,1,150
31090603,170195401,1,1,200
31090604,170195401,1,1,250
31140601,170195401,1,1,100
31140602,170195401,1,1,150
31140603,170195401,1,1,200
31140604,170195401,1,1,250
31190601,170195401,1,1,100
31190602,170195401,1,1,150
31190603,170195401,1,1,200
31190604,170195401,1,1,250
31240601,170195401,1,1,100
31240602,170195401,1,1,150
31240603,170195401,1,1,200
31240604,170195401,1,1,250
31290601,170195401,1,1,100
31290602,170195401,1,1,150
31290603,170195401,1,1,200
31290604,170195401,1,1,250
31340601,170195401,1,1,100
31340602,170195401,1,1,150
31340603,170195401,1,1,200
31340604,170195401,1,1,250
31390601,170195401,1,1,100
31390602,170195401,1,1,150
31390603,170195401,1,1,200
31390604,170195401,1,1,250
31440601,170195401,1,1,100
31440602,170195401,1,1,150
31440603,170195401,1,1,200
31440604,170195401,1,1,250
31490601,170195401,1,1,100
31490602,170195401,1,1,150
31490603,170195401,1,1,200
31490604,170195401,1,1,250
31540601,170195401,1,1,100
31540602,170195401,1,1,150
31540603,170195401,1,1,200
31540604,170195401,1,1,250
31590601,170195401,1,1,100
31590602,170195401,1,1,150
31590603,170195401,1,1,200
31590604,170195401,1,1,250
31640601,170195401,1,1,100
31640602,170195401,1,1,150
31640603,170195401,1,1,200
31640604,170195401,1,1,250
31690601,170195401,1,1,100
31690602,170195401,1,1,150
31690603,170195401,1,1,200
31690604,170195401,1,1,250
31740601,170195401,1,1,100
31740602,170195401,1,1,150
31740603,170195401,1,1,200
31740604,170195401,1,1,250
31790601,170195401,1,1,100
31790602,170195401,1,1,150
31790603,170195401,1,1,200
31790604,170195401,1,1,250
31840601,170195401,1,1,100
31840602,170195401,1,1,150
31840603,170195401,1,1,200
31840604,170195401,1,1,250
31890601,170195401,1,1,100
31890602,170195401,1,1,150
31890603,170195401,1,1,200
31890604,170195401,1,1,250
30030701,170195401,1,1,100
30030702,170195401,1,1,150
30030703,170195401,1,1,200
30030704,170195401,1,1,250
30080701,170195401,1,1,100
30080702,170195401,1,1,150
30080703,170195401,1,1,200
30080704,170195401,1,1,250
30120701,170195401,1,1,100
30120702,170195401,1,1,150
30120703,170195401,1,1,200
30120704,170195401,1,1,250
30170701,170195401,1,1,100
30170702,170195401,1,1,150
30170703,170195401,1,1,200
30170704,170195401,1,1,250
30220701,170195401,1,1,100
30220702,170195401,1,1,150
30220703,170195401,1,1,200
30220704,170195401,1,1,250
30270701,170195401,1,1,100
30270702,170195401,1,1,150
30270703,170195401,1,1,200
30270704,170195401,1,1,250
30320701,170195401,1,1,100
30320702,170195401,1,1,150
30320703,170195401,1,1,200
30320704,170195401,1,1,250
30370701,170195401,1,1,100
30370702,170195401,1,1,150
30370703,170195401,1,1,200
30370704,170195401,1,1,250
30420701,170195401,1,1,100
30420702,170195401,1,1,150
30420703,170195401,1,1,200
30420704,170195401,1,1,250
30470701,170195401,1,1,100
30470702,170195401,1,1,150
30470703,170195401,1,1,200
30470704,170195401,1,1,250
30520701,170195401,1,1,100
30520702,170195401,1,1,150
30520703,170195401,1,1,200
30520704,170195401,1,1,250
30570701,170195401,1,1,100
30570702,170195401,1,1,150
30570703,170195401,1,1,200
30570704,170195401,1,1,250
30620701,170195401,1,1,100
30620702,170195401,1,1,150
30620703,170195401,1,1,200
30620704,170195401,1,1,250
30670701,170195401,1,1,100
30670702,170195401,1,1,150
30670703,170195401,1,1,200
30670704,170195401,1,1,250
30720701,170195401,1,1,100
30720702,170195401,1,1,150
30720703,170195401,1,1,200
30720704,170195401,1,1,250
30770701,170195401,1,1,100
30770702,170195401,1,1,150
30770703,170195401,1,1,200
30770704,170195401,1,1,250
30820701,170195401,1,1,100
30820702,170195401,1,1,150
30820703,170195401,1,1,200
30820704,170195401,1,1,250
30870701,170195401,1,1,100
30870702,170195401,1,1,150
30870703,170195401,1,1,200
30870704,170195401,1,1,250
30920701,170195401,1,1,100
30920702,170195401,1,1,150
30920703,170195401,1,1,200
30920704,170195401,1,1,250
30970701,170195401,1,1,100
30970702,170195401,1,1,150
30970703,170195401,1,1,200
30970704,170195401,1,1,250
31020701,170195401,1,1,100
31020702,170195401,1,1,150
31020703,170195401,1,1,200
31020704,170195401,1,1,250
31070701,170195401,1,1,100
31070702,170195401,1,1,150
31070703,170195401,1,1,200
31070704,170195401,1,1,250
31120701,170195401,1,1,100
31120702,170195401,1,1,150
31120703,170195401,1,1,200
31120704,170195401,1,1,250
31170701,170195401,1,1,100
31170702,170195401,1,1,150
31170703,170195401,1,1,200
31170704,170195401,1,1,250
31220701,170195401,1,1,100
31220702,170195401,1,1,150
31220703,170195401,1,1,200
31220704,170195401,1,1,250
31270701,170195401,1,1,100
31270702,170195401,1,1,150
31270703,170195401,1,1,200
31270704,170195401,1,1,250
31320701,170195401,1,1,100
31320702,170195401,1,1,150
31320703,170195401,1,1,200
31320704,170195401,1,1,250
31370701,170195401,1,1,100
31370702,170195401,1,1,150
31370703,170195401,1,1,200
31370704,170195401,1,1,250
31420701,170195401,1,1,100
31420702,170195401,1,1,150
31420703,170195401,1,1,200
31420704,170195401,1,1,250
31470701,170195401,1,1,100
31470702,170195401,1,1,150
31470703,170195401,1,1,200
31470704,170195401,1,1,250
31520701,170195401,1,1,100
31520702,170195401,1,1,150
31520703,170195401,1,1,200
31520704,170195401,1,1,250
31570701,170195401,1,1,100
31570702,170195401,1,1,150
31570703,170195401,1,1,200
31570704,170195401,1,1,250
31620701,170195401,1,1,100
31620702,170195401,1,1,150
31620703,170195401,1,1,200
31620704,170195401,1,1,250
31670701,170195401,1,1,100
31670702,170195401,1,1,150
31670703,170195401,1,1,200
31670704,170195401,1,1,250
31720701,170195401,1,1,100
31720702,170195401,1,1,150
31720703,170195401,1,1,200
31720704,170195401,1,1,250
31770701,170195401,1,1,100
31770702,170195401,1,1,150
31770703,170195401,1,1,200
31770704,170195401,1,1,250
31820701,170195401,1,1,100
31820702,170195401,1,1,150
31820703,170195401,1,1,200
31820704,170195401,1,1,250
31870701,170195401,1,1,100
31870702,170195401,1,1,150
31870703,170195401,1,1,200
31870704,170195401,1,1,250
30050801,170195401,1,1,100
30050802,170195401,1,1,150
30050803,170195401,1,1,200
30050804,170195401,1,1,250
30100801,170195401,1,1,100
30100802,170195401,1,1,150
30100803,170195401,1,1,200
30100804,170195401,1,1,250
30150801,170195401,1,1,100
30150802,170195401,1,1,150
30150803,170195401,1,1,200
30150804,170195401,1,1,250
30200801,170195401,1,1,100
30200802,170195401,1,1,150
30200803,170195401,1,1,200
30200804,170195401,1,1,250
30250801,170195401,1,1,100
30250802,170195401,1,1,150
30250803,170195401,1,1,200
30250804,170195401,1,1,250
30300801,170195401,1,1,100
30300802,170195401,1,1,150
30300803,170195401,1,1,200
30300804,170195401,1,1,250
30350801,170195401,1,1,100
30350802,170195401,1,1,150
30350803,170195401,1,1,200
30350804,170195401,1,1,250
30400801,170195401,1,1,100
30400802,170195401,1,1,150
30400803,170195401,1,1,200
30400804,170195401,1,1,250
30450801,170195401,1,1,100
30450802,170195401,1,1,150
30450803,170195401,1,1,200
30450804,170195401,1,1,250
30500801,170195401,1,1,100
30500802,170195401,1,1,150
30500803,170195401,1,1,200
30500804,170195401,1,1,250
30550801,170195401,1,1,100
30550802,170195401,1,1,150
30550803,170195401,1,1,200
30550804,170195401,1,1,250
30600801,170195401,1,1,100
30600802,170195401,1,1,150
30600803,170195401,1,1,200
30600804,170195401,1,1,250
30650801,170195401,1,1,100
30650802,170195401,1,1,150
30650803,170195401,1,1,200
30650804,170195401,1,1,250
30700801,170195401,1,1,100
30700802,170195401,1,1,150
30700803,170195401,1,1,200
30700804,170195401,1,1,250
30750801,170195401,1,1,100
30750802,170195401,1,1,150
30750803,170195401,1,1,200
30750804,170195401,1,1,250
30800801,170195401,1,1,100
30800802,170195401,1,1,150
30800803,170195401,1,1,200
30800804,170195401,1,1,250
30850801,170195401,1,1,100
30850802,170195401,1,1,150
30850803,170195401,1,1,200
30850804,170195401,1,1,250
30900801,170195401,1,1,100
30900802,170195401,1,1,150
30900803,170195401,1,1,200
30900804,170195401,1,1,250
30950801,170195401,1,1,100
30950802,170195401,1,1,150
30950803,170195401,1,1,200
30950804,170195401,1,1,250
31000801,170195401,1,1,100
31000802,170195401,1,1,150
31000803,170195401,1,1,200
31000804,170195401,1,1,250
31050801,170195401,1,1,100
31050802,170195401,1,1,150
31050803,170195401,1,1,200
31050804,170195401,1,1,250
31100801,170195401,1,1,100
31100802,170195401,1,1,150
31100803,170195401,1,1,200
31100804,170195401,1,1,250
31150801,170195401,1,1,100
31150802,170195401,1,1,150
31150803,170195401,1,1,200
31150804,170195401,1,1,250
31200801,170195401,1,1,100
31200802,170195401,1,1,150
31200803,170195401,1,1,200
31200804,170195401,1,1,250
31250801,170195401,1,1,100
31250802,170195401,1,1,150
31250803,170195401,1,1,200
31250804,170195401,1,1,250
31300801,170195401,1,1,100
31300802,170195401,1,1,150
31300803,170195401,1,1,200
31300804,170195401,1,1,250
31350801,170195401,1,1,100
31350802,170195401,1,1,150
31350803,170195401,1,1,200
31350804,170195401,1,1,250
31400801,170195401,1,1,100
31400802,170195401,1,1,150
31400803,170195401,1,1,200
31400804,170195401,1,1,250
31450801,170195401,1,1,100
31450802,170195401,1,1,150
31450803,170195401,1,1,200
31450804,170195401,1,1,250
31500801,170195401,1,1,100
31500802,170195401,1,1,150
31500803,170195401,1,1,200
31500804,170195401,1,1,250
31550801,170195401,1,1,100
31550802,170195401,1,1,150
31550803,170195401,1,1,200
31550804,170195401,1,1,250
31600801,170195401,1,1,100
31600802,170195401,1,1,150
31600803,170195401,1,1,200
31600804,170195401,1,1,250
31650801,170195401,1,1,100
31650802,170195401,1,1,150
31650803,170195401,1,1,200
31650804,170195401,1,1,250
31700801,170195401,1,1,100
31700802,170195401,1,1,150
31700803,170195401,1,1,200
31700804,170195401,1,1,250
31750801,170195401,1,1,100
31750802,170195401,1,1,150
31750803,170195401,1,1,200
31750804,170195401,1,1,250
31800801,170195401,1,1,100
31800802,170195401,1,1,150
31800803,170195401,1,1,200
31800804,170195401,1,1,250
31850801,170195401,1,1,100
31850802,170195401,1,1,150
31850803,170195401,1,1,200
31850804,170195401,1,1,250
31900801,170195401,1,1,100
31900802,170195401,1,1,150
31900803,170195401,1,1,200
31900804,170195401,1,1,250
30010901,170195401,1,1,100
30010902,170195401,1,1,150
30010903,170195401,1,1,200
30010904,170195401,1,1,250
30060901,170195401,1,1,100
30060902,170195401,1,1,150
30060903,170195401,1,1,200
30060904,170195401,1,1,250
30110901,170195401,1,1,100
30110902,170195401,1,1,150
30110903,170195401,1,1,200
30110904,170195401,1,1,250
30160901,170195401,1,1,100
30160902,170195401,1,1,150
30160903,170195401,1,1,200
30160904,170195401,1,1,250
30210901,170195401,1,1,100
30210902,170195401,1,1,150
30210903,170195401,1,1,200
30210904,170195401,1,1,250
30260901,170195401,1,1,100
30260902,170195401,1,1,150
30260903,170195401,1,1,200
30260904,170195401,1,1,250
30310901,170195401,1,1,100
30310902,170195401,1,1,150
30310903,170195401,1,1,200
30310904,170195401,1,1,250
30360901,170195401,1,1,100
30360902,170195401,1,1,150
30360903,170195401,1,1,200
30360904,170195401,1,1,250
30410901,170195401,1,1,100
30410902,170195401,1,1,150
30410903,170195401,1,1,200
30410904,170195401,1,1,250
30460901,170195401,1,1,100
30460902,170195401,1,1,150
30460903,170195401,1,1,200
30460904,170195401,1,1,250
30510901,170195401,1,1,100
30510902,170195401,1,1,150
30510903,170195401,1,1,200
30510904,170195401,1,1,250
30560901,170195401,1,1,100
30560902,170195401,1,1,150
30560903,170195401,1,1,200
30560904,170195401,1,1,250
30610901,170195401,1,1,100
30610902,170195401,1,1,150
30610903,170195401,1,1,200
30610904,170195401,1,1,250
30660901,170195401,1,1,100
30660902,170195401,1,1,150
30660903,170195401,1,1,200
30660904,170195401,1,1,250
30710901,170195401,1,1,100
30710902,170195401,1,1,150
30710903,170195401,1,1,200
30710904,170195401,1,1,250
30760901,170195401,1,1,100
30760902,170195401,1,1,150
30760903,170195401,1,1,200
30760904,170195401,1,1,250
30810901,170195401,1,1,100
30810902,170195401,1,1,150
30810903,170195401,1,1,200
30810904,170195401,1,1,250
30860901,170195401,1,1,100
30860902,170195401,1,1,150
30860903,170195401,1,1,200
30860904,170195401,1,1,250
30910901,170195401,1,1,100
30910902,170195401,1,1,150
30910903,170195401,1,1,200
30910904,170195401,1,1,250
30960901,170195401,1,1,100
30960902,170195401,1,1,150
30960903,170195401,1,1,200
30960904,170195401,1,1,250
31010901,170195401,1,1,100
31010902,170195401,1,1,150
31010903,170195401,1,1,200
31010904,170195401,1,1,250
31060901,170195401,1,1,100
31060902,170195401,1,1,150
31060903,170195401,1,1,200
31060904,170195401,1,1,250
31110901,170195401,1,1,100
31110902,170195401,1,1,150
31110903,170195401,1,1,200
31110904,170195401,1,1,250
31160901,170195401,1,1,100
31160902,170195401,1,1,150
31160903,170195401,1,1,200
31160904,170195401,1,1,250
31210901,170195401,1,1,100
31210902,170195401,1,1,150
31210903,170195401,1,1,200
31210904,170195401,1,1,250
31260901,170195401,1,1,100
31260902,170195401,1,1,150
31260903,170195401,1,1,200
31260904,170195401,1,1,250
31310901,170195401,1,1,100
31310902,170195401,1,1,150
31310903,170195401,1,1,200
31310904,170195401,1,1,250
31360901,170195401,1,1,100
31360902,170195401,1,1,150
31360903,170195401,1,1,200
31360904,170195401,1,1,250
31410901,170195401,1,1,100
31410902,170195401,1,1,150
31410903,170195401,1,1,200
31410904,170195401,1,1,250
31460901,170195401,1,1,100
31460902,170195401,1,1,150
31460903,170195401,1,1,200
31460904,170195401,1,1,250
31510901,170195401,1,1,100
31510902,170195401,1,1,150
31510903,170195401,1,1,200
31510904,170195401,1,1,250
31560901,170195401,1,1,100
31560902,170195401,1,1,150
31560903,170195401,1,1,200
31560904,170195401,1,1,250
31610901,170195401,1,1,100
31610902,170195401,1,1,150
31610903,170195401,1,1,200
31610904,170195401,1,1,250
31660901,170195401,1,1,100
31660902,170195401,1,1,150
31660903,170195401,1,1,200
31660904,170195401,1,1,250
31710901,170195401,1,1,100
31710902,170195401,1,1,150
31710903,170195401,1,1,200
31710904,170195401,1,1,250
31760901,170195401,1,1,100
31760902,170195401,1,1,150
31760903,170195401,1,1,200
31760904,170195401,1,1,250
31810901,170195401,1,1,100
31810902,170195401,1,1,150
31810903,170195401,1,1,200
31810904,170195401,1,1,250
31860901,170195401,1,1,100
31860902,170195401,1,1,150
31860903,170195401,1,1,200
31860904,170195401,1,1,250
30801001,170195401,1,1,100
30801002,170195401,1,1,150
30801003,170195401,1,1,200
30801004,170195401,1,1,250
30851001,170195401,1,1,100
30851002,170195401,1,1,150
30851003,170195401,1,1,200
30851004,170195401,1,1,250
30901001,170195401,1,1,100
30901002,170195401,1,1,150
30901003,170195401,1,1,200
30901004,170195401,1,1,250
30951001,170195401,1,1,100
30951002,170195401,1,1,150
30951003,170195401,1,1,200
30951004,170195401,1,1,250
31001001,170195401,1,1,100
31001002,170195401,1,1,150
31001003,170195401,1,1,200
31001004,170195401,1,1,250
31051001,170195401,1,1,100
31051002,170195401,1,1,150
31051003,170195401,1,1,200
31051004,170195401,1,1,250
31101001,170195401,1,1,100
31101002,170195401,1,1,150
31101003,170195401,1,1,200
31101004,170195401,1,1,250
31151001,170195401,1,1,100
31151002,170195401,1,1,150
31151003,170195401,1,1,200
31151004,170195401,1,1,250
31201001,170195401,1,1,100
31201002,170195401,1,1,150
31201003,170195401,1,1,200
31201004,170195401,1,1,250
31251001,170195401,1,1,100
31251002,170195401,1,1,150
31251003,170195401,1,1,200
31251004,170195401,1,1,250
31301001,170195401,1,1,100
31301002,170195401,1,1,150
31301003,170195401,1,1,200
31301004,170195401,1,1,250
31351001,170195401,1,1,100
31351002,170195401,1,1,150
31351003,170195401,1,1,200
31351004,170195401,1,1,250
31401001,170195401,1,1,100
31401002,170195401,1,1,150
31401003,170195401,1,1,200
31401004,170195401,1,1,250
31451001,170195401,1,1,100
31451002,170195401,1,1,150
31451003,170195401,1,1,200
31451004,170195401,1,1,250
31501001,170195401,1,1,100
31501002,170195401,1,1,150
31501003,170195401,1,1,200
31501004,170195401,1,1,250
31551001,170195401,1,1,100
31551002,170195401,1,1,150
31551003,170195401,1,1,200
31551004,170195401,1,1,250
31601001,170195401,1,1,100
31601002,170195401,1,1,150
31601003,170195401,1,1,200
31601004,170195401,1,1,250
31651001,170195401,1,1,100
31651002,170195401,1,1,150
31651003,170195401,1,1,200
31651004,170195401,1,1,250
31701001,170195401,1,1,100
31701002,170195401,1,1,150
31701003,170195401,1,1,200
31701004,170195401,1,1,250
31751001,170195401,1,1,100
31751002,170195401,1,1,150
31751003,170195401,1,1,200
31751004,170195401,1,1,250
31801001,170195401,1,1,100
31801002,170195401,1,1,150
31801003,170195401,1,1,200
31801004,170195401,1,1,250
31851001,170195401,1,1,100
31851002,170195401,1,1,150
31851003,170195401,1,1,200
31851004,170195401,1,1,250
31901001,170195401,1,1,100
31901002,170195401,1,1,150
31901003,170195401,1,1,200
31901004,170195401,1,1,250
31951001,170195401,1,1,100
31951002,170195401,1,1,150
31951003,170195401,1,1,200
31951004,170195401,1,1,250
30801101,170195401,1,1,100
30801102,170195401,1,1,150
30801103,170195401,1,1,200
30801104,170195401,1,1,250
30851101,170195401,1,1,100
30851102,170195401,1,1,150
30851103,170195401,1,1,200
30851104,170195401,1,1,250
30901101,170195401,1,1,100
30901102,170195401,1,1,150
30901103,170195401,1,1,200
30901104,170195401,1,1,250
30951101,170195401,1,1,100
30951102,170195401,1,1,150
30951103,170195401,1,1,200
30951104,170195401,1,1,250
31001101,170195401,1,1,100
31001102,170195401,1,1,150
31001103,170195401,1,1,200
31001104,170195401,1,1,250
31051101,170195401,1,1,100
31051102,170195401,1,1,150
31051103,170195401,1,1,200
31051104,170195401,1,1,250
31101101,170195401,1,1,100
31101102,170195401,1,1,150
31101103,170195401,1,1,200
31101104,170195401,1,1,250
31151101,170195401,1,1,100
31151102,170195401,1,1,150
31151103,170195401,1,1,200
31151104,170195401,1,1,250
31201101,170195401,1,1,100
31201102,170195401,1,1,150
31201103,170195401,1,1,200
31201104,170195401,1,1,250
31251101,170195401,1,1,100
31251102,170195401,1,1,150
31251103,170195401,1,1,200
31251104,170195401,1,1,250
31301101,170195401,1,1,100
31301102,170195401,1,1,150
31301103,170195401,1,1,200
31301104,170195401,1,1,250
31351101,170195401,1,1,100
31351102,170195401,1,1,150
31351103,170195401,1,1,200
31351104,170195401,1,1,250
31401101,170195401,1,1,100
31401102,170195401,1,1,150
31401103,170195401,1,1,200
31401104,170195401,1,1,250
31451101,170195401,1,1,100
31451102,170195401,1,1,150
31451103,170195401,1,1,200
31451104,170195401,1,1,250
31501101,170195401,1,1,100
31501102,170195401,1,1,150
31501103,170195401,1,1,200
31501104,170195401,1,1,250
31551101,170195401,1,1,100
31551102,170195401,1,1,150
31551103,170195401,1,1,200
31551104,170195401,1,1,250
31601101,170195401,1,1,100
31601102,170195401,1,1,150
31601103,170195401,1,1,200
31601104,170195401,1,1,250
31651101,170195401,1,1,100
31651102,170195401,1,1,150
31651103,170195401,1,1,200
31651104,170195401,1,1,250
31701101,170195401,1,1,100
31701102,170195401,1,1,150
31701103,170195401,1,1,200
31701104,170195401,1,1,250
31751101,170195401,1,1,100
31751102,170195401,1,1,150
31751103,170195401,1,1,200
31751104,170195401,1,1,250
31801101,170195401,1,1,100
31801102,170195401,1,1,150
31801103,170195401,1,1,200
31801104,170195401,1,1,250
31851101,170195401,1,1,100
31851102,170195401,1,1,150
31851103,170195401,1,1,200
31851104,170195401,1,1,250
31901101,170195401,1,1,100
31901102,170195401,1,1,150
31901103,170195401,1,1,200
31901104,170195401,1,1,250
31951101,170195401,1,1,100
31951102,170195401,1,1,150
31951103,170195401,1,1,200
31951104,170195401,1,1,250
30801201,170195401,1,1,100
30801202,170195401,1,1,150
30801203,170195401,1,1,200
30801204,170195401,1,1,250
30851201,170195401,1,1,100
30851202,170195401,1,1,150
30851203,170195401,1,1,200
30851204,170195401,1,1,250
30901201,170195401,1,1,100
30901202,170195401,1,1,150
30901203,170195401,1,1,200
30901204,170195401,1,1,250
30951201,170195401,1,1,100
30951202,170195401,1,1,150
30951203,170195401,1,1,200
30951204,170195401,1,1,250
31001201,170195401,1,1,100
31001202,170195401,1,1,150
31001203,170195401,1,1,200
31001204,170195401,1,1,250
31051201,170195401,1,1,100
31051202,170195401,1,1,150
31051203,170195401,1,1,200
31051204,170195401,1,1,250
31101201,170195401,1,1,100
31101202,170195401,1,1,150
31101203,170195401,1,1,200
31101204,170195401,1,1,250
31151201,170195401,1,1,100
31151202,170195401,1,1,150
31151203,170195401,1,1,200
31151204,170195401,1,1,250
31201201,170195401,1,1,100
31201202,170195401,1,1,150
31201203,170195401,1,1,200
31201204,170195401,1,1,250
31251201,170195401,1,1,100
31251202,170195401,1,1,150
31251203,170195401,1,1,200
31251204,170195401,1,1,250
31301201,170195401,1,1,100
31301202,170195401,1,1,150
31301203,170195401,1,1,200
31301204,170195401,1,1,250
31351201,170195401,1,1,100
31351202,170195401,1,1,150
31351203,170195401,1,1,200
31351204,170195401,1,1,250
31401201,170195401,1,1,100
31401202,170195401,1,1,150
31401203,170195401,1,1,200
31401204,170195401,1,1,250
31451201,170195401,1,1,100
31451202,170195401,1,1,150
31451203,170195401,1,1,200
31451204,170195401,1,1,250
31501201,170195401,1,1,100
31501202,170195401,1,1,150
31501203,170195401,1,1,200
31501204,170195401,1,1,250
31551201,170195401,1,1,100
31551202,170195401,1,1,150
31551203,170195401,1,1,200
31551204,170195401,1,1,250
31601201,170195401,1,1,100
31601202,170195401,1,1,150
31601203,170195401,1,1,200
31601204,170195401,1,1,250
31651201,170195401,1,1,100
31651202,170195401,1,1,150
31651203,170195401,1,1,200
31651204,170195401,1,1,250
31701201,170195401,1,1,100
31701202,170195401,1,1,150
31701203,170195401,1,1,200
31701204,170195401,1,1,250
31751201,170195401,1,1,100
31751202,170195401,1,1,150
31751203,170195401,1,1,200
31751204,170195401,1,1,250
31801201,170195401,1,1,100
31801202,170195401,1,1,150
31801203,170195401,1,1,200
31801204,170195401,1,1,250
31851201,170195401,1,1,100
31851202,170195401,1,1,150
31851203,170195401,1,1,200
31851204,170195401,1,1,250
31901201,170195401,1,1,100
31901202,170195401,1,1,150
31901203,170195401,1,1,200
31901204,170195401,1,1,250
31951201,170195401,1,1,100
31951202,170195401,1,1,150
31951203,170195401,1,1,200
31951204,170195401,1,1,250
30801301,170195401,1,1,100
30801302,170195401,1,1,150
30801303,170195401,1,1,200
30801304,170195401,1,1,250
30851301,170195401,1,1,100
30851302,170195401,1,1,150
30851303,170195401,1,1,200
30851304,170195401,1,1,250
30901301,170195401,1,1,100
30901302,170195401,1,1,150
30901303,170195401,1,1,200
30901304,170195401,1,1,250
30951301,170195401,1,1,100
30951302,170195401,1,1,150
30951303,170195401,1,1,200
30951304,170195401,1,1,250
31001301,170195401,1,1,100
31001302,170195401,1,1,150
31001303,170195401,1,1,200
31001304,170195401,1,1,250
31051301,170195401,1,1,100
31051302,170195401,1,1,150
31051303,170195401,1,1,200
31051304,170195401,1,1,250
31101301,170195401,1,1,100
31101302,170195401,1,1,150
31101303,170195401,1,1,200
31101304,170195401,1,1,250
31151301,170195401,1,1,100
31151302,170195401,1,1,150
31151303,170195401,1,1,200
31151304,170195401,1,1,250
31201301,170195401,1,1,100
31201302,170195401,1,1,150
31201303,170195401,1,1,200
31201304,170195401,1,1,250
31251301,170195401,1,1,100
31251302,170195401,1,1,150
31251303,170195401,1,1,200
31251304,170195401,1,1,250
31301301,170195401,1,1,100
31301302,170195401,1,1,150
31301303,170195401,1,1,200
31301304,170195401,1,1,250
31351301,170195401,1,1,100
31351302,170195401,1,1,150
31351303,170195401,1,1,200
31351304,170195401,1,1,250
31401301,170195401,1,1,100
31401302,170195401,1,1,150
31401303,170195401,1,1,200
31401304,170195401,1,1,250
