ID,_FxGroup,_Description
180171,065_01_ROPE_MOVE_STOP.FXG,[??] ??? ?? ??
180172,065_01_ROPE_MOVE_DOWN.FXG,[??] ??? ?? ??
180173,063_01_CABLE_MOVE.FXG,[??] ??? FX
180174,063_01_CABLE_STOP.FXG,[??] ??? FX
180175,063_01_CRITICAL_DAMAGE.FXG,[??] ??? FX
180176,063_01_DAMAGE.FXG,[??] ??? FX
180177,063_01_JUMP_FALL.FXG,[??] ??? FX
180178,063_01_JUMP_LAND.FXG,[??] ??? FX
180179,063_01_JUMP_UP.FXG,[??] ??? FX
180180,063_01_LADDER_MOVE_DOWN.FXG,[??] ??? FX
180181,063_01_LADDER_MOVE_STOP.FXG,[??] ??? FX
180182,063_01_LADDER_MOVE_UP.FXG,[??] ??? FX
180183,063_01_ROPE_MOVE_DOWN.FXG,[??] ??? FX
180184,063_01_ROPE_MOVE_STOP.FXG,[??] ??? FX
180185,063_01_ROPE_MOVE_UP.FXG,[??] ??? FX
180186,063_01_RUN.FXG,[??] ??? FX
180187,063_01_STAND.FXG,[??] ??? FX
180188,063_01_MOVE.FXG,[??] ??? FX
180189,980_01_CABLE_MOVE.FXG,LV 200 ??
180190,980_01_CABLE_STOP.FXG,LV 200 ??
180191,980_01_ITEM_GAIN.FXG,LV 200 ??
180192,980_01_ITEM_GAIN_STAND_UP.FXG,LV 200 ??
180193,980_01_JUMP_FALL.FXG,LV 200 ??
180194,980_01_JUMP_LAND.FXG,LV 200 ??
180195,980_01_JUMP_UP.FXG,LV 200 ??
180196,980_01_LADDER_MOVE_DOWN.FXG,LV 200 ??
180197,980_01_LADDER_MOVE_STOP.FXG,LV 200 ??
180198,980_01_LADDER_MOVE_UP.FXG,LV 200 ??
180199,980_01_MOVE.FXG,LV 200 ??
180200,980_01_ROPEMOVE_DOWN.FXG,LV 200 ??
180201,980_01_ROPEMOVE_STOP.FXG,LV 200 ??
180202,980_01_ROPEMOVE_UP.FXG,LV 200 ??
180203,980_01_RUN.FXG,LV 200 ??
180204,980_01_SIT_DOWN.FXG,LV 200 ??
180205,980_01_SIT_DOWN_WAIT.FXG,LV 200 ??
180206,980_01_SIT_STAND_UP.FXG,LV 200 ??
180207,980_01_STAND.FXG,LV 200 ??
180208,980_02_ATTACK_A_01.FXG,LV 200 ??
180209,980_02_ATTACK_A_02.FXG,LV 200 ??
180210,980_02_ATTACK_A_03.FXG,LV 200 ??
180211,980_02_ATTACK_A_04.FXG,LV 200 ??
180212,980_02_ATTACK_B_01.FXG,LV 200 ??
180213,980_02_ATTACK_B_02.FXG,LV 200 ??
180214,980_02_ATTACK_B_03.FXG,LV 200 ??
180215,980_02_ATTACK_B_04.FXG,LV 200 ??
180216,980_02_ATTACK_C_01.FXG,LV 200 ??
180217,980_02_ATTACK_JUMP_A.FXG,LV 200 ??
180218,980_03_CRITICAL_DAMAGE.FXG,LV 200 ??
180219,980_03_DAMAGE.FXG,LV 200 ??
180220,980_03_DOWN.FXG,LV 200 ??
180221,980_03_DOWN_STAND.FXG,LV 200 ??
180222,980_03_GUARD.FXG,LV 200 ??
180223,980_03_STUN.FXG,LV 200 ??
180224,980_04_DEATH.FXG,LV 200 ??
180225,980_04_DEATH_STAND.FXG,LV 200 ??
180226,980_05_SKILL.FXG,LV 200 ??
180227,980_01_BOOST_RUN.FXG,LV 200 ??-2? ?? ??? ???
180228,,
180229,,
180230,067_01_STAND.FXG,067 ??? ??
180231,067_01_RUN.FXG,067 ??? ??
180232,067_01_MOVE.FXG,067 ??? ??
180233,067_01_LADDER_MOVE_UP.FXG,067 ??? ??
180234,067_01_LADDER_MOVE_DOWN.FXG,067 ??? ??
180235,067_01_LADDER_MOVE_STOP.FXG,067 ??? ??
180236,067_01_ROPE_MOVE_UP.FXG,067 ??? ??
180237,067_01_ROPE_MOVE_DOWN.FXG,067 ??? ??
180238,067_01_ROPE_MOVE_STOP.FXG,067 ??? ??
180239,067_01_JUMP_UP.FXG,067 ??? ??
180240,067_01_JUMP_LAND.FXG,067 ??? ??
180241,067_01_JUMP_FALL.FXG,067 ??? ??
180242,067_01_DAMAGE.FXG,067 ??? ??
180243,067_01_CRITICAL_DAMAGE.FXG,067 ??? ??
180244,067_01_CABLE_STOP.FXG,067 ??? ??
180245,067_01_CABLE_MOVE.FXG,067 ??? ??
180246,068_01_CABLE_MOVE.FXG,068 8?? ?? ??
180247,068_01_CABLE_STOP.FXG,068 8?? ?? ??
180248,068_01_CRITICAL_DAMAGE.FXG,068 8?? ?? ??
180249,068_01_DAMAGE.FXG,068 8?? ?? ??
180250,068_01_JUMP_FALL.FXG,068 8?? ?? ??
180251,068_01_JUMP_LAND.FXG,068 8?? ?? ??
180252,068_01_JUMP_UP.FXG,068 8?? ?? ??
180253,068_01_LADDER_MOVE_DOWN.FXG,068 8?? ?? ??
180254,068_01_LADDER_MOVE_STOP.FXG,068 8?? ?? ??
180255,068_01_LADDER_MOVE_UP.FXG,068 8?? ?? ??
180256,068_01_MOVE.FXG,068 8?? ?? ??
180257,068_01_ROPE_MOVE_DOWN.FXG,068 8?? ?? ??
180258,068_01_ROPE_MOVE_STOP.FXG,068 8?? ?? ??
180259,068_01_ROPE_MOVE_UP.FXG,068 8?? ?? ??
180260,068_01_RUN.FXG,068 8?? ?? ??
180261,068_01_STAND.FXG,068 8?? ?? ??
180262,070_01_CABLE_MOVE.FXG,070 ????? ??
180263,070_01_CABLE_STOP.FXG,070 ????? ??
180264,070_01_CRITICAL_DAMAGE.FXG,070 ????? ??
180265,070_01_DAMAGE.FXG,070 ????? ??
180266,070_01_JUMP_FALL.FXG,070 ????? ??
180267,070_01_JUMP_LAND.FXG,070 ????? ??
180268,070_01_JUMP_UP.FXG,070 ????? ??
180269,070_01_LADDER_MOVE_DOWN.FXG,070 ????? ??
180270,070_01_LADDER_MOVE_STOP.FXG,070 ????? ??
180271,070_01_LADDER_MOVE_UP.FXG,070 ????? ??
180272,070_01_MOVE.FXG,070 ????? ??
180273,070_01_ROPE_MOVE_DOWN.FXG,070 ????? ??
180274,070_01_ROPE_MOVE_STOP.FXG,070 ????? ??
180275,070_01_ROPE_MOVE_UP.FXG,070 ????? ??
180276,070_01_RUN.FXG,070 ????? ??
180277,070_01_STAND.FXG,070 ????? ??
180278,069_01_CABLE_MOVE.FXG,[??] ??? ??
180279,069_01_CABLE_STOP.FXG,[??] ??? ??
180280,069_01_CRITICAL_DAMAGE.FXG,[??] ??? ??
180281,069_01_DAMAGE.FXG,[??] ??? ??
180282,069_01_JUMP_FALL.FXG,[??] ??? ??
180283,069_01_JUMP_LAND.FXG,[??] ??? ??
180284,069_01_JUMP_UP.FXG,[??] ??? ??
180285,069_01_LADDER_MOVE_DOWN.FXG,[??] ??? ??
180286,069_01_LADDER_MOVE_STOP.FXG,[??] ??? ??
180287,069_01_LADDER_MOVE_UP.FXG,[??] ??? ??
180288,069_01_MOVE.FXG,[??] ??? ??
180289,069_01_ROPE_MOVE_DOWN.FXG,[??] ??? ??
180290,069_01_ROPE_MOVE_STOP.FXG,[??] ??? ??
180291,069_01_ROPE_MOVE_UP.FXG,[??] ??? ??
180292,069_01_RUN.FXG,[??] ??? ??
180293,069_01_STAND.FXG,[??] ??? ??
180294,982_01_STAND.FXG,980?? 982??
180295,982_01_MOVE.FXG,980?? 982??
180296,982_01_RUN.FXG,980?? 982??
180297,982_01_SIT_DOWN.FXG,980?? 982??
180298,982_01_SIT_DOWN_WAIT.FXG,980?? 982??
180299,982_01_SIT_STAND_UP.FXG,980?? 982??
180300,982_01_CABLE_MOVE.FXG,980?? 982??
180301,982_01_CABLE_STOP.FXG,980?? 982??
180302,982_01_ITEM_GAIN.FXG,980?? 982??
180303,982_01_ITEM_GAIN_STAND_UP.FXG,980?? 982??
180304,982_01_JUMP_UP.FXG,980?? 982??
180305,982_01_JUMP_FALL.FXG,980?? 982??
180306,982_01_JUMP_LAND.FXG,980?? 982??
180307,982_01_GUARD.FXG,980?? 982??
180308,982_01_DAMAGE.FXG,980?? 982??
180309,982_01_STUN.FXG,980?? 982??
180310,982_01_CRITICAL_DAMAGE.FXG,980?? 982??
180311,982_01_LADDER_MOVE_STOP.FXG,980?? 982??
180312,982_01_LADDER_MOVE_UP.FXG,980?? 982??
180313,982_01_LADDER_MOVE_DOWN.FXG,980?? 982??
180314,982_01_ROPE_MOVE_STOP.FXG,980?? 982??
180315,982_01_ROPE_MOVE_UP.FXG,980?? 982??
180316,982_01_ROPE_MOVE_DOWN.FXG,980?? 982??
180317,982_01_DOWN_STAND.FXG,980?? 982??
180318,982_01_DOWN.FXG,980?? 982??
180319,982_01_DEATH.FXG,980?? 982??
180320,982_01_DEATH_STAND.FXG,980?? 982??
180321,982_01_ATTACK_A_01.FXG,980?? 982??
180322,982_01_ATTACK_A_02.FXG,980?? 982??
180323,982_01_ATTACK_A_03.FXG,980?? 982??
180324,982_01_ATTACK_A_04.FXG,980?? 982??
180325,982_01_ATTACK_B_01.FXG,980?? 982??
180326,982_01_ATTACK_B_02.FXG,980?? 982??
180327,982_01_ATTACK_B_03.FXG,980?? 982??
180328,982_01_ATTACK_B_04.FXG,980?? 982??
180329,982_01_ATTACK_JUMP_A.FXG,980?? 982??
180330,982_01_ATTACK_C_01.FXG,980?? 982??
180331,982_01_BOOST_RUN.FXG,980?? 982??
180332,2013MBO_JM_STAND.FXG,[??]9?? ??
180333,2013MBO_JM_RUN.FXG,[??]9?? ??
180334,2013MBO_JM_ROPE_MOVE_UP.FXG,[??]9?? ??
180335,2013MBO_JM_ROPE_MOVE_STOP.FXG,[??]9?? ??
180336,2013MBO_JM_ROPE_MOVE_DOWN.FXG,[??]9?? ??
180337,2013MBO_JM_MOVE.FXG,[??]9?? ??
180338,2013MBO_JM_LADDER_MOVE_UP.FXG,[??]9?? ??
180339,2013MBO_JM_LADDER_MOVE_STOP.FXG,[??]9?? ??
180340,2013MBO_JM_LADDER_MOVE_DOWN.FXG,[??]9?? ??
180341,2013MBO_JM_JUMP_UP.FXG,[??]9?? ??
180342,2013MBO_JM_JUMP_LAND.FXG,[??]9?? ??
180343,2013MBO_JM_JUMP_FALL.FXG,[??]9?? ??
180344,2013MBO_JM_DAMAGE.FXG,[??]9?? ??
180345,2013MBO_JM_CRITICAL_DAMAGE.FXG,[??]9?? ??
180346,2013MBO_JM_CABLE_STOP.FXG,[??]9?? ??
180347,2013MBO_JM_CABLE_MOVE.FXG,[??]9?? ??
180348,072_01_STAND.FXG,[??]10?? ???
180349,072_01_RUN.FXG,[??]10?? ???
180350,072_01_ROPE_MOVE_UP.FXG,[??]10?? ???
180351,072_01_ROPE_MOVE_STOP.FXG,[??]10?? ???
180352,072_01_ROPE_MOVE_DOWN.FXG,[??]10?? ???
180353,072_01_MOVE.FXG,[??]10?? ???
180354,072_01_LADDER_MOVE_UP.FXG,[??]10?? ???
180355,072_01_LADDER_MOVE_STOP.FXG,[??]10?? ???
180356,072_01_LADDER_MOVE_DOWN.FXG,[??]10?? ???
180357,072_01_JUMP_UP.FXG,[??]10?? ???
180358,072_01_JUMP_LAND.FXG,[??]10?? ???
180359,072_01_JUMP_FALL .FXG,[??]10?? ???
180360,072_01_DAMAGE.FXG,[??]10?? ???
180361,072_01_CRITICAL_DAMAGE.FXG,[??]10?? ???
180362,072_01_CABLE_STOP.FXG,[??]10?? ???
180363,072_01_ CABLE_MOVE.FXG,[??]10?? ???
180364,981_01_CABLE_MOVE.FXG,[2016-2??]MG ????
180365,981_01_CABLE_STOP.FXG,[2016-2??]MG ????
180366,981_01_ITEM_GAIN.FXG,[2016-2??]MG ????
180367,981_01_ITEM_GAIN_STAND_UP.FXG,[2016-2??]MG ????
180368,981_01_JUMP_FALL.FXG,[2016-2??]MG ????
180369,981_01_JUMP_LAND.FXG,[2016-2??]MG ????
180370,981_01_JUMP_UP.FXG,[2016-2??]MG ????
180371,981_01_LADDER_MOVE_DOWN.FXG,[2016-2??]MG ????
180372,981_01_LADDER_MOVE_STOP.FXG,[2016-2??]MG ????
180373,981_01_LADDER_MOVE_UP.FXG,[2016-2??]MG ????
180374,981_01_MOVE.FXG,[2016-2??]MG ????
180375,981_01_ROPE_MOVE_DOWN.FXG,[2016-2??]MG ????
180376,981_01_ROPE_MOVE_STOP.FXG,[2016-2??]MG ????
180377,981_01_ROPE_MOVE_UP.FXG,[2016-2??]MG ????
180378,981_01_RUN.FXG,[2016-2??]MG ????
180379,981_01_SIT_DOWN.FXG,[2016-2??]MG ????
180380,981_01_SIT_DOWN_WAIT.FXG,[2016-2??]MG ????
180381,981_01_STAND.FXG,[2016-2??]MG ????
180382,981_01_SIT_DOWN_STAND_UP.FXG,[2016-2??]MG ????
180383,981_02_ATTACK_A_01.FXG,[2016-2??]MG ????
180384,981_02_ATTACK_A_02.FXG,[2016-2??]MG ????
180385,981_02_ATTACK_A_03.FXG,[2016-2??]MG ????
180386,981_02_ATTACK_A_04.FXG,[2016-2??]MG ????
180387,981_02_ATTACK_B_01.FXG,[2016-2??]MG ????
180388,981_02_ATTACK_B_02.FXG,[2016-2??]MG ????
180389,981_02_ATTACK_B_03.FXG,[2016-2??]MG ????
180390,981_02_ATTACK_B_04.FXG,[2016-2??]MG ????
180391,981_02_ATTACK_B_05.FXG,[2016-2??]MG ????
180392,981_02_ATTACK_B_06.FXG,[2016-2??]MG ????
180393,981_02_ATTACK_B_07.FXG,[2016-2??]MG ????
180394,981_02_ATTACK_C_01.FXG,[2016-2??]MG ????
180395,981_02_ATTACK_JUMP_A.FXG,[2016-2??]MG ????
180396,981_02_ATTACK_JUMP_B.FXG,[2016-2??]MG ????
180397,981_03_CRITICAL_DAMAGE.FXG,[2016-2??]MG ????
180398,981_03_DAMAGE.FXG,[2016-2??]MG ????
180399,981_03_DOWN.FXG,[2016-2??]MG ????
180400,981_03_DOWN_STAND.FXG,[2016-2??]MG ????
180401,981_03_GUARD.FXG,[2016-2??]MG ????
180402,981_03_STUN.FXG,[2016-2??]MG ????
180403,981_04_DEATH.FXG,[2016-2??]MG ????
180404,981_04_DEATH_STAND.FXG,[2016-2??]MG ????
180405,073_01_CABLE_MOVE.FXG,[??] 3?? ???
180406,073_01_CABLE_STOP.FXG,[??] 3?? ???
180407,073_01_CRITICAL_DAMAGE.FXG,[??] 3?? ???
180408,073_01_DAMAGE.FXG,[??] 3?? ???
180409,073_01_JUMP_FALL.FXG,[??] 3?? ???
180410,073_01_JUMP_LAND.FXG,[??] 3?? ???
180411,073_01_JUMP_UP.FXG,[??] 3?? ???
180412,073_01_LADDER_MOVE_DOWN.FXG,[??] 3?? ???
180413,073_01_LADDER_MOVE_STOP.FXG,[??] 3?? ???
180414,073_01_LADDER_MOVE_UP.FXG,[??] 3?? ???
180415,073_01_ROPE_MOVE_DOWN.FXG,[??] 3?? ???
180416,073_01_ROPE_MOVE_STOP.FXG,[??] 3?? ???
180417,073_01_ROPE_MOVE_UP.FXG,[??] 3?? ???
180418,073_01_RUN.FXG,[??] 3?? ???
180419,073_01_STAND.FXG,[??] 3?? ???
180420,073_01_WALK.FXG,[??] 3?? ???
180421,983_01_CABLE_MOVE.FXG,[2017-2??]MG NEW???
180422,983_01_CABLE_STOP.FXG,[2017-2??]MG NEW???
180423,983_01_ITEM_GAIN.FXG,[2017-2??]MG NEW???
180424,983_01_ITEM_GAIN_STAND_UP.FXG,[2017-2??]MG NEW???
180425,983_01_JUMP_FALL.FXG,[2017-2??]MG NEW???
180426,983_01_JUMP_LAND.FXG,[2017-2??]MG NEW???
180427,983_01_JUMP_UP.FXG,[2017-2??]MG NEW???
180428,983_01_LADDER_MOVE_DOWN.FXG,[2017-2??]MG NEW???
180429,983_01_LADDER_MOVE_STOP.FXG,[2017-2??]MG NEW???
180430,983_01_LADDER_MOVE_UP.FXG,[2017-2??]MG NEW???
180431,983_01_MOVE.FXG,[2017-2??]MG NEW???
180432,983_01_ROPE_MOVE_DOWN.FXG,[2017-2??]MG NEW???
180433,983_01_ROPE_MOVE_STOP.FXG,[2017-2??]MG NEW???
180434,983_01_ROPE_MOVE_UP.FXG,[2017-2??]MG NEW???
180435,983_01_RUN.FXG,[2017-2??]MG NEW???
180436,983_01_SIT_DOWN.FXG,[2017-2??]MG NEW???
180437,983_01_SIT_DOWN_STAND_UP.FXG,[2017-2??]MG NEW???
180438,983_01_SIT_DOWN_WAIT.FXG,[2017-2??]MG NEW???
180439,983_01_STAND.FXG,[2017-2??]MG NEW???
180440,983_02_ATTACK_A_01.FXG,[2017-2??]MG NEW???
180441,983_02_ATTACK_A_02.FXG,[2017-2??]MG NEW???
180442,983_02_ATTACK_A_03.FXG,[2017-2??]MG NEW???
180443,983_02_ATTACK_B_01.FXG,[2017-2??]MG NEW???
180444,983_02_ATTACK_B_02.FXG,[2017-2??]MG NEW???
180445,983_02_ATTACK_B_03.FXG,[2017-2??]MG NEW???
180446,983_02_ATTACK_C_01.FXG,[2017-2??]MG NEW???
180447,983_02_ATTACK_JUMP_A.FXG,[2017-2??]MG NEW???
180448,983_02_ATTACK_JUMP_B.FXG,[2017-2??]MG NEW???
180449,983_03_CRITICAL_DAMAGE.FXG,[2017-2??]MG NEW???
180450,983_03_DAMAGE.FXG,[2017-2??]MG NEW???
180451,983_03_DOWN.FXG,[2017-2??]MG NEW???
180452,983_03_DOWN_STAND.FXG,[2017-2??]MG NEW???
180453,983_03_GUARD.FXG,[2017-2??]MG NEW???
180454,983_03_STUN.FXG,[2017-2??]MG NEW???
180455,983_04_DEATH.FXG,[2017-2??]MG NEW???
180456,983_04_DEATH_STAND.FXG,[2017-2??]MG NEW???
180457,074_01_CABLE_MOVE.FXG,[??] 1?? ???
180458,074_01_CABLE_STOP.FXG,[??] 1?? ???
180459,074_01_CRITICAL_DAMAGE.FXG,[??] 1?? ???
180460,074_01_DAMAGE.FXG,[??] 1?? ???
180461,074_01_JUMP_FALL.FXG,[??] 1?? ???
180462,074_01_JUMP_LAND.FXG,[??] 1?? ???
180463,074_01_JUMP_UP.FXG,[??] 1?? ???
180464,074_01_LADDER_MOVE_DOWN.FXG,[??] 1?? ???
180465,074_01_LADDER_MOVE_STOP.FXG,[??] 1?? ???
180466,074_01_LADDER_MOVE_UP.FXG,[??] 1?? ???
180467,074_01_MOVE.FXG,[??] 1?? ???
180468,074_01_ROPE_MOVE_DOWN.FXG,[??] 1?? ???
180469,074_01_ROPE_MOVE_STOP.FXG,[??] 1?? ???
180470,074_01_ROPE_MOVE_UP.FXG,[??] 1?? ???
180471,074_01_RUN.FXG,[??] 1?? ???
180472,074_01_STAND.FXG,[??] 1?? ???
180473,075_01_CABLE_MOVE.FXG,[??] 3?? ??????
180474,075_01_CABLE_STOP.FXG,[??] 3?? ??????
180475,075_01_CRITICAL_DAMAGE.FXG,[??] 3?? ??????
180476,075_01_DAMAGE.FXG,[??] 3?? ??????
180477,075_01_JUMP_FALL.FXG,[??] 3?? ??????
180478,075_01_JUMP_LAND.FXG,[??] 3?? ??????
180479,075_01_JUMP_UP.FXG,[??] 3?? ??????
180480,075_01_LADDER_MOVE_DOWN.FXG,[??] 3?? ??????
180481,075_01_LADDER_MOVE_STOP.FXG,[??] 3?? ??????
180482,075_01_LADDER_MOVE_UP.FXG,[??] 3?? ??????
180483,075_01_MOVE.FXG,[??] 3?? ??????
180484,075_01_ROPE_MOVE_DOWN.FXG,[??] 3?? ??????
180485,075_01_ROPE_MOVE_STOP.FXG,[??] 3?? ??????
180486,075_01_ROPE_MOVE_UP.FXG,[??] 3?? ??????
180487,075_01_RUN.FXG,[??] 3?? ??????
180488,075_01_STAND.FXG,[??] 3?? ??????
180489,076_CABLE_MOVE.FXG,[??] 3?? ??
180490,076_CABLE_STOP.FXG,[??] 3?? ??
180491,076_CRITICAL_DAMAGE.FXG,[??] 3?? ??
180492,076_DAMAGE.FXG,[??] 3?? ??
180493,076_JUMP_FALL.FXG,[??] 3?? ??
180494,076_JUMP_LAND.FXG,[??] 3?? ??
180495,076_JUMP_UP.FXG,[??] 3?? ??
180496,076_LADDER_MOVE_DOWN.FXG,[??] 3?? ??
180497,076_LADDER_MOVE_STOP.FXG,[??] 3?? ??
180498,076_LADDER_MOVE_UP.FXG,[??] 3?? ??
180499,076_MOVE.FXG,[??] 3?? ??
180500,076_ROPE_MOVE_DOWN.FXG,[??] 3?? ??
180501,076_ROPE_MOVE_STOP.FXG,[??] 3?? ??
180502,076_ROPE_MOVE_UP.FXG,[??] 3?? ??
180503,076_RUN.FXG,[??] 3?? ??
180504,076_STAND.FXG,[??] 3?? ??
180505,077_01_kayak_CABLE_MOVE.FXG,[??] 1?? ??? ??
180506,077_01_kayak_CABLE_STOP.FXG,[??] 1?? ??? ??
180507,077_01_kayak_CRITICAL_DAMAGE.FXG,[??] 1?? ??? ??
180508,077_01_kayak_DAMAGE.FXG,[??] 1?? ??? ??
180509,077_01_kayak_JUMP_FALL.FXG,[??] 1?? ??? ??
180510,077_01_kayak_JUMP_LAND.FXG,[??] 1?? ??? ??
180511,077_01_kayak_JUMP_UP.FXG,[??] 1?? ??? ??
180512,077_01_kayak_LADDER_MOVE_DOWN.FXG,[??] 1?? ??? ??
180513,077_01_kayak_LADDER_MOVE_UP.FXG,[??] 1?? ??? ??
180514,077_01_kayak_LADDER_STOP.FXG,[??] 1?? ??? ??
180515,077_01_kayak_MOVE.FXG,[??] 1?? ??? ??
180516,077_01_kayak_ROPE_MOVE_DOWN.FXG,[??] 1?? ??? ??
180517,077_01_kayak_ROPE_MOVE_STOP.FXG,[??] 1?? ??? ??
180518,077_01_kayak_ROPE_MOVE_UP.FXG,[??] 1?? ??? ??
180519,077_01_kayak_RUN.FXG,[??] 1?? ??? ??
180520,077_01_kayak_STAND.FXG,[??] 1?? ??? ??
180521,078_01_CABLE_MOVE.FXG,[??] ?? ??? ?? ????
180522,078_01_CABLE_STOP.FXG,[??] ?? ??? ?? ????
180523,078_01_JUMP_FALL.FXG,[??] ?? ??? ?? ????
180524,078_01_JUMP_LAND.FXG,[??] ?? ??? ?? ????
180525,078_01_JUMP_UP.FXG,[??] ?? ??? ?? ????
180526,078_01_LADDER_MOVE_DOWN.FXG,[??] ?? ??? ?? ????
180527,078_01_LADDER_MOVE_STOP.FXG,[??] ?? ??? ?? ????
180528,078_01_LADDER_MOVE_UP.FXG,[??] ?? ??? ?? ????
180529,078_01_MOVE.FXG,[??] ?? ??? ?? ????
180530,078_01_ROPE_DOWN.FXG,[??] ?? ??? ?? ????
180531,078_01_ROPE_STOP.FXG,[??] ?? ??? ?? ????
180532,078_01_ROPE_UP.FXG,[??] ?? ??? ?? ????
180533,078_01_RUN.FXG,[??] ?? ??? ?? ????
180534,078_01_STAND.FXG,[??] ?? ??? ?? ????
180535,078_03_CRITICAL_DAMAGE.FXG,[??] ?? ??? ?? ????
180536,078_03_DAMAGE.FXG,[??] ?? ??? ?? ????
180537,079_01_CABLE_MOVE.FXG,[??] ??? ??
180538,079_01_CABLE_STOP.FXG,[??] ??? ??
180539,079_01_CRITICAL_DAMAGE.FXG,[??] ??? ??
180540,079_01_DAMAGE.FXG,[??] ??? ??
180541,079_01_JUMP_FALL.FXG,[??] ??? ??
180542,079_01_JUMP_LAND.FXG,[??] ??? ??
180543,079_01_JUMP_UP.FXG,[??] ??? ??
180544,079_01_LADDER_MOVE_DOWN.FXG,[??] ??? ??
180545,079_01_LADDER_MOVE_STOP.FXG,[??] ??? ??
180546,079_01_LADDER_MOVE_UP.FXG,[??] ??? ??
180547,079_01_MOVE.FXG,[??] ??? ??
180548,079_01_ROPE_MOVE_DOWN.FXG,[??] ??? ??
180549,079_01_ROPE_MOVE_STOP.FXG,[??] ??? ??
180550,079_01_ROPE_MOVE_UP.FXG,[??] ??? ??
180551,079_01_RUN.FXG,[??] ??? ??
180552,079_01_STAND.FXG,[??] ??? ??
180553,080_01_CABLE_MOVE.FXG,[??] ??? ??
180554,080_01_CABLE_STOP.FXG,[??] ??? ??
180555,080_01_CRITICAL_DAMAGE.FXG,[??] ??? ??
180556,080_01_DAMAGE.FXG,[??] ??? ??
180557,080_01_JUMP_FALL.FXG,[??] ??? ??
180558,080_01_JUMP_LAND.FXG,[??] ??? ??
180559,080_01_JUMP_UP.FXG,[??] ??? ??
180560,080_01_LADDER_MOVE_DOWN.FXG,[??] ??? ??
180561,080_01_LADDER_MOVE_STOP.FXG,[??] ??? ??
180562,080_01_LADDER_MOVE_UP.FXG,[??] ??? ??
180563,080_01_MOVE.FXG,[??] ??? ??
180564,080_01_ROPE_MOVE_DOWN.FXG,[??] ??? ??
180565,080_01_ROPE_MOVE_STOP.FXG,[??] ??? ??
180566,080_01_ROPE_MOVE_UP.FXG,[??] ??? ??
180567,080_01_RUN.FXG,[??] ??? ??
180568,080_01_STAND.FXG,[??] ??? ??
180569,081_01_CABLE_MOVE.FXG,[??] ??? ??
180570,081_01_CABLE_STOP.FXG,[??] ??? ??
180571,081_01_CRITICAL_DAMAGE.FXG,[??] ??? ??
180572,081_01_DAMAGE.FXG,[??] ??? ??
180573,081_01_JUMP_FALL.FXG,[??] ??? ??
180574,081_01_JUMP_LAND.FXG,[??] ??? ??
180575,081_01_JUMP_UP.FXG,[??] ??? ??
180576,081_01_LADDER_MOVE_DOWN.FXG,[??] ??? ??
180577,081_01_LADDER_MOVE_STOP.FXG,[??] ??? ??
180578,081_01_LADDER_MOVE_UP.FXG,[??] ??? ??
180579,081_01_MOVE.FXG,[??] ??? ??
180580,081_01_ROPE_MOVE_DOWN.FXG,[??] ??? ??
180581,081_01_ROPE_MOVE_STOP.FXG,[??] ??? ??
180582,081_01_ROPE_MOVE_UP.FXG,[??] ??? ??
180583,081_01_RUN.FXG,[??] ??? ??
180584,081_01_STAND.FXG,[??] ??? ??
180585,082_01_CABLE_MOVE.FXG,[??] ??? ???
180586,082_01_CABLE_STOP.FXG,[??] ??? ???
180587,082_01_CRITICAL_DAMAGE.FXG,[??] ??? ???
180588,082_01_DAMAGE.FXG,[??] ??? ???
180589,082_01_JUMP_FALL.FXG,[??] ??? ???
180590,082_01_JUMP_LAND.FXG,[??] ??? ???
180591,082_01_JUMP_UP.FXG,[??] ??? ???
180592,082_01_LADDER_MOVE_DOWN.FXG,[??] ??? ???
180593,082_01_LADDER_MOVE_STOP.FXG,[??] ??? ???
180594,082_01_LADDER_MOVE_UP.FXG,[??] ??? ???
180595,082_01_MOVE.FXG,[??] ??? ???
180596,082_01_ROPE_MOVE_DOWN.FXG,[??] ??? ???
180597,082_01_ROPE_MOVE_STOP.FXG,[??] ??? ???
180598,082_01_ROPE_MOVE_UP.FXG,[??] ??? ???
180599,082_01_RUN.FXG,[??] ??? ???
180600,082_01_STAND.FXG,[??] ??? ???
180601,083_01_CABLE_MOVE.FXG,[??] ??? ??
180602,083_01_CABLE_STOP.FXG,[??] ??? ??
180603,083_01_CRITICAL_DAMAGE.FXG,[??] ??? ??
180604,083_01_DAMAGE.FXG,[??] ??? ??
180605,083_01_JUMP_FALL.FXG,[??] ??? ??
180606,083_01_JUMP_LAND.FXG,[??] ??? ??
180607,083_01_JUMP_UP.FXG,[??] ??? ??
180608,083_01_LADDER_MOVE_DOWN.FXG,[??] ??? ??
180609,083_01_LADDER_MOVE_STOP.FXG,[??] ??? ??
180610,083_01_LADDER_MOVE_UP.FXG,[??] ??? ??
180611,083_01_MOVE.FXG,[??] ??? ??
180612,083_01_ROPE_MOVE_DOWN.FXG,[??] ??? ??
180613,083_01_ROPE_MOVE_STOP.FXG,[??] ??? ??
180614,083_01_ROPE_MOVE_UP.FXG,[??] ??? ??
180615,083_01_RUN.FXG,[??] ??? ??
180616,083_01_STAND.FXG,[??] ??? ??
180617,984_01_CABLE_MOVE.FXG,[2019_2Q] MG ???
180618,984_01_CABLE_STOP.FXG,[2019_2Q] MG ???
