ID,_CutInImage,_Message,_event1,_event2,_event3,_event4,_event5,_event6,_event7,_event8,_event9,_event10,_event11,_event12,_event13,_event14,_event15,_event16,_event17,_event18,_event19,_event20,_event21,_event22,_event23,_event24,_event25,_event26,_event27,_event28,_event29,_event30,_event31,_event32,_event33,_event34,_event35,_event36,_event37,_event38,_event39,_event40,_event41,_event42,_event43,_event44,_event45,_event46,_event47,_event48,_event49,_event50
71312,797,[加油隊長奇毅]\n 2017年活動技能可以跟我兌換哦~謝謝!,7131201,7131202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10201,757,[沃爾丁]\n 幫你兌換任務道具。,1020101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10441,80,貝倫\n 幫你兌換任務道具。,1044101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11201,169,拉希特\n 幫你兌換任務道具。,1120101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10731,108,蘭蒂安\n 幫你兌換任務道具。,1073101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10881,143,凱伊\n 幫你兌換任務道具。,1088101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11341,183,貝拉\n 幫你兌換任務道具。,1134101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11971,229,瑪利\n 幫你兌換任務道具。,1197101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71571,10011002,[愛麗絲聖誕老人]\n 聖誕節與彩虹島物語一起！！^^,7157101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71591,798,[雷比]\n 這是我的職業，獲勝也是應該的。,7159101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71601,799,[卡茲諾]\n 呼… 除了我還有值得信任的班長嗎..？我是最棒的!,7160101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71642,761,[伊克納特]\n 恭喜彩虹島 11周年!無盡的冒險來向我領取豐富的獎勵吧!,7164204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26051,778,[嘻哈鴿]\n現在就開始11周年冒險活動吧~!,2605101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26161,0,[萬聖節強尼船長]\n有好好享受萬聖節慶典嗎？活動道具來找我兌換~,2616101,2616102,2616103,2616104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71941,56,[貝伊兒]\n進入青空城副本前請兌換道具及藥水~!,7194101,7194102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72011,830,[胖胖耶比]\n為您兌換各種活動道具。,7131107,7201101,30405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71961,824,[彌雅祭司]\n願神的祝福與你同在..為您兌換光之聯合聲望。,7196101,7196102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10312,63,[寶拉]\n請將職業服裝兌換券給我~幫您兌換帥氣的服裝 ^^,103146,103145,103144,103121,103122,103123,103124,103125,103126,103127,103128,103129,103130,103131,103132,103133,103134,103135,103136,103137,103138,103139,103140,103141,103142,103143,103147,103148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72161,266,[黃金小狗狗]\n可以帶走跟帶來的骨頭一樣好的東西，汪！,7216101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72231,678,[1號徐羅賢]\n如果是限定的時間，我會盡可能傳授許多經驗。,7223101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72241,684,[2號雷尼]\n哎呀，校內販賣要裝作沒看到喔！,7224101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72251,677,[3號才?]\n把這個貼上..這樣組合的話..就是麒麟說想要的那個嗎？,7225101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72221,686,[伊克納特老師]\n誠實總是會有機會的。希望你能獲得需要的道具。,7222101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20928,233,[活動德雷歐]\n 獎勵機會！努力強化，獲得舞扇忍者的圖騰吧！！,2092801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10313,63,[寶拉]\n 可以跟我兌換各種背包擴充。~！^^,1031301,1031302,1031303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72311,312,[夏拉亞賽蘿]\n我也不知道會出現什麼!,7231101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72321,317,[傑伊特] \n 歡迎你，請一定要使用此技能參與無限的戰鬥~,7232101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72331,826,[阿思瑪] \n 為你變更各種+9 殘像鏡子~!,7233101,7233102,7233103,7233104,7233105,7233106,7233107,7233108,7233109,7233110,7233111,7233112,7233113,7233114,7233115,7233116,7233117,7233118,7233119,9920065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72332,826,[阿思瑪] \n 為你兌換各種殘像鏡子~!,7233201,1031111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72341,796,[加油隊長愛麗絲]\n 應援要徹底做好啊!,7234101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72501,839,[主持人安妮]\n 恭喜潛力股玩家~! 可以跟我兌換優質商品~!!,2092715,725011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21502,830,[卡達麗娜]\n用網咖優惠券來兌換各種道具吧~ ^_^,2150201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21503,830,[卡達麗娜]\n也可以用網咖優惠券兌換稱號學習書(50%)!,2150301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72293,323,[雷尼]\n 可以跟我兌換對狩獵有幫助的靈藥~~!,7229301,7229302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72303,323,[雷尼]\n 可以跟我兌換對狩獵有幫助的靈藥~~!,7230301,7230302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72603,323,[雷尼]\n 可以跟我兌換對狩獵有幫助的靈藥~~!,7260301,7260302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72613,323,[雷尼]\n 可以跟我兌換對狩獵有幫助的靈藥~~!,7261301,7261302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72591,189,[寶尼]\n 紀念彩虹島12週年，可以跟我兌換漂亮帽子~!,7259101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22021,826,[阿思瑪]\n我們學派裡，可用破片和固定金額兌換以特殊祕法製成的臉部裝飾~~,2202101,2202102,2202103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72333,826,[阿思瑪]\n我們學派裡，可用破片和固定金額兌換以特殊祕法製成的臉部裝飾~~,7233301,7233302,7233303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72631,105,[拉瓦爾]\n這裡是仲夏夜的夜市兌換。已準備好各種商品~,7263101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72641,237,[歐羅拉]\n這裡是仲夏夜的夜市兌換。 已準備好各種商品~,7264101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72621,683,[索爾]\n這裡是仲夏夜的夜市兌換。 已準備好各種商品~,7262101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72651,778,[嘻哈鴿]\n這裡是空蕩商店街? 但我還是會努力替各位兌換的。,7265101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72661,19,[紅色阿飛歐]\n指令完成了嗎？,7266103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72671,33,[黑色阿飛歐]\n準備好要成為真正的英雄了嗎？,7267101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72672,221,[安娜史塔莎]\n請將海洋清掃乾淨!,7267201,7267202,7267203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72721,823,[凱伊絲]\n收集了很多黃金碎片耶! 這樣就可以強化遺物了.. 要試試看嗎？,7272101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72781,828,[悟爾]\n想成為守護者需要很多條件。,7278101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21918,793,[伊娃]\n革命軍的煙火直到永遠。,2191801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10173,51,[賽蘿] \n 可認養永久制寵物。,1017308,1017309,1017307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10183,51,[賽蘿] \n 可認養永久制寵物。,1018307,1018308,1018306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11133,51,[賽蘿] \n 可認養永久制寵物。,1113307,1113308,1113306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11143,51,[賽蘿] \n 可認養永久制寵物。,1114307,1114308,1114306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11803,51,[賽蘿] \n 可認養永久制寵物。,1180307,1180308,1180306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11813,51,[賽蘿] \n 可認養永久制寵物。,1181307,1181308,1181306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11913,51,[賽蘿] \n 可認養永久制寵物。,1191307,1191308,1191306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78371,681,[每週挑戰管理者]\n可以跟我用挑戰點數兌換各式各樣的道具唷~,7837101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78391,174,[活動琪拉]\n 我正在進行兌換特定物品的工作。,7839101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78461,741,[活動亞瑟絲]\n我可以幫你兌換活動物品。,7846101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78571,864,[蒂亞]\n為了來到演唱會的玩家們準備了禮物~☆,7857103,2092716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78591,830,[Latale] 13週年耶比妹妹蛋糕\n優惠券準備了嗎…?,7859101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78601,226,[艾瑪]\n坐上這個一定要獲得第1名~~,7860101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70421,682,[Ely]\n我可以和你交易聽力採集學習書,7042101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78611,714,[彼可曼]\n還不錯~還沒發現副作用。,7861101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78621,91,[蘭花]\n其實我的興趣是料理，這次我會發揮我的實力!,7862101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78622,91,[蘭花]\n這珍貴的黃金蛋!,7862201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78641,790,[獵人管理者艾皮斯]\n各種指令書正好用來評價獵人的實力~,7864101,7864102,7864103,7864104,7864105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78642,790,[獵人管理者艾皮斯]\n為獵人兌換各種道具~,7864201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20641,218,[魯娜蕾希]\n希望你滿意獎勵。,2064101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20642,218,[魯娜蕾希]\n可愛的超級瑪琍武器如何?,2064201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78651,242,[露娜]\n因為米德卡勒特的火花宇宙秀好忙啊-,786511,786512,786513,786514,786515,786516,786517,786518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78731,878,[活動] 富翁耶比 2世\n這次的派對裡有好多出色的人! 耶比!,787311,787312,787313,787314,787315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71942,56,[貝伊兒]\n為你兌換青空城專用強韌的哈瓦徽章。,7194201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78911,857,[活動] 諾艾爾\n聽說我們的貓在冥王神殿撒野啊…,789111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78921,875,[活動] 貝儂\n為了成為主角的鼠兒們，想為牠們做些什麼。,789211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78931,675,[學生會長飛伊]\n 是令人印象深刻的舞蹈實力啊。來，這是對於丟臉的獎勵!,789311,789312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78941,714,[彼可曼]\n 絕對評價~,789411,789412,789413,789414,789415,789416,789417,789418,789419,789420,789421,789422,789423,789424,789425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78951,161,[克特]\n 已經為各位冒險家準備好需要的東西了。,7895101,7895102,7895103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10301,62,[兔女郎]\n 請給我職業服裝兌換券~ 我會換給冒險家適合的服裝的~★,103146,103145,103144,103121,103122,103123,103124,103125,103126,103127,103128,103129,103130,103131,103132,103133,103134,103135,103136,103137,103138,103139,103140,103141,103142,103143,103147,103148,103149,103150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10302,62,[兔女郎]\n 請問有這些道具嗎? 看完列表後兌換需要的道具吧~★ 不知道哪時候會消失~,30397,1031302,2092579,1031116,1031117,1031118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10131,725,[洛汗]\n 是珍貴的東西啊。,101311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72291,826,[阿思瑪]\n 突變怪物給的戰利品是有價值的! 拿來一定的數量就會給予稱號喔~,7229101,7229102,7222903,7229104,7229105,7229106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72301,826,[阿思瑪]\n 突變怪物給的戰利品是有價值的! 拿來一定的數量就會給予稱號喔~,7230101,7230102,7230103,7230104,7230105,7230106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72601,826,[阿思瑪]\n 突變怪物給的戰利品是有價值的! 拿來一定的數量就會給予稱號喔~,7260101,7260102,7260103,7260104,7260105,7260106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72611,826,[阿思瑪]\n 突變怪物給的戰利品是有價值的! 拿來一定的數量就會給予稱號喔~,7261101,7261102,7261103,7261104,7261105,7261106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72292,826,[阿思瑪]\n 兇惡又強大的怪物給的戰利品是非常有價值的! 拿來一定的數量就會給予稱號學習書喔~,7229201,7229202,7229203,7229204,7229205,7229206,7229207,7229208,7229209,7229210,7229221,7229222,7229223,7229224,7229225,7229233,7229234,7229231,7229232,7229240,7229241,7229242,7229243,7229244,7229245,7229246,7229247,7229248,7229249,7229250,7229251,7229252,7229253,7229254,7229255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72302,826,[阿思瑪]\n 兇惡又強大的怪物給的戰利品是非常有價值的! 拿來一定的數量就會給予稱號學習書喔~,7230201,7230202,7230203,7230204,7230205,7230206,7230207,7230208,7230209,7230210,7230221,7230222,7230223,7230224,7230225,7230233,7230234,7230231,7230232,7230240,7230241,7230242,7230243,7230244,7230245,7230246,7230247,7230248,7230249,7230250,7230251,7230252,7230253,7230254,7230255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72602,826,[阿思瑪]\n 兇惡又強大的怪物給的戰利品是非常有價值的! 拿來一定的數量就會給予稱號學習書喔~,7260201,7260202,7260203,7260204,7260205,7260206,7260207,7260208,7260209,7260210,7260221,7260222,7260223,7260224,7260225,7260233,7260234,7260231,7260232,7260240,7260241,7260242,7260243,7260244,7260245,7260246,7260247,7260248,7260249,7260250,7260251,7260252,7260253,7260254,7260255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72612,826,[阿思瑪]\n 兇惡又強大的怪物給的戰利品是非常有價值的! 拿來一定的數量就會給予稱號學習書喔~,7261201,7261202,7261203,7261204,7261205,7261206,7261207,7261208,7261209,7261210,7261221,7261222,7261223,7261224,7261225,7261233,7261234,7261231,7261232,7261240,7261241,7261242,7261243,7261244,7261245,7261246,7261247,7261248,7261249,7261250,7261251,7261252,7261253,7261254,7261255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72294,826,[阿思瑪]\n 兇惡又強大的怪物給的戰利品是非常有價值的! 拿來一定的數量就會給予稱號學習書喔~,7229211,7229212,7229213,7229214,7229215,7229216,7229217,7229218,7229219,7229220,7229226,7229227,7229228,7229229,7229230,7229237,7229238,7229235,7229236,7229440,7229441,7229442,7229443,7229444,7229445,7229446,7229447,7229448,7229449,7229450,7229451,7229452,7229453,7229454,7229455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72304,826,[阿思瑪]\n 兇惡又強大的怪物給的戰利品是非常有價值的! 拿來一定的數量就會給予稱號學習書喔~,7230211,7230212,7230213,7230214,7230215,7230216,7230217,7230218,7230219,7230220,7230226,7230227,7230228,7230229,7230230,7230237,7230238,7230235,7230236,7230440,7230441,7230442,7230443,7230444,7230445,7230446,7230447,7230448,7230449,7230450,7230451,7230452,7230453,7230454,7230455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
