ID,_Name,_Description,_Result,_Result_View,_Result_Count,_Kind,_Category,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Material1,_Material_Count1,_Material2,_Material_Count2,_Material3,_Material_Count3,_Material4,_Material_Count4,_Material5,_Material_Count5,_Material6,_Material_Count6,_Material7,_Material_Count7,_Material8,_Material_Count8,_Material9,_Material_Count9,_Material10,_Material_Count10,_Opt_Min,_Opt_Max,_Success_Probability,_Base_Lv,_Success_Probability_Min,_Success_Probability_Max,_Success_Probability_Revision,_Charge,_Cooltime_ID,_Cooltime
1111010,波茲靈魂(S),,1111010,82802097,1,1,116,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,375,180134429,125,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,97500,0,0
1112001,喬朗伊魔力卡片(S),,1112001,82901399,1,1,126,1,382,1,0,1,3,10,0,0,0,0,0,0,0,0,0,180134426,100,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,1,5,95,100,7500,0,0
1112002,女僕魔力卡片(S),,1112002,82901499,1,1,126,1,382,2,0,1,3,30,0,0,0,0,0,0,0,0,0,180134426,150,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,2,5,95,100,17500,0,0
1112003,執事魔力卡片(S),,1112003,82901599,1,1,126,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,200,180134427,5,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,27500,0,0
1112004,卡哇伊魔力卡片(S),,1112004,82901699,1,1,126,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,250,180134427,45,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,37500,0,0
1112005,黑惡魔魔力卡片(S),,1112005,82901799,1,1,126,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,300,180134427,125,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,47500,0,0
1112006,甜美天使魔力卡片(S),,1112006,82901899,1,1,126,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,275,180134428,20,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,57500,0,0
1112007,舞扇忍者魔力卡片(S),,1112007,82901999,1,1,126,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,325,180134428,80,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,67500,0,0
1112008,銀河魔力卡片(S),,1112008,82902099,1,1,126,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,275,180134429,5,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,77500,0,0
1112009,紅色災難魔力卡片(S),,1112009,82902199,1,1,126,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,325,180134429,45,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,87500,0,0
1112010,泡泡糖魔力卡片(S),,1112010,82902299,1,1,126,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,375,180134429,125,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,97500,0,0
1201001,黃銅色手套(S),,1201001,10110298,1,2,206,1,382,1,0,1,3,10,0,0,0,0,0,0,0,0,0,180134426,40,180134430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,1,5,95,100,3000,0,0
1202001,黃銅色襯衫(S),,1202001,20610298,1,2,202,1,382,1,0,1,3,10,0,0,0,0,0,0,0,0,0,180134426,40,180134430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,1,5,95,100,3000,0,0
1203001,黃銅色褲子(S),,1203001,30210298,1,2,203,1,382,1,0,1,3,10,0,0,0,0,0,0,0,0,0,180134426,40,180134430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,1,5,95,100,3000,0,0
1204001,黃銅色鞋子(S),,1204001,70210298,1,2,207,1,382,1,0,1,3,10,0,0,0,0,0,0,0,0,0,180134426,40,180134430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,1,5,95,100,3000,0,0
1205001,黃銅色髮帶(S),,1205001,90210298,1,2,201,1,382,1,0,1,3,10,0,0,0,0,0,0,0,0,0,180134426,40,180134430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,1,5,95,100,3000,0,0
1201002,鋼化塑膠手套(S),,1201002,10110398,1,2,206,1,382,2,0,1,3,30,0,0,0,0,0,0,0,0,0,180134426,60,180134430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,2,5,95,100,7000,0,0
1202002,鋼化塑膠襯衫(S),,1202002,20610398,1,2,202,1,382,2,0,1,3,30,0,0,0,0,0,0,0,0,0,180134426,60,180134430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,2,5,95,100,7000,0,0
1203002,鋼化塑膠褲子(S),,1203002,30210398,1,2,203,1,382,2,0,1,3,30,0,0,0,0,0,0,0,0,0,180134426,60,180134430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,2,5,95,100,7000,0,0
1204002,鋼化塑膠鞋子(S),,1204002,70210398,1,2,207,1,382,2,0,1,3,30,0,0,0,0,0,0,0,0,0,180134426,60,180134430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,2,5,95,100,7000,0,0
1205002,鋼化塑膠帽子(S),,1205002,90110398,1,2,201,1,382,2,0,1,3,30,0,0,0,0,0,0,0,0,0,180134426,60,180134430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,2,5,95,100,7000,0,0
1201003,高級修羅手套(S),,1201003,10210598,1,2,206,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,80,180134427,4,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,11000,0,0
1202003,高級修羅夾克(S),,1202003,20610598,1,2,202,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,80,180134427,4,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,11000,0,0
1203003,高級修羅褲裙(S),,1203003,30210598,1,2,203,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,80,180134427,4,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,11000,0,0
1204003,高級修羅鞋子(S),,1204003,70210598,1,2,207,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,80,180134427,4,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,11000,0,0
1205003,高級修羅帽子(S),,1205003,90410598,1,2,201,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,80,180134427,4,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,15000,0,0
1201004,鈦金手套,,1201004,10210798,1,2,206,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,100,180134427,18,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,15000,0,0
1202004,鈦金襯衫,,1202004,20610798,1,2,202,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,100,180134427,18,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,15000,0,0
1203004,鈦金短褲,,1203004,30210798,1,2,203,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,100,180134427,18,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,15000,0,0
1204004,鈦金鞋子,,1204004,70210798,1,2,207,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,100,180134427,18,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,15000,0,0
1205004,鈦金髮帶,,1205004,90410798,1,2,201,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,100,180134427,18,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,15000,0,0
1201005,藍色水晶手套(S),,1201005,10210998,1,2,206,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,120,180134427,50,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,19000,0,0
1202005,藍色水晶短襯衫(S),,1202005,21010998,1,2,202,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,120,180134427,50,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,19000,0,0
1203005,藍色水晶褲裙(S),,1203005,30210998,1,2,203,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,120,180134427,50,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,19000,0,0
1204005,藍色水晶靴子(S),,1204005,70210998,1,2,207,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,120,180134427,50,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,19000,0,0
1205005,藍色水晶帽子(S),,1205005,90410998,1,2,201,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,120,180134427,50,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,19000,0,0
1201006,粉色黃金拳套(S),,1201006,10211198,1,2,206,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,110,180134428,8,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,23000,0,0
1202006,粉色黃金背心(S),,1202006,21011198,1,2,202,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,110,180134428,8,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,23000,0,0
1203006,粉色黃金褲裙(S),,1203006,30211198,1,2,203,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,110,180134428,8,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,23000,0,0
1204006,粉色黃金靴子(S),,1204006,70211198,1,2,207,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,110,180134428,8,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,23000,0,0
1205006,粉色黃金圓環(S),,1205006,90211198,1,2,201,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,110,180134428,8,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,23000,0,0
1201007,銀色秘銀手套(S),,1201007,10211398,1,2,206,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,130,180134428,32,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,27000,0,0
1202007,銀色秘銀上衣(S),,1202007,20611398,1,2,202,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,130,180134428,32,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,27000,0,0
1203007,銀色秘銀褲子(S),,1203007,30211398,1,2,203,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,130,180134428,32,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,27000,0,0
1204007,銀色秘銀靴子(S),,1204007,70211398,1,2,207,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,130,180134428,32,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,27000,0,0
1205007,銀色秘銀角盔(S),,1205007,90411398,1,2,201,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,130,180134428,32,180134430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,27000,0,0
1201008,惡魔艾德加印手套(S),,1201008,10211598,1,2,206,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,110,180134429,2,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,31000,0,0
1202008,惡魔艾德加印上衣(S),,1202008,20611598,1,2,202,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,110,180134429,2,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,31000,0,0
1203008,惡魔艾德加印褲子(S),,1203008,30211598,1,2,203,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,110,180134429,2,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,31000,0,0
1204008,惡魔艾德加印靴子(S),,1204008,70211598,1,2,207,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,110,180134429,2,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,31000,0,0
1205008,惡魔艾德加印帽子(S),,1205008,90511598,1,2,201,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,110,180134429,2,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,31000,0,0
1206008,艾德加印神擊靴子(S),,1206008,70211594,1,2,207,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,110,180134429,2,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,31000,0,0
1201009,深紅亞德曼手套(S),,1201009,10211797,1,2,206,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,130,180134429,18,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,35000,0,0
1202009,深紅亞德曼上衣(S),,1202009,20611798,1,2,202,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,130,180134429,18,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,35000,0,0
1203009,深紅亞德曼褲子(S),,1203009,30211798,1,2,203,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,130,180134429,18,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,35000,0,0
1204009,深紅亞德曼靴子(S),,1204009,70211797,1,2,207,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,130,180134429,18,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,35000,0,0
1205009,深紅亞德曼髮帶(S),,1205009,90211798,1,2,201,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,130,180134429,18,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,35000,0,0
1206009,深紅亞德曼神擊鞋子(S),,1206009,70211793,1,2,207,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,130,180134429,18,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,35000,0,0
1201010,阿拉戈騎士手套(S),,1201010,10212197,1,2,206,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,150,180134429,50,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,39000,0,0
1202010,阿拉戈騎士上衣(S),,1202010,20612197,1,2,202,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,150,180134429,50,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,39000,0,0
1203010,阿拉戈騎士褲子(S),,1203010,30212197,1,2,203,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,150,180134429,50,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,39000,0,0
1204010,阿拉戈騎士靴子(S),,1204010,70212197,1,2,207,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,150,180134429,50,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,39000,0,0
1205010,阿拉戈騎士頭盔(S),,1205010,90412197,1,2,201,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,150,180134429,50,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,39000,0,0
1206010,阿拉戈騎士神擊靴子(S),,1206010,70212193,1,2,207,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,150,180134429,50,180134430,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,39000,0,0
1113001,藍色獵頭劍(S),,1113001,80601198,1,1,106,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,200,180134427,5,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,27500,0,0
1113002,黑色尖叫之刃(S),,1113002,80601398,1,1,106,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,250,180134427,45,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,37500,0,0
1113003,動力短彎刀(S),,1113003,80600198,1,1,106,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,300,180134427,125,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,47500,0,0
1113004,綠寶石雙魔刀(S),,1113004,80600398,1,1,106,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,275,180134428,20,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,57500,0,0
1113005,黃金印度波浪刀(S),,1113005,80600598,1,1,106,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,325,180134428,80,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,67500,0,0
1113006,綠寶石葉形雙刀(S),,1113006,80600798,1,1,106,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,275,180134429,5,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,77500,0,0
1113007,奧里哈勒昆達荷美彎刀(S),,1113007,80600998,1,1,106,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,325,180134429,45,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,87500,0,0
1113008,土耳其雙刀(S),,1113008,80601897,1,1,106,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,375,180134429,125,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,97500,0,0
1114001,黑色水晶魔法球(S),,1114001,80501198,1,1,111,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,200,180134427,5,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,27500,0,0
1114002,綠色水晶魔法球(S),,1114002,80501398,1,1,111,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,250,180134427,45,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,37500,0,0
1114003,黑暗古書(S),,1114003,80500198,1,1,111,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,300,180134427,125,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,47500,0,0
1114004,紅水晶魔盒(S),,1114004,80500398,1,1,111,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,275,180134428,20,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,57500,0,0
1114005,紫色魔法球(S),,1114005,80500598,1,1,111,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,325,180134428,80,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,67500,0,0
1114006,紅色吸血鬼魔法球(S),,1114006,80500697,1,1,111,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,275,180134429,5,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,77500,0,0
1114007,閃亮雪花魔法球(S),,1114007,80500798,1,1,111,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,325,180134429,45,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,87500,0,0
1114008,紅色星星魔法球(S),,1114008,80500998,1,1,111,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,375,180134429,125,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,97500,0,0
1115001,銀色德勒德納(S),,1115001,81301197,1,1,112,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,200,180134427,5,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,27500,0,0
1115002,綠色科特威爾(S),,1115002,81301398,1,1,112,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,250,180134427,45,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,37500,0,0
1115003,卡拉切曼陀林(S),,1115003,81300198,1,1,112,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,300,180134427,125,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,47500,0,0
1115004,紅色夏威夷吉他(S),,1115004,81300398,1,1,112,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,275,180134428,20,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,57500,0,0
1115005,粉紅電吉他(S),,1115005,81300598,1,1,112,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,325,180134428,80,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,67500,0,0
1115006,瘋狂搖滾電吉他(S),,1115006,81300798,1,1,112,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,275,180134429,5,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,77500,0,0
1115007,綠色完美吉他(S),,1115007,81300997,1,1,112,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,325,180134429,45,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,87500,0,0
1115008,紅色丘比特吉他(S),,1115008,81300898,1,1,112,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,375,180134429,125,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,97500,0,0
1116001,科萊依考特(S),,1116001,81401198,1,1,113,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,200,180134427,5,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,27500,0,0
1116002,藍色盧歌(S),,1116002,81401398,1,1,113,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,250,180134427,45,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,37500,0,0
1116003,粉紅雙手槍(S),,1116003,81400198,1,1,113,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,300,180134427,125,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,47500,0,0
1116004,綠色槍刃(S),,1116004,81400398,1,1,113,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,275,180134428,20,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,57500,0,0
1116005,靜電雙手槍(S),,1116005,81400598,1,1,113,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,325,180134428,80,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,67500,0,0
1116006,黃金手槍(S),,1116006,81400798,1,1,113,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,275,180134429,5,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,77500,0,0
1116007,格洛克17(S),,1116007,81400998,1,1,113,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,325,180134429,45,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,87500,0,0
1116008,無限(S),,1116008,81401897,1,1,113,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,375,180134429,125,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,97500,0,0
1117001,MG MK-I(S),,1117001,81600196,1,1,115,1,382,3,0,1,3,50,0,0,0,0,0,0,0,0,0,180134426,200,180134427,5,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,3,5,95,100,27500,0,0
1117002,試用機 MG MK-I(S),,1117002,81600191,1,1,115,1,382,4,0,1,3,70,0,0,0,0,0,0,0,0,0,180134426,250,180134427,45,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,4,5,95,100,37500,0,0
1117003,機甲 MG MK-I(S),,1117003,81600291,1,1,115,1,382,5,0,1,3,90,0,0,0,0,0,0,0,0,0,180134426,300,180134427,125,180134430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,5,5,95,100,47500,0,0
1117004,機甲MG MK-II(S),,1117004,81600292,1,1,115,1,382,6,0,1,3,110,0,0,0,0,0,0,0,0,0,180134427,275,180134428,20,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,6,5,95,100,57500,0,0
1117005,Knight MG MK-I(S),,1117005,81600391,1,1,115,1,382,7,0,1,3,130,0,0,0,0,0,0,0,0,0,180134427,325,180134428,80,180134430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,7,5,95,100,67500,0,0
1117006,Knight MG  MK-II(S),,1117006,81600392,1,1,115,1,382,8,0,1,3,150,0,0,0,0,0,0,0,0,0,180134428,275,180134429,5,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,8,5,95,100,77500,0,0
1117007,巨型閃電 MG MK-I(S),,1117007,81600491,1,1,115,1,382,9,0,1,3,170,0,0,0,0,0,0,0,0,0,180134428,325,180134429,45,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,9,5,95,100,87500,0,0
1117008,巨型閃電 MG MK-II(S),,1117008,81600492,1,1,115,1,382,10,0,1,3,190,0,0,0,0,0,0,0,0,0,180134428,375,180134429,125,180134430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,330,60,10,5,95,100,97500,0,0
