ID,_BGM1,_NpcName1,_Message1,_BoxType1,_CutInImage1,_CutInEffect1,_BGM2,_NpcName2,_Message2,_BoxType2,_CutInImage2,_CutInEffect2,_BGM3,_NpcName3,_Message3,_BoxType3,_CutInImage3,_CutInEffect3,_BGM4,_NpcName4,_Message4,_BoxType4,_CutInImage4,_CutInEffect4,_Event_BGM,_Event_NpcName,_Event_Message,_Event_BoxType,_Event_CutInImage,_Event_CutInEffect,_Yes_BGM,_Yes_Name,_Yes_Message,_Yes_BoxType,_Yes_Image,_Yes_ImageEffect,_No_BGM,_No_Name,_No_Message,_No_BoxType,_No_Image,_No_ImageEffect,_Story
42,Data/BGM/van.MP3,凡基歐的影像,在金字塔徘徊了一下，肚子實在太餓了..正想把木乃伊拿來燉大骨湯，結果餓到精神不濟時，突然有道光芒出現在我眼前… 我就來到這裡了。,1,204,0,,凡基歐的影像,有很多吃的是很好啦… 這到底是怎麼回事?有人惡作劇?還是是有誰需要我的力量嗎? 舉例來說…,1,204,0,,卡蒂亞•舒(?),"……不可以, 再這樣下去… 是不行的。\n…是誰… 不, 我的心是不會被騙的。 凡基歐, 請幫幫我…!",1,202,0,,凡基歐的影像,"…喔喔喔喔喔喔喔喔喔喔喔喔!!!!!!!!!!!!!!!!!!!!!!!!!!!!……………妄想的太過頭了，嘖。 卡蒂亞不可能會說那種… 那種…。呃…\n…真是的, 損失真大。只會讓我肚子餓而已… 來碗熱呼呼的… 拉麵…\n哈啊~~~",1,204,0,,凡基歐的影像,嗯.. 要在這裡儲存嗎?,1,204,0,,凡基歐的影像,"太好了, 完成儲存~",1,204,0,,凡基歐的影像,要再來到這裡是相當困難的呢..\n就照你想做的吧~,1,204,0,0
43,Data/BGM/blackp.MP3,黑月公主的影像,<彩虹橋> 比佛羅斯特…跟我所想像的實在太不一樣了。還有終於抵達的天空都市…這地方是屬於以前的我所無法想像的領域啊。,1,537,0,,黑月公主的影像,那樣的怎麼看都很棒。\n在這都市的盡頭等待著我們的是魔王….\n…現在總算趕上了…!!,1,538,0,,黑月公主的影像,我們沒有時間浪費。要奮力前進去找喬安!,1,538,0,,黑月公主的影像,哼!!竟然忘記身為護衛的職責，就這樣消失不見!以為我會輕易罷休嗎?,1,537,0,,黑月公主的影像,"所以到底是要不要儲存, 快點決定!",1,538,0,,黑月公主的影像,儲存了。感謝你到這裡來。,1,537,0,,黑月公主的影像,哼，就照你喜歡的做吧。,1,537,0,0
44,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,旅行結束後發生了很多事情。\n和穆亞兩個人一起前往貝羅斯… 感覺就像是在做夢一樣。,1,14,0,,愛麗絲的影像,凱內佩… 是我在這個世上僅剩的同族…他被魔王給抓走後喪失了能力，而且還受到嚴刑拷問!\n我…一定要救他!,1,14,0,,愛麗絲的影像,魔王所在的地方就在眼前了。\n這裡是亞斯卡勒特的中心位置…魔王被目擊到的地方就是 [世界樹]。\n也許他… 正在等待我的到來。,1,14,0,,愛麗絲的影像,"一路走來經歷的那些事情.. 不會白費的。\n一定要打倒魔王, 救出凱內佩, 還有… 還有…\n……。",1,14,0,,愛麗絲的影像,要在這裡儲存您的位置嗎?,1,14,0,,愛麗絲的影像,儲存了。希望你有個平安的旅程。,1,14,0,,愛麗絲的影像,以後不知道還剩下多少儲存的機會… 請小心。,1,14,0,0
45,Data/BGM/kazuno.MP3,卡茲諾的影像,"…這裡的紀念碑, 殘留著和魔王戰鬥前後的記憶 …我決定要用我的力量來封印這些紀念碑。",1,146,0,,卡茲諾的影像,從愛麗絲的旅行對世界帶來的結果看來…愛麗絲希望從憎恨中獲得保護，而且不希望這個事實被其他人發現。,1,146,0,,卡茲諾的影像,這個地方的石塔是不會像沒有資格的人顯現的。,1,146,0,,卡茲諾的影像,"如果你認為你有資格的話, 就到世界樹入口接受試驗吧。\n沒錯… 是地獄女王給予的試煉。",1,146,0,,卡茲諾的影像,要在這裡儲存嗎?,1,146,0,,卡茲諾的影像,已儲存。,1,146,0,,卡茲諾的影像,你開心就好…,1,146,0,0
46,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,終於來到這裡了。前面就是世界樹了，首先……要先沉澱一下心情。 呼嗚… 哈啊…,1,14,0,,愛麗絲的影像,…必須結束這一切!\n死去的女王大人… 黑月城主大人…人們承受的痛苦…\n還有… 奶奶..,1,14,0,,愛麗絲的影像,一定要……!!,1,14,0,,,,0,0,0,,愛麗絲的影像,這是最後的儲存場所,1,14,0,,愛麗絲的影像,已經儲存了。請加油喔!,1,14,0,,愛麗絲的影像,知道了，請你小心 ….,1,14,0,0
47,,神官 卡魔人,哼! ?你要先儲存嗎? 好啊!太好了。,1,516,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,神官 卡魔人,"嗯, 對於能夠來到這裡的老手，也沒什麼話要說的了。只剩下Yes或者是No了!",1,516,0,,神官 卡魔人,已經儲存了。雖然很危險，但這裡的風景還是相當不錯吧，不是嗎?,1,516,0,,神官 卡魔人,"嗯哼, 沒關係嗎? 這裡出沒的怪物不簡單耶?!",1,516,0,0
48,,科卡貝,這個石塔已經被華爾基莉占領了!所以想要在這裡儲存的人就加入[貞德親衛隊]吧!,1,512,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,科卡貝,即使是無懼的勇者，偶爾也會有想要儲存位置的時候! 這可算是相當明智的選擇。如何? 要儲存嗎?,1,512,0,,科卡貝,已經儲存了。 這樣一來就算悲慘的被怪物踐踏也不用擔心了! 呵呵。,1,512,0,,科卡貝,"嗯哼, 簡直就是勇者無懼呢……?",1,512,0,0
49,,西斯蒂娜修女,如果想要儲存的話，我來幫忙吧。,1,509,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,西斯蒂娜修女,這地上庭園的治癒房間，是吉納蒂亞下方區域的中心，很適合往來各地。您要儲存嗎?,1,509,0,,西斯蒂娜修女,已儲存位置。不管何時都可以來找我。,1,509,0,,西斯蒂娜修女,我了解了。希望您小心不要迷路了。,1,509,0,0
50,Data/BGM/IRIS_STONE.MP3,普拉蒂娜,銀光盾牌酒館出場贈送服務! 儲存儲存!?,1,207,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,普拉蒂娜,不能幫人家儲存嗎……?,1,212,0,,普拉蒂娜,完成儲存!,1,207,0,,普拉蒂娜,"哭哭, 美人計失效了…!! 我不敢相信……。",1,210,0,0
51,,波利斯修女,您是要來儲存的吧，我來幫忙吧。,1,510,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,波利斯修女,若是儲存位置的話會比較安心喔，您要儲存嗎?,1,510,0,,波利斯修女,已經完成儲存了。能常常見面了呢。,1,510,0,,波利斯修女,我了解了。改變心意的話歡迎您隨時…。,1,510,0,0
52,Data/BGM/Temple.mp3,薩伊安的影像,這裡是小章魚神殿。是我們小章魚星人為了傳授先進科學給吉恩蒂亞大陸的人們所設立的一種科學基地。,1,235,0,,薩伊安的影像,"但是, 在那些恐怖、令人害怕的貓的攻擊下，我們和吉恩蒂亞大陸斷絕了連繫，就這樣每天生活在恐懼裡。",1,235,0,,,,0,0,0,,,,0,0,0,,薩伊安的影像,要儲存位置嗎?,1,235,0,,薩伊安的影像,此處的位置已儲存。,1,235,0,,薩伊安的影像,沒有儲存位置。有點可惜呢。,1,235,0,0
53,Data/BGM/Temple.mp3,薩伊安的影像,總有一天在吉恩蒂亞充滿香氣的小章魚味道會廣泛擴散吧…。,1,235,0,,薩伊安的影像,FIGHT!直到那天來臨為止 ! 就憑那些貓，我們是不會輸的。,1,235,0,,,,0,0,0,,,,0,0,0,,薩伊安的影像,要儲存位置嗎?,1,235,0,,薩伊安的影像,此處的位置已儲存。,1,235,0,,薩伊安的影像,沒有儲存位置。有點可惜呢。,1,235,0,0
54,Data/BGM/siam.mp3,薩伊安的影像,"嗯哼, 看樣子又開始時空移動了。這裡是… 附近有海嗎? 有海的味道呢。",1,127,0,,薩伊安的影像,…是誰的視線呢 …有點不自在，要移動到別的地方嗎,1,127,0,,???,……哈哈哈哈…哇哈哈哈哈哈哈!,1,235,0,,小章魚黑影,非常好!那傢伙諷刺的美麗我就先收下啦!你的風采將與我永世共存，開心吧!?哇哈哈哈…!!!!,1,235,0,,小章魚黑影,要儲存您的位置嗎?,1,235,0,,小章魚黑影,優雅的儲.存.?,1,235,0,,小章魚黑影,"沒有儲存位置,有點可惜呢。 …喔嗚!這個語氣實在太噁心了,不知怎麼的覺得很做作~ 真倒胃口!",1,235,0,0
55,,法師,在暴風紀念碑可以儲存您的位置。,1,319,0,,法師,如此一來利用傳送水晶可以移動到你想要的地方，在死亡之後也可以移動。,1,319,0,,法師,若您是想要儲存的話，我可以幫忙喔。,1,319,0,,,,0,0,0,,法師,要儲存您的位置嗎?,1,319,0,,法師,已經儲存，希望您能夠有效運用。,1,319,0,,法師,"我知道了。 啊, 從未儲存過的話，至少要儲存一次才能使用傳送水晶，您知道吧?",1,319,0,0
56,,光的聲音,我是艾爾 拉勒薩!我追隨的是過去曾是[翱翔島]主人的[奧勒卡]...,1,320,0,,光的聲音,我是聽從主人的指令來保護您旅途安全。,1,320,0,,,,0,0,0,,,,0,0,0,,光的聲音,要將這個地方的位置儲存為死亡時可移動的位置嗎…?,1,320,0,,光的聲音,已儲存位置。願奧勒卡會保佑你…。,1,320,0,,光的聲音,"下了決定後走的路, 就是正確的道路…。",1,320,0,0
57,,光的聲音,我是艾爾 拉勒薩!我追隨的是過去曾是[翱翔島]主人的[奧勒卡]...,1,320,0,,光的聲音,我是聽從主人的指令來保護您旅途安全。,1,320,0,,,,0,0,0,,,,0,0,0,,光的聲音,要將這個地方的位置儲存為死亡時可移動的位置嗎…?,1,320,0,,光的聲音,已儲存位置。願奧勒卡會保佑你…。,1,320,0,,光的聲音,"下了決定後走的路, 就是正確的道路…。",1,320,0,0
58,,光的聲音,我是艾爾 拉勒薩!我追隨的是過去曾是[翱翔島]主人的[奧勒卡]...,1,320,0,,光的聲音,我是聽從主人的指令來保護您旅途安全。,1,320,0,,,,0,0,0,,,,0,0,0,,光的聲音,要將這個地方的位置儲存為死亡時可移動的位置嗎…?,1,320,0,,光的聲音,已儲存位置。願奧勒卡會保佑你…。,1,320,0,,光的聲音,"下了決定後走的路, 就是正確的道路…。",1,320,0,0
59,,光的聲音,我是艾爾 拉勒薩!我追隨的是過去曾是[翱翔島]主人的[奧勒卡]...,1,320,0,,光的聲音,我是聽從主人的指令來保護您旅途安全。,1,320,0,,,,0,0,0,,,,0,0,0,,光的聲音,要將這個地方的位置儲存為死亡時可移動的位置嗎…?,1,320,0,,光的聲音,已儲存位置。願奧勒卡會保佑你…。,1,320,0,,光的聲音,"下了決定後走的路, 就是正確的道路…。",1,320,0,0
60,,光的聲音,我是艾爾 拉勒薩!我追隨的是過去曾是[翱翔島]主人的[奧勒卡]...,1,320,0,,光的聲音,我是聽從主人的指令來保護您旅途安全。,1,320,0,,,,0,0,0,,,,0,0,0,,光的聲音,要將這個地方的位置儲存為死亡時可移動的位置嗎…?,1,320,0,,光的聲音,已儲存位置。願奧勒卡會保佑你…。,1,320,0,,光的聲音,"下了決定後走的路, 就是正確的道路…。",1,320,0,0
61,,雷尼,這山嶽地區是環繞艾爾亞諾勒平原的巨大山脈的外圍地區!,1,323,0,,雷尼,腳滑!在天空海底下翱翔~咻~~好可怕喔!,1,323,0,,雷尼,為了預防不幸的事故，儲存過後再繼續如何呢?,1,323,0,,,,0,0,0,,雷尼,您要儲存位置嗎?,1,323,0,,雷尼,已儲存位置! 有幫助到您嗎?,1,323,0,,雷尼,我知道了。希望下次再來使用~,1,323,0,0
62,,雷尼,我來幫助您儲存!,1,323,0,,雷尼,"好了~ 過了這裡之後,因為前面的山嶽地帶沒有石塔,所以要格外小心喔!",1,323,0,,,,0,0,0,,,,0,0,0,,雷尼,幫您儲存位置!,1,323,0,,雷尼,儲存完成! 鏘鏘鏘鏘~,1,323,0,,雷尼,請小心啊! 祝您有愉快的旅程!,1,323,0,0
63,,光的聲音,我是艾爾 拉勒薩!我追隨的是過去曾是[翱翔島]主人的[奧勒卡]...,1,320,0,,光的聲音,我是聽從主人的指令來保護您旅途安全。,1,320,0,,,,0,0,0,,,,0,0,0,,光的聲音,要將這個地方的位置儲存為死亡時可移動的位置嗎…?,1,320,0,,光的聲音,已儲存位置。願奧勒卡會保佑你…。,1,320,0,,光的聲音,"下了決定後走的路, 就是正確的道路…。",1,320,0,0
64,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,在旅行途中偶然遇見的可藍是個耳朵豎起的可愛貓神族少女。在她的帶領下我們來到了老虎寺。,1,6,0,,愛麗絲的影像,在老虎寺裡有許多的少男少女正在向狐仙蕾蕾學習修練武術。,1,18,0,,愛麗絲的影像,"雖然傳說中的虎仙是位美女,但聽說是個非常難對付的人。不過, 事實上她慈祥的對待被遺棄的孩子們，是位非常好的人。",1,6,0,,愛麗絲的影像,…那個人非常強!甚至可以一拳打飛想要追求蕾蕾的卡茲諾!,1,4,0,,愛麗絲的影像,要在這裡儲存位置嗎?,1,6,0,,愛麗絲的影像,位置已儲存。,1,18,0,,愛麗絲的影像,不儲存位置。,1,4,0,0
65,,少女的影像,利利樂,1,493,0,,少女的影像,這個地方的夜晚是蘊含皎潔光芒的祥和夜晚。就連我這種魔女也能包容的永恆夜晚…。,1,498,0,,少女的影像,"這裡的事情結束後, 我打算完成為實現願望的最後準備。",1,498,0,,少女的影像,不管要付出什麼樣的代價…我也一定要做到!,1,499,0,,少女的影像,要在這裡儲存位置嗎?,1,493,0,,少女的影像,已儲存位置。慎重是好事啊。,1,498,0,,少女的影像,"隨你高興吧, 這也不是我該干涉的。",1,497,0,0
66,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,原野地帶與山嶽地帶間有個廣闊幽靜的休息所，所以我們度過了短暫舒適的休息時間。,1,6,0,,愛麗絲的影像,德魯貝里族,1,6,0,,,,0,0,0,,,,0,0,0,,愛麗絲的影像,要儲存您的位置嗎?,1,10,0,,愛麗絲的影像,位置已儲存。,1,18,0,,愛麗絲的影像,不儲存位置。,1,14,0,0
67,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,在洞穴出現的毒蟻，因為帶有毒性所以我們非常的辛苦。,1,16,0,,愛麗絲的影像,我們了解到要探索危險地區的話，必須做好萬全的準備才行。各位都做好準備了嗎 ?,1,12,0,,,,0,0,0,,,,0,0,0,,愛麗絲的影像,要儲存您的位置嗎?,1,6,0,,愛麗絲的影像,位置已儲存。,1,6,0,,愛麗絲的影像,不儲存位置。,1,18,0,0
68,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,找不到回去的路的我，不知不覺被捲進了小人國居民的紛爭裡。,1,6,0,,愛麗絲的影像,我很喜歡吃蛋包飯… 到底要選哪個呢?,0,4,0,,愛麗絲的影像,"啊啊, 現在不是該擔心這個的時候。好想快點繼續我的旅程喔。",0,6,0,,,,0,0,0,,愛麗絲的影像,要儲存您的位置嗎?,1,6,0,,愛麗絲的影像,位置已儲存。,1,6,0,,愛麗絲的影像,不儲存位置。,1,18,0,0
69,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,爬呀爬大樹是這世界上最大又最神秘的樹木，延伸到天空盡頭的模樣十分壯觀。,1,6,0,,愛麗絲的影像,聽說蜂怪女王和她的部下們所持有的強力毒物厲害到可以直接撂倒健康的成人。,0,8,0,,愛麗絲的影像,為了安全著想、不想接近最上面的爬呀爬花瓣女王，所以我們決定從爬呀爬大樹那裡過去。,0,18,0,,愛麗絲的影像,"但是不知怎麼地, 有種不祥的預感。是為什麼呢…。",0,10,0,,愛麗絲的影像,要儲存您的位置嗎?,1,6,0,,愛麗絲的影像,位置已儲存。,1,6,0,,愛麗絲的影像,不儲存位置。,1,18,0,0
70,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,"進到巨大的遺址後, 我覺得這裡像是不知道要獻祭給誰的神殿。",1,18,0,,愛麗絲的影像,但和冥王遺址不同的是，有種很可怕的感覺。我在想這裡所供奉的神會不會是什麼可怕的東西。,0,8,0,,愛麗絲的影像,我們為了躲避庫庫里族而進入了遺址。到底裡面有什麼在等著我們呢?,0,16,0,,,,0,0,0,,愛麗絲的影像,要儲存您的位置嗎?,1,6,0,,愛麗絲的影像,位置已儲存。,1,18,0,,愛麗絲的影像,不儲存位置。,1,4,0,0
71,Data/BGM/IRIS_STONE.MP3,愛麗絲的影像,到達大蘋果之城後我們都傻住了。 這真是令人驚訝的奇異都市。,1,8,0,,愛麗絲的影像,建立這麼驚人都市的冒險家到底是經歷過什麼樣的旅行啊? 他的故鄉是怎麼樣的地方呀?,1,6,0,,愛麗絲的影像,我一直在想若是和平的時機到來，就要去跟他見面聽他的故事。,1,18,0,,,,1,0,0,,愛麗絲的影像,要在這裡儲存位置嗎?,1,18,0,,愛麗絲的影像,位置已儲存。,1,6,0,,愛麗絲的影像,沒有儲存位置。有點可惜呢。,1,4,0,0
72,Data/BGM/CHUNSIK.MP3,奉春植的影像,"經過這裡時倏地停下腳步, 覺得之前為什麼都沒發現這樣的地方呢…。",1,579,0,,奉春植的影像,這裡是結合天時地利人和的絕佳風水!就是因為不知道有這種地方我才會身陷危機的吧!,0,579,0,,奉春植的影像,如果這次我可以化險為夷，那我要在這裡弄個休息地，然後開間商店賺大錢!!,0,579,0,,奉春植的影像,……嗯? 為什麼?,0,579,0,,奉春植的影像,請在這裡儲存位置。,1,579,0,,奉春植的影像,哈!呵哈! ?呀啊啊啊啊! 哈哈哈哈… 位置已儲存。,1,579,0,,奉春植的影像,請不要拋棄春植島!,1,579,0,0
73,Data/BGM/200_0.mp3,佩爾,… 在書裡面有很多的東西，有趣的故事、悲傷的故事、驚人的故事還有…,1,333,0,,佩爾,用鎖骨唱歌跳舞的美.中.年…,0,333,0,,佩爾,"耶嘿, 耶嘿嘿嘿嘿嘿, 嘻嘻…",0,332,0,,莉茲,"…就是從這地方飛往奇異的世界嗎, 啊, 那..那個不是我的書嗎? 佩爾!",0,328,0,,莉茲,..剛剛這裡沒有濺到血跡之類的東西。 要儲存您的位置嗎?,1,327,0,,莉茲,位置已儲存。 佩爾… 那麼要說說全部的故事(?)嗎…?,1,327,0,,莉茲,"要是沒有什麼事的話，我從此刻開始會相當忙碌所以您快離開吧。佩爾, 要說說話嗎…?",1,327,0,0
74,Data/BGM/REVI_STONE.MP3,雷比的影像,…是個神祕的土地呢，非常特別又潔淨的大地 。是個會有神聖之物停留的地方呢。,1,505,0,,雷比的影像,"雖然是個好地方, 但是對那位來說好像有點勉強…。",0,505,0,,雷比的影像,"那麼, 應該加緊腳步去找那位吧。",0,505,0,,,,0,0,0,,雷比的影像,好像可以將位置儲存在這個樹木呢。,1,505,0,,雷比的影像,小心翼翼的探險是件好事啊。,1,505,0,,雷比的影像,沒錯。,1,505,0,0
75,,模糊的影像,不知名的同胞!我繼承母親之名，現在以領導人的身分警告你，馬上離開這塊土地!,1,585,0,,模糊的影像,我們深愛這塊土地，而這塊土地也深愛我們，但這美麗的土地卻因為我們的錯誤而受到詛咒。,1,585,0,,模糊的影像,我打算在不斷增長的黑暗勢力覆蓋世界前'關閉'這塊土地，趕快離開吧!,0,585,0,,模糊的影像,我要說的就這麼多，祝你好運…,0,585,0,,,(雖然影像消失，但似乎可以儲存位置。),1,2,0,,,(崩壞石塔產生震動，儲存完成。),1,2,0,,,(未儲存。),1,2,0,0
76,,雷尼,我來幫助您儲存!,1,323,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,雷尼,幫您儲存位置!,1,323,0,,雷尼,儲存完成! 鏘鏘鏘鏘~,1,323,0,,雷尼,請小心啊! 祝您有愉快的旅程!,1,323,0,0
77,,艾妮斯,魔法為什麼會突然開始啟動呢?,1,589,0,,艾妮斯,總之我已經趕緊將石塔設置好了，你隨時都可以儲存位置囉!,1,589,0,,,,0,0,0,,,,0,0,0,,艾妮斯,確定要儲存位置嗎?,1,589,0,,艾妮斯,位置已儲存,1,589,0,,艾妮斯,沒關係嗎?旅途愉快喔~,1,589,0,0
78,,少女的影像,"歡迎來到華納海姆啊, 旅人~",1,639,0,,少女的影像,這裡是女神賽蕾斯的孩子們住的地方，照冥王龍族和你們的方式來說的話，就是'銀之民族'。,1,639,0,,少女的影像,"真的很感謝華納海姆的主人, 尼奧爾德。",0,639,0,,少女的影像,"真是希望, 能夠繼續這樣安穩的生活下去...",0,639,0,,少女的影像,要在這裡儲存位置嗎?,1,639,0,,少女的影像,已儲存位置。,1,639,0,,少女的影像,好吧，我知道了。祝你有個愉快的旅途。,1,639,0,0
79,Data/BGM/soleil.mp3,萊莉的影像,"啊, 傑~伊~特~ 這裡可以說嗎? 啊啊, 麥克風測試, 嗯? 不是? 切。",1,344,0,,萊莉的影像,"嘿嘿, 你們好啊。歡迎你們來到世界樹的幻影。",1,339,0,,萊莉的影像,希望這裡能對想要攻略世界樹的你們帶來幫助，等級稍微設定的比較高一點，沒-關-係-嗎~? 唉唷我不管了。,0,343,0,,萊莉的影像,"這樣可以嗎? 來, 傑伊特, 那就和普拉蒂娜來進行下午茶派對，睡衣派對，枕頭大戰吧!",0,340,0,,萊莉的影像,那麼…要在石塔儲存位置嗎?,1,339,0,,萊莉的影像,已經儲存囉! 加油!,1,340,0,,萊莉的影像,唉~ 真的沒關係嗎.. 我好擔心啊...,1,343,0,0
80,,,(陽光昫煦地灑在被子上),1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,(要再睡會兒嗎?),0,0,0,,,(太陽都曬屁股啦!應該是不能再繼續睡了吧...),0,0,0,,,(就給他睡吧...),0,0,0,0
81,,,(陽光昫煦地灑在被子上),1,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,(要再睡會兒嗎?),0,0,0,,,(太陽都曬屁股啦!應該是不能再繼續睡了吧...),0,0,0,,,(就給他睡吧...),0,0,0,0
82,,奇毅,黑夜來臨的紅高粱地真是個寂寥又靜謐的地方。,1,769,0,,奇毅,當陷入緊急狀況時，這個地方曾是龍京軍隊為了保護國家與百姓們不受到外來的攻擊，因而挺身而出並佇立堅守的地方...。,1,769,0,,奇毅,而平常這裡則是人們熙來攘往、絡繹不絕的場所。,1,769,0,,奇毅,...真希望那樣的日子能再重來一遍。,0,769,0,,奇毅,總之，如果你是因為某種目的而想進入龍祭城的話，我建議你在這裡儲存你的旅行紀錄。,1,769,0,,奇毅,做得好。既然現在位置也儲存好了，那麼就盡情得享受冒險吧。,1,769,0,,奇毅,真是愚笨的選擇呢。不再考慮一下嗎?,1,769,0,0
83,,奇毅,龍祭城曾是最明亮的光芒與醜惡的黑暗所共存的場所。,1,769,0,,奇毅,雖然外面看起來光鮮亮麗，但裡面卻是明爭暗鬥、勾心鬥角。,1,769,0,,奇毅,結果父王將靈魂賣給惡魔後自詡為暴君，而變成了燦爛閃爍的金光地獄。,1,769,0,,奇毅,如果前來龍祭城的你是個胸懷正義的戰士，那我有個請求想請你幫忙。,0,769,0,,奇毅,希望你能讓被困在黑暗中的士兵們及父王安息...。還有，我建議你儲存一下這個地方的位置再行動。,1,769,0,,奇毅,做得好。為了達成目的，最需要的東西正是那徹徹底底的準備。看來真的很堅定呢。祝福你的旅行能夠順順利利。,1,769,0,,奇毅,真是愚笨的選擇呢。不再考慮一下嗎?,1,769,0,0
84,,愛麗絲的影像,吉恩蒂亞公園一直都是充滿活力的地方。,1,8,0,,愛麗絲的影像,植物園有很多有趣的生物…。,1,14,0,,愛麗絲的影像,白色平原的景色真是非常美麗又神秘。,1,14,0,,愛麗絲的影像,也有通往火山地帶的路…勸你盡可能不要靠近那個地方，因為實在太危險了。,1,14,0,,愛麗絲的影像,儲存位置好像對探索也有幫助…要怎麼做呢?,1,14,0,,愛麗絲的影像,已儲存位置。,1,6,0,,愛麗絲的影像,無儲存位置。,1,14,0,0
85,,愛麗絲的影像,這裡真是個神奇的地方。,1,6,0,,愛麗絲的影像,青空城的存在也是…。,1,18,0,,愛麗絲的影像,特別是彼翠樹林、石英洞窟有很多神秘的生命體。,1,18,0,,愛麗絲的影像,如果時間很多的話，也可以長久停留在這裡探索。會發現很多有趣的東西哦。,1,18,0,,愛麗絲的影像,儲存位置的話，以後無論何時都可輕易的再次找到位置…要怎麼做呢?,1,14,0,,愛麗絲的影像,已儲存位置。,1,6,0,,愛麗絲的影像,這樣真的可以嗎?,1,10,0,0
86,,愛麗絲的影像,這裡是小章魚聖人的棲身處。,1,8,0,,愛麗絲的影像,小章魚聖人真的是一個很可愛又親切的種族。,1,14,0,,愛麗絲的影像,如果是毫無敵意的訪客，當然是非常歡迎。,1,14,0,,愛麗絲的影像,我也會好好接待並一起渡過有益的時間。,1,14,0,,愛麗絲的影像,儲存位置的話，有各種好處也可以再回來，不錯吧?要怎麼做呢?,1,14,0,,愛麗絲的影像,已儲存位置。,1,6,0,,愛麗絲的影像,無儲存位置。,1,14,0,0
87,,愛麗絲的影像,德魯伊族真的是很了不起的人們。,1,6,0,,愛麗絲的影像,透過他們開始在這世界傳播有關法律、秩序、魔法之類的事。,1,18,0,,愛麗絲的影像,歷史上最著明、強大、美麗的存在，,1,18,0,,愛麗絲的影像,所有的特洛里居民都有家世出身。現在也是一樣。,1,18,0,,愛麗絲的影像,儲存位置的話，可以隨時再次造訪這個美麗的村莊。要怎麼做呢?,1,14,0,,愛麗絲的影像,已儲存位置。,1,6,0,,愛麗絲的影像,這樣真的可以嗎?,1,10,0,0
88,,雷比的影片,迷失方向的我們終於抵達這美麗的森林了,1,100,0,,雷比的影片,不知我們何時能親眼目睹這世上最美麗的森林,1,100,0,,雷比的影片,"可愛的精靈, 害羞又親人的花中女王..",1,100,0,,雷比的影片,花中女王雖然生性害羞但為人很親切呢,1,100,0,,雷比的影片,"儲存位置後, 不論何時都可以到這裡來",1,100,0,,雷比的影片,儲存位置了,1,100,0,,雷比的影片,您再看看想吧,1,100,0,0
89,,愛麗絲的影片,普雷伊奧斯最大的自由貿易之都!,1,18,0,,愛麗絲的影片,"這地方..是在魔王被消滅後, 因諸多事情而徬徨的我, 駐足停留許久的地方",1,18,0,,愛麗絲的影片,"善良的羅希雅姐姐, 穩重的艾皮斯",1,18,0,,愛麗絲的影片,"繁忙的都市, 善良的人們..我也感受到溫暖了呢",1,18,0,,愛麗絲的影片,"儲存位置後, 不論何時都可以到這裡來",1,18,0,,愛麗絲的影片,儲存位置了,1,18,0,,愛麗絲的影片,真的可以這麼做嗎?,1,18,0,0
90,,愛麗絲的影片,怪物的遊樂園梅林島!,1,18,0,,愛麗絲的影片,高大的樹木巨大的花朵們..這地方真神奇是吧?,1,18,0,,愛麗絲的影片,要小心梅林島最有權勢的兔子和烏龜,1,18,0,,愛麗絲的影片,聽說是有什麼不足..為了爭奪在島上的權勢從好久以前就開始吵架了,1,18,0,,愛麗絲的影片,"儲存位置後, 不論何時都可以到這裡來",1,18,0,,愛麗絲的影片,儲存位置了,1,18,0,,愛麗絲的影片,真的可以這麼做嗎?,1,18,0,0
91,,莉希歐奈的身影,佩德斯塔。高等精靈的一個分支藍色草木一族的村莊。,1,802,0,,莉希歐奈的身影,我們曾經美麗的土地，因凱魯斯而變成了惡魔之山,1,802,0,,莉希歐奈的身影,到底這個地方，能再次回到從前美好的樣子嗎?,1,802,0,,莉希歐奈的身影,請小心冷酷的惡魔凱魯斯。,1,802,0,,莉希歐奈的身影,"儲存位置後, 不論何時都可以到這裡來",1,802,0,,莉希歐奈的身影,已儲存位置,1,802,0,,莉希歐奈的身影,再考慮一下看看,1,802,0,0
