ID,_Description,_AddTime1,_Material1,_AddTime2,_Material2,_AddTime3,_Material3,_AddTime4,_Material4,_AddTime5,_Material5,_AddTime6,_Material6
700101506,?? ??(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101507,?? ??(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101508,?? ??(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101509,?? ??(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101510,??(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101511,??(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101512,??(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101513,??(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101514,??(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101515,??(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101516,??(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101517,??(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101518,??(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101519,??(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101520,??(Lv.20),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101521,?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101601,???? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101602,???? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101603,???? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101604,???? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101605,???? 1?(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101701,??? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101702,??? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101703,??? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101704,??? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101705,?? ???(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101706,?? ???(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101707,?? ???(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101708,?? ???(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101709,?? ???(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101710,???(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101711,???(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101712,???(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101713,???(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101714,???(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101715,???(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101716,???(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101717,???(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101718,???(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101719,???(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101720,???(Lv.20),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101721,?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
80802181,?? ★ ?????,240,190197301,0,0,0,0,0,0,0,0,0,0
80302181,?? ★ ????,240,190197301,0,0,0,0,0,0,0,0,0,0
80702181,?? ★ ?????,240,190197301,0,0,0,0,0,0,0,0,0,0
80402181,?? ★ ????,240,190197301,0,0,0,0,0,0,0,0,0,0
80102181,?? ★ ???,240,190197301,0,0,0,0,0,0,0,0,0,0
81202181,?? ★ ?????,240,190197301,0,0,0,0,0,0,0,0,0,0
80202181,?? ★ ??????,240,190197301,0,0,0,0,0,0,0,0,0,0
81002181,?? ★ ??????,240,190197301,0,0,0,0,0,0,0,0,0,0
80902281,?? ★ ??????,240,190197301,0,0,0,0,0,0,0,0,0,0
80202381,?? ★ ????,240,190197301,0,0,0,0,0,0,0,0,0,0
80802281,?? ★ ?????,240,190197301,0,0,0,0,0,0,0,0,0,0
80302281,?? ★ ?????,240,190197301,0,0,0,0,0,0,0,0,0,0
81202281,?? ★ ?????,240,190197301,0,0,0,0,0,0,0,0,0,0
80902181,?? ★ ?????,240,190197302,0,0,0,0,0,0,0,0,0,0
80702281,?? ★ ??????,240,190197302,0,0,0,0,0,0,0,0,0,0
80102281,?? ★ ??????,240,190197302,0,0,0,0,0,0,0,0,0,0
80402281,?? ★ ????,240,190197302,0,0,0,0,0,0,0,0,0,0
81002281,?? ★ ??????,240,190197302,0,0,0,0,0,0,0,0,0,0
80202281,?? ★ ????,240,190197302,0,0,0,0,0,0,0,0,0,0
80902581,?? ★ ????,240,190197302,0,0,0,0,0,0,0,0,0,0
80202481,?? ★ ????,240,190197302,0,0,0,0,0,0,0,0,0,0
80802381,?? ★ ?????,240,190197302,0,0,0,0,0,0,0,0,0,0
80702381,?? ★ ????,240,190197302,0,0,0,0,0,0,0,0,0,0
80102381,?? ★ ????,240,190197302,0,0,0,0,0,0,0,0,0,0
80102481,?? ★ ??,240,190197302,0,0,0,0,0,0,0,0,0,0
80402581,?? ★ ??????,240,190197302,0,0,0,0,0,0,0,0,0,0
80602181,?? ★ ????,240,190197302,0,0,0,0,0,0,0,0,0,0
81302181,?? ★ ????,240,190197302,0,0,0,0,0,0,0,0,0,0
81402181,?? ★ ????,240,190197302,0,0,0,0,0,0,0,0,0,0
80502181,?? ★ ????,240,190197302,0,0,0,0,0,0,0,0,0,0
700101801,?? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101802,?? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101803,?? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101804,?? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101805,?? ??(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101806,?? ??(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101807,?? ??(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101808,?? ??(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101809,?? ??(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101810,??(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101811,??(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101812,??(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101813,??(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101814,??(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101815,??(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101816,??(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101817,??(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101818,??(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101819,??(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101901,??? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101902,??? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101903,??? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101904,??? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101905,?? ???(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101906,?? ???(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101907,?? ???(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101908,?? ???(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101909,?? ???(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101910,???(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101911,???(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101912,???(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101913,???(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101914,???(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101915,???(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101916,???(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101917,???(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101918,???(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101919,???(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102101,?? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102102,?? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102103,?? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102104,?? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102105,?? ??(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102106,?? ??(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102107,?? ??(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102108,?? ??(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102109,?? ??(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102110,??(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102111,??(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102112,??(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102113,??(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102114,??(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102115,??(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102116,??(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102117,??(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102118,??(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102119,??(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102201,?? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102202,?? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102203,?? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102204,?? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102205,?? ??(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102206,?? ??(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102207,?? ??(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102208,?? ??(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102209,?? ??(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102210,??(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102211,??(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102212,??(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102213,??(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102214,??(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102215,??(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102216,??(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102217,??(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102218,??(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102219,??(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
80602281,?? ★ ????,240,190197302,0,0,0,0,0,0,0,0,0,0
81302281,?? ★ ????,240,190197302,0,0,0,0,0,0,0,0,0,0
81402281,?? ★ ?????,240,190197302,0,0,0,0,0,0,0,0,0,0
80502281,?? ★ ????,240,190197302,0,0,0,0,0,0,0,0,0,0
700102301,???? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102302,???? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102303,???? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102304,???? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102305,?? ????(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102306,?? ????(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102307,?? ????(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102308,?? ????(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102309,?? ????(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102310,????(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102311,????(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102312,????(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102313,????(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102314,????(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102315,????(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102316,????(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102317,????(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102318,????(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102319,????(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102320,????(Lv.20),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102321,?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102401,??? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102402,??? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102403,??? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102404,??? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102405,?? ???(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102406,?? ???(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102407,?? ???(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102408,?? ???(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102409,?? ???(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102410,???(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102411,???(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102412,???(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102413,???(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102414,???(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102415,???(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102416,???(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102417,???(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102418,???(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102419,???(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102501,?? ?(Lv.1),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102502,?? ?(Lv.2),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102503,?? ?(Lv.3),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102504,?? ?(Lv.4),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102505,?? ??(Lv.5),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102506,?? ??(Lv.6),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102507,?? ??(Lv.7),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102508,?? ??(Lv.8),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102509,?? ??(Lv.9),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102510,??(Lv.10),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102511,??(Lv.11),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102512,??(Lv.12),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102513,??(Lv.13),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102514,??(Lv.14),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102515,??(Lv.15),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102516,??(Lv.16),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102517,??(Lv.17),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102518,??(Lv.18),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102519,??(Lv.19),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102520,??(Lv.20),720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102521,?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
20296001,???? ??,720,190172207,0,0,0,0,0,0,0,0,0,0
30196001,???? ??,720,190172207,0,0,0,0,0,0,0,0,0,0
700100223,???? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100222,???? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100225,??? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100224,??? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100323,???? ?? ?????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100322,???? ?????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100325,??? ?? ?????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100324,??? ?????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100423,???? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100422,???? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100425,??? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100424,??? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100523,???? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100522,???? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100525,??? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100524,??? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100623,???? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100622,???? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100625,??? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100624,??? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100723,???? ?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100722,???? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100725,??? ?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100724,??? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100823,???? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100822,???? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100825,???? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100824,???? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100923,???? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100922,???? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100925,???? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700100924,???? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101123,???? ?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101122,???? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101125,??? ?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101124,??? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101023,???? ?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101022,???? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101025,??? ?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101024,??? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101223,???? ?? ?????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101222,???? ?????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101225,??? ?? ?????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101224,??? ?????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101423,??? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101422,??? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101425,???? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101424,???? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101323,??? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101322,??? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101325,???? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101324,???? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101523,???? ?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101522,???? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101525,??? ?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101524,??? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101723,???? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101722,???? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101725,??? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101724,??? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101823,???? ?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101822,???? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101825,??? ?? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101824,??? ??,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101923,???? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101922,???? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101925,??? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700101924,??? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102123,???? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102122,???? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102125,??? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102124,??? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102223,???? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102222,???? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102225,??? ?? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102224,??? ????,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102423,???? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102422,???? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
700102425,??? ?? ???,720,190170101,1440,190170104,2160,190170105,360,190170106,720,190170107,0,0
