ID,_CutInImage,_Npcname,_Message,_EventType1,_TypeID1,_Text1,_EventType2,_TypeID2,_Text2,_EventType3,_TypeID3,_Text3,_EventType4,_TypeID4,_Text4,_EventType5,_TypeID5,_Text5,_EventType6,_TypeID6,_Text6
1191,51,賽蘿,好可愛…快來看看可愛的同伴寵物喔!,2,1911,1. 購買寵物物品,10,11911,2. 領養特殊的寵物,10,11912,3. 寵物活動,10,11913,4. [活動]領養特殊的寵物,0,0,,0,0,
1192,224,可兒,"物,物, 物品保管處……。 (害羞)",1,70400,1. 想要進行對話,0,0,,0,0,,0,0,,0,0,,0,0,
1193,0,,歐嗯,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
1194,226,艾瑪,需要的東西這裡都有!哈哈。,1,70300,1. 想要進行對話,2,1941,2. 道具交易,2,1942,3. 拼圖和魔盒,4,11941,4. 任務,0,0,,0,0,
1195,227,麥考伊,有需要武器嗎?請挑挑看吧，想要哪一個呢?,1,70100,1. 想要進行對話,4,1951,2. 任務,2,195301,3. 武器交易(物理系列),2,195303,4. 武器交易(魔法系列),2,195302,5. 武器交易(副職業),0,0,
1196,228,魯道夫,嗯∼我有防具，也有為了新職業的東西。,1,70200,1. 想要進行對話,2,1962,2. 交易防具,4,11961,3. 任務,0,0,,0,0,,0,0,
1197,229,瑪利,嗯嗯，就交給我瑪利!,1,70900,1. 想要進行對話,4,197,2. 任務,10,11971,3. 交易任務物品,0,0,,0,0,,0,0,
1198,230,歐瑟,招集各位紳士淑女們。,1,70500,1. 想要進行對話,4,11982,2. 任務,0,0,,0,0,,0,0,,0,0,
1199,231,賽巴斯汀,…你叫我嗎?,1,70600,1. 想要進行對話,4,1991,2. 任務,0,0,,0,0,,0,0,,0,0,
1200,232,情人,光榮的史塔亞林克拉特!,1,70700,1. 想要進行對話,4,200,2. 任務,0,0,,0,0,,0,0,,0,0,
1215,234,保羅大人,喔∼冒險家 Baby!我就是有魅力的小章魚 保羅大人~?,1,101010011,1. 對話,4,215,2. 接取任務,2,2151,3. 道具交易,0,0,,0,0,,0,0,
1216,236,科基莉亞,"我是負責艾特瓦勒銀河團的物品管理師，是""克洛斯特""的外派職員。",1,801000,1. 對話,4,801,2. 任務,0,0,,0,0,,0,0,,0,0,
1217,237,歐羅拉,這裡有精靈星雲的許多物品喔!,1,802000,1. 對話,4,802,2. 任務,2,2171,3. 道具交易,2,2172,4. 拼圖和魔盒,0,0,,0,0,
1218,238,特爾皮特,希望托勒的霹靂之槌會與你同在!,1,803000,1. 對話,4,2181,2. 任務,2,2182,3. 交易防具,0,0,,0,0,,0,0,
1219,239,米爾卡,我是從阿法普來的米爾卡。,1,804000,1. 對話,4,2191,2. 任務,2,219301,3. 武器交易(物理系列),2,219303,4. 武器交易(魔法系列),2,219302,5. 武器交易(副職業),0,0,
1220,240,史諾,你好，是從遠處來的旅行家啊。,1,805000,1. 對話,4,805,2. 任務,0,0,,0,0,,0,0,,0,0,
1221,241,索爾,我的名字叫索爾，是太陽的索爾。,1,806000,1. 對話,4,2211,2. 任務,0,0,,0,0,,0,0,,0,0,
1222,242,露娜,我的名字叫露娜，是月亮的露娜!,1,807000,1. 對話,4,12221,2. 任務,0,0,,0,0,,0,0,,0,0,
1223,311,愛因斯特,歡迎來到聯合公會，朋友。,1,102010000,1. 對話,4,10011,2. 任務,2,223302,3. 武器交易(副職業),10,2231,4. 交易暴風監視者聲望物品,0,0,,0,0,
1224,312,夏拉亞賽蘿,歡迎你!這裡是是提供聯合公會最棒的啤酒和餐點以及防禦力的[銀光盾牌酒店]!,1,102020001,1. 對話,4,2241,2. 任務,2,122401,3. 倉庫,2,122402,4. 虛寶領取,0,0,,0,0,
1225,314,雷娜夏伊蓮,聯合公會的啤酒可是最棒的呢…。嗯?找我有什麼事情嗎?,1,102030000,1. 對話,4,1003,2. 任務,10,2251,3. 交易銀色腳趾聲望物品,0,0,,0,0,,0,0,
1226,317,傑伊特,歡迎光臨。 %s。,1,102040000,1. 對話,4,1004,2. 任務,1,102080000,3. 移動,10,2261,4. 交易無限迴廊聲望物品,0,0,,0,0,
1227,318,少女,啊啊啊，好煩啊…。!,1,102050000,1. 對話,4,2272,2. 任務,0,0,,0,0,,0,0,,0,0,
1228,319,魔法師,你好，旅行還順利嗎?,1,102060000,1. 對話,9,100401,2. 利用迴廊,0,0,,0,0,,0,0,,0,0,
1229,319,魔法師,歡迎來到∼無限~迴廊!嗯，請往這邊來!,1,102070000,1. 對話,4,2291,2. 任務,9,100402,3. 利用迴廊,10,229,4. 兌換限時闖關副本物品,4,21969,5. 每日任務,0,0,
1230,321,聯合公會守衛,歡迎來到聯合公會。,1,103501000,1. 對話,4,12301,2. 任務,0,0,,0,0,,0,0,,0,0,
1231,321,聯合公會守衛,停止，這前面可是很危險的。,1,103502000,1. 對話,4,2311,2. 任務,0,0,,0,0,,0,0,,0,0,
1232,323,雷尼,非常感謝您使用公會箱!,1,103503000,1. 對話,2,2321,2. 道具交易,2,2322,3. 拼圖和魔盒,4,12321,4. 任務,0,0,,0,0,
1233,329,佩爾,嘿…這本書是在某個書架上…喔，看起來很有趣喔…。,1,104501000,1. 對話,4,2331,2. 接取任務,0,0,,0,0,,0,0,,0,0,
1234,327,莉茲,知識的神殿，歡迎來到佩爾法。,1,104502000,1. 對話,10,2341,2. 交易佩爾法聲望物品,4,2341,3. 接受任務,2,12341,4. 道具交易,0,0,,0,0,
1235,345,精英游擊兵,嗯…傷口看來不會那麼簡單就復原的…。,1,104503000,1. 對話,4,2352,2. 任務,4,2351,3. 副本任務,0,0,,0,0,,0,0,
1236,335,德古氏,喔喔，請說吧，我會盡可能幫助你的。,1,104504000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
1237,340,萊莉,我是萊莉，是亞普和因的魔法師。,1,104506000,1. 對話,4,1015,2. 接取任務,0,0,,0,0,,0,0,,0,0,
1238,207,普拉蒂娜,多虧你，這樣才可以交到朋友，你真的是很活躍的人。,1,104505000,1. 對話,2,2381,2. 道具交易,2,2392,3. 拼圖和魔盒,0,0,,0,0,,0,0,
1239,323,雷尼,非常感謝您使用公會箱!,1,103503000,1. 對話,2,2391,2. 道具交易,2,2392,3. 拼圖和魔盒,4,90006,4. 任務,0,0,,0,0,
1240,243,佩爾柯特,這裡是鋼鐵都市最棒的整備所!,1,19000100,1. 對話,2,240301,2. 武器交易(物理系列),2,240303,3. 武器交易(魔法系列),2,240302,4. 武器交易(副職業),0,0,,0,0,
1241,244,米哥安,佩爾柯特老師正在給予協助!,1,19001100,1. 對話,4,2411,2. 任務,0,0,,0,0,,0,0,,0,0,
1242,245,科洛安,我正在操控化學製品…。,1,19002100,1. 對話,2,24220,2. 交易防具,0,0,,0,0,,0,0,,0,0,
1243,248,柯賽兒,…歡迎…光臨。,1,19003100,1. 對話,4,12431,2. 任務,0,0,,0,0,,0,0,,0,0,
1244,247,普拉烏,歡迎光臨，客人，有什麼需要幫助的嗎?,1,19004100,1. 對話,2,2441,2. 道具交易,0,0,,0,0,,0,0,,0,0,
1245,246,M.D.,Com'n Cool Kid。,1,19005100,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
1246,249,春植,我正在等待勇士你!,4,1024,1. 任務,2,2461,2. 道具交易,2,2462,3. 拼圖和魔盒,0,0,,0,0,,0,0,
1247,250,肥肥春植君,呵呵∼歡迎你，歡迎∼,4,1025,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
1248,251,瘦小春值君,…嘿，歡迎歡迎-,4,1026,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
1257,252,燕爾,姐姐們好想你啊…。,1,8700200,1. 對話,4,8702,2. 瞭解任務,0,0,,0,0,,0,0,,0,0,
1258,253,芙蓉,你是從內地來的人嗎?,1,8700300,1. 對話,4,8703,2. 瞭解任務,0,0,,0,0,,0,0,,0,0,
1259,254,梨花,我叫做梨花。,1,8700400,1. 對話,4,8704,2. 瞭解任務,2,2591,3. 交易回歸用物品,0,0,,0,0,,0,0,
1260,255,村長,(陸地上的人最近還真長出現啊…嗯。 ),1,8700500,1. 對話,4,8705,2. 瞭解任務,0,0,,0,0,,0,0,,0,0,
1261,257,黑斑少女,你好啊∼,1,92000100,1. 想要進行對話,2,2611,2. 道具交易,4,12611,3. 任務,0,0,,0,0,,0,0,
1262,258,咬著鐵管的男人,……這個還真有趣。,1,92010100,1. 想要進行對話,4,12621,2. 任務,0,0,,0,0,,0,0,,0,0,
1263,259,雙面紳士,不能說明的和不存在的是類似的。,1,92030100,1. 想要進行對話,0,0,,0,0,,0,0,,0,0,,0,0,
1264,260,雙面紳士,如果是實際存在的，那麼就不需要說明瞭。,1,92040100,……….,0,0,,0,0,,0,0,,0,0,,0,0,
1265,261,無形者,卡--擦!咖咖咖咖---!,1,92050100,1. 想要進行對話,0,0,,0,0,,0,0,,0,0,,0,0,
1266,263,阿權,上善是若水，好的人生就如同水的法則一樣。,1,93000100,1. 想要進行對話,4,9300,2. 瞭解任務,0,0,,0,0,,0,0,,0,0,
1267,264,小藍,天空和大地會有盡頭，那時間也會有結束的一天嗎 ?,1,93010100,1. 想要進行對話,4,9301,2. 瞭解任務,0,0,,0,0,,0,0,,0,0,
1268,266,希儀莎,嗚哇汪!嗚摳啦能!,1,93020100,1. 想要進行對話,4,9302,2. 瞭解任務,2,2681,3. 道具交易,2,2682,4. 拼圖和魔盒,0,0,,0,0,
1269,267,史德拉,哇哇，客人!萬歲∼萬歲∼歡迎你∼,1,93070000,1. 有好奇的事情,4,9307,2. 瞭解任務,9,269,3. 搭乘基礎號,0,0,,0,0,,0,0,
1270,268,史德拉?,嘿嘿∼歡迎歡迎,1,93080000,1. 辛苦了,4,9308,2. 我被委託這個了,9,270,3. 搭乘比佛羅斯特旅客船,0,0,,0,0,,0,0,
1271,269,伊修塔樂,我會死守現在這個位置的!,1,94010000,1. 對話,4,9401,2. 瞭解任務,2,271301,3. 武器交易(物理系列),2,271303,4. 武器交易(魔法系列),2,271302,5. 武器交易(副職業),0,0,
1272,292,破碎的貝特,(沒有反應，稍微運作了一下又停止了，不知道是不是壞掉了。),0,0,…….,0,0,,0,0,,0,0,,0,0,,0,0,
1273,294,卡特,你是所謂的<人類>嗎?我第一次見到這樣的人∼因為我才剛出生不到7小時。,1,94030000,1. 對話,4,9403,2. 瞭解任務,0,0,,0,0,,0,0,,0,0,
1274,279,菲莉亞,歡迎來到水耕農場!,1,94040000,1. 提高警戒,4,274,2. 瞭解任務,2,2741,3. 道具交易,2,2742,4. 拼圖和魔盒,0,0,,0,0,
1275,295,沃參,噹噹噹~嗯。,1,94050000,1. 用訝異的眼神看著,4,9405,2. 瞭解任務,0,0,,0,0,,0,0,,0,0,
1276,296,柯鬥,亞斯卡勒特可以再奮戰個 10年!就交給我吧!,1,94060000,1. 對話,4,9406,2. 瞭解任務,1,94060071,3. 閒聊,0,0,,0,0,,0,0,
1277,283,莎拉斯芭蒂,"H-E-L-L-O, 超時空網路歡迎你!我是莎拉斯芭蒂。",1,94070000,1. 對話,4,277,2. 瞭解任務,0,0,,0,0,,0,0,,0,0,
1278,297,謎樣,Lon Goibon Firalaine Gloveldbarad?,1,94099009,完..完全不知道在說什麼;,0,0,,0,0,,0,0,,0,0,,0,0,
1279,299,謎樣,Waldirskilde Nevrenrothas Gloinador Mandosdaegil Aesir Udenmajis。,1,94099009,雖然不能瞭解到底在講什麼..但表情看起來變得不一樣了，靠近去看看吧。,0,0,,0,0,,0,0,,0,0,,0,0,
1280,301,霍爾,…呼，多虧有你，我的精神才可以振作起來，謝謝你。,4,9410,1. 瞭解任務。,0,0,,0,0,,0,0,,0,0,,0,0,
1281,289,雷克德& 昆利,歡迎你，勇敢的冒險家。,1,94110000,1. 對話,0,0,,0,0,,0,0,,0,0,,0,0,
1282,489,卡比,你有需要些什麼嗎?還是有什麼東西要給我呢? (紮眼),1,119603000,1. 對話,4,12821,2. 任務,0,0,,0,0,,0,0,,0,0,
1283,490,娜比,透過特沃夫纖細巧手所製作的特製強化物品…!每個都是不一樣的喔。 (不悅),1,119604000,1. 對話,4,12831,2. 任務,0,0,,0,0,,0,0,,0,0,
1284,490,塔比,就像是全新的中古…，不對不對，是從外地輸入而來的物品!(緊張),1,119605000,1. 對話,2,2841,2. 道具交易,2,2842,3. 拼圖和魔盒,4,12841,4. 任務,0,0,,0,0,
1285,489,拉比,你需要力量嗎?那麼…我就給你吧! (感動),1,119606000,1. 對話,2,285302,2. 武器交易(副職業),4,12851,3. 任務,0,0,,0,0,,0,0,
1286,489,艾比,歡迎來到利利樂!,1,119601000,1. 對話,9,286,2. 離開利利樂,4,2891,3. 任務,0,0,,0,0,,0,0,
1287,492,巴勒夏,請一同守護利利樂的美麗大地!,1,119602000,1. 對話,4,2871,2. 接取任務,0,0,,0,0,,0,0,,0,0,
1288,491,達比,延續著星星守護者的後裔的旨意，我正在守護著星星的故鄉利利樂! (真摯),4,2881,1. 接取任務。,4,2882,2. 聲望任務,10,2881,3. 交易星星守護者的後裔聲望物品,0,0,,0,0,,0,0,
1289,350,卡塔琳娜,我會讓你與從其他島來的商人們見面的。,1,8300,1. 想要進行對話,4,8300,2. 瞭解任務,0,0,,0,0,,0,0,,0,0,
1290,351,冰女,嘿嘿，我是雪爾奇族的冰女?。,1,8811300,1. 想要進行對話,4,12901,2. 瞭解任務,0,0,,0,0,,0,0,,0,0,
1291,353,影子忍者王,啊搭…(…)。,1,116651800,1. 想要進行對話,4,1291,2. 瞭解任務,0,0,,0,0,,0,0,,0,0,
1292,355,珍,叮叮叮，歐喝-荒野的旅客，吟遊詩人當場!,1,116651900,1. 想要進行對話,4,10087,2. 瞭解任務,0,0,,0,0,,0,0,,0,0,
1293,200,納伊,我是在試驗奧利佛大陸軍秘密裝備的納伊元帥!,1,116647000,1. 想要進行對話,4,293,2. 瞭解任務,9,2931,3. 搭乘氣球,0,0,,0,0,,0,0,
1294,200,納伊,…我是不會遇到挫折的!,1,116647000,1. 想要進行對話,4,294,2. 瞭解任務,0,0,,0,0,,0,0,,0,0,
1295,327,莉茲,我還是第一次來到這麼沉悶的地方呢!,1,125601000,1. 想要進行對話,4,12951,2. 任務,10,12951,3. 佩爾法聲望物品交易,2,12951,4. 道具交易,10,12952,5. 兌換崩壞之塔物品,0,0,
1296,319,法師,歡迎你~我一定會盡力協助你的!,1,125602000,1. 想要進行對話,4,12961,2. 任務,9,100403,3. 利用迴廊,0,0,,0,0,,0,0,
1297,317,傑伊特,我正在調查這個地區的由來。,1,125603000,1. 想要進行對話,4,12971,2. 任務,0,0,,0,0,,0,0,,0,0,
1298,311,愛因斯特,萬事小心!四周隨時都有兇狠的黑暗生物在伺機而動!,1,125604000,1. 想要進行對話,4,12981,2. 任務,0,0,,0,0,,0,0,,0,0,
1299,246,M.D.,Com'n Cool Kid.,1,131601000,1. 對話,4,12991,2. 任務,2,12991,3. 道具交易,10,12991,4. 兌換深夜餐廳配方,0,0,,0,0,
1300,318,公園的少女,啊啊- 我一直在等你呢~!!,4,13001,1. 打聽任務。,4,13004,2. 打聽副本任務。,10,13004,3. 旅行者的硬幣兌換,2,13005,4. 道具交易,0,0,,0,0,
1301,311,愛因斯特,"要再來吉恩蒂亞公園唷, 冒險家~",4,13011,1. 打聽副本任務。,0,0,,0,0,,0,0,,0,0,,0,0,
2001,119,穆亞,慶祝穆亞伺服器開放吧!,4,20011,1. 請來領取禮物喔~!,0,0,,0,0,,0,0,,0,0,,0,0,
2002,119,穆亞,快點來穆亞伺服器喔!,4,20021,1. 請來領取禮物喔~!,0,0,,0,0,,0,0,,0,0,,0,0,
2003,131,傑利,喔，我才一下子不在位置上，就有沒有見過的人來了啊- 這樣讓我的心情感覺∼還不賴。,4,20031,1. 前往醜頭怪巢穴!,0,0,,0,0,,0,0,,0,0,,0,0,
2004,145,卡茲諾,喔，感謝您這麼熱愛彩虹島物語。,4,20041,1. 領取黃金羊毛手套,0,0,,0,0,,0,0,,0,0,,0,0,
2005,201,卡蒂亞•舒,感謝各位的支持，那麼將來也請各位多多幫忙了。,4,20051,"1. 領取黃金羊上衣, 經驗值秘藥",0,0,,0,0,,0,0,,0,0,,0,0,
2006,203,範繼宇,哇啊!太興奮了!熱鬧的景象，看以來真好!,4,20061,1. 領取黃金羊毛鞋,0,0,,0,0,,0,0,,0,0,,0,0,
2007,534,黑月公主,嗯，感謝你這麼支持，再次感謝你能夠與彩虹島物語同在。,4,20071,"1. 領取黃金羊帽子, 黃金羊短褲, 經驗值秘藥",0,0,,0,0,,0,0,,0,0,,0,0,
2008,131,傑利,真是麻煩∼活動完全不是合我，我要回去了。,4,20081,1. 前往醜頭怪巢穴!,0,0,,0,0,,0,0,,0,0,,0,0,
2009,131,傑利,你好，小子，好久不見啊!你是我第一次見到的小子嗎?哈哈。,4,20091,1. 前往醜頭怪巢穴!,0,0,,0,0,,0,0,,0,0,,0,0,
2010,131,傑利,喔，歡迎歡迎。,4,20101,1. 前往醜頭怪巢穴!,0,0,,0,0,,0,0,,0,0,,0,0,
2011,97,惠宗,還不快參加333活動~喔哼~~,4,20111,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2012,97,惠宗,還不快參加333活動~喔哼~~,4,20121,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2013,97,惠宗,還不快參加333活動~喔哼~~,4,20131,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2014,97,惠宗,還不快參加333活動~喔哼~~,4,20141,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2015,131,傑利,你就是時尚王!喔耶~ 請隨意的裝扮吧!,4,20151,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2016,131,傑利,你就是時尚王!喔耶~ 請隨意的裝扮吧!,4,20161,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2017,131,傑利,你就是時尚王!喔耶~ 請隨意的裝扮吧!,4,20171,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2018,131,傑利,你就是時尚王!喔耶~ 請隨意的裝扮吧!,4,20181,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2019,312,夏拉亞賽蘿,我們會確實地擊射的，加油!,4,20191,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2020,71,夏洛,我們會確實地擊射的，加油!,4,20201,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2021,351,冰女,我們會確實地擊射的，加油!,4,20211,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2022,157,傑瑞,我們會確實地擊射的，加油!,4,20221,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2023,134,小藍,我們會確實地擊射的，加油!,4,20231,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2024,221,安娜史塔莎,我們會確實地擊射的，加油!,4,20241,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2025,514,神官希穆勒克,我們會確實地擊射的，加油!,4,20251,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2026,227,麥考伊,我們會確實地擊射的，加油!,4,20261,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2027,162,艾薩克神父,我喜歡……我愛你!,4,20271,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2028,27101102,樹木大使,星期四艾利亞斯超迷你樹木會產生巨大的變化喔!,4,20281,1. 任務,10,20281,2. 兌換,0,0,,0,0,,0,0,,0,0,
2029,27101101,樹木大使,植樹節就是要種樹!,4,20291,1. 任務,10,20291,2. 兌換,0,0,,0,0,,0,0,,0,0,
2030,27101101,樹木大使,尋找種吧種吧樹木王。,4,20301,1. 任務,10,20301,2. 兌換,0,0,,0,0,,0,0,,0,0,
2031,27101101,樹木大使,我們來呼喊彩虹島物語吧~,10,20311,1. 兌換,0,0,,0,0,,0,0,,0,0,,0,0,
2032,131,傑利,要不要和我一起慶祝呀?,4,20321,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2033,131,傑利,要不要和我一起慶祝呀?,4,20331,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2034,131,傑利,要不要和我一起慶祝呀?,4,20341,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2035,131,傑利,要不要和我一起慶祝呀?,4,20351,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2036,115,喬艾,嗯?需要5月活動任務?嗯嗯!我聽聽看!,4,20361,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2037,534,黑月公主,配合5月活動，我就特殊答應讓你幫我吧!,4,20371,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2038,131,傑利,呼喊彩虹島物語~~~,10,20321,1. 活動兌換,0,0,,0,0,,0,0,,0,0,,0,0,
2039,96,海樂妮,哇~奧運~~,4,20391,1. 任務,2,20391,2. 兌換加油物品,0,0,,0,0,,0,0,,0,0,
2040,97,惠宗,呵呵呵~替人加油超開心的~,4,20401,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2041,98,雷比亞倫斯,勇者在哪~~,4,20411,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2042,98,雷比亞倫斯,勇者在哪~~,4,20421,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2043,98,雷比亞倫斯,勇者在哪~~,4,20431,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2044,98,雷比亞倫斯,勇者在哪~~,4,20441,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2045,98,雷比亞倫斯,勇者在哪~~,4,20451,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2046,98,雷比亞倫斯,勇者在哪~~,4,20461,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2047,249,奉春植,歡迎歡迎~,4,20471,1. 任務,10,20472,2. 兌換彩虹島世界兌換券,2,20471,3. 活動物品交易,0,0,,0,0,,0,0,
2048,250,肥肥奉春植,哈哈哈!歡樂的彩虹島物語!,4,20481,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2049,250,肥肥奉春植,哈哈哈!歡樂的彩虹島物語!,4,20491,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2050,98,雷比亞倫斯,勇者在哪~~,4,20501,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2051,98,雷比亞倫斯,勇者在哪~~,4,20511,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2052,98,雷比亞倫斯,勇者在哪~~,4,20521,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2053,98,雷比亞倫斯,勇者在哪~~,4,20531,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2054,98,雷比亞倫斯,勇者在哪~~,4,20541,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2055,98,雷比亞倫斯,勇者在哪~~,4,20551,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2056,327,莉茲,歡迎來到知識的殿堂~,4,20561,1. 任務,9,20561,2. 移動至BOSS房間,0,0,,0,0,,0,0,,0,0,
2057,327,莉茲,歡迎來到知識的殿堂~,4,20571,1. 任務,9,20571,2. 移動至BOSS房間,0,0,,0,0,,0,0,,0,0,
2058,327,莉茲,歡迎來到知識的殿堂~,4,20581,1. 任務,9,20581,2. 移動至BOSS房間,0,0,,0,0,,0,0,,0,0,
2059,327,莉茲,歡迎來到知識的殿堂~,4,20591,1. 任務,9,20591,2. 移動至BOSS房間,0,0,,0,0,,0,0,,0,0,
2060,327,莉茲,請問你…你有去過知…知識的殿堂嗎? (結結巴巴),4,20601,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2061,329,佩爾,嗯…這本書是在哪個書櫃…喔~看起來好像滿有趣的…,4,20611,1. 任務,2,20611,2. 活動用物品交易,0,0,,0,0,,0,0,,0,0,
2062,96,海樂妮,祝你中秋節愉快!,4,20621,1. 任務,2,20621,2. 活動用物品交易,0,0,,0,0,,0,0,,0,0,
2063,131,傑利,這裡就是陰森村莊?確實有幾分陰森…,4,20631,1. 任務,2,20631,2. 活動用物品交易,0,0,,0,0,,0,0,,0,0,
2064,218,魯娜蕾希,歡樂的萬聖節來囉!,4,20642,1. 任務,10,20641,2. 活動用物品交易,10,20642,3. 超級瑪麗活動兌換,0,0,,0,0,,0,0,
2065,131,傑利,哈~釣魚嗎…,4,20651,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2066,207,Hot!普拉蒂娜,活動用,4,20661,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2067,207,Hot!普拉蒂娜,活動用,4,20671,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2068,207,Hot!普拉蒂娜,活動用,4,20681,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2069,351,12月 冰女,活動用,4,20691,1. 任務,2,20691,2. 活動物品交易,0,0,,0,0,,0,0,,0,0,
2070,10011002,愛麗絲聖誕老人,哈哈哈~開心的聖誕節活動唷~!,4,20701,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2071,10011001,雷比魯道夫,哈哈哈~開心的聖誕節活動唷~!,4,20711,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2072,10011001,雷比魯道夫,再多加點油~!,4,20721,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2073,10011001,雷比魯道夫,恭喜你抵達終點囉!!,4,20731,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2074,207,Hot! 普拉蒂娜,彩虹島物語五色活動~,4,20741,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2075,207,Hot! 普拉蒂娜,彩虹島物語五色活動~,4,20751,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2076,207,Hot! 普拉蒂娜,彩虹島物語五色活動~,4,20761,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2077,249,彩虹島世界 奉春植,歡迎來到彩虹島世界!,4,20771,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2078,250,彩虹島世界 肥胖奉春植,彩~虹~島~世~界~,4,20781,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2079,250,彩虹島世界 肥胖奉春植,歡迎你!!你是第一次來參加滑雪季嗎? …我也是呢!,4,20791,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2080,351,Hot Time 冰女,呵呵~我是雪爾奇的 冰女?,4,20801,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2081,351,Hot Time 冰女,呵呵~我是雪爾奇的 冰女?,4,20811,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2082,351,Hot Time 冰女,呵呵~我是雪爾奇的 冰女?,4,20821,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2083,351,Hot Time 冰女,呵呵~我是雪爾奇的 冰女?,4,20831,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2084,245,春節科洛安,我正在準備春節的禮品呢…,4,20841,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2085,232,情人,受大家★喜愛的甜蜜蜜白色情人節唷!,10,20851,1. 兌換糖果,0,0,,0,0,,0,0,,0,0,,0,0,
2086,123,新生 穆亞,新學期囉~專屬於穆亞伺服器的特殊禮物喔!!,4,20861,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2087,258,煙斗先生,嗯..新學期囉!大家要乖乖上學唷!,4,20871,1. 任務,10,20881,2. 新學期兌換,0,0,,0,0,,0,0,,0,0,
2088,78,新學期 碧安卡,新學期囉~~可以看到好多人唷!,4,20881,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
2089,27101103,植樹節 樹木王,和彩虹島物語一起在植樹節種下希望的種子吧!!,4,20891,1. 任務,10,20891,2. 植樹節活動兌換,0,0,,0,0,,0,0,,0,0,
