ID,_EffectRequire1_ID,_EffectRequire1_Value1,_Normal_Attack,_EffectRequire2_ID,_EffectRequire2_Value1,_Normal_Attack2,_EffectRequire3_ID,_EffectRequire3_Value1,_Heavy_Attack,_EffectRequire4_ID,_EffectRequire4_Value1,_Heavy_Attack2,_EffectRequire5_ID,_EffectRequire5_Value1,_Light_Attack,_EffectRequire6_ID,_EffectRequire6_Value1,_Light_Attack2,_EffectRequire7_ID,_EffectRequire7_Value1,_Strong_Attack,_EffectRequire8_ID,_EffectRequire8_Value1,_Strong_Attack2
39049,0,0,42,0,0,0,0,0,50,0,0,0,1,21013164,72,0,0,74,0,0,0,0,0,0
39050,0,0,0,0,0,0,0,0,0,0,0,0,1,21013164,72,0,0,74,0,0,0,0,0,0
39072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0
39081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0
39082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24000181,83,0,0,0
40006,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40016,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40017,0,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40018,0,0,40,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40020,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40040,0,0,41,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40041,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40046,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40048,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40049,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41006,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41016,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41017,0,0,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41018,0,0,40,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41040,0,0,41,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41041,0,0,42,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41042,0,0,43,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41043,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41046,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41047,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41049,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41050,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43006,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43016,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43017,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43018,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43020,0,0,0,0,0,0,0,0,49,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
43040,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43041,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43042,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43043,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43044,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43045,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43046,0,0,42,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
43048,0,0,0,0,0,0,0,0,49,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
43049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
43050,0,0,42,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43051,0,0,54,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43052,0,0,54,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0
43073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0
43074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0
43076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0
43077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0
43078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0
43081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0
43082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0
43086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0
44006,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44046,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50006,0,0,46,0,0,0,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
50016,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,0,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50018,0,0,40,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50019,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50040,0,0,41,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50041,0,0,42,0,0,0,0,0,47,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0
50042,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50046,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50047,0,0,16,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50048,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50072,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57006,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57016,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57017,0,0,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57018,0,0,40,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57019,0,0,17,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57020,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57040,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57046,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57047,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57048,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57049,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57050,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58006,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58016,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58017,0,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58018,0,0,16,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58019,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58046,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62006,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62016,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62017,0,0,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62018,0,0,40,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62019,0,0,17,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62020,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62040,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62046,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62047,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62048,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62049,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62050,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63006,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63016,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63017,0,0,16,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63019,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63046,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64006,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64016,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64017,0,0,16,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64019,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64046,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71006,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71016,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71017,0,0,16,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71019,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71046,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72006,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72016,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72017,0,0,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72018,0,0,40,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72019,0,0,17,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72020,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72040,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72046,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72047,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72048,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72049,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72050,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72051,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75006,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75016,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75017,0,0,16,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75019,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75046,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76006,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76016,0,0,17,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76017,0,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76018,0,0,40,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76019,0,0,16,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76020,0,0,16,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76046,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76047,0,0,16,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76048,0,0,16,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80006,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80016,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80017,0,0,16,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80019,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80046,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84206,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84216,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84217,0,0,16,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84219,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84246,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84306,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84316,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84317,0,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84318,0,0,40,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84319,0,0,16,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84320,0,0,16,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84346,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84347,0,0,16,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84348,0,0,16,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84606,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84616,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84617,0,0,16,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84619,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84646,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84706,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84716,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84717,0,0,16,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84719,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84746,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84906,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84916,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84917,0,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84918,0,0,40,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84919,0,0,16,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84920,0,0,16,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84946,0,0,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84947,0,0,16,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84948,0,0,16,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
