ID,_Icon1,_IconIndex1,_Place_Info1,_NPC_Info1,_Icon2,_IconIndex2,_Place_Info2,_NPC_Info2,_Talk1,_Talk2,_Purpose,_Accept_Message,_Accept_Image,_Complete_Message,_Complete_Image,_City_Name,_Mission_OnOff1,_Mission_OnOff2,_Mission_OnOff3,_Mission_OnOff4,_Quest_BaseLV,_Quest_Kind,_Quest_Guidegroup,_Quest_Npcposition,_Quest_Purpseposition,_Quest_Next,_Quest_Guidediable,_Quest_DifficultyLV,_Mission_Note1,_Npc_Talk1,_Npc_Talk2,_Npc_Talk3,_Npc_Talk4,_Npc_Talk5,_Npc_Talk6
114000232,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,準確、快速處理虛弱的哥布林的方法是搶來他們的攜帶品。,你能幫我將那些東東搶回來嗎？嘿嘿。,需要到“艾爾亞諾勒平原北部”地區收集[虛弱的哥布林士兵]的<山參交換券>、<虛弱的士兵肌腱>、<虛弱的士兵營養劑> 各20個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000236,1,182,,0,0,0,0,0,0
114000233,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,咳嗽，咳嗽~哎喲~近些天來，由於哥布林來到艾爾亞諾勒平原北部地方，這裡到處都是灰塵，就因為這些灰塵，我好像也感冒了。,這時，如果有虛弱的哥布林士兵的醫療品，那該多好啊~,需要到“艾爾亞諾勒平原北部”地區消滅60隻[虛弱的哥布林士兵]並收集<山參交換券>、<虛弱的士兵肌腱>、<虛弱的士兵營養劑> 各20個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000234,1,182,,0,0,0,0,0,0
114000234,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哎喲……近來這麼乏力，好像都是因為那些艾爾亞諾勒平原北部的哥布林呢。,所以呢……你能幫我搶回來一些營養品嗎？,需要到“艾爾亞諾勒平原北部”地區消滅30隻[虛弱的哥布林士兵]並收集30個<虛弱的士兵營養劑>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000235,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,據說，虛弱的哥布林士兵的筋裡有哥布林的力量之源。,麻煩你把那些傢伙的筋帶回來給我。嘿嘿。,需要到“艾爾亞諾勒平原北部”地區消滅40隻[虛弱的哥布林士兵]並收集40個<虛弱的士兵肌腱>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000236,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哎喲……近來這麼乏力，好像都是因為那些艾爾亞諾勒平原北部的哥布林呢。,所以呢……為我收集活力劑如何？ 嘿嘿。,需要到“艾爾亞諾勒平原北部”地區消滅50隻[虛弱的哥布林士兵]並收集50個<山參交換券>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000242,1,182,,0,0,0,0,0,0
114000237,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,近來，居住在艾爾亞諾勒平原北部的哥布林好像出事了。,尤其是虛弱的哥布林士兵，最愛惹是生非。冒險家，讓他們瞧瞧你的厲害！,需消滅30隻位於“艾爾亞諾勒平原北部”地區的[虛弱的哥布林士兵]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000238,1,182,,0,0,0,0,0,0
114000238,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哎喲……就因為那些虛弱的哥布林士兵在艾爾亞諾勒平原北部地方發飆，很多人都負了大大小小的傷。,趁此機會去擊殺那些傢伙如何？,需消滅40隻位於“艾爾亞諾勒平原北部”地區的[虛弱的哥布林士兵]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000239,1,182,,0,0,0,0,0,0
114000239,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哎喲！大事不好！虛弱的哥布林士兵氣得，甚至到聯合公會撒野了呢。,你去教訓它們，讓他們以後都不敢踏進聯合公會。,需消滅50隻位於“艾爾亞諾勒平原北部”地區的[虛弱的哥布林士兵]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000240,1,182,,0,0,0,0,0,0
114000240,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,虛弱的哥布林士兵的數量越來越多了。,好想在計畫什麼大行動……後果不堪設想，麻煩你去阻止他們的聚合。,需消滅60隻位於“艾爾亞諾勒平原北部”地區的[虛弱的哥布林士兵]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000241,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,虛弱的哥布林士兵性格詭異，是眾所周知的事情。,能調整他們怪僻的性格的方法，就是從他們手中搶回最心愛的東東！你願意助我們一臂之力嗎？,需要到“艾爾亞諾勒平原北部”地區收集[虛弱的哥布林士兵]的<虛弱的士兵肌腱>、<虛弱的士兵營養劑>各30個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000242,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,虛弱的哥布林士兵為什麼比其他哥布林力氣小呢？,我想知道原因，你願意幫我收集到能查找原因的東東嗎？,需要到“艾爾亞諾勒平原北部”地區收集[虛弱的哥布林士兵]的<山參交換券>、<虛弱的士兵營養劑>各30個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000243,1,182,,0,0,0,0,0,0
114000243,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,調查虛弱的哥布林士兵，就能找出哥布林發飆的原因吧。,去把那些傢伙的東東搶回來給我，如何？,需要到“艾爾亞諾勒平原北部”地區收集[虛弱的哥布林士兵]的<山參交換券>、<虛弱的士兵肌腱>各30個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000244,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,小小哥布林的武器就是彈弓，他就是用這個折磨著人呢。,你去把那些可怕的彈弓搶回來，以免他們繼續攻擊傷害人。,需要到“艾爾亞諾勒平原北部”地區收集30個[小小哥布林]的<彈弓>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000247,1,182,,0,0,0,0,0,0
114000245,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,為了平息小小哥布林引發的騷動，只能搶來他們珍惜的物品了。,你去把它們最心愛的東西搶回來。,需要到“艾爾亞諾勒平原北部”地區收集40個[小小哥布林]的<小小哥布林羽毛>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000250,1,182,,0,0,0,0,0,0
114000246,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,據說，小小哥布林視項鍊為寶貝呢。,把搶回來的項鍊藏起來，會不會減少他們聚在一起的次數呢？,需要到“艾爾亞諾勒平原北部”地區收集50個[小小哥布林]的<小小哥布林項鍊>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000249,1,182,,0,0,0,0,0,0
114000247,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,搶來小小哥布林的物品，他們才不會輕舉妄動呢。,去把那些傢伙的東東搶回來給我，如何？,需要到“艾爾亞諾勒平原北部”地區收集[小小哥布林]的<小小哥布林彈弓>、<小小哥布林羽毛>、<小小哥布林項鍊>各20個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000251,1,182,,0,0,0,0,0,0
114000248,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,小小哥布林那麼囂張地攻擊人呢，這次該輪到我們給他點顏色了。,快去擊殺那些傢伙，並將獲得的東東交給我，如何？,需要到“艾爾亞諾勒平原北部”地區消滅60隻[小小哥布林]並收集<小小哥布林彈弓>、<小小哥布林羽毛>、<小小哥布林項鍊>各20個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000252,1,182,,0,0,0,0,0,0
114000249,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,小小哥布林挖掘機裡的項鍊，原本是我們聯合公會人的物品。,那幫壞傢伙，搶人家的東西還硬說是自己的還在使壞。麻煩你去把那些傢伙的項鍊搶回來，可以嗎？,需要到“艾爾亞諾勒平原北部”地區消滅30隻[小小哥布林]並收集30個<小小哥布林項鍊>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000250,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,小小哥布林的羽毛，原本就是這裡的物品。,那幫壞傢伙，搶人家的東西還硬說是自己的還在使壞。麻煩你去把那東東搶回來。,需要到“艾爾亞諾勒平原北部”地區消滅40隻[小小哥布林]並收集40個<小小哥布林羽毛>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000257,1,182,,0,0,0,0,0,0
114000251,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,忍無可忍的聯合公會人們，發佈了“除掉小小哥布林，拿來證據，就會給一定的獎勵“這一公文，正招集人員呢。,趁這個機會，你也去擊殺那些傢伙拿獎勵，如何？,需要到“艾爾亞諾勒平原北部”地區消滅50隻[小小哥布林]並收集50個<小小哥布林彈弓>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000256,1,182,,0,0,0,0,0,0
114000252,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,近來，居住在艾爾亞諾勒平原北部的哥布林好像出事了。,尤其是小小哥布林，最愛惹是生非。冒險家，讓他們瞧瞧你的厲害！,需消滅30隻位於“艾爾亞諾勒平原北部”地區的[小小哥布林]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000253,1,182,,0,0,0,0,0,0
114000253,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哎喲……就因為那些小小哥布林在艾爾亞諾勒平原北部地方發飆，很多人都負了大大小小的傷。,趁此機會去擊殺那些傢伙如何？,需消滅40隻位於“艾爾亞諾勒平原北部”地區的[小小哥布林]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000254,1,182,,0,0,0,0,0,0
114000254,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哎喲！大事不好！小小哥布林氣得，甚至到聯合公會撒野了呢。,你去教訓它們，讓他們以後都不敢踏進聯合公會。,需消滅50隻位於“艾爾亞諾勒平原北部”地區的[小小哥布林]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000255,1,182,,0,0,0,0,0,0
114000255,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,小小哥布林的數量越來越多了。,好想在計畫什麼大行動……後果不堪設想，麻煩你去阻止他們的聚合。,需消滅60隻位於“艾爾亞諾勒平原北部”地區的[小小哥布林]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000256,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,小小哥布林性格詭異，是眾所周知的事情。,能調整他們怪僻的性格的方法，就是從他們手中搶回最心愛的東東！你願意助我們一臂之力嗎？,需要到“艾爾亞諾勒平原北部”地區收集[小小哥布林]的<小小哥布林彈弓>、<小小哥布林羽毛>各30個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000258,1,182,,0,0,0,0,0,0
114000257,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,小小哥布林為什麼比虛弱的小小哥布林力氣大呢？,我想知道原因，你願意幫我收集到能查找原因的東東嗎？,需要到“艾爾亞諾勒平原北部”地區收集[小小哥布林]的<小小哥布林羽毛>、<小小哥布林項鍊>各30個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000258,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,調查小小哥布林，就能找出哥布林發飆的原因吧。,去把那些傢伙的東東搶回來給我，如何？,需要到“艾爾亞諾勒平原北部”地區收集[小小哥布林]的<小小哥布林彈弓>、<小小哥布林項鍊>各30個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000259,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,據說，哥布林婦女的武器就是平底鍋，她就是用這個騷擾著人呢。,你去把那些可怕的平底鍋搶回來，以免他們繼續攻擊傷害人。,需要到“艾爾亞諾勒平原北部”地區收集30個[哥布林婦女]的<婦女平底鍋>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000262,1,182,,0,0,0,0,0,0
114000260,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,為了平息哥布林婦女引發的騷動，只能搶來他們珍惜的物品了。,你去把它們最心愛的東西搶回來。,需要到“艾爾亞諾勒平原北部”地區收集40個[哥布林婦女]的<哥布林髮帶>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000265,1,182,,0,0,0,0,0,0
114000261,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,據說，哥布林婦女視老照片為寶貝呢。,把搶回來的舊照片藏起來，會不會減少他們聚在一起的次數呢？,需要到“艾爾亞諾勒平原北部”地區收集50個[哥布林婦女]的<婦女的舊照片>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000264,1,182,,0,0,0,0,0,0
114000262,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,搶來哥布林婦女的物品，他們才不會輕舉妄動呢。,去把那些傢伙的東東搶回來給我，如何？,需要到“艾爾亞諾勒平原北部”地區收集[哥布林婦女]的<婦女平底鍋>、<哥布林髮帶>、<婦女的舊照片>各20個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000263,1,182,,0,0,0,0,0,0
114000263,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哥布林婦女那麼囂張地攻擊人呢，這次該輪到我們給他點顏色了。,快去擊殺那些傢伙，並將獲得的東東交給我，如何？,需要到“艾爾亞諾勒平原北部”地區消滅60隻[哥布林婦女]並收集<婦女平底鍋>、<哥布林髮帶>、<婦女的舊照片>各20個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000266,1,182,,0,0,0,0,0,0
114000264,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哥布林婦女手裡的老照片，原本是我們聯合公會人的物品。,那幫壞傢伙，搶人家的東西還硬說是自己的還在使壞。麻煩你去把那些傢伙的舊照片搶回來，可以嗎？,需要到“艾爾亞諾勒平原北部”地區消滅30隻[哥布林婦女]並收集30個<婦女的舊照片>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000265,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哥布林婦女的髮帶原本是這裡的物品。,那幫壞傢伙，搶人家的東西還硬說是自己的還在使壞。麻煩你去把那東東搶回來。,需要到“艾爾亞諾勒平原北部”地區消滅40隻[哥布林婦女]並收集40個<哥布林髮帶>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000272,1,182,,0,0,0,0,0,0
114000266,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,忍無可忍的聯合公會人們，發佈了“除掉哥布林婦女，拿來證物，就會給一定的獎勵“這一公文，正招集人員呢。,趁這個機會，你也去擊殺那些傢伙拿獎勵，如何？,需要到“艾爾亞諾勒平原北部”地區消滅50隻[哥布林婦女]並收集50個<婦女平底鍋>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000271,1,182,,0,0,0,0,0,0
114000267,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,近來，居住在艾爾亞諾勒平原北部的哥布林好像出事了。,尤其是哥布林婦女，最愛惹是生非。冒險家，讓他們瞧瞧你的厲害！,需消滅30隻位於“艾爾亞諾勒平原北部”地區的[哥布林婦女]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000268,1,182,,0,0,0,0,0,0
114000268,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哎喲……就因為那些哥布林婦女在艾爾亞諾勒平原北部地方發飆，很多人都負了大大小小的傷。,趁此機會去擊殺那些傢伙如何？,需消滅40隻位於“艾爾亞諾勒平原北部”地區的[哥布林婦女]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000269,1,182,,0,0,0,0,0,0
114000269,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哎喲！大事不好！哥布林婦女氣得，甚至到聯合公會撒野了呢。,你去教訓它們，讓他們以後都不敢踏進聯合公會。,需消滅50隻位於“艾爾亞諾勒平原北部”地區的[哥布林婦女]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000270,1,182,,0,0,0,0,0,0
114000270,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哥布林婦女的數量越來越多了。,好想在計畫什麼大行動……後果不堪設想，麻煩你去阻止他們的聚合。,需消滅60隻位於“艾爾亞諾勒平原北部”地區的[哥布林婦女]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000271,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哥布林婦女性格詭異，是眾所周知的事情。,能調整他們怪僻的性格的方法，就是從他們手中搶回最心愛的東東！你願意助我們一臂之力嗎？,需要到“艾爾亞諾勒平原北部”地區收集[哥布林婦女]的<婦女平底鍋>、<哥布林髮帶>各30個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000273,1,182,,0,0,0,0,0,0
114000272,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哥布林婦女為什麼比虛弱的哥布林婦女力氣大呢？,我想知道原因，你願意幫我收集到能查找原因的東東嗎？,需要到“艾爾亞諾勒平原北部”地區收集[哥布林婦女]的<哥布林髮帶>、<婦女的舊照片>各30個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000273,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,調查哥布林婦女， 就能找出哥布林發飆的原因吧。,去把那些傢伙的東東搶回來給我，如何？,需要到“艾爾亞諾勒平原北部”地區收集[哥布林婦女]的<婦女平底鍋>、<婦女的舊照片>各30個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000274,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哥布林把哥布林角喇叭當武器使用，騷擾著人們呢。,你去把那些可怕的角搶過來，讓他們無法繼續用那些東西攻擊人。,需要到“艾爾亞諾勒平原北部”地區收集30個[哥布林士兵]的<哥布林角笛>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000277,1,182,,0,0,0,0,0,0
114000275,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,為了平息哥布林士兵引發的騷動，只能搶來他們珍惜的物品了。,你去把它們最心愛的東西搶回來。,需要到“艾爾亞諾勒平原北部”地區收集40個[哥布林士兵]的<斧頭>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000280,1,182,,0,0,0,0,0,0
114000276,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,據說，哥布林士兵視靈藥為寶物。,把搶回來的靈藥藏起來，會不會減少他們聚在一起的次數呢？,需要到“艾爾亞諾勒平原北部”地區收集50個[哥布林士兵]的<哥布林的靈藥>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000279,1,182,,0,0,0,0,0,0
114000277,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,搶來哥布林士兵的物品，他們才不會輕舉妄動呢。,去把那些傢伙的東東搶回來給我，如何？,需要到“艾爾亞諾勒平原北部”地區收集[哥布林士兵]的<哥布林角笛>、<哥布林士兵斧頭>、<哥布林的靈藥>各20個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000278,1,182,,0,0,0,0,0,0
114000278,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哥布林士兵那麼囂張地攻擊人呢，這次該輪到我們給他點顏色了。,快去擊殺那些傢伙，並將獲得的東東交給我，如何？,需要到“艾爾亞諾勒平原北部”地區消滅60隻[哥布林士兵]並收集<哥布林角笛>、<哥布林士兵斧頭>、<哥布林的靈藥>各20個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000281,1,182,,0,0,0,0,0,0
114000279,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哥布林士兵手裡的靈藥，原本是我們聯合公會人的物品。,那幫壞傢伙，搶人家的東西還硬說是自己的還在使壞。麻煩你去把那些傢伙的靈藥搶回來，可以嗎？,需要到“艾爾亞諾勒平原北部”地區消滅30隻[哥布林士兵]並收集30個<哥布林的靈藥>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000280,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哥布林士兵的斧頭原本是這裡的物品。,那幫壞傢伙，搶人家的東西還硬說是自己的還在使壞。麻煩你去把那東東搶回來。,需要到“艾爾亞諾勒平原北部”地區消滅40隻[哥布林士兵]並收集40個<哥布林士兵斧頭>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000287,1,182,,0,0,0,0,0,0
114000281,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,忍無可忍的公會聯人們，發佈了“除掉哥布林士兵，拿來證物，就會給一定的獎勵“這一公文，正招集人員呢。,趁這個機會，你也去擊殺那些傢伙拿獎勵，如何？,需要到“艾爾亞諾勒平原北部”地區消滅50隻[哥布林士兵]並收集50個<哥布林角笛>回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000286,1,182,,0,0,0,0,0,0
114000282,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,近來，居住在艾爾亞諾勒平原北部的哥布林好像出事了。,尤其是哥布林士兵，最愛惹是生非。冒險家，讓他們瞧瞧你的厲害！,需消滅30隻位於“艾爾亞諾勒平原北部”地區的[哥布林士兵]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000283,1,182,,0,0,0,0,0,0
114000283,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哎喲……就因為那些哥布林士兵在艾爾亞諾勒平原北部地方發飆，很多人都負了大大小小的傷。,趁此機會去擊殺那些傢伙如何？,需消滅40隻位於“艾爾亞諾勒平原北部”地區的[哥布林士兵]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000284,1,182,,0,0,0,0,0,0
114000284,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哎喲！大事不好！哥布林士兵氣得，甚至到聯合公會撒野了呢。,你去教訓它們，讓他們以後都不敢踏進聯合公會。,需消滅50隻位於“艾爾亞諾勒平原北部”地區的[哥布林士兵]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000285,1,182,,0,0,0,0,0,0
114000285,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哥布林士兵的數量越來越多了。,好想在計畫什麼大行動……後果不堪設想，麻煩你去阻止他們的聚合。,需消滅60隻位於“艾爾亞諾勒平原北部”地區的[哥布林士兵]。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000286,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哥布林士兵性格詭異，是眾所周知的事情。,能調整他們怪僻的性格的方法，就是從他們手中搶回最心愛的東東！你願意助我們一臂之力嗎？,需要到“艾爾亞諾勒平原北部”地區收集[哥布林士兵]的<哥布林角笛>、<哥布林士兵斧頭>各30個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,114000288,1,182,,0,0,0,0,0,0
114000287,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,哥布林士兵為什麼比虛弱的哥布林士兵力氣大呢？,我想知道原因，你願意幫我收集到能查找原因的東東嗎？,需要到“艾爾亞諾勒平原北部”地區收集[哥布林士兵]的<哥布林士兵斧頭>、<哥布林的靈藥>各30個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
114000288,10005000,211,聯合公會,屋頂上的少女,10005000,211,聯合公會,屋頂上的少女,調查哥布林士兵， 就能找出哥布林發飆的原因吧。,去把那些傢伙的東東搶回來給我，如何？,需要到“艾爾亞諾勒平原北部”地區收集[哥布林士兵]的<哥布林角笛>、<哥布林的靈藥>各30個回來。,那就拜託了~,0,嗚哇啊啊~好帥~☆,0,31,1,1,1,1,182,一般,2,184,181,0,1,182,,0,0,0,0,0,0
