ID,_Name,_StageID,_MapGroupID,_MapID,_PosX,_PosY,_RectLeft,_RectTop,_RectRight,_RectBottom,_ObjectImage,_TipMessage,_EventType,_EventTypeID,_EventSubType,_ObjectTerrain,_ObjectFlip,_Description,_Icon,_Icon_Index,_Consumption_ItemID,_Field_Dynamic_Create,_Ind_Num,_Fx_id,_Portal_Time_Count,_Title,_npc_Type,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Require5_Type,_Require5_ID,_Require5_Value1,_Require5_Value2,_Require6_Type,_Require6_ID,_Require6_Value1,_Require6_Value2,_Require7_Type,_Require7_ID,_Require7_Value1,_Require7_Value2,_Require8_Type,_Require8_ID,_Require8_Value1,_Require8_Value2,_Require9_Type,_Require9_ID,_Require9_Value1,_Require9_Value2,_Require10_Type,_Require10_ID,_Require10_Value1,_Require10_Value2,_ErrorMessage
2973001,前往迷宮教室,297,30,0,2290,735,64,16,64,16,0,移動至迷宮教室,3,2973001,0,0,0,移動至迷宮教室,10005000,61,0,0,0,900,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146026000,轉職,297,31,0,900,750,200,1000,50,10,0,,8,146026000,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146026100,轉職,297,31,0,500,750,200,1000,550,10,0,,8,146026100,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7040,奧丁,297,31,0,361,736,45,150,45,40,812010433,與奧丁對話,1,7040,0,2,0,,10004001,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7056,妮宜,297,31,0,558,736,45,150,45,40,812010434,與妮宜對話,1,7056,0,2,0,,10004001,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2973100,移動至奇怪的夜晚,297,31,0,90,735,64,16,64,16,0,移動至奇怪的夜晚,3,2973100,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,0,900,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146902000,1-2班活動 (第1階段障壁解除),297,32,0,1250,896,20,1000,20,10,0,,8,146902000,0,0,0,,0,0,0,0,0,0,0,,0,9,2,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2973200,前往1年級教室走廊,297,32,0,1360,896,64,16,64,16,0,移動至1年級教室走廊,3,2973200,0,0,0,移動至1年級教室走廊,10005000,61,0,0,0,900,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146905000,2-2班活動 (第2階段障壁解除),297,33,0,1250,896,20,1000,20,10,0,,8,146905000,0,0,0,,0,0,0,0,0,0,0,,0,9,2,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2973300,前往2年級教室走廊,297,33,0,1360,896,64,16,64,16,0,移動至2年級教室走廊,3,2973300,0,0,0,移動至2年級教室走廊,10005000,61,0,0,0,900,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146908000,3-2班活動 (第3階段障壁解除),297,34,0,1250,896,20,1000,20,10,0,,8,146908000,0,0,0,,0,0,0,0,0,0,0,,0,9,2,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2973400,前往3年級教室走廊,297,34,0,1360,896,64,16,64,16,0,移動至3年級教室走廊,3,2973400,0,0,0,移動至3年級教室走廊,10005000,61,0,0,0,900,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146910000,活人的幽靈戰鬥,297,35,0,215,896,20,1000,20,10,0,,8,146910000,0,0,0,,0,0,0,0,0,0,0,,0,9,2,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2973500,前往297-36,297,35,0,775,896,64,16,64,16,0,下一個,3,2973500,0,0,0,下一個,10005000,61,0,1,0,900,0,,0,1,2,1,0,2,1,190144283,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,下一個\n[需要7張學人精卡片]
2973502,前往297-37,297,35,0,775,896,64,16,64,16,0,下一個,3,2973502,0,0,0,下一個,10005000,61,0,1,0,0,0,,0,1,2,2,0,2,1,190144283,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,下一個\n[需要7張學人精卡片]
146911000,銜尾蛇 (銀結),297,36,0,600,896,20,1000,20,10,0,,8,146911000,0,0,0,,0,0,0,0,0,0,0,,0,9,2,231,0,9,2,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
812010425,銀結,297,36,0,872,896,45,150,45,40,812010425,,0,0,0,2,0,,0,0,0,0,0,0,0,,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,
146912000,銜尾蛇 (夏林),297,37,0,600,896,20,1000,20,10,0,,8,146912000,0,0,0,,0,0,0,0,0,0,0,,0,9,2,232,0,9,2,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
812010426,夏林,297,37,0,872,896,45,150,45,40,812010426,,0,0,0,2,0,,0,0,0,0,0,0,0,,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,
2973801,前往迷宮教室,297,38,0,2290,735,64,16,64,16,0,被奇怪的黑暗視野擋住，無法往前行,0,0,0,0,0,被奇怪的黑暗視野擋住，無法往前行,10005000,61,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2973800,移動至奇怪的夜晚,297,38,0,90,735,64,16,64,16,0,移動至奇怪的夜晚,3,2973800,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,0,900,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146701000,愛麗絲的夢正做到一半就被銀結叫醒了,298,0,0,607,863,20,1000,20,10,0,,8,146701000,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146716000,愛麗絲的夢正做到一半就被銀結叫醒了,298,1,0,607,863,20,1000,20,10,0,,8,146716000,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7033,銀結,298,0,0,298,850,45,120,45,40,812010425,與銀結對話,1,7033,0,2,0,,10004001,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7032,夏林,298,1,0,307,850,45,150,45,40,812010426,與夏林對話,1,7032,0,2,0,,10004001,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2980000,移動至上學的路,298,0,0,64,863,64,16,64,16,0,移動至上學的路,3,2980000,0,0,0,移動至上學的路,10005000,61,0,0,0,900,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2980001,移動至上學的路,298,1,0,64,863,64,16,64,16,0,移動至上學的路,3,2980001,0,0,0,移動至上學的路,10005000,61,0,0,0,900,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2980002,移動至上學的路,298,2,0,64,863,64,16,64,16,0,移動至上學的路,3,2980002,0,0,0,移動至上學的路,10005000,61,0,0,0,900,0,,0,4,1,146005000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,任務完成後可移動
2980003,移動至上學的路,298,3,0,64,863,64,16,64,16,0,移動至上學的路,3,2980003,0,0,0,移動至上學的路,10005000,61,0,0,0,900,0,,0,4,1,146005000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,任務完成後可移動
146013000,前往魯米諾司城(男),299,2,0,600,863,20,1000,20,10,0,,8,146013000,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146710000,夢到某人要跟我說話的時候就醒來了，在房間內發現一張卡片 (副本),299,2,0,596,863,20,1000,20,10,0,,8,146710000,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146013001,前往魯米諾司城(女),299,3,0,600,863,20,1000,20,10,0,,8,146013000,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146725000,夢到某人要跟我說話的時候就醒來了，在房間內發現一張卡片(副本),299,3,0,596,863,20,1000,20,10,0,,8,146725000,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2990000,移動至上學的路,299,0,0,64,863,64,16,64,16,0,移動至上學的路,3,2980000,0,0,0,移動至上學的路,10005000,61,0,0,0,900,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2990001,移動至上學的路,299,1,0,64,863,64,16,64,16,0,移動至上學的路,3,2980001,0,0,0,移動至上學的路,10005000,61,0,0,0,900,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2990002,移動至奇怪的夜晚,299,2,0,64,863,64,16,64,16,0,移動至奇怪的夜晚,3,2990002,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,0,900,0,,0,4,1,146006000,1,4,4,146014000,0,4,4,146017000,0,4,4,146018000,0,4,4,146013000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,移動至奇怪的夜晚\n(需要完成任務)
2990004,移動至奇怪的夜晚,299,2,0,64,863,64,16,64,16,0,移動至奇怪的夜晚,3,0,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,175,0,0,,0,4,3,146014000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,移動至奇怪的夜晚\n(需要完成任務)
2990005,移動至奇怪的夜晚,299,2,0,64,863,64,16,64,16,0,移動至奇怪的夜晚,3,0,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,175,0,0,,0,4,3,146017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,移動至奇怪的夜晚\n(需要完成任務)
2990006,移動至奇怪的夜晚,299,2,0,64,863,64,16,64,16,0,移動至奇怪的夜晚,3,0,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,175,0,0,,0,4,3,146018000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,移動至奇怪的夜晚\n(需要完成任務)
2990010,移動至奇怪的夜晚,299,2,0,64,863,64,16,64,16,0,移動至奇怪的夜晚,3,2980001,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,0,900,0,,0,4,2,146003000,1,4,4,146004000,0,4,4,146006000,0,4,4,145006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,移動至奇怪的夜晚\n(需要完成任務)
2990012,移動至奇怪的夜晚,299,2,0,64,863,64,16,64,16,0,移動至奇怪的夜晚,3,2950012,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,0,900,0,,0,4,3,146004000,0,4,4,146006000,1,4,4,145006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,移動至奇怪的夜晚\n(需要完成任務)
2990014,移動至奇怪的夜晚,299,2,0,64,863,64,16,64,16,0,移動至奇怪的夜晚,3,0,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,168,0,0,,0,4,3,146006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,移動至奇怪的夜晚\n(需要完成任務)
2990003,移動至奇怪的夜晚,299,3,0,64,863,64,16,64,16,0,移動至奇怪的夜晚,3,2990003,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,0,900,0,,0,4,1,146006000,1,4,4,146014000,0,4,4,146017000,0,4,4,146018000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,移動至奇怪的夜晚\n(需要完成任務)
2990007,移動至奇怪的夜晚,299,3,0,64,863,64,16,64,16,0,移動至奇怪的夜晚,3,0,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,175,0,0,,0,4,3,146014000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,移動至奇怪的夜晚\n(需要完成任務)
2990008,移動至奇怪的夜晚,299,3,0,64,863,64,16,64,16,0,移動至奇怪的夜晚,3,0,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,175,0,0,,0,4,3,146017000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,移動至奇怪的夜晚\n(需要完成任務)
2990009,移動至奇怪的夜晚,299,3,0,64,863,64,16,64,16,0,移動至奇怪的夜晚,3,0,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,175,0,0,,0,4,3,146018000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,移動至奇怪的夜晚\n(需要完成任務)
2990011,移動至奇怪的夜晚,299,3,0,64,863,64,16,64,16,0,移動至奇怪的夜晚,3,2980001,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,0,900,0,,0,4,2,146003000,1,4,4,146004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,移動至奇怪的夜晚\n(需要完成任務)
2990013,移動至奇怪的夜晚,299,3,0,64,863,64,16,64,16,0,移動至奇怪的夜晚,3,2950012,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,0,900,0,,0,4,3,146004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,移動至奇怪的夜晚\n(需要完成任務)
2990015,移動至奇怪的夜晚,299,3,0,64,863,64,16,64,16,0,移動至奇怪的夜晚,3,0,0,0,0,移動至奇怪的夜晚,10005000,61,0,0,169,0,0,,0,4,3,146006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,移動至奇怪的夜晚\n(需要完成任務)
80,卡片大師 (男) 死亡時起始地點,299,2,0,600,1,64,16,64,16,0,卡片大師 (男) 死亡時起始地點,2,80,2,0,0,[記憶] 是世界樹的幻影石塔，記憶功能即是使用愛麗絲石塔碎片，最後於無法戰鬥狀態下回到先前儲存的記憶,10005000,62,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
81,卡片大師 (女) 死亡時起始地點,299,3,0,600,1,64,16,64,16,0,卡片大師 (女) 死亡時起始地點,2,81,2,0,0,[記憶] 是世界樹的幻影石塔，記憶功能即是使用愛麗絲石塔碎片，最後於無法戰鬥狀態下回到先前儲存的記憶,10005000,62,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7036,金麒麟,300,0,0,1075,1008,45,150,45,40,812010429,與金麒麟對話,1,7036,0,2,0,,10004001,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7037,才?,300,0,0,550,1366,45,150,45,40,812010430,與才?對話,1,7037,0,2,0,,10004001,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7039,有真,300,0,0,1603,1366,45,150,45,40,812010432,與有真對話,1,7039,0,2,0,,10004001,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3000001,前往晚間街道,300,0,0,3071,1376,64,16,64,16,0,就算奇怪也無法往前行,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3000000,前往晚間街道,300,0,0,2121,1376,64,16,64,16,0,前往夜晚的住宅區,3,2960000,0,0,0,,0,0,0,0,0,900,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3010000,先逃出來吧!,301,0,0,1390,1376,64,16,64,16,0,從怪物群中逃出吧!,3,3010000,0,0,0,先逃出來吧!,10005000,61,0,0,0,900,0,,0,4,4,146014000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,先離開
3020000,先逃出來吧!,302,0,0,1390,1376,64,16,64,16,0,從怪物群中逃出吧!,3,3020000,0,0,0,先逃出來吧!,10005000,61,0,0,0,900,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3030000,先逃出來吧!,303,0,0,1553,1392,64,16,64,16,0,從怪物群中逃出吧!,3,3030000,0,0,0,先逃出來吧!,10005000,61,0,0,0,900,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6077,科基莉亞,304,0,0,439,1087,45,150,45,40,812010116,與科基莉亞對話,1,6077,0,2,0,正在想可不可以利用突然出現的火車站來運送東西呢,10005000,143,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3040001,珊瑚樹林路徑,304,0,0,96,1093,64,16,64,16,0,移動至聯合公會,3,1840010,0,0,0,移動至聯合公會,10005000,61,0,0,0,16126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3040002,珊瑚樹林路徑,304,0,0,3136,671,64,16,64,16,0,移動至珊瑚樹林 2,3,3040003,0,0,0,移動至珊瑚樹林 2,10005000,61,0,0,0,16126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3040003,珊瑚樹林路徑,304,1,0,96,1136,64,16,64,16,0,移動至珊瑚樹林 1,3,3040002,0,0,0,移動至珊瑚樹林 1,10005000,61,0,0,0,16126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3040004,珊瑚樹林路徑,304,1,0,3104,1136,64,16,64,16,0,移動至珊瑚樹林 3,3,3040006,0,0,0,移動至珊瑚樹林 3,10005000,61,0,0,0,16126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3040005,珊瑚樹林路徑,304,2,0,2976,1328,64,16,64,16,0,移動至珊瑚樹林 4,3,3040008,0,0,0,移動至珊瑚樹林 2,10005000,61,0,0,0,16126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3040006,珊瑚樹林路徑,304,2,0,192,1328,64,16,64,16,0,移動至珊瑚樹林 2,3,3040004,0,0,0,移動至珊瑚樹林 4,10005000,61,0,0,0,16126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3040007,珊瑚樹林路徑,304,3,0,192,1200,64,16,64,16,0,移動至珊瑚樹林 5,3,3040009,0,0,0,移動至珊瑚樹林 3,10005000,61,0,0,0,16126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3040008,珊瑚樹林路徑,304,3,0,3008,1200,64,16,64,16,0,移動至珊瑚樹林 3,3,3040005,0,0,0,移動至珊瑚樹林 5,10005000,61,0,0,0,16126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3360001,前往歐若拉森林,304,3,0,1260,671,64,16,64,16,0,前往歐若拉森林,3,3360001,0,0,0,前往歐若拉森林,10005000,61,0,0,0,16389,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,達到Lv207即可入場
3040009,珊瑚樹林路徑,304,4,0,3104,320,64,16,64,16,0,移動至珊瑚樹林 4,3,3040007,0,0,0,移動至珊瑚樹林 4,10005000,61,0,0,0,16126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3040010,珊瑚樹林路徑,304,4,0,96,1120,64,16,64,16,0,移動至珊瑚樹林 6,3,3040011,0,0,0,移動至珊瑚樹林 6,10005000,61,0,0,0,16126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3040011,珊瑚樹林路徑,304,5,0,3104,1104,64,16,64,16,0,移動至珊瑚樹林 5,3,3040010,0,0,0,移動至珊瑚樹林 5,10005000,61,0,0,0,16126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3040013,珊瑚樹林路徑,304,5,0,119,1039,64,16,64,16,0,移動至珊瑚樹林 1,3,3040001,0,0,0,移動至珊瑚樹林 1,10005000,61,0,0,0,16126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149010100,首次進入青空城前的大廳,305,0,0,806,543,64,500,64,10,0,,8,149010100,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149010300,青空城首戰後-與哈瓦對話,305,0,0,740,543,64,500,64,10,0,,8,149010300,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7078,貝伊兒,305,0,0,238,543,45,150,45,40,812010192,與貝伊兒對話,1,7078,0,2,0,來青空城出差的競技場大師,10005000,197,0,0,0,0,0,[來出差的競技場大師],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7194,貝伊兒,305,0,0,1067,543,45,150,45,40,812010192,與貝伊兒對話,1,7194,0,2,0,往青空城出現的貝伊兒朋友,10005000,197,0,0,0,0,0,[出差的道具&兌換大師],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3050000,前往奧斯古拉斯臨時營區,305,0,0,260,2064,64,16,64,16,0,前往奧斯古拉斯臨時營區,3,3050000,0,0,0,前往奧斯古拉斯臨時營區,10005000,61,0,0,0,16126,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
