ID,_Type,_Name,_Image,_Enable_Left,_Enable_Top,_Enable_Right,_Enable_Bottom,_Disable_Left,_Disable_Top,_Disable_Right,_Disable_Bottom,_MouseOver_Left,_MouseOver_Top,_MouseOver_Right,_MouseOver_Bottom,_Click_Left,_Click_Top,_Click_Right,_Click_Bottom,_Select_Left,_Select_Top,_Select_Right,_Select_Bottom,_CustomCombo
4205,1,封印技能,Data/Interface/Concept/UI_Button_013.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
4006,1,魔力卡片技能,Data/Interface/Concept/UI_Button_013.png,451,1,495,28,451,85,495,112,451,29,495,56,451,57,495,84,451,57,495,84,0
4106,1,黑暗大師技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
4206,1,封印技能,Data/Interface/Concept/UI_Button_013.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
4007,1,魔力卡片技能,Data/Interface/Concept/UI_Button_013.png,451,1,495,28,451,85,495,112,451,29,495,56,451,57,495,84,451,57,495,84,0
4107,1,暴力大師技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
4207,1,封印技能,Data/Interface/Concept/UI_Button_013.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
4752,1,一般特性,Data/Interface/Concept/UI_Button_012.png,316,1,360,28,316,85,360,112,316,29,360,56,316,57,360,84,316,57,360,84,0
5001,1,黑狼玉技能,Data/Interface/Concept/UI_Button_013.png,1,113,45,140,1,197,45,224,1,141,45,168,1,169,45,196,1,169,45,196,0
5101,1,闇影刀技能,Data/Interface/Concept/UI_Button_013.png,46,113,90,140,46,197,90,224,46,141,90,168,46,169,90,196,46,169,90,196,1
5201,1,訂製連擊,Data/Interface/Concept/UI_Button_013.png,91,113,135,140,91,197,135,224,91,141,135,168,91,169,135,196,91,169,135,196,0
5301,1,浪人劍客技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
5002,1,黑狼玉技能,Data/Interface/Concept/UI_Button_013.png,1,113,45,140,1,197,45,224,1,141,45,168,1,169,45,196,1,169,45,196,0
5102,1,闇影刀技能,Data/Interface/Concept/UI_Button_013.png,46,113,90,140,46,197,90,224,46,141,90,168,46,169,90,196,46,169,90,196,1
5202,1,訂製連擊,Data/Interface/Concept/UI_Button_013.png,91,113,135,140,91,197,135,224,91,141,135,168,91,169,135,196,91,169,135,196,0
5302,1,狂刃武士技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
5003,1,黑狼玉技能,Data/Interface/Concept/UI_Button_013.png,1,113,45,140,1,197,45,224,1,141,45,168,1,169,45,196,1,169,45,196,0
5103,1,闇影刀技能,Data/Interface/Concept/UI_Button_013.png,46,113,90,140,46,197,90,224,46,141,90,168,46,169,90,196,46,169,90,196,1
5203,1,訂製連擊,Data/Interface/Concept/UI_Button_013.png,91,113,135,140,91,197,135,224,91,141,135,168,91,169,135,196,91,169,135,196,0
5303,1,黑狼武士技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
5004,1,黑狼玉技能,Data/Interface/Concept/UI_Button_013.png,1,113,45,140,1,197,45,224,1,141,45,168,1,169,45,196,1,169,45,196,0
5104,1,闇影刀技能,Data/Interface/Concept/UI_Button_013.png,46,113,90,140,46,197,90,224,46,141,90,168,46,169,90,196,46,169,90,196,1
5204,1,訂製連擊,Data/Interface/Concept/UI_Button_013.png,91,113,135,140,91,197,135,224,91,141,135,168,91,169,135,196,91,169,135,196,0
5304,1,闇影武士技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
5756,1,一般特性,Data/Interface/Concept/UI_Button_012.png,316,1,360,28,316,85,360,112,316,29,360,56,316,57,360,84,316,57,360,84,0
5701,1,魔法權杖技能,Data/Interface/Concept/UI_Button_013.png,136,113,180,140,136,197,180,224,136,141,180,168,136,169,180,196,136,169,180,196,0
5702,1,修道士技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
5801,1,魔法權杖技能,Data/Interface/Concept/UI_Button_013.png,136,113,180,140,136,197,180,224,136,141,180,168,136,169,180,196,136,169,180,196,0
5802,1,對戰大師技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
5901,1,魔法權杖技能,Data/Interface/Concept/UI_Button_013.png,136,113,180,140,136,197,180,224,136,141,180,168,136,169,180,196,136,169,180,196,0
5902,1,復仇者技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
6001,1,魔法權杖技能,Data/Interface/Concept/UI_Button_013.png,136,113,180,140,136,197,180,224,136,141,180,168,136,169,180,196,136,169,180,196,0
6002,1,混血天神技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
6003,1,一般特性,Data/Interface/Concept/UI_Button_012.png,316,1,360,28,316,85,360,112,316,29,360,56,316,57,360,84,316,57,360,84,0
504,1,演奏技能,Data/Interface/Concept/UI_Button_012.png,361,113,405,140,361,197,405,224,361,141,405,168,361,169,405,196,361,169,405,196,0
6101,1,爆焰巨錘技能,Data/Interface/Concept/UI_Button_013.png,181,113,225,140,181,197,225,224,181,141,225,168,181,169,225,196,181,169,225,196,0
6102,1,傭兵技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
6201,1,爆焰巨錘技能,Data/Interface/Concept/UI_Button_013.png,181,113,225,140,181,197,225,224,181,141,225,168,181,169,225,196,181,169,225,196,0
6202,1,火焰大師技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
6301,1,爆焰巨錘技能,Data/Interface/Concept/UI_Button_013.png,181,113,225,140,181,197,225,224,181,141,225,168,181,169,225,196,181,169,225,196,0
6302,1,喚焱者技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
6401,1,爆焰巨錘技能,Data/Interface/Concept/UI_Button_013.png,181,113,225,140,181,197,225,224,181,141,225,168,181,169,225,196,181,169,225,196,0
6402,1,阿耆尼技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
6403,1,一般特性,Data/Interface/Concept/UI_Button_012.png,316,1,360,28,316,85,360,112,316,29,360,56,316,57,360,84,316,57,360,84,0
6501,1,鎖鏈劍技能,Data/Interface/Concept/UI_Button_013.png,226,113,270,140,226,197,270,224,226,141,270,168,226,169,270,196,226,169,270,196,2
6502,1,擊劍士技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
6601,1,鎖鏈劍技能,Data/Interface/Concept/UI_Button_013.png,226,113,270,140,226,197,270,224,226,141,270,168,226,169,270,196,226,169,270,196,2
6602,1,終結者技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
6701,1,鎖鏈劍技能,Data/Interface/Concept/UI_Button_013.png,226,113,270,140,226,197,270,224,226,141,270,168,226,169,270,196,226,169,270,196,2
6702,1,劍極大師技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
6801,1,鎖鏈劍技能,Data/Interface/Concept/UI_Button_013.png,226,113,270,140,226,197,270,224,226,141,270,168,226,169,270,196,226,169,270,196,2
6802,1,黑暗追擊者技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
6803,1,一般特性,Data/Interface/Concept/UI_Button_012.png,316,1,360,28,316,85,360,112,316,29,360,56,316,57,360,84,316,57,360,84,0
2801,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2802,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2803,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2804,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2805,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2806,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2807,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2808,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2809,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2810,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2811,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2812,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2813,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2814,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2815,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2816,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2817,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2818,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2819,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2820,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2821,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2822,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2823,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2824,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
2825,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
691,1,寶石短錐技能,Data/Interface/Concept/UI_Button_013.png,316,113,360,140,316,197,360,224,316,141,360,168,316,169,360,196,316,169,360,196,0
2733,1,一般特性,Data/Interface/Concept/UI_Button_012.png,316,1,360,28,316,85,360,112,316,29,360,56,316,57,360,84,316,57,360,84,0
2826,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
3001,1,攻擊輔助技能,Data/Interface/Concept/UI_Button_013.png,361,113,405,140,361,197,405,224,361,141,405,168,361,169,405,196,361,169,405,196,0
3002,1,防禦輔助技能,Data/Interface/Concept/UI_Button_013.png,1,225,45,252,1,309,45,336,1,253,45,280,1,281,45,308,1,281,45,308,0
3003,1,實用輔助技能,Data/Interface/Concept/UI_Button_013.png,46,225,90,252,46,309,90,336,46,253,90,280,46,281,90,308,46,281,90,308,0
3004,1,攻擊輔助技能,Data/Interface/Concept/UI_Button_013.png,361,113,405,140,361,197,405,224,361,141,405,168,361,169,405,196,361,169,405,196,0
3005,1,防禦輔助技能,Data/Interface/Concept/UI_Button_013.png,1,225,45,252,1,309,45,336,1,253,45,280,1,281,45,308,1,281,45,308,0
3006,1,實用輔助技能,Data/Interface/Concept/UI_Button_013.png,46,225,90,252,46,309,90,336,46,253,90,280,46,281,90,308,46,281,90,308,0
3007,1,攻擊輔助技能,Data/Interface/Concept/UI_Button_013.png,361,113,405,140,361,197,405,224,361,141,405,168,361,169,405,196,361,169,405,196,0
3008,1,防禦輔助技能,Data/Interface/Concept/UI_Button_013.png,1,225,45,252,1,309,45,336,1,253,45,280,1,281,45,308,1,281,45,308,0
3009,1,實用輔助技能,Data/Interface/Concept/UI_Button_013.png,46,225,90,252,46,309,90,336,46,253,90,280,46,281,90,308,46,281,90,308,0
3010,1,攻擊輔助技能,Data/Interface/Concept/UI_Button_013.png,361,113,405,140,361,197,405,224,361,141,405,168,361,169,405,196,361,169,405,196,0
3011,1,防禦輔助技能,Data/Interface/Concept/UI_Button_013.png,1,225,45,252,1,309,45,336,1,253,45,280,1,281,45,308,1,281,45,308,0
3012,1,實用輔助技能,Data/Interface/Concept/UI_Button_013.png,46,225,90,252,46,309,90,336,46,253,90,280,46,281,90,308,46,281,90,308,0
3013,1,攻擊輔助技能,Data/Interface/Concept/UI_Button_013.png,361,113,405,140,361,197,405,224,361,141,405,168,361,169,405,196,361,169,405,196,0
3014,1,防禦輔助技能,Data/Interface/Concept/UI_Button_013.png,1,225,45,252,1,309,45,336,1,253,45,280,1,281,45,308,1,281,45,308,0
3015,1,實用輔助技能,Data/Interface/Concept/UI_Button_013.png,46,225,90,252,46,309,90,336,46,253,90,280,46,281,90,308,46,281,90,308,0
3016,1,攻擊輔助技能,Data/Interface/Concept/UI_Button_013.png,361,113,405,140,361,197,405,224,361,141,405,168,361,169,405,196,361,169,405,196,0
3017,1,防禦輔助技能,Data/Interface/Concept/UI_Button_013.png,1,225,45,252,1,309,45,336,1,253,45,280,1,281,45,308,1,281,45,308,0
3018,1,實用輔助技能,Data/Interface/Concept/UI_Button_013.png,46,225,90,252,46,309,90,336,46,253,90,280,46,281,90,308,46,281,90,308,0
3019,1,攻擊輔助技能,Data/Interface/Concept/UI_Button_013.png,361,113,405,140,361,197,405,224,361,141,405,168,361,169,405,196,361,169,405,196,0
3020,1,防禦輔助技能,Data/Interface/Concept/UI_Button_013.png,1,225,45,252,1,309,45,336,1,253,45,280,1,281,45,308,1,281,45,308,0
3021,1,實用輔助技能,Data/Interface/Concept/UI_Button_013.png,46,225,90,252,46,309,90,336,46,253,90,280,46,281,90,308,46,281,90,308,0
3022,1,攻擊輔助技能,Data/Interface/Concept/UI_Button_013.png,361,113,405,140,361,197,405,224,361,141,405,168,361,169,405,196,361,169,405,196,0
3023,1,防禦輔助技能,Data/Interface/Concept/UI_Button_013.png,1,225,45,252,1,309,45,336,1,253,45,280,1,281,45,308,1,281,45,308,0
3024,1,實用輔助技能,Data/Interface/Concept/UI_Button_013.png,46,225,90,252,46,309,90,336,46,253,90,280,46,281,90,308,46,281,90,308,0
3025,1,攻擊輔助技能,Data/Interface/Concept/UI_Button_013.png,361,113,405,140,361,197,405,224,361,141,405,168,361,169,405,196,361,169,405,196,0
3026,1,防禦輔助技能,Data/Interface/Concept/UI_Button_013.png,1,225,45,252,1,309,45,336,1,253,45,280,1,281,45,308,1,281,45,308,0
3027,1,實用輔助技能,Data/Interface/Concept/UI_Button_013.png,46,225,90,252,46,309,90,336,46,253,90,280,46,281,90,308,46,281,90,308,0
3028,1,攻擊輔助技能,Data/Interface/Concept/UI_Button_013.png,361,113,405,140,361,197,405,224,361,141,405,168,361,169,405,196,361,169,405,196,0
3029,1,防禦輔助技能,Data/Interface/Concept/UI_Button_013.png,1,225,45,252,1,309,45,336,1,253,45,280,1,281,45,308,1,281,45,308,0
3030,1,實用輔助技能,Data/Interface/Concept/UI_Button_013.png,46,225,90,252,46,309,90,336,46,253,90,280,46,281,90,308,46,281,90,308,0
505,1,和弦技能,Data/Interface/Concept/UI_Button_012.png,361,113,405,140,361,197,405,224,361,141,405,168,361,169,405,196,361,169,405,196,0
7001,1,魔法矛槍技能,Data/Interface/Concept/UI_Button_013.png,91,225,135,252,91,309,135,336,91,253,135,280,91,281,135,308,91,281,135,308,3
7002,1,槍兵技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
7101,1,魔法矛槍技能,Data/Interface/Concept/UI_Button_013.png,91,225,135,252,91,309,135,336,91,253,135,280,91,281,135,308,91,281,135,308,3
7102,1,黑暗騎士技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
7201,1,魔法矛槍技能,Data/Interface/Concept/UI_Button_013.png,91,225,135,252,91,309,135,336,91,253,135,280,91,281,135,308,91,281,135,308,3
7202,1,和平使者技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
7301,1,魔法矛槍技能,Data/Interface/Concept/UI_Button_013.png,91,225,135,252,91,309,135,336,91,253,135,280,91,281,135,308,91,281,135,308,3
7302,1,暗影行者技能,Data/Interface/Concept/UI_Button_012.png,91,1,135,28,91,85,135,112,91,29,135,56,91,57,135,84,91,57,135,84,0
7303,1,一般特性,Data/Interface/Concept/UI_Button_012.png,316,1,360,28,316,85,360,112,316,29,360,56,316,57,360,84,316,57,360,84,0
2827,1,超越特性,Data/Interface/Concept/UI_Button_013.png,271,113,315,140,271,197,315,224,271,141,315,168,271,169,315,196,271,169,315,196,0
461,1,生活技能,Data/Interface/Concept/UI_Button_013.png,451,113,495,140,451,197,495,224,451,141,495,168,451,169,495,196,451,169,495,196,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
