ID,_EventName,_RewardType,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_RequireItem1,_Count1,_RequireItem2,_Count2,_ReueireEly,_ErrMessage,_Item1,_ItemProbability1,_Item2,_ItemProbability2,_Item3,_ItemProbability3,_Item4,_ItemProbability4,_Item5,_ItemProbability5,_Item6,_ItemProbability6,_Item7,_ItemProbability7,_Item8,_ItemProbability8,_Item9,_ItemProbability9,_Item10,_ItemProbability10,_Item11,_ItemProbability11,_Item12,_ItemProbability12,_Item13,_ItemProbability13,_Item14,_ItemProbability14,_Item15,_ItemProbability15,_Item16,_ItemProbability16,_Item17,_ItemProbability17,_Item18,_ItemProbability18,_Item19,_ItemProbability19,_Item20,_ItemProbability20,_Item21,_ItemProbability21,_Item22,_ItemProbability22,_Item23,_ItemProbability23,_Item24,_ItemProbability24,_Item25,_ItemProbability25,_Item26,_ItemProbability26,_Item27,_ItemProbability27,_Item28,_ItemProbability28,_Item29,_ItemProbability29,_Item30,_ItemProbability30,_Item31,_ItemProbability31,_Item32,_ItemProbability32,_Item33,_ItemProbability33,_Item34,_ItemProbability34,_Item35,_ItemProbability35,_Item36,_ItemProbability36,_Item37,_ItemProbability37,_Item38,_ItemProbability38,_Item39,_ItemProbability39,_Item40,_ItemProbability40,_Item41,_ItemProbability41,_Item42,_ItemProbability42,_Item43,_ItemProbability43,_Item44,_ItemProbability44,_Item45,_ItemProbability45,_Item46,_ItemProbability46,_Item47,_ItemProbability47,_Item48,_ItemProbability48,_Item49,_ItemProbability49,_Item50,_ItemProbability50,_RequirePpt
30324,兌換狗狗服飾套裝,3,0,0,0,0,0,0,0,0,190171002,1,0,0,0,需要 [狗狗套裝兌換券],3032401,0,3032402,0,3032403,0,3032404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30325,兌換貓咪服飾套裝,3,0,0,0,0,0,0,0,0,190171003,1,0,0,0,需要 [貓咪套裝兌換券],3032501,0,3032502,0,3032503,0,3032504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30326,兌換企鵝服飾套裝,3,0,0,0,0,0,0,0,0,190171004,1,0,0,0,需要 [企鵝套裝兌換券],3032601,0,3032602,0,3032603,0,3032604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30327,兌換白熊服飾套裝,3,0,0,0,0,0,0,0,0,190171005,1,0,0,0,需要 [白熊套裝兌換券],3032701,0,3032702,0,3032703,0,3032704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30328,兌換熊貓服飾套裝,3,0,0,0,0,0,0,0,0,190171006,1,0,0,0,需要 [熊貓套裝兌換券],3032801,0,3032802,0,3032803,0,3032804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30329,兌換Fun禮券兌換券,3,0,0,0,0,0,0,0,0,190171118,1,0,0,0,需要 [Fun優惠券兌換券],3032901,0,3032902,0,3032903,0,3032904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30330,兌換活動用雪狸貓套裝,3,0,0,0,0,0,0,0,0,190171089,1,0,0,0,需要 [活動雪狸貓套裝兌換券],120010306,0,120010307,0,120010308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30331,兌換活動果漿套組,3,0,0,0,0,0,0,0,0,190171120,1,0,0,0,需要 [活動果漿套組兌換卷],3033101,0,3033102,0,3033103,0,3033104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30332,兌換超迷你樹木活動,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3033201,0,3033202,0,3033203,0,3033204,0,3033205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30333,兌換超迷你樹木活動,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3033301,0,3033302,0,3033303,0,3033304,0,3033305,0,3033306,0,3033307,0,3033308,0,3033309,0,3033310,0,3033311,0,3033312,0,3033313,0,3033314,0,3033315,0,3033316,0,3033317,0,3033318,0,3033319,0,3033320,0,3033321,0,3033322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30334,兌換植樹節活動,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3033401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30335,兌換植樹節活動,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3033501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30336,兌換可愛龍龍碎片,2,0,0,0,0,0,0,0,0,190171126,30,0,0,0,需要[可愛龍龍碎片] x30,3033601,95,3033602,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223119,兌換暴風監視者飾品延長券,3,0,0,0,0,0,0,0,0,190171131,1,0,0,0,[?? ???? ??? ??] ??,22311901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226120,兌換無限迴廊飾品延長券,3,0,0,0,0,0,0,0,0,190171131,1,0,0,0,[?? ???? ??? ??] ??,22612001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234125,兌換佩爾法飾品延長券,3,0,0,0,0,0,0,0,0,190171131,1,0,0,0,[?? ???? ??? ??] ??,23412501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225122,兌換銀色腳趾飾品延長券,3,0,0,0,0,0,0,0,0,190171131,1,0,0,0,[?? ???? ??? ??] ??,22512201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30337,兌換呼喊彩虹島物語 3個,3,0,0,0,0,0,0,0,0,190171132,3,0,0,0,需要[呼喊彩虹島物語] X3,3033701,0,3033702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30338,兌換呼喊彩虹島物語 4個,3,0,0,0,0,0,0,0,0,190171132,4,0,0,0,需要[呼喊彩虹島物語] X4,3033703,0,3033704,0,3033705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30339,兌換呼喊彩虹島物語 5個,3,0,0,0,0,0,0,0,0,190171132,5,0,0,0,需要[呼喊彩虹島物語] X5,3033706,0,3033707,0,3033708,0,3033709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30340,兌換彩虹島物語的鼓勵 1個,3,0,0,0,0,0,0,0,0,190171133,1,0,0,0,需要[彩虹島物語的鼓勵] X1,3033801,0,3033802,0,3033803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30341,兌換活動羊套裝,3,0,0,0,0,0,0,0,0,190171135,1,0,0,0,需要[活動羊套裝兌換券(30天)] X1,3034101,0,3034102,0,3034103,0,3034104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30342,兌換活動熊貓套裝,3,0,0,0,0,0,0,0,0,190171136,1,0,0,0,需要[活動熊貓套裝兌換券(30天)] X1,3034201,0,3034202,0,3034203,0,3034204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30343,兌換活動白熊套裝,3,0,0,0,0,0,0,0,0,190191216,1,0,0,0,需要[活動白熊套裝兌換券(30天)] X1,3034301,0,3034302,0,3034303,0,3034304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30344,兌換不完全經驗值秘藥 6個,3,0,0,0,0,0,0,0,0,190171140,6,0,0,0,需要[不完全經驗值秘藥] X 6,3034401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30345,兌換不完全經驗值秘藥 10個,3,0,0,0,0,0,0,0,0,190171140,10,0,0,0,需要[不完全經驗值秘藥] X 10,3034501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30346,兌換不完全經驗值秘藥 18個,3,0,0,0,0,0,0,0,0,190171140,18,0,0,0,需要[不完全經驗值秘藥] X 18,3034601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295201,憤怒的綠色核兌換,3,0,0,0,0,0,0,0,0,190143201,300,0,0,0,需要[憤怒綠核] X 300,129520103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295202,破壞的藍色核兌換,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,129520101,0,129520104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295203,絕處逢生的紅色核兌換,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,129520102,0,129520105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295204,尼奧爾德的旋風披風,1,0,0,0,0,0,0,0,0,190143203,300,0,0,0,需要[憤怒綠核、毀滅藍核、絕境赤核] 各 X 300,129520106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295205,尼奧爾德的旋風耳環,1,0,0,0,0,0,0,0,0,190143203,300,0,0,0,需要[憤怒綠核、毀滅藍核、絕境赤核] 各 X 300,129520107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30347,兌換活動三國服飾,1,0,0,0,0,0,0,0,0,190171144,1,0,0,0,需要[活動三國服飾兌換券] X 1,120010401,0,120010402,0,120010403,0,120010404,0,120010405,0,120010406,0,120010407,0,120010408,0,120010409,0,120010410,0,120010411,0,120010412,0,120010413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007101,兌換新手專專屬武器,1,0,0,0,0,0,0,0,0,190171141,1,0,0,0,需要[新手專武器兌換券] x 1,100710101,0,100710102,0,100710103,0,100710104,0,100710105,0,100710106,0,100710107,0,100710108,0,100710109,0,100710110,0,100710111,0,100710112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30348,兌換全勤獎 1個,3,0,0,0,0,0,0,0,0,190171146,1,0,0,0,需要[全勤獎] X 1,3035201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30349,兌換全勤獎 2個,3,0,0,0,0,0,0,0,0,190171146,2,0,0,0,需要[全勤獎] X 2,3035101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30350,兌換全勤獎 3個,3,0,0,0,0,0,0,0,0,190171146,3,0,0,0,需要[全勤獎] X 3,3035001,0,3035002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30351,兌換全勤獎 4個,3,0,0,0,0,0,0,0,0,190171146,4,0,0,0,需要[全勤獎] X 4,3034901,0,3034902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30352,兌換全勤獎 5個,3,0,0,0,0,0,0,0,0,190171146,5,0,0,0,需要[全勤獎] X 5,3034801,0,3034802,0,3034803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30353,兌換半全勤獎,3,0,0,0,0,0,0,0,0,190171145,2,0,0,0,需要[半全勤獎] X 2,3035301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234126,伊普莉特結晶兌換(終結者紅焰套裝),1,0,0,0,0,0,0,0,0,0,0,0,0,0,,23412601,0,23412602,0,23412603,0,23412604,0,23412605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234127,伊普莉特結晶兌換(守護者紅焰套裝),1,0,0,0,0,0,0,0,0,0,0,0,0,0,,23412701,0,23412702,0,23412703,0,23412704,0,23412705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234128,伊普莉特結晶兌換(幻想的紅焰套裝),1,0,0,0,0,0,0,0,0,0,0,0,0,0,,23412801,0,23412802,0,23412803,0,23412804,0,23412805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234129,伊普莉特結晶兌換(幸運的紅焰套裝),1,0,0,0,0,0,0,0,0,0,0,0,0,0,,23412901,0,23412902,0,23412903,0,23412904,0,23412905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234130,伊普莉特結晶兌換(共存的紅焰套裝),1,0,0,0,0,0,0,0,0,0,0,0,0,0,,23413001,0,23413002,0,23413003,0,23413004,0,23413005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234131,伊普莉特結晶兌換(靈魂的紅焰套裝),1,0,0,0,0,0,0,0,0,0,0,0,0,0,,23413101,0,23413102,0,23413103,0,23413104,0,23413105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223120,兌換神奇寶石,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,22312001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226121,兌換神奇寶石,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,22612101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
