ID,_StageID,_MapGroupID,_MapID,_PosX,_PosY
540102,54,2,0,164,482
540501,54,2,0,164,1290
540301,54,2,0,3036,500
540303,54,2,0,3036,1310
540202,54,3,0,164,447
540203,54,3,0,164,2415
540401,54,3,0,3036,2927
540302,54,4,0,164,1327
840000,54,4,0,2421,1327
1410107,54,4,0,2201,1327
540204,54,5,0,3036,367
560002,55,0,0,164,1014
14460600,55,0,0,235,1023
55002,55,0,1,3036,1014
55001,55,1,0,164,1375
55004,55,1,1,3036,1375
55003,55,2,0,164,1302
38014,56,0,0,164,1375
57000,56,0,0,2212,1375
55000,56,0,0,3036,1375
990020,56,0,0,950,1375
1080301,56,0,0,1035,1375
560010,57,0,0,164,3014
57002,57,0,0,2276,454
14460700,57,0,0,185,3023
57001,57,1,0,2652,3078
42010,58,0,0,196,1100
58003,58,0,0,3004,925
58009,58,0,0,3004,1375
3750006,58,0,0,446,1100
58001,58,1,0,196,1375
58005,58,1,0,3004,1375
58004,58,2,0,196,445
58012,58,2,0,3036,540
58011,58,3,0,196,955
58010,58,3,0,3004,1375
58007,58,4,0,164,415
58002,58,4,0,3004,1375
58006,58,5,0,164,380
58008,58,5,0,3004,1375
600000100,58,6,0,117,1055
600201,60,0,0,164,1268
600301,60,0,0,164,1268
160304,60,0,0,164,1268
600302,60,1,0,2223,1233
600002,60,2,0,110,886
600306,60,2,0,1308,1174
600003,60,3,0,70,555
600303,60,3,0,70,555
600802,60,3,0,70,555
600602,60,4,0,129,1086
600601,60,5,0,484,374
600101,60,5,0,6274,2353
600304,60,5,0,6274,2353
600702,60,5,0,6274,2353
600202,60,6,0,164,1654
600305,60,6,0,164,1654
600501,60,6,0,164,1654
600701,60,6,0,164,1654
600703,60,7,0,160,300
600801,60,7,0,3650,1581
600004,60,8,0,1666,285
22009,61,0,0,676,1270
610001,61,1,0,353,465
610101,61,2,0,353,1713
610201,61,3,0,2976,816
610301,61,4,0,449,369
610401,61,5,0,352,815
990017,61,8,0,768,725
310604,62,0,0,427,903
115026901,62,2,0,650,903
150901,63,0,0,384,1105
630001,63,1,0,400,1110
115019901,63,1,0,1772,1109
630102,63,2,0,1772,1109
115019902,63,2,0,1772,1109
990018,63,3,0,1536,1110
115019904,63,3,0,1772,1109
630101,63,4,0,1772,1109
18009,64,0,0,64,671
180703,64,0,0,64,671
181603,64,0,0,64,671
640001,64,1,0,64,1375
640101,64,2,0,192,383
640201,64,3,0,64,351
640301,64,4,0,64,831
640402,64,5,0,64,1375
115023902,64,5,0,192,1375
600000088,64,6,0,221,1247
600000273,64,6,0,2367,800
600000274,64,6,0,2285,1615
600000089,64,7,0,2900,751
600000275,64,7,0,68,943
600000195,64,8,0,298,384
600000196,64,8,0,1871,319
600000197,64,8,0,1766,1007
600000198,64,8,0,2848,527
600000199,64,8,0,2785,1199
600000228,64,8,0,165,384
600000200,64,9,0,183,1103
600000202,64,9,0,697,1103
600000207,64,9,0,1523,665
600000208,64,9,0,456,895
600000209,64,9,0,134,271
600000210,64,9,0,2996,207
600000203,64,10,0,187,1167
600000211,64,10,0,202,719
600000212,64,11,0,166,1439
600000246,64,11,0,146,1439
40004,65,0,0,448,200
650001,65,1,0,448,895
650101,65,2,0,448,895
650201,65,3,0,64,895
115030901,65,3,0,64,895
650202,65,4,0,64,895
650501,65,5,0,448,895
330304,66,0,0,940,687
67000,66,0,0,940,687
670005,66,1,0,940,687
990021,67,0,0,164,1375
1370000,67,0,0,2044,783
115037000,67,0,0,983,1375
1050501,67,0,0,3333,1375
1070101,67,0,0,3333,1375
41000,67,0,1,1884,1375
68000,67,0,1,3036,1375
991007,67,0,1,256,1375
160001,67,0,1,2118,783
672001,67,7,0,1325,1455
67003,68,0,0,164,1023
68003,68,0,0,3004,1375
68001,68,1,0,196,1375
68010,68,1,0,1156,991
68006,68,1,0,3004,1119
68002,68,2,0,196,1119
68008,68,2,0,3004,479
68005,68,3,0,196,415
85002,68,3,0,3004,351
68004,68,4,0,196,1375
68012,68,4,0,3004,1055
68009,68,5,0,196,831
820005,68,5,0,2822,607
1410110,68,5,0,2822,607
24005,69,0,0,164,1046
690000,69,1,0,518,100
720001,72,0,0,1536,752
720002,72,0,0,768,1296
720003,72,0,0,64,752
20308,73,0,0,160,864
730003,73,0,0,3040,864
730004,73,0,0,3008,1184
730000,73,1,0,160,1024
730001,73,2,0,160,1056
740002,74,0,0,3136,1008
740001,74,1,0,64,1488
750003,75,0,0,3104,928
750000,75,1,0,192,832
750004,75,1,0,3072,1216
750002,75,2,0,160,784
760002,76,0,0,3036,1232
760000,76,1,0,164,1136
760004,76,1,0,3036,1136
760003,76,2,0,164,1232
770002,77,0,0,2880,1248
770001,77,1,0,128,1456
207000011,78,0,0,257,31840
780006,78,0,1,317,196
780007,78,0,2,2064,1209
780008,78,0,3,2828,2481
780009,78,0,4,1230,2523
780010,78,0,5,300,2300
780011,78,0,6,1800,2500
780012,78,0,7,1930,2410
780013,78,0,8,1200,2500
999007,78,0,9,288,3026
780014,78,0,9,1600,2000
999008,78,1,0,445,860
999009,78,2,0,445,860
999010,78,3,0,445,860
999011,78,4,0,445,860
999012,78,5,0,445,860
999013,78,6,0,445,860
780018,79,0,0,130,1170
600000029,79,0,0,307,1183
600000071,79,0,0,93,1183
600000097,79,1,0,153,1183
780015,80,0,0,40000,650
780016,80,0,0,76000,1290
780017,80,0,0,117000,690
780019,80,0,0,130,1200
600000201,80,0,0,62192,479
600000244,80,0,0,62192,479
600000336,80,0,0,64000,1100
600000348,80,0,0,19590,1503
600000341,80,1,0,64000,1100
600000349,80,1,0,114050,1503
600000342,80,2,0,64000,1100
600000350,80,2,0,34050,1503
42011,81,0,0,196,1126
81003,81,0,0,3004,1046
3750005,81,0,0,422,1135
81005,81,1,0,1476,566
81001,81,2,0,260,326
81006,81,2,0,2844,646
81002,81,2,0,3004,1110
81004,81,3,0,260,1366
81009,81,3,0,2812,1062
81007,81,4,0,196,1078
830001,81,4,0,1468,1503
1410129,81,4,0,1475,1494
600000077,81,5,0,103,1487
820001,82,0,0,100,6175
820002,82,0,0,100,6175
820004,82,1,0,100,6200
820003,82,2,0,100,3007
820006,82,3,0,100,2719
68011,82,4,0,175,5967
820000,82,5,0,710,655
820007,82,6,0,96,559
820011,82,7,0,672,655
81008,83,0,0,800,388
810009,83,0,0,800,388
830000,83,1,0,800,915
540402,84,0,0,100,991
999019,84,0,0,1030,100
68007,85,0,0,196,710
85006,85,0,0,3004,1046
14000,85,0,0,3036,710
85001,85,1,0,196,1046
85005,85,1,0,836,1302
85011,85,1,0,2364,438
85004,85,1,0,3004,1046
85012,85,2,0,196,1046
85008,85,2,0,386,1413
85009,85,2,0,2900,1045
860007,85,2,0,3036,710
85003,85,3,0,164,1414
85010,85,3,0,3036,1414
3810001,85,3,0,2765,671
600000325,85,4,0,144,415
1780001,86,0,0,3659,1375
85007,86,0,0,164,1375
1460019,86,0,0,1020,1375
860011,86,0,0,1628,1375
1180000,86,0,0,2236,1375
1070301,86,0,0,3289,1375
1080201,86,0,0,3289,1375
490001,86,0,0,4548,1375
860012,86,0,0,4700,1375
870000,86,0,0,6236,1375
991008,86,0,0,4092,1375
2860003,86,0,0,5820,1375
860008,86,1,0,545,598
860010,86,2,0,668,550
1110103,87,0,0,768,472
880000,87,0,0,2480,473
880019,87,0,0,2480,473
2010201,87,0,0,2350,473
1410117,87,0,0,2320,463
860009,87,0,7,771,2862
870201,87,2,0,1596,8975
870301,87,3,0,1377,304
600000272,87,4,0,1186,15511
600000318,87,4,0,1545,15511
600000445,87,5,0,1599,13344
870001,88,0,0,932,975
880004,88,0,0,2332,303
880006,88,1,0,292,2015
880001,88,1,0,1628,352
880008,88,1,0,2908,2007
880012,88,2,0,2075,1479
880002,88,2,0,2140,335
880015,88,2,0,2140,2975
880003,88,3,0,324,399
880011,88,3,0,324,1759
880013,88,3,0,324,2975
880007,88,4,0,260,847
880010,88,4,0,2908,847
880005,88,5,0,440,280
880009,88,5,0,2908,415
880014,88,6,0,800,959
880017,88,7,0,448,1024
880016,88,8,0,800,959
890003,89,0,0,1372,1462
80006,89,0,0,3036,1462
2850001,89,0,0,772,1462
890102,89,0,0,2125,1471
890002,89,0,0,2483,1479
2010101,89,0,0,1609,1471
890000,89,1,0,164,767
890004,89,1,0,1052,767
890006,89,1,0,1052,767
890008,89,1,0,1052,767
890010,89,1,0,1052,767
890012,89,1,0,1052,767
890014,89,1,0,1052,767
890016,89,1,0,1052,767
890018,89,1,0,1052,767
890020,89,1,0,1052,767
890022,89,1,0,1052,767
890024,89,1,0,1052,767
890026,89,1,0,1052,767
890028,89,1,0,1052,767
890041,89,1,0,1052,767
890043,89,1,0,1052,767
890045,89,1,0,1052,767
890047,89,1,0,1052,767
890049,89,1,0,1052,767
890051,89,1,0,1052,767
890053,89,1,0,1052,767
77770004,89,1,0,800,767
25400001,89,1,0,1040,767
960011,89,2,0,604,703
970011,89,3,0,604,703
985011,89,4,0,604,703
990011,89,5,0,604,703
995011,89,5,0,604,703
1000011,89,6,0,604,703
1010011,89,7,0,604,703
1020011,89,8,0,604,703
1030011,89,9,0,604,703
1040011,89,10,0,604,703
1050011,89,11,0,604,703
1060011,89,12,0,604,703
1070011,89,13,0,604,703
1080011,89,14,0,604,703
890001,89,15,0,164,1398
999018,89,15,0,1990,1395
999020,89,16,0,455,799
2210010,89,17,0,604,703
2220010,89,18,0,604,703
2230010,89,19,0,604,703
2240010,89,20,0,604,703
2250010,89,21,0,604,703
2260010,89,22,0,604,703
2270010,89,23,0,604,703
2850000,89,24,0,452,694
2850003,89,24,0,1084,694
2850006,89,24,0,1084,694
2020201,89,24,0,657,704
3010113,89,24,0,657,704
2010219,89,24,0,1050,704
1410133,89,24,0,1050,704
890101,89,25,0,200,959
600000102,89,26,0,2131,1471
600000129,89,26,0,1780,1471
600000103,89,27,0,300,511
600000132,89,27,0,300,511
600000128,89,28,0,794,847
207000013,463,0,0,118,511
600000091,95,1,0,256,640
600000092,95,2,0,300,640
600000093,95,3,0,300,623
600000094,95,4,0,300,640
600000141,95,5,0,428,640
600000142,95,6,0,428,640
600000143,95,7,0,428,640
600000144,95,8,0,510,640
600000145,95,9,0,413,847
960000,96,1,0,860,700
960001,96,2,0,860,700
960002,96,3,0,860,700
960003,96,4,0,860,700
960012,96,4,0,860,700
960004,96,5,0,860,700
960006,96,6,0,860,700
960007,96,7,0,860,700
960008,96,8,0,860,700
960009,96,9,0,860,700
960010,96,11,0,860,700
960005,96,15,0,860,700
970000,97,1,0,860,700
970001,97,2,0,860,700
970002,97,3,0,860,700
970003,97,4,0,860,700
970012,97,4,0,860,700
970004,97,5,0,860,700
970006,97,6,0,860,700
970007,97,7,0,860,700
970008,97,8,0,860,700
970009,97,9,0,860,700
970010,97,11,0,860,700
970005,97,15,0,860,700
971601,97,16,0,860,700
985000,98,1,0,860,700
985001,98,2,0,860,700
985002,98,3,0,860,700
985003,98,4,0,860,700
985012,98,4,0,860,700
985004,98,5,0,860,700
985006,98,6,0,860,700
985007,98,7,0,860,700
985008,98,8,0,860,700
985009,98,9,0,860,700
985010,98,11,0,860,700
985005,98,15,0,860,700
995000,99,1,0,860,700
995001,99,2,0,860,700
995002,99,3,0,860,700
995003,99,4,0,860,700
995012,99,4,0,860,700
995004,99,5,0,860,700
995006,99,6,0,860,700
995007,99,7,0,860,700
995008,99,8,0,860,700
995009,99,9,0,860,700
995010,99,11,0,860,700
995005,99,15,0,860,700
1000000,100,1,0,860,700
1000001,100,2,0,860,700
1000002,100,3,0,860,700
1000003,100,4,0,860,700
1000012,100,4,0,860,700
1000004,100,5,0,860,700
1000006,100,6,0,860,700
1000007,100,7,0,860,700
1000008,100,8,0,860,700
1000009,100,9,0,860,700
1000010,100,11,0,860,700
1000005,100,15,0,860,700
1010000,101,1,0,860,700
1010001,101,2,0,860,700
1010002,101,3,0,860,700
1010003,101,4,0,860,700
1010012,101,4,0,860,700
1010004,101,5,0,860,700
1010006,101,6,0,860,700
1010007,101,7,0,860,700
1010008,101,8,0,860,700
1010009,101,9,0,860,700
1010010,101,11,0,860,700
1010005,101,15,0,860,700
1020000,102,1,0,860,700
1020001,102,2,0,860,700
1020002,102,3,0,860,700
1020003,102,4,0,860,700
1020012,102,4,0,860,700
1020004,102,5,0,860,700
1020006,102,6,0,860,700
1020007,102,7,0,860,700
1020008,102,8,0,860,700
1020009,102,9,0,860,700
1020010,102,11,0,860,700
1020005,102,15,0,860,700
1030000,103,1,0,860,700
1030001,103,2,0,860,700
1030002,103,3,0,860,700
1030003,103,4,0,860,700
1030012,103,4,0,860,700
1030004,103,5,0,860,700
1030006,103,6,0,860,700
1030007,103,7,0,860,700
1030008,103,8,0,860,700
1030009,103,9,0,860,700
1030010,103,11,0,860,700
1030005,103,15,0,860,700
1040000,104,1,0,860,700
1040001,104,2,0,860,700
1040002,104,3,0,860,700
1040003,104,4,0,860,700
1040012,104,4,0,860,700
1040004,104,5,0,860,700
1040006,104,6,0,860,700
1040007,104,7,0,860,700
1040008,104,8,0,860,700
1040009,104,9,0,860,700
1040010,104,11,0,860,700
1040005,104,15,0,860,700
1050000,105,1,0,860,700
1050001,105,2,0,860,700
1050002,105,3,0,860,700
1050003,105,4,0,860,700
1050012,105,4,0,860,700
1050004,105,5,0,860,700
1050006,105,6,0,860,700
1050007,105,7,0,860,700
1050008,105,8,0,860,700
1050009,105,9,0,860,700
1050010,105,11,0,860,700
1050005,105,15,0,860,700
1060000,106,1,0,860,700
1060001,106,2,0,860,700
1060002,106,3,0,860,700
1060003,106,4,0,860,700
1060012,106,4,0,860,700
1060004,106,5,0,860,700
1060006,106,6,0,860,700
1060007,106,7,0,860,700
1060008,106,8,0,860,700
1060009,106,9,0,860,700
1060010,106,11,0,860,700
1060005,106,15,0,860,700
1070000,107,1,0,860,700
1070001,107,2,0,860,700
1070002,107,3,0,860,700
1070003,107,4,0,860,700
1070012,107,4,0,860,700
1070004,107,5,0,860,700
1070006,107,6,0,860,700
1070007,107,7,0,860,700
1070008,107,8,0,860,700
1070009,107,9,0,860,700
1070010,107,11,0,860,700
1070005,107,15,0,860,700
1080000,108,1,0,860,700
1080001,108,2,0,860,700
1080002,108,3,0,860,700
1080003,108,4,0,860,700
1080012,108,4,0,860,700
1080004,108,5,0,860,700
1080006,108,6,0,860,700
1080007,108,7,0,860,700
1080008,108,8,0,860,700
1080009,108,9,0,860,700
1080010,108,11,0,860,700
1080005,108,15,0,860,700
1090001,109,0,0,164,1446
1090006,109,0,0,3036,1446
1090004,109,1,0,164,1446
1090008,109,1,0,3036,422
1090007,109,2,0,164,518
1090010,109,2,0,3036,1062
1090009,109,3,0,164,998
1090012,109,3,0,3036,902
1090011,109,4,0,164,1430
999022,110,0,0,1952,2930
870004,111,0,0,300,1467
1110106,111,0,0,820,1046
1110104,111,1,0,922,490
600000025,111,2,0,569,1472
1170010,112,0,0,164,486
1120006,112,0,0,3036,518
1120004,112,0,0,3036,1302
1120002,112,1,0,164,1334
1120008,112,1,0,3036,390
1120001,112,2,0,164,454
1120009,112,2,0,3036,1430
1120007,112,3,0,164,966
1120005,112,3,0,164,1206
1120011,112,3,0,3036,1030
1120010,112,4,0,196,960
1160000,112,4,0,1300,605
1410115,112,4,0,1300,605
1130002,113,0,0,3004,854
1139900,113,0,0,3004,854
1139902,113,0,0,3004,854
1139903,113,0,0,3004,854
1130000,113,1,0,187,600
1139901,113,2,0,164,934
1130004,113,2,0,3036,342
1139907,113,2,0,3036,342
1130003,113,3,0,700,752
1139905,113,1,0,164,646
1130006,113,1,0,3036,1238
1139912,113,4,0,3036,1238
1139913,113,4,0,3036,1238
1139915,113,4,0,3036,1238
1139917,113,4,0,3036,1238
1139918,113,4,0,3036,1238
1139919,113,4,0,3036,1238
1139920,113,4,0,3036,1238
1139921,113,4,0,3036,1238
1139922,113,4,0,3036,1238
1139924,113,4,0,3036,1238
1139926,113,4,0,3036,1238
1139927,113,4,0,3036,1238
1130005,113,5,0,128,406
1139916,113,5,0,128,1173
1139914,113,5,0,1407,406
1139923,113,5,0,1407,1173
1139925,113,3,0,164,752
1140003,114,0,0,3036,646
1149901,114,0,0,3036,646
1140000,114,1,0,2978,1348
1149900,114,2,0,164,1286
1140004,114,2,0,3036,1286
1149907,114,2,0,3036,1286
1140002,114,3,0,190,687
1149908,114,1,0,164,966
1140006,114,1,0,3036,1286
1149910,114,1,0,3036,1286
1149913,114,1,0,3036,1286
1149914,114,1,0,3036,1286
1149915,114,1,0,3036,1286
1149917,114,5,0,228,1222
1140005,114,5,0,256,453
1149916,114,5,0,1508,454
1149918,114,5,0,1508,1222
1149911,114,3,0,164,687
600000213,114,7,0,70,463
600000227,114,7,0,241,463
600000214,114,8,0,70,463
600000215,114,9,0,70,463
600000216,114,10,0,70,463
600000217,114,11,0,70,463
600000218,114,12,0,70,463
600000219,114,13,0,70,463
600000220,114,14,0,70,463
600000221,114,15,0,70,463
600000222,114,16,0,70,463
1150002,115,0,0,3036,662
1159904,115,0,0,3036,662
1150001,115,1,0,164,614
1159900,115,1,0,1276,614
1159903,115,1,0,1276,870
1159901,115,1,0,1924,614
1159902,115,1,0,1924,870
1159905,115,1,0,164,1286
1150004,115,1,0,3036,982
1159907,115,1,0,3036,982
1150003,115,3,0,140,783
1159908,115,2,0,164,1334
1150006,115,2,0,3036,1014
1159914,115,2,0,3036,1014
1159915,115,2,0,3036,1014
1159917,115,2,0,3036,1014
1159918,115,2,0,3036,1014
1159919,115,2,0,3036,1014
1159921,115,2,0,3036,1014
1159923,115,2,0,3036,1014
1159924,115,2,0,3036,1014
1159925,115,2,0,3036,1014
1159926,115,2,0,3036,1014
1159927,115,2,0,3036,1014
1159928,115,2,0,3036,1014
1150005,115,3,0,140,783
1159920,115,5,0,140,1190
1159916,115,5,0,1420,420
1159922,115,5,0,1420,1190
1159929,115,3,0,164,783
1150000,117,0,0,640,1045
1150007,117,0,0,640,1045
1170009,117,0,0,845,1302
999024,117,0,0,1414,1302
1130001,117,0,0,1510,1045
1130007,117,0,0,1510,1045
1140001,117,0,0,1560,677
1140007,117,0,0,1560,677
1170006,117,0,0,1564,1302
1410112,117,0,0,1510,1045
1410113,117,0,0,1560,677
1410114,117,0,0,640,1045
1170005,117,1,0,164,1046
1170002,117,2,0,164,1238
1170015,117,2,0,1116,1238
1120000,117,2,0,3036,1238
1060101,117,2,0,1807,1247
1170008,117,3,0,196,606
1170301,117,3,0,670,615
999023,117,4,0,400,460
1170501,117,5,0,234,1344
890032,118,0,0,196,511
860100,118,0,0,196,511
1180003,118,0,0,3004,767
1180005,118,0,0,3004,1135
14460800,118,0,0,226,511
1180001,118,1,0,196,735
1190002,118,1,0,3004,598
1180002,118,2,0,196,1375
1180007,118,2,0,3004,479
1180101,118,2,0,3004,991
1180006,118,3,0,196,1055
1180100,118,4,0,196,511
1180004,119,0,0,164,1358
1190007,119,0,0,1123,1358
1290000,119,0,0,2232,1357
1200000,119,0,0,3035,1358
1330000,119,0,0,860,1358
1190008,119,0,0,2529,1367
1090701,119,0,0,1289,1367
1190003,120,0,0,164,863
1200003,120,0,0,3036,527
1200009,120,0,0,3036,1183
14460900,120,0,0,208,863
1200001,120,1,0,164,1375
1210000,120,1,1,2876,342
1200007,120,1,0,6236,1295
1200005,120,2,0,164,310
1200010,120,2,0,164,1110
1200011,120,2,0,3036,1318
1200002,120,3,0,164,262
1200008,120,3,1,3036,342
1200006,120,4,0,3036,422
1200004,121,0,0,164,998
1210002,121,0,0,3036,422
14461000,121,0,0,235,1007
1210001,121,1,0,164,342
1210008,121,1,1,2940,454
1210005,121,1,1,3036,1286
1210004,121,2,0,164,774
1210007,121,2,0,3036,342
1210003,121,3,0,164,278
1210006,121,3,0,164,934
1220001,122,0,0,1720,815
1230041,123,0,0,64,1376
1230042,123,1,0,164,342
1230043,123,2,0,164,1366
1230044,123,3,0,164,1366
1230045,123,4,0,164,470
600000041,123,4,0,232,479
1230050,123,5,0,164,662
600000248,123,6,0,350,1375
600000241,123,11,0,158,671
1230046,123,30,0,164,662
1230047,123,31,0,164,1366
1230048,123,32,0,164,1174
1230049,123,33,0,164,342
1230038,123,34,0,480,896
1230039,123,34,0,960,886
1190006,129,1,0,500,10
17017,130,0,0,164,1334
900000004,130,0,0,211,1344
900000000,130,0,0,1270,1350
1310001,130,0,0,2945,1305
1300001,131,0,0,164,806
1310002,131,0,0,3036,326
14460400,131,0,0,251,815
1310000,131,1,0,164,406
1310005,131,1,0,2780,278
1310003,131,2,0,356,1126
1310008,131,2,0,3036,326
1310009,131,2,0,3036,1414
1310004,131,3,0,164,822
1321001,131,3,0,2912,448
1322021,131,3,0,2783,447
1410121,131,3,0,2771,447
1310006,131,4,0,164,614
1321000,132,1,0,544,895
1320001,132,2,0,544,895
900000005,133,0,0,197,1390
900000001,133,0,0,3036,1388
1340000,133,0,0,3036,1398
1190009,133,0,0,164,1398
1330001,133,0,0,374,1407
1330002,133,0,0,1730,1407
1330004,134,0,0,260,1077
1340001,134,0,0,1092,933
1340002,134,0,0,2308,1397
1340004,134,0,0,3004,485
2560001,134,0,0,2244,213
14461100,134,0,0,284,1086
1340003,134,1,0,196,1013
1340013,134,1,0,260,757
1340008,134,1,0,1092,1397
1340009,134,1,1,252,757
1340007,134,1,1,900,1397
1340006,134,1,1,964,885
1340019,134,1,1,2908,1397
1340005,134,2,0,228,1077
1340012,134,2,0,764,757
1340016,134,2,0,764,1269
1340011,134,2,0,1540,757
1340018,134,2,0,2236,1397
1340014,134,2,0,2748,1397
1340024,134,2,0,396,638
1410122,134,2,0,353,638
1340015,134,3,0,260,629
1340010,134,3,0,260,949
1340023,134,3,0,1212,821
1340022,134,3,0,1796,629
1340021,134,3,0,2812,1397
1340020,134,3,0,2972,629
1351000,135,1,0,448,895
1350000,135,2,0,500,895
1360002,136,0,0,164,1109
1360005,136,0,0,3036,630
1360007,136,1,0,3004,1040
1360001,136,1,0,3012,515
1380004,136,1,0,295,334
1410116,136,1,0,300,335
1360000,136,2,0,164,385
1360008,136,2,0,164,830
1370001,136,2,0,3036,365
1360003,136,3,0,164,780
1360006,136,3,0,3036,399
1380003,137,0,0,636,1015
67002,137,0,0,964,1465
900000006,137,0,0,966,1465
900000002,137,0,0,2492,1084
1360004,137,0,0,2492,1084
1381000,138,1,0,800,807
1380002,138,2,0,800,807
1400001,139,0,0,484,1090
1390001,139,1,0,546,1109
115045000,139,1,0,480,1120
1390002,139,2,0,480,1120
115046000,139,2,0,480,1120
1110107,140,0,0,160,1085
1110108,140,0,0,1062,543
1410176,140,0,0,1000,543
1110105,141,0,0,114,735
1410002,141,0,0,3033,421
1410001,141,1,0,157,989
1410004,141,1,0,3057,1389
1410003,141,2,0,197,1387
1410007,141,2,0,3031,1392
1410006,141,3,0,199,1392
1410008,141,3,0,2880,831
1410005,141,4,0,2495,800
1570001,141,4,0,3036,1119
1570000,142,0,0,157,896
1420003,142,0,0,1117,1379
1420002,142,0,0,1157,768
1420005,142,0,0,2714,576
1420007,142,0,0,2714,832
1420006,142,0,0,2900,320
1420008,142,0,0,3053,320
1420004,142,1,0,157,1120
1420011,142,1,0,1623,432
1420010,142,1,0,1623,1040
1420012,142,1,0,1633,1344
1420013,142,1,0,3031,1408
1420009,142,2,0,168,1376
1420015,142,2,0,1106,1376
1420014,142,2,0,1122,768
1420016,142,2,0,2169,384
1420017,142,2,0,2417,960
1420018,142,2,1,2071,1072
1420020,142,2,1,2275,1376
1420019,142,2,1,2288,464
1570002,142,2,1,3020,959
1570003,143,0,0,268,517
1430004,143,0,0,2960,831
1430002,143,1,0,242,821
1430006,143,1,0,1856,1349
1430007,143,1,1,2976,1240
1430003,143,2,0,576,773
1430017,143,2,0,2974,551
1430018,143,2,0,2974,551
1430005,143,3,0,262,1335
1430016,143,3,0,2703,1060
1570004,143,3,0,2938,458
1430013,143,4,0,268,770
116012002,143,4,0,300,780
116012003,143,4,0,300,780
116012004,143,4,0,300,780
1430014,143,5,0,268,770
116012001,143,5,0,300,780
116012005,143,5,0,300,780
116012006,143,5,0,300,780
1430015,143,6,0,268,770
1570005,144,0,0,420,887
1440004,144,1,0,670,887
1440006,144,2,0,1112,887
1440000,144,2,0,420,887
1440007,144,2,0,670,887
1440005,145,0,0,420,860
1450001,145,0,0,1031,860
1460020,146,0,0,164,735
1460004,146,0,0,3036,1071
1460010,146,0,0,3036,1375
1460002,146,1,0,164,1366
1460006,146,1,0,3036,1366
1460005,146,2,0,164,991
1460008,146,2,0,3036,351
1460007,146,3,0,164,447
1460016,146,3,0,3036,1375
1460003,146,4,0,164,479
1460012,146,4,0,3036,630
1460011,146,5,0,164,479
1460014,146,5,0,3036,1087
1460013,146,6,0,164,863
1460017,146,6,0,3036,287
1460009,146,7,0,164,479
1460015,146,7,0,164,1391
1460022,146,7,0,2832,463
1410118,146,7,0,2832,463
1460000,146,8,0,164,1375
860101,146,8,0,164,1375
1460001,146,8,0,1600,1375
596002,147,0,0,80,1450
596102,147,0,0,80,1450
596202,147,0,0,80,1450
1470001,147,0,0,185,1457
596000,148,0,0,80,1450
596100,148,0,0,80,1450
596200,148,0,0,80,1450
1480001,148,0,0,185,1457
596001,149,0,0,80,1450
596101,149,0,0,80,1450
596201,149,0,0,80,1450
1490001,149,0,0,185,1457
595002,150,0,0,160,1000
595102,150,0,0,160,1000
595202,150,0,0,160,1000
595000,151,0,0,160,1000
595100,151,0,0,160,1000
595200,151,0,0,160,1000
595001,152,0,0,160,1000
595101,152,0,0,160,1000
595201,152,0,0,160,1000
597000,153,0,0,1965,1407
597100,153,0,0,1965,1407
597200,153,0,0,1965,1407
597001,154,0,0,1965,1407
597101,154,0,0,1965,1407
597201,154,0,0,1965,1407
597002,155,0,0,1965,1407
597102,155,0,0,1965,1407
597202,155,0,0,1965,1407
5005,156,0,0,196,326
1410009,157,0,0,650,735
1420001,157,0,0,1310,735
1420021,157,1,0,650,735
1430001,157,1,0,1310,735
1440003,157,2,0,1150,735
1430008,157,2,0,650,735
1450000,157,2,0,1150,735
1410119,157,2,0,1150,735
2010,158,0,0,700,630
1580101,158,1,0,800,639
600000254,158,1,0,378,639
600000251,158,2,0,378,639
600000252,158,3,0,378,639
600000253,158,4,0,378,639
2011,159,0,0,700,630
2012,160,0,0,700,630
2013,161,0,0,700,630
600000337,161,1,0,345,639
600000338,161,2,0,345,639
1620006,162,0,0,196,1085
1620007,162,0,0,196,1085
1690009,162,1,0,580,2230
1730001,162,1,0,5212,336
1620009,162,1,1,3012,2646
1620115,162,1,0,4300,688
1690006,162,1,2,836,678
1620050,162,1,2,3004,2966
1620020,162,1,0,3032,2655
1620110,162,2,0,476,726
1690001,162,2,0,476,726
1620109,162,2,0,1700,2608
1690005,162,2,1,2012,1734
1690007,162,2,1,2012,1734
1620004,162,2,1,2404,544
1650001,162,2,2,2940,2006
1650002,162,2,2,2940,2006
1650003,162,2,2,2940,2006
1620030,162,2,0,164,2800
1620019,162,2,0,772,672
1620111,162,3,0,1660,2326
1620025,162,3,1,540,2390
1620102,162,3,1,1244,1750
1620027,162,3,0,4400,1760
1620108,162,2,0,4564,2976
1620049,162,3,2,2876,1366
1620029,162,3,0,850,352
1640001,162,4,0,2780,2326
1640004,162,4,0,2780,2326
1647001,162,4,0,1000,1008
1620106,162,4,2,740,1334
1670007,162,4,2,740,1334
1670019,162,4,2,740,1334
1620104,162,4,2,740,2070
1670001,162,4,2,740,2070
1670013,162,4,2,740,2070
1620105,162,4,2,796,1334
1670004,162,4,2,796,1334
1670016,162,4,2,796,1334
1620107,162,4,2,796,2070
1670010,162,4,2,796,2070
1670022,162,4,2,796,2070
1620057,162,3,0,164,2592
1620103,162,5,0,548,1034
1620101,162,5,0,4420,502
1620055,162,5,1,3036,2806
