ID,_Description,_SubID,_Grid_Index,_Image_Setting,_SkillID
2156,???(???),2214,5,0,0
2157,???(???),2214,6,0,1107015
2158,???(???),2214,7,18,8000302
2159,???(???),2214,8,0,0
2160,???(???),2214,9,128,1109505
2161,???(???),2214,10,512,0
2162,???(???),2214,11,4,1109811
2163,???(???),2214,12,0,0
2164,???(???),2214,13,18,8000303
2165,???(???),2214,14,128,1109305
2166,???(???),2214,15,512,0
2167,???(???),2214,16,4,1109405
2168,???(???),2214,17,0,0
2169,???(???),2214,18,0,1212005
2170,???(???),2214,19,18,8000304
2171,???(???),2214,20,16,1210005
2172,???(???),2214,21,0,0
2173,???(???),2214,22,16,1105005
2174,???(???),2214,23,0,0
2175,???(???),2214,24,0,0
2176,???(???),2214,25,18,5000911
2177,???(???),2214,26,4096,0
2178,???(???),2214,27,4,1109807
2179,???(???),2214,28,4096,0
2180,???(???),2214,29,132,1109808
2181,???(???),2214,30,4,1109809
2182,???(???),2214,31,2,1802401
2183,???(???),2214,32,0,0
2184,???(???),2214,33,128,1211005
2185,???(???),2214,34,512,0
2186,???(???),2214,35,4,1109810
2187,???(???),2214,0,0,0
2188,???(???),2214,0,0,0
2189,???(?),2216,1,16,8000601
2190,???(?),2216,2,128,1104017
2191,???(?),2216,3,512,0
2192,???(?),2216,4,4,1105017
2193,???(?),2216,5,0,0
2194,???(?),2216,6,0,1212008
2195,???(?),2216,7,18,8000602
2196,???(?),2216,8,0,0
2197,???(?),2216,9,128,1106007
2198,???(?),2216,10,512,0
2199,???(?),2216,11,4,1105007
2200,???(?),2216,12,0,0
2201,???(?),2216,13,18,8000603
2202,???(?),2216,14,128,1107027
2203,???(?),2216,15,512,0
2204,???(?),2216,16,132,1107017
2205,???(?),2216,17,512,0
2206,???(?),2216,18,4,1211007
2207,???(?),2216,19,18,8000604
2208,???(?),2216,20,0,0
2209,???(?),2216,21,128,1109107
2210,???(?),2216,22,512,0
2211,???(?),2216,23,4,1109207
2212,???(?),2216,24,0,0
2213,???(?),2216,25,18,5000921
2214,???(?),2216,26,128,1210007
2215,???(?),2216,27,512,0
2216,???(?),2216,28,4,1212007
2217,???(?),2216,29,0,0
2218,???(?),2216,30,0,0
2219,???(?),2216,31,2,1802402
2220,???(?),2216,33,0,0
2221,???(?),2216,0,0,0
2222,???(?),2216,0,0,0
2223,???(?),2216,0,0,0
2224,???(?),2216,0,0,0
2225,???(?),2216,0,0,0
2226,???(?),2216,0,0,0
2227,???(?),2216,0,0,0
2228,???(??),2405,1,0,3200106
2229,???(??),2405,2,0,3110101
2230,???(??),2405,3,0,3200140
2231,???(??),2405,4,0,3210101
2232,???(??),2405,5,0,3110145
2233,???(??),2405,6,0,1109806
2234,???(??),2405,8,16,3100123
2235,???(??),2405,11,0,0
2236,???(??),2405,12,0,0
2237,???(??),2405,13,8192,0
2238,???(??),2405,14,256,0
2239,???(??),2405,15,16384,0
2240,???(??),2405,17,0,1109705
2241,???(??),2405,18,0,3110121
2242,???(??),2405,19,18,3101121
2243,???(??),2405,20,18,3101110
2244,???(??),2405,21,18,3500611
2245,???(??),2405,23,0,3500712
2246,???(??),2405,24,0,3110122
2247,???(??),2405,25,18,3101100
2248,???(??),2405,26,18,3102121
2249,???(??),2405,27,18,3500511
2250,???(??),2405,29,128,3110146
2251,???(??),2405,30,4,3210103
2252,???(??),2405,31,2,3101118
2253,???(??),2405,32,2,3710201
2254,???(??),2405,33,2,3500711
2255,???(??),2405,0,0,0
2256,???(??),2405,0,0,0
2257,???(??),2405,0,0,0
2258,???(??),2405,0,0,0
2259,???(??),2405,0,0,0
2260,???(??),2405,0,0,0
2261,??(??),2206,1,128,3000501
2262,??(??),2206,2,132,3000502
2263,??(??),2206,3,132,3000503
2264,??(??),2206,4,132,3000508
2265,??(??),2206,5,132,5000912
2266,??(??),2206,6,4,1802403
2267,??(??),2206,14,0,3210502
2268,??(??),2206,15,0,3210505
2269,??(??),2206,16,0,3210506
2270,??(??),2206,19,8,1210205
2271,??(??),2206,20,80,1210101
2272,??(??),2206,22,144,1210102
2273,??(??),2206,23,4,1210207
2274,??(??),2206,24,0,1210905
2275,??(??),2206,26,1024,0
2276,??(??),2206,28,1024,0
2277,??(??),2206,30,0,1210103
2278,??(??),2206,32,2,1210021
2279,??(??),2206,34,2,1109021
2280,??(??),2206,36,0,1210104
2281,??(??),2206,0,0,0
2282,??(??),2206,0,0,0
2283,??(??),2206,0,0,0
2284,??(??),2206,0,0,0
2285,??(??),2206,0,0,0
2286,??(??),2206,0,0,0
2287,??(??),2206,0,0,0
2288,??(??),2206,0,0,0
2289,??(??),2206,0,0,0
2290,??(??),2206,0,0,0
2291,??(??),2206,0,0,0
2292,??(??),2206,0,0,0
2293,??(??),2206,0,0,0
2294,??(??),2206,0,0,0
2295,??(??),2206,0,0,0
2296,??(??),2206,0,0,0
2297,??(??),2206,0,0,0
2298,??(??),2206,0,0,0
2299,??(??),2406,3,0,3200127
2300,??(??),2406,4,0,1210201
2301,??(??),2406,5,128,3110147
2302,??(??),2406,6,4,3100162
2303,??(??),2406,14,144,1210204
2304,??(??),2406,15,4,3500911
2305,??(??),2406,17,16,3110160
2306,??(??),2406,19,8192,0
2307,??(??),2406,20,6144,0
2308,??(??),2406,21,16384,0
2309,??(??),2406,22,8192,0
2310,??(??),2406,23,6144,0
2311,??(??),2406,24,16384,0
2312,??(??),2406,25,18,3100505
2313,??(??),2406,27,18,3100506
2314,??(??),2406,28,18,3100504
2315,??(??),2406,30,18,1210202
2316,??(??),2406,31,2,3710202
2317,??(??),2406,33,2,3501011
2318,??(??),2406,34,2,1210203
2319,??(??),2406,36,2,3500811
2320,??(??),2406,0,0,0
2321,??(??),2406,0,0,0
2322,??(??),2406,0,0,0
2323,??(??),2406,0,0,0
2324,??(??),2406,0,0,0
2325,??(??),2406,0,0,0
2326,??(??),2406,0,0,0
2327,??(??),2406,0,0,0
2328,???(???),2213,1,16,8000201
2329,???(???),2213,2,128,1104014
2330,???(???),2213,3,24576,0
2331,???(???),2213,4,132,1105014
2332,???(???),2213,5,20,1106004
2333,???(???),2213,7,1024,0
2334,???(???),2213,8,128,1105004
2335,???(???),2213,9,2048,0
2336,???(???),2213,11,2,1107004
2337,???(???),2213,13,18,8000202
2338,???(???),2213,14,128,1106101
2339,???(???),2213,15,512,0
2340,???(???),2213,16,148,1106102
2341,???(???),2213,17,512,0
2342,???(???),2213,18,4,1107014
2343,???(???),2213,19,1024,0
2344,???(???),2213,22,2,3200209
2345,???(???),2213,25,18,8000203
2346,???(???),2213,32,0,1802405
2347,???(???),2213,29,0,0
2348,???(???),2213,31,18,8000204
2349,???(???),2213,26,0,1109304
2350,???(???),2213,27,0,1109104
2351,???(???),2213,37,18,5000913
2352,???(???),2213,39,0,1211004
2353,???(???),2213,38,0,1210004
2354,???(???),2213,6,0,1213005
2355,???(???),2213,43,2,1802404
2356,???(???),2213,44,0,1212004
2357,???(???),2213,45,0,0
2358,???(???),2213,33,0,1109204
2359,???(???),2213,34,0,1109004
2360,???(???),2213,28,0,1210014
2361,???(???),2213,0,0,0
2362,???(???),2213,0,0,0
2363,???(???),2213,0,0,0
2364,???(???),2213,0,0,0
2365,???(???),2213,0,0,0
2366,???(???),2213,0,0,0
2367,???(??),2215,1,16,8000501
2368,???(??),2215,4,0,1213004
2369,???(??),2215,7,18,8000502
2370,???(??),2215,10,0,1802407
2371,???(??),2215,13,18,8000503
2372,???(??),2215,14,0,1211101
2373,???(??),2215,15,0,1211103
2374,???(??),2215,16,0,1109406
2375,???(??),2215,17,0,1211102
2376,???(??),2215,18,0,1106202
2377,???(??),2215,19,18,8000504
2378,???(??),2215,22,0,1211006
2379,???(??),2215,25,18,5000923
2380,???(??),2215,28,0,1210006
2381,???(??),2215,31,2,1802406
2382,???(??),2215,34,0,1211104
2383,???(??),2215,0,0,0
2384,???(??),2215,0,0,0
2385,???(??),2215,0,0,0
2386,???(??),2215,0,0,0
2387,???(??),2215,0,0,0
2388,???(??),2215,0,0,0
2389,???(??),2215,0,0,0
2390,???(??),2215,0,0,0
2391,???(??),2215,0,0,0
2392,???(??),2215,0,0,0
2393,???(??),2215,0,0,0
2394,???(??),2215,0,0,0
2395,???(??),2215,0,0,0
2396,???(??),2215,0,0,0
2397,???(??),2215,0,0,0
2398,???(??),2215,0,0,0
2399,???(??),2215,0,0,0
2400,???(??),2215,0,0,0
2401,???(??),2215,0,0,0
2402,???(??),2215,0,0,0
2403,???(??),2215,0,0,0
2404,???(??),2215,0,0,0
2405,???(??),2215,0,0,0
2406,???(??),2215,0,0,0
2407,???(??),2215,0,0,0
2408,???(??),2215,0,0,0
2409,???(??),2215,0,0,0
2410,???(??),2215,0,0,0
2411,???(??),2215,0,0,0
2412,???(??),2215,0,0,0
2413,???(??),2215,0,0,0
2414,???(??),2407,1,16,3200206
2415,???(??),2407,2,0,0
2416,???(??),2407,3,0,3100234
2417,???(??),2407,4,0,3210206
2418,???(??),2407,5,0,3210207
2419,???(??),2407,6,0,3100233
2420,???(??),2407,7,12288,0
2421,???(??),2407,8,16384,0
2422,???(??),2407,9,8,3100232
2423,???(??),2407,10,208,3100229
2424,???(??),2407,11,4,3100231
2425,???(??),2407,12,0,0
2426,???(??),2407,13,18,3100217
2427,???(??),2407,14,18,3210201
2428,???(??),2407,15,8192,0
2429,???(??),2407,16,256,0
2430,???(??),2407,17,16384,0
2431,???(??),2407,18,0,0
2432,???(??),2407,19,18,3100219
2433,???(??),2407,20,18,3210204
2434,???(??),2407,21,18,3200201
2435,???(??),2407,22,18,3100205
2436,???(??),2407,23,18,3110149
2437,???(??),2407,24,0,0
2438,???(??),2407,25,18,3710312
2439,???(??),2407,26,18,3210205
2440,???(??),2407,27,18,3501111
2441,???(??),2407,28,1024,0
2442,???(??),2407,29,1024,0
2443,???(??),2407,30,0,0
2444,???(??),2407,31,2,3110123
2445,???(??),2407,32,2,3210203
2446,???(??),2407,33,2,3300204
2447,???(??),2407,34,2,3210202
2448,???(??),2407,35,2,3110148
2449,???(??),2407,0,0,0
2450,???(??),2407,0,0,0
2451,???(??),2407,0,0,0
2452,?????(?? ???),2310,9,128,8001005
2453,?????(?? ???),2310,10,4,8001006
2454,?????(?? ???),2310,14,16,8000905
2455,?????(?? ???),2310,20,2,8000906
2456,?????(?? ???),2310,17,16,8001105
2457,?????(?? ???),2310,23,2,3100346
2458,?????(?? ???),2310,27,128,8001205
2459,?????(?? ???),2310,28,4,8001206
2460,?????(?? ???),2310,0,0,0
2461,?????(??),2311,1,128,8003301
2462,?????(??),2311,2,132,8003302
2463,?????(??),2311,3,132,8003303
2464,?????(??),2311,4,132,8003304
2465,?????(??),2311,5,132,5000915
2466,?????(??),2311,6,4,1802409
2467,?????(??),2311,0,0,0
2468,?????(??),2311,0,0,0
2469,?????(??),2311,7,0,2107006
2470,?????(??),2311,8,0,2104104
2471,?????(??),2311,11,0,2211003
2472,?????(??),2311,12,0,2211103
2473,?????(??),2311,13,0,2211006
2474,?????(??),2311,14,0,2008006
2475,?????(??),2311,17,0,2210003
2476,?????(??),2311,18,0,2109201
2477,?????(??),2311,21,0,2109301
2478,?????(??),2311,22,0,2212002
2479,?????(??),2311,25,0,2105002
2480,?????(??),2311,26,0,2106002
2481,?????(??),2311,29,0,2104001
2482,?????(??),2311,30,0,2105001
2483,?????(??),2311,31,0,2107002
2484,?????(??),2311,32,0,2211002
2485,?????(??),2311,35,0,2106001
2486,?????(??),2311,36,0,2211001
2487,?????(??),2409,2,16,3200310
2488,?????(??),2409,4,0,3100432
2489,?????(??),2409,5,0,3100430
2490,?????(??),2409,6,0,2404001
2491,?????(??),2409,8,18,3100370
2492,?????(??),2409,13,8192,0
2493,?????(??),2409,14,6144,0
2494,?????(??),2409,15,16384,0
2495,?????(??),2409,12,16,3110150
2496,?????(??),2409,19,18,3100184
2497,?????(??),2409,21,18,3100431
2498,?????(??),2409,22,0,0
2499,?????(??),2409,18,18,3100160
2500,?????(??),2409,25,18,3100434
2501,?????(??),2409,27,18,3100435
2502,?????(??),2409,29,0,0
2503,?????(??),2409,24,2,3210302
2504,?????(??),2409,31,2,3700200
2505,?????(??),2409,33,2,3100433
2506,?????(??),2409,34,128,3100355
2507,?????(??),2409,35,512,0
2508,?????(??),2409,36,4,3210301
2509,?????(??),2409,11,16,2404002
2510,?????(??),2409,17,18,2404003
2511,?????(??),2409,23,2,2404004
2512,???? (??),2219,1,128,8008401
2513,???? (??),2219,2,132,8008402
2514,???? (??),2219,3,132,8008403
2515,???? (??),2219,4,132,8008404
2516,???? (??),2219,5,132,5000916
2517,???? (??),2219,6,4,1802410
2518,???? (??),2219,7,0,0
2519,???? (??),2219,8,0,3101023
2520,???? (??),2219,9,0,0
2521,???? (??),2219,10,0,0
2522,???? (??),2219,11,0,3001014
2523,???? (??),2219,12,0,0
2524,???? (??),2219,13,0,0
2525,???? (??),2219,14,0,3001019
2526,???? (??),2219,15,0,0
2527,???? (??),2219,16,0,0
2528,???? (??),2219,17,0,3214101
2529,???? (??),2219,18,0,0
2530,???? (??),2219,19,0,0
2531,???? (??),2219,20,0,1108001
2532,???? (??),2219,21,0,0
2533,???? (??),2219,22,0,0
2534,???? (??),2219,23,0,3201016
2535,???? (??),2219,24,0,0
2536,???? (??),2219,25,8,3201021
2537,???? (??),2219,26,192,3101013
2538,???? (??),2219,27,4,3201022
2539,???? (??),2219,28,8,3201029
2540,???? (??),2219,29,512,0
2541,???? (??),2219,30,4,3101024
2542,???? (??),2219,31,8,3201025
2543,???? (??),2219,32,192,3001016
2544,???? (??),2219,33,4,3201026
2545,???? (??),2219,34,8,3201030
2546,???? (??),2219,35,512,0
2547,???? (??),2219,36,4,3101005
2548,???? (??),2219,37,8,3201023
2549,???? (??),2219,38,192,1108000
2550,???? (??),2219,39,4,3201024
2551,???? (??),2219,40,8,3201031
2552,???? (??),2219,41,512,0
2553,???? (??),2219,42,4,3101006
2554,???? (??),2219,43,8,3201027
2555,???? (??),2219,44,192,1210023
2556,???? (??),2219,45,4,3201028
2557,???? (??),2219,46,8,3201033
2558,???? (??),2219,47,512,0
2559,???? (??),2219,48,4,3101011
2560,???? (??),2219,52,8,3201034
2561,???? (??),2219,53,512,0
2562,???? (??),2219,54,4,3001015
2563,???? (??),2410,1,0,0
2564,???? (??),2410,2,16,3200310
2565,???? (??),2410,3,0,3501311
2566,???? (??),2410,4,0,3201017
2567,???? (??),2410,5,0,3101002
2568,???? (??),2410,6,0,3100314
2569,???? (??),2410,7,8192,0
2570,???? (??),2410,8,6144,0
2571,???? (??),2410,9,16384,0
2572,???? (??),2410,10,0,0
2573,???? (??),2410,11,0,3201020
2574,???? (??),2410,12,0,0
2575,???? (??),2410,13,18,3101001
2576,???? (??),2410,14,0,0
2577,???? (??),2410,15,18,3100360
2578,???? (??),2410,16,0,0
2579,???? (??),2410,17,0,3201035
2580,???? (??),2410,18,0,0
2581,???? (??),2410,19,18,3100342
2582,???? (??),2410,20,0,0
2583,???? (??),2410,21,18,3201018
2584,???? (??),2410,22,0,0
2585,???? (??),2410,23,0,3201036
2586,???? (??),2410,24,0,0
2587,???? (??),2410,25,18,3100313
2588,???? (??),2410,26,0,0
2589,???? (??),2410,27,18,3100341
2590,???? (??),2410,28,128,3110156
2591,???? (??),2410,29,512,0
2592,???? (??),2410,30,4,3110152
2593,???? (??),2410,31,2,3700300
2594,???? (??),2410,32,0,0
2595,???? (??),2410,33,2,3100340
2596,???? (??),2410,34,0,0
2597,???? (??),2410,35,0,0
2598,???? (??),2410,0,0,0
2599,???? (??),2410,0,0,0
2600,???? (??),2410,0,0,0
2601,???? (??),2410,0,0,0
2602,???? (??),2410,0,0,0
2603,???? (??),2410,0,0,0
2604,???? (??),2410,0,0,0
2605,???? (??),2410,0,0,0
2606,???? (??),2410,0,0,0
2607,???? (??),2410,0,0,0
2608,???? (??),2410,0,0,0
2609,????? (??),2226,1,128,8000101
2610,????? (??),2226,2,132,8000102
2611,????? (??),2226,3,132,8000103
2612,????? (??),2226,4,132,8000104
2613,????? (??),2226,5,132,5000917
2614,????? (??),2226,6,4,1802411
2615,????? (??),2226,7,0,1104013
2616,????? (??),2226,8,0,1106013
2617,????? (??),2226,9,0,0
2618,????? (??),2226,10,0,1107013
2619,????? (??),2226,11,0,1210003
2620,????? (??),2226,12,0,0
2621,????? (??),2226,13,0,0
2622,????? (??),2226,14,0,0
2623,????? (??),2226,15,16,1109403
2624,????? (??),2226,16,0,0
2625,????? (??),2226,17,0,0
2626,????? (??),2226,18,0,0
2627,????? (??),2226,19,0,0
2628,????? (??),2226,20,8192,0
2629,????? (??),2226,21,6144,0
2630,????? (??),2226,22,16384,0
2631,????? (??),2226,23,0,0
2632,????? (??),2226,24,0,3214201
2633,????? (??),2226,25,0,0
2634,????? (??),2226,26,18,1107023
2635,????? (??),2226,27,0,0
2636,????? (??),2226,28,18,1107033
2637,????? (??),2226,29,0,0
2638,????? (??),2226,30,0,1107003
2639,????? (??),2226,31,0,0
2640,????? (??),2226,32,2,1109003
2641,????? (??),2226,33,0,0
2642,????? (??),2226,34,2,3210410
2643,????? (??),2226,35,0,0
2644,????? (??),2226,36,0,1106003
2645,????? (??),2226,0,0,0
2646,????? (??),2226,0,0,0
2647,????? (?),2217,1,16,8000701
2648,????? (?),2217,2,0,1105008
2649,????? (?),2217,3,0,1106008
2650,????? (?),2217,4,0,0
2651,????? (?),2217,5,0,3214201
2652,????? (?),2217,6,0,0
2653,????? (?),2217,7,18,8000702
2654,????? (?),2217,8,128,1107008
2655,????? (?),2217,9,512,0
2656,????? (?),2217,10,132,1109908
2657,????? (?),2217,11,512,0
2658,????? (?),2217,12,4,1210008
2659,????? (?),2217,13,18,8000703
2660,????? (?),2217,14,0,0
2661,????? (?),2217,15,16,1109011
2662,????? (?),2217,16,0,0
2663,????? (?),2217,17,0,1109403
2664,????? (?),2217,18,0,0
2665,????? (?),2217,19,18,8000704
2666,????? (?),2217,20,8192,0
2667,????? (?),2217,21,256,0
2668,????? (?),2217,22,16384,0
2669,????? (?),2217,23,0,0
2670,????? (?),2217,24,16,1105100
2671,????? (?),2217,25,18,5000927
2672,????? (?),2217,26,18,1104018
2673,????? (?),2217,27,18,1108008
2674,????? (?),2217,28,18,1106018
2675,????? (?),2217,29,0,0
2676,????? (?),2217,30,1024,0
2677,????? (?),2217,31,2,1802412
2678,????? (?),2217,32,2,1109012
2679,????? (?),2217,33,2,1109013
2680,????? (?),2217,34,2,1109014
2681,????? (?),2217,35,0,0
2682,????? (?),2217,36,2,1109010
2683,????? (?),2217,0,0,0
2684,????? (??),2218,1,16,8000801
2685,????? (??),2218,2,128,1105009
2686,????? (??),2218,3,512,0
2687,????? (??),2218,4,4,1104009
2688,????? (??),2218,6,0,1210009
2689,????? (??),2218,7,18,8000802
2690,????? (??),2218,8,0,0
2691,????? (??),2218,9,0,1108019
2692,????? (??),2218,11,16,1109403
2693,????? (??),2218,12,0,0
2694,????? (??),2218,13,18,8000803
2695,????? (??),2218,14,0,1211009
2696,????? (??),2218,16,8192,0
2697,????? (??),2218,17,1536,0
2698,????? (??),2218,18,16384,0
2699,????? (??),2218,19,1024,0
2700,????? (??),2218,22,18,1107009
2701,????? (??),2218,23,1024,0
2702,????? (??),2218,24,18,1106019
2703,????? (??),2218,25,18,8000804
2704,????? (??),2218,28,2,1106009
2705,????? (??),2218,29,2,1109009
2706,????? (??),2218,30,2,1107019
2707,????? (??),2218,31,130,5000937
2708,????? (??),2218,32,512,0
2709,????? (??),2218,33,4,1802413
2710,????? (??),2218,36,0,3214201
2711,????? (??),2218,0,0,0
2712,????? (??),2218,0,0,0
2713,????? (??),2218,0,0,0
2714,????? (??),2218,0,0,0
2715,????? (??),2218,0,0,0
2716,????? (??),2218,0,0,0
2717,????? (??),2218,0,0,0
2718,????? (??),2218,0,0,0
2719,????? (??),2218,0,0,0
2720,????? (??),2218,0,0,0
2721,????? (??),2218,0,0,0
2722,????? (??),2218,0,0,0
2723,????? (??),2411,2,16,3200401
2724,????? (??),2411,3,0,3210408
2725,????? (??),2411,4,0,3110154
2726,????? (??),2411,5,0,3210402
2727,????? (??),2411,6,0,3100410
2728,????? (??),2411,8,18,3100416
2729,????? (??),2411,11,16,3210407
2730,????? (??),2411,13,8192,0
2731,????? (??),2411,14,1536,0
2732,????? (??),2411,15,16384,0
2733,????? (??),2411,16,8192,0
2734,????? (??),2411,17,6144,0
2735,????? (??),2411,18,16384,0
2736,????? (??),2411,19,18,3100417
2737,????? (??),2411,20,18,3210401
2738,????? (??),2411,21,18,3210405
2739,????? (??),2411,22,18,3100402
2740,????? (??),2411,24,18,3100404
2741,????? (??),2411,25,18,3210404
2742,????? (??),2411,26,1024,0
2743,????? (??),2411,27,18,3110153
2744,????? (??),2411,28,18,3100424
2745,????? (??),2411,30,18,3100403
2746,????? (??),2411,31,2,3700429
2747,????? (??),2411,32,2,3210403
2748,????? (??),2411,33,2,3210406
2749,????? (??),2411,34,2,3100405
2750,????? (??),2411,36,2,3300406
2751,????? (??),2411,0,0,0
2752,????? (??),2411,0,0,0
2753,????? (??),2411,0,0,0
2754,????? (??),2411,0,0,0
2755,????? (??),2411,0,0,0
2756,????? (??),2411,0,0,0
2757,?????(????),1316,1,0,1109509
2758,?????(????),1316,2,0,1109709
2759,?????(????),1316,0,0,0
2760,?????(????),1316,0,0,0
2761,?????(????),1316,0,0,0
2762,?????(????),1316,0,0,0
2763,?????(????),1316,0,0,0
2764,?????(????),1316,0,0,0
2765,????? (?),2220,1,128,3001201
2766,????? (?),2220,2,132,3001202
2767,????? (?),2220,3,132,3001203
2768,????? (?),2220,4,132,3001218
2769,????? (?),2220,5,132,5000918
2770,????? (?),2220,6,4,1802414
2771,????? (?),2220,7,0,0
2772,????? (?),2220,8,0,0
2773,????? (?),2220,9,128,1100720
2774,????? (?),2220,10,4,1100820
2775,????? (?),2220,11,0,0
2776,????? (?),2220,12,0,0
2777,????? (?),2220,13,0,0
2778,????? (?),2220,14,16,1100320
2779,????? (?),2220,15,0,0
2780,????? (?),2220,16,0,0
2781,????? (?),2220,17,16,1109020
2782,????? (?),2220,18,0,0
2783,????? (?),2220,19,8192,0
2784,????? (?),2220,20,6144,0
2785,????? (?),2220,21,16384,0
2786,????? (?),2220,22,8192,0
2787,????? (?),2220,23,6144,0
2788,????? (?),2220,24,16384,0
2789,????? (?),2220,25,18,1100420
2790,????? (?),2220,26,0,0
2791,????? (?),2220,27,18,1100520
2792,????? (?),2220,28,18,1100620
2793,????? (?),2220,29,0,0
2794,????? (?),2220,30,18,1210020
2795,????? (?),2220,31,2,1106020
2796,????? (?),2220,32,0,0
2797,????? (?),2220,33,2,1103020
2798,????? (?),2220,34,2,1105020
2799,????? (?),2220,35,0,0
2800,????? (?),2220,36,2,1108020
2801,????? (?),2220,0,0,0
2802,????? (?),2220,0,0,0
2803,????? (?),2220,0,0,0
2804,????? (?),2220,0,0,0
2805,????? (?),2220,0,0,0
2806,????? (?),2220,0,0,0
2807,????? (??),2412,1,0,0
2808,????? (??),2412,2,0,0
2809,????? (??),2412,3,0,0
2810,????? (??),2412,4,0,3100421
2811,????? (??),2412,5,0,3110137
2812,????? (??),2412,6,0,3211209
2813,????? (??),2412,7,0,0
2814,????? (??),2412,8,144,3211211
2815,????? (??),2412,9,4,3100422
2816,????? (??),2412,10,0,0
2817,????? (??),2412,11,0,0
2818,????? (??),2412,12,0,0
2819,????? (??),2412,13,8192,0
2820,????? (??),2412,14,256,0
2821,????? (??),2412,15,16384,0
2822,????? (??),2412,16,128,3211204
2823,????? (??),2412,17,512,0
2824,????? (??),2412,18,4,3110157
2825,????? (??),2412,19,18,3100425
2826,????? (??),2412,20,18,3100442
2827,????? (??),2412,21,18,3211210
2828,????? (??),2412,22,0,0
2829,????? (??),2412,23,0,3211208
2830,????? (??),2412,24,0,0
2831,????? (??),2412,25,18,3700430
2832,????? (??),2412,26,1024,0
2833,????? (??),2412,27,18,3211202
2834,????? (??),2412,28,0,0
2835,????? (??),2412,29,0,3211205
2836,????? (??),2412,30,0,0
2837,????? (??),2412,31,2,3100426
2838,????? (??),2412,32,2,3211203
2839,????? (??),2412,33,2,3100423
2840,????? (??),2412,34,0,3211206
2841,????? (??),2412,35,0,0
2842,????? (??),2412,36,0,3211207
2843,????? (??),2412,0,0,0
2844,????? (??),2412,0,0,0
2845,????? (??),2412,0,0,0
2846,????? (??),2412,0,0,0
2847,????? (??),2412,0,0,0
2848,????? (??),2412,0,0,0
2849,??? (MG),2225,1,128,8002001
2850,??? (MG),2225,2,132,8002002
2851,??? (MG),2225,3,132,8002003
2852,??? (MG),2225,4,132,8002004
2853,??? (MG),2225,5,132,5000919
2854,??? (MG),2225,6,4,1802415
2855,??? (MG),2225,9,0,1212024
2856,??? (MG),2225,10,0,1212025
2857,??? (MG),2225,14,0,1101022
2858,??? (MG),2225,15,0,1103022
2859,??? (MG),2225,16,0,1212026
2860,??? (MG),2225,17,0,1102022
2861,??? (MG),2225,21,128,1213022
2862,??? (MG),2225,22,4,1212027
2863,??? (MG),2225,27,128,1212022
2864,??? (MG),2225,28,4,1212023
2865,??? (MG),2225,33,0,1109022
2866,??? (MG),2225,34,0,1210022
2867,??? (MG),2225,0,0,0
2868,??? (MG),2225,0,0,0
2869,??? (MG),2225,0,0,0
2870,??? (MG),2225,0,0,0
2871,??? (MG),2225,0,0,0
2872,??? (MG),2225,0,0,0
2873,??? (MG),2225,0,0,0
2874,??? (MG),2225,0,0,0
2875,??? (MG),2225,0,0,0
2876,??? (MG),2225,0,0,0
2877,??? (MG),2225,0,0,0
2878,??? (MG),2225,0,0,0
2879,??? (MG),2225,0,0,0
2880,??? (MG),2225,0,0,0
2881,??? (MG),2225,0,0,0
2882,??? (MG),2225,0,0,0
2883,??? (MG),2225,0,0,0
2884,??? (MG),2225,0,0,0
2885,??? (MG),2225,0,0,0
2886,??? (MG),2225,0,0,0
2887,??? (MG),2225,0,0,0
2888,??? (MG),2225,0,0,0
2889,??? (MG),2225,0,0,0
2890,??? (MG),2225,0,0,0
2891,??? (MG),2225,0,0,0
2892,??? (MG),2225,0,0,0
2893,??? (MG),2225,0,0,0
2894,??? (MG),2225,0,0,0
2895,??? (??),2414,4,0,3101305
2896,??? (??),2414,5,0,3101324
2897,??? (??),2414,6,0,1107022
2898,??? (??),2414,8,144,3201301
2899,??? (??),2414,9,4,3211401
2900,??? (??),2414,13,8192,0
2901,??? (??),2414,14,256,0
2902,??? (??),2414,15,16384,0
2903,??? (??),2414,16,16,3110159
2904,??? (??),2414,19,18,3101339
2905,??? (??),2414,20,18,3101330
2906,??? (??),2414,21,18,3211403
2907,??? (??),2414,22,4096,0
2908,??? (??),2414,23,20,3110155
2909,??? (??),2414,25,18,3211301
2910,??? (??),2414,26,18,3101331
2911,??? (??),2414,27,18,3211302
2912,??? (??),2414,29,4096,0
2913,??? (??),2414,30,4,3211402
2914,??? (??),2414,31,2,3701401
2915,??? (??),2414,32,2,3211405
2916,??? (??),2414,33,2,3211406
2917,??? (??),2414,34,128,3211407
2918,??? (??),2414,35,512,0
2919,??? (??),2414,36,4,3211404
2920,??? (??),2414,0,0,0
2921,???? (??),2222,1,128,8000001
2922,???? (??),2222,2,132,8000002
2923,???? (??),2222,3,132,8000003
2924,???? (??),2222,4,132,8000004
2925,???? (??),2222,5,132,5000914
2926,???? (??),2222,6,4,1802408
2927,???? (??),2222,7,0,1106012
2928,???? (??),2222,8,0,1107012
2929,???? (??),2222,9,0,1106002
2930,???? (??),2222,10,0,1101101
2931,???? (??),2222,11,0,1211002
2932,???? (??),2222,13,0,1100110
2933,???? (??),2222,14,0,1100113
2934,???? (??),2222,15,0,1109201
2935,???? (??),2222,18,0,1109301
