ID,_Lv,_Class,_Fx,_SoundEffect,_Message,_Red,_Green,_Blue,_Skill_Open,_HelpmenuID
4741,151,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4742,152,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4743,153,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4744,154,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4745,155,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4746,156,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4747,157,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4748,158,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4749,159,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4750,160,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4751,161,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4752,162,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4753,163,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4754,164,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4755,165,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4756,166,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4757,167,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4758,168,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4759,169,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4760,170,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4761,171,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4762,172,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4763,173,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4764,174,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4765,175,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4766,176,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4767,177,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4768,178,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4769,179,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4770,180,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4771,181,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4772,182,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4773,183,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4774,184,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4775,185,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4776,186,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4777,187,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4778,188,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4779,189,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4780,190,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4781,191,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4782,192,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4783,193,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4784,194,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4785,195,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4786,196,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4787,197,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4788,198,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4789,199,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4790,200,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4791,201,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4792,202,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4793,203,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4794,204,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4795,205,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4796,206,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4797,207,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4798,208,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4799,209,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4800,210,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4801,211,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4802,212,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4803,213,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4804,214,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4805,215,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4806,216,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4807,217,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4808,218,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4809,219,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4810,220,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4811,221,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4812,222,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4813,223,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4814,224,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4815,225,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4816,226,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4817,227,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4818,228,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4819,229,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4820,230,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4821,231,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4822,232,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4823,233,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4824,234,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4825,235,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4826,236,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4827,237,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4828,238,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4829,239,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4830,240,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4831,241,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4832,242,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4833,243,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4834,244,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4835,245,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4836,246,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4837,247,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4838,248,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4839,249,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4840,250,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4841,251,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4842,252,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4843,253,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4844,254,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4845,255,19,506,11,恭喜！ 升級了！,133,253,212,0,0
4846,1,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4847,2,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4848,3,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4849,4,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4850,5,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4851,6,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4852,7,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4853,8,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4854,9,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4855,10,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4856,11,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4857,12,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4858,13,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4859,14,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4860,15,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4861,16,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4862,17,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4863,18,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4864,19,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4865,20,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4866,21,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4867,22,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4868,23,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4869,24,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4870,25,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4871,26,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4872,27,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4873,28,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4874,29,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4875,30,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4876,31,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4877,32,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4878,33,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4879,34,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4880,35,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4881,36,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4882,37,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4883,38,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4884,39,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4885,40,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4886,41,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4887,42,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4888,43,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4889,44,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4890,45,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4891,46,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4892,47,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4893,48,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4894,49,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4895,50,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4896,51,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4897,52,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4898,53,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4899,54,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4900,55,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4901,56,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4902,57,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4903,58,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4904,59,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4905,60,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4906,61,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4907,62,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4908,63,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4909,64,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4910,65,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4911,66,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4912,67,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4913,68,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4914,69,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4915,70,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4916,71,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4917,72,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4918,73,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4919,74,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4920,75,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4921,76,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4922,77,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4923,78,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4924,79,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4925,80,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4926,81,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4927,82,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4928,83,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4929,84,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4930,85,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4931,86,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4932,87,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4933,88,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4934,89,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4935,90,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4936,91,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4937,92,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4938,93,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4939,94,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4940,95,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4941,96,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4942,97,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4943,98,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4944,99,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4945,100,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4946,101,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4947,102,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4948,103,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4949,104,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4950,105,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4951,106,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4952,107,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4953,108,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4954,109,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4955,110,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4956,111,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4957,112,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4958,113,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4959,114,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4960,115,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4961,116,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4962,117,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4963,118,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4964,119,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4965,120,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4966,121,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4967,122,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4968,123,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4969,124,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4970,125,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4971,126,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4972,127,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4973,128,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4974,129,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4975,130,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4976,131,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4977,132,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4978,133,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4979,134,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4980,135,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4981,136,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4982,137,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4983,138,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4984,139,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4985,140,20,506,11,恭喜！ 升級了！ 你可以在普雷伊奧斯進行轉換副職業的任務。,133,253,212,0,0
4986,141,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4987,142,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4988,143,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4989,144,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4990,145,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4991,146,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4992,147,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4993,148,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4994,149,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4995,150,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4996,151,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4997,152,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4998,153,20,506,11,恭喜！ 升級了！,133,253,212,0,0
4999,154,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5000,155,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5001,156,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5002,157,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5003,158,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5004,159,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5005,160,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5006,161,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5007,162,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5008,163,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5009,164,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5010,165,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5011,166,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5012,167,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5013,168,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5014,169,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5015,170,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5016,171,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5017,172,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5018,173,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5019,174,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5020,175,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5021,176,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5022,177,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5023,178,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5024,179,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5025,180,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5026,181,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5027,182,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5028,183,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5029,184,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5030,185,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5031,186,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5032,187,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5033,188,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5034,189,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5035,190,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5036,191,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5037,192,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5038,193,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5039,194,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5040,195,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5041,196,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5042,197,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5043,198,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5044,199,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5045,200,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5046,201,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5047,202,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5048,203,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5049,204,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5050,205,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5051,206,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5052,207,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5053,208,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5054,209,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5055,210,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5056,211,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5057,212,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5058,213,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5059,214,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5060,215,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5061,216,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5062,217,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5063,218,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5064,219,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5065,220,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5066,221,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5067,222,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5068,223,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5069,224,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5070,225,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5071,226,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5072,227,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5073,228,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5074,229,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5075,230,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5076,231,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5077,232,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5078,233,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5079,234,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5080,235,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5081,236,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5082,237,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5083,238,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5084,239,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5085,240,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5086,241,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5087,242,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5088,243,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5089,244,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5090,245,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5091,246,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5092,247,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5093,248,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5094,249,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5095,250,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5096,251,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5097,252,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5098,253,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5099,254,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5100,255,20,506,11,恭喜！ 升級了！,133,253,212,0,0
5101,1,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5102,2,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5103,3,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5104,4,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5105,5,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5106,6,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5107,7,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5108,8,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5109,9,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5110,10,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5111,11,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5112,12,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5113,13,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5114,14,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5115,15,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5116,16,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5117,17,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5118,18,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5119,19,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5120,20,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5121,21,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5122,22,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5123,23,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5124,24,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5125,25,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5126,26,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5127,27,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5128,28,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5129,29,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5130,30,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5131,31,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5132,32,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5133,33,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5134,34,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5135,35,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5136,36,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5137,37,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5138,38,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5139,39,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5140,40,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5141,41,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5142,42,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5143,43,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5144,44,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5145,45,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5146,46,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5147,47,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5148,48,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5149,49,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5150,50,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5151,51,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5152,52,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5153,53,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5154,54,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5155,55,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5156,56,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5157,57,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5158,58,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5159,59,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5160,60,21,506,11,恭喜！ 升級了！,133,253,212,0,0
5161,61,21,506,11,恭喜！ 升級了！,133,253,212,0,0
