ID,_ItemID,_Name,_Talk1,_Talk2,_Talk3,_Talk4,_Talk5
196,700107901,?? [???],,,據說生於黃金狗年的我是幸運的象徵喔~,HAPPY超想去散步的~,主~~~人！?? 跟我玩~~~~
197,700108001,??? [???],,,很高興見到你~ 以後也拜託你了！,你覺得在與你同行的旅程中會發生什麼樣的事呢？(撲通撲通),跟我一起的話，會快速成長的~?
198,700108101,??? [???],,,我優秀的身材啊~?,主人也迷上我了吧(微紅),主人~ 沒有要給我的禮物嗎？嗯..鑽石之類的..
199,700108102,??? (60?),,,我優秀的身材啊~?,主人也迷上我了吧(微紅),主人~ 沒有要給我的禮物嗎？嗯..鑽石之類的..
200,700108201,???,,,小鱷魚~? 嘟嚕嚕~ 可愛的~? 嘟嚕嚕~?,燕千鳥 曰 : 我的笑不是真的在笑…,穿過叢林吧~ 鱷魚群出現吧！喀昂！
201,700108202,??? [???],,,小鱷魚~? 嘟嚕嚕~ 可愛的~? 嘟嚕嚕~?,燕千鳥 曰 : 我的笑不是真的在笑…,穿過叢林吧~ 鱷魚群出現吧！喀昂！
202,700103048,??? [???],,該升級了~ 嗷嗚~,Hung! Hung!,啊噢噢噢- 勝利的歌聲~~,喔吼！！
203,700103049,?? ??? [???],,Hung~ Hung~ 我很強大！,Whi-pp~,科勒勒勒…。,一起走啦，大師！
204,700103831,??? [???],,嗚哇哇~~我有成為適合主人的幸運龍嗎？,嘶可嗡~~~，嘶空！！,我可是龍年誕生的高貴金龍！,這個是如意珠。
205,700103832,?? ??? [???],,啊...應該可以更強一些…龍…,嘶可嗡~~~，嘶空！！,嘿嘿~ 真有趣,跟主人一起真是有趣！
206,700103928,??? [???],,比起非升級不可……(小心翼翼),就算只是個碎布玩偶…,就算我舊了壞了，也請別丟掉我…,癱軟！！
207,700103929,?? ??? [???],,啊啊，不是那樣的。不知道這樣說…可不可以…,就算我還小…,就算我這麼可愛…,癱軟！！
208,700102731,???? [???],,MiMiMi？,^_^,Mu?,(微笑)
209,700102732,?? ???? [???],,…喜、喜歡。,……我喜、喜歡主人。,…是朋，朋友。,想要…一直在一起。
210,700103131,?? [???],,狸貓~狸貓~太帥了~好厲害~狸貓~狸貓~,主人！今天也要加油！,狸貓的主題歌第357號，開始了-,看一下我的尾巴。你覺得我的尾巴如何？
211,700103132,?? ?? [???],,哇，我長大了~~,狸貓是狸子。,狸貓很善良！,狸貓 狸貓 狸貓~
212,700104831,??? [???],,嘿嘿...等級提升了,(磨磨),(喔-嗚-),(Chu)
213,700104832,?? ??? [???],,升級了~,(滾來滾去),(搖啊搖),(磨磨)
214,700105131,??? [???],,啊~ 喬朗伊好想奔跑喔！,"讓我載著主人, 到天涯海角~",我最喜歡主人給的零食了。,要蹭嗎？嘿嘿~
215,700105132,?? ??? [???],,喬朗伊現在也長大了~,駕駕~ 跑啊~馬兒~ 跑啊~,喬朗伊速度很快吧？,要吃胡蘿蔔嗎？
216,700105333,? ?? [???],,藉由你的幫助，我成為了很厲害的王。,這個傷口有段傷感的傳說。,我不相信傳說這種東西。,我一定要成為新時代的傳說。
217,700105334,?? ? ?? [???],,你幫助我的事，我就算長大了也不會忘記的。,就算我當了國王，無論何時我們還要在一起！,噢嗯---！！！,我會成為百獸之王！
218,700105533,???? [???],,我現在已經很厲害囉~,我們一起跨越銀河吧?,你相信有月老嗎？,我可是千里迢迢來見你的唷。
219,700105534,?? ???? [???],,我！超強！銀河龍?,我！超強！銀河龍?,享受銀河的氣息吧！呼呼呼---,越過了那無垠的銀河！
220,700106006,?? ??? [???],,看起來比我還弱的人居然是主人！！太失望了。,看起來比我還弱的人居然是主人！！太失望了。,這種！！煩死了.. 閃開~ 讓我來！,看著!!切蘋果~~~我切！！
221,700106306,??? [???],,為了要~ 找吃的~要去都市啦啦~?,我一點也不粗暴，而且很喜歡人類。,這世界上最喜歡的就是人類了。(粗魯！),我的願望是盡情大吃然後睡到飽。
222,700106410,?? ??? [???],,哈啊啊…(嘆氣),啊哈哈哈！！,呵呃呃…(搖啊搖),喔吼？(猛地)
223,700106411,?? ?? ??? [???],,(呆滯),嗚嗚嗚…(好無聊),嘿嘿嘿~(開心),嗚嗚…(肚子餓)
224,700106703,??? [???],,,我還是覺得很餓。所以…我好餓啊！,惡，無條件，斬！,呀吧吧~ 呀吧吧~ 嗚喔…(就到這裡！)
225,700107203,?? [???],,,今年一定要發大財喔！,今年一定要找到好對象啊！,今年一定…啊，沒意義。算了吧。
226,700107303,?? [???],,呃呃，抱歉。,不能被人看到啊…！,好、好害羞啊！,好像所有人都只看著我…。
227,700107403,?? [???],,,噗喔喔喔…。,噗喔？噗喔？！(興奮),噗喔？
228,700107603,??? [???],,,別惹我…生氣。,我內心的黑暗..說不定會吞噬主人。,別靠近我。因為…我很危險。
229,700107802,???? [???],,,嗚喔喔喔喔喔~~(好…熱啊),嗚嗚嗚嗚嗚(什麼都不想做),嗚哇哇哇啊(讓我回家)
230,700105734,?? ??? ??? [???],,,拋球?拋球,射飛刀◆咻-? 怎麼可以閃~~,一起練習?新的魔術吧！
231,700105634,?? ?? [???],,今年有辦法幫聖誕老公公嗎？,主人，我們玩什麼好呢？,想看雪嗎？要露露灑雪嗎？,可可現在在哪裡做什麼呢~~
232,700105934,?? ?? [???],,,(輕輕擺動著尾鰭),(直盯著這個方向看),(看不出來表情，但心情感覺不錯)
233,700105834,?? ?? [???],,,在幹嘛咩？,你是什麼咩?,我的叫聲是咩~咩咩羊！
234,700104234,?? AB? [???],,雖然都是AB型，但也不是全都一樣，即然這樣有什麼事可做嗎?,別人也有說是評論家。,ok??,別越過那條線！！！
235,700104034,?? A? [???],,對…我是A型…還不是升級的時候…,好好理解對方的心彼此體諒。,如此劇烈的變化很辛苦吧…,新的開始要慎重一點。
236,700104134,?? B? [???],,是啊，我是B型，升級輔助劑很貴嗎?為什麼還不讓我升級?,有點變化無常吧？,我算是感情豐富的類型。,那又怎樣？跟我有關係嗎？
237,700104334,?? O? [???],,啊，是的沒錯。O型還是應該要升級的。,有點政治性的個性。,嗯？你說什麼？啊…集中在某件事上。,說到勝負欲，就是我啊！
238,700104634,?? ?? [???],,全部一起大聲叫~ 啦啦啦啦啦啦啦啦！,和我一起跳舞！,好可怕~ 超可怕~ 太可怕了啦~！！！,為了危險之際裝填一發臭屁！
239,700104734,?? ?? [???],,和小粉一樣漂亮的你!和我一起在彩虹島物語吧!,啦啦啦啦啦啦啦啦啦啦~,全部一起啦啦~,跟我一起過幸福的一天！
240,700104534,?? ?? [???],,全部一起大聲叫~ 啦啦啦啦啦啦啦啦！,加油~,讓我聽到你們的聲音~ 全部一起！,一起大喊吧~ 加油！
241,700100534,?? ???? [???],,嗨喲，請幫我升級！,啵噠啦噠~ 啵噠啦啦~,嗨喲、嗨喲、嗨喲。,Boooo-------
242,700101734,?? ??? [???],,這次的更新有點意思…。,請加油,不努力升級，做什麼呢？,可以丟給我嗎？
243,700103731,??? ?? [???],,升級，升級？,嘶，嘶。,偶爾從村莊獲得各種情報。,一直都是這種方式。
244,700103732,?? ??? ?? [???],,希望被說是懶惰鬼嗎。,嘶，嘶。,你要這樣到什麼時候。,快點動起來如何？
245,700107402,?? (15?),,,噗喔喔喔…。,噗喔？噗喔？！(興奮),噗喔？
246,700107602,??? (15?),,,別惹我…生氣。,我內心的黑暗..說不定會吞噬主人。,別靠近我。因為…我很危險。
247,700107803,???? (15?),,,嗚喔喔喔喔喔~~(好…熱啊),嗚嗚嗚嗚嗚(什麼都不想做),嗚哇哇哇啊(讓我回家)
248,700108203,??? (15?),,,小鱷魚~? 嘟嚕嚕~ 可愛的~? 嘟嚕嚕~?,燕千鳥 曰 : 我的笑不是真的在笑…,穿過叢林吧~ 鱷魚群出現吧！喀昂！
249,700101227,?? ????? [???],,??????-~~,PiPi?,我愛你~,我喜歡主人~
250,700108301,??? [???],,,很高興見到你~ 以後也拜託你了！,你覺得在與你同行的旅程中會發生什麼樣的事呢？(撲通撲通),跟我一起的話，會快速成長的~?
251,700107701,?? ??? [???],,你能接受我的火球嗎？,我是一隻小火龍！,主人！著火了,你記得蛇龍巢穴呢？
252,700108401,?? ????,,,對人們的視線感到負擔啊。,我有這麼可愛嗎? 真是累啊。,要不要陷入我高傲的魅力呢?
253,700106307,SUMMER ??? [???],,???~ ???~ ??? ???~?,我一點也不粗暴，而且很喜歡人類。,這世界上最喜歡的就是人類了。(粗魯！),我的願望是盡情大吃然後睡到飽。
254,700103133,?? [???] [????],,???? ?????!,狸貓~狸貓~太帥了~好厲害~狸貓~狸貓~,主人！今天也要加油！,狸貓的主題歌第357號，開始了-
255,700105409,?? ?? [???] [????],,? ???. ???. ?? ???.,主人由我來守護。,跟你一起，主人。,所有的一切…都是為了主人。
256,700105335,? ?? [???] [????],,??? ???? ??? ?? ???.,這個傷口有段傷感的傳說。,我不相信傳說這種東西。,我一定要成為新時代的傳說。
257,700108402,?? ???? [???],,,對人們的視線感到負擔啊。,我有這麼可愛嗎? 真是累啊。,要不要陷入我高傲的魅力呢?
258,700104428,???? ?? ?? [???],,??? ? ??? ?? ?? ??? ?? ? ?? ? ?? ????,不要對我的姿態嚇到，又不是不能理解。,我的虎牙不是武器耶，是維持品味用的。,偶爾休息一下也很好。就是這樣才覺得勤勞的人類很累。
259,700107902,?? (15?),,,據說生於黃金狗年的我是幸運的象徵喔~,HAPPY超想去散步的~~,主~~~人！?? 跟我玩~~~~
260,700108501,??? [???],,,想要永恆嗎？,跟我一起的話就可以。,絕對不會死亡。
261,700107002,?? [???],,噗嚕!(意氣風發),噗嚕?!(發現神奇的東西時),噗噗噗。,噗嚕嚕嚕嚕! (發功)
262,700105931,[???]??? ?? (15?),,,咘-! (海洋精靈看起來心情很好。),咘嗚嗚.. 咘.. (不知道是不是沒有精神，搖搖晃晃的。),咘？- 咘嗚- (發現了某個神奇的東西!)
263,700106103,[???] ?? ?? (30?),,,噗哦~ 噗哦哦~? (開心),噗哦~? 噗哦~?(興奮),噗哦! 噗哦! 噗哦!(生氣)
264,700108601,???,,,雪奈,有感覺到這股寒冷的氣息嗎?,有感覺到這股寒冷的氣息嗎?
265,700108602,??? [???],,,雪奈 [永久制],有感覺到這股寒冷的氣息嗎?,有感覺到這股寒冷的氣息嗎?
266,700103930,????! ?? [???],,,鏘鏘鈕! 扣兔 [永久制],看起來非升級不可…(小心翼翼),看起來非升級不可…(小心翼翼)
267,700108701,??,,,在天空飛翔的心情就是這樣嗎??,在天空飛翔的心情就是這樣嗎??,在天空飛翔的心情就是這樣嗎??
268,700108702,?? [???],,,在天空飛翔的心情就是這樣嗎??,在天空飛翔的心情就是這樣嗎??,在天空飛翔的心情就是這樣嗎??
269,700108801,??,,,現在馬上想到的是什麼呢!?,海琴 ~ 不是弦樂器!! 豬年 '亥'，錢 '金'!,請祈禱我出現在各位的夢中吧!
270,700108802,?? [???],,,現在馬上想到的是什麼呢!?,海琴 ~ 不是弦樂器!! 豬年 '亥'，錢 '金'!,請祈禱我出現在各位的夢中吧!
271,700109001,??? [???],,,快為我感到自豪吧。,嘻嘻，我比其他孩子更好吧?,可愛的殭屍，就是我跳跳少女!
272,700109101,???,,,咩咩! (羊媽媽在炫耀小羊。),咩咩咩! (好像在說請多指教。),咩咩咩咩!(叫你要按時吃飯。)
273,700109201,??? [???],,?????!,你在做什麼喵?,好無聊啊喵!,要跟我一起玩嗎喵?!
274,700109301,?? [???],,,會開出美麗的花。,請別摘花，用眼睛看就好。,謝謝你陪我。
275,700102729,[???] 13?? ???? [???],,,13週年 ^_^,13週年 Mu?,13週年!! (微笑)
276,700109401,???,,,將以神之名進行審判。,誰跟神一樣呢?,我不會辜負你的信任。
277,700109501,??? [???],,,喜歡冬天!! 寶!!,一起玩吧!! 寶!!,來打雪仗吧!! 寶!!
278,700101029,[???] ?? ?? [???],,,企鵝!,要會察言觀色!,
279,700109601,??,,,今年是魔魔鼠的年!,大家都要幸福!,魔魔鼠會為大家加油的!
280,700109701,???[???],,,可愛就不用愁了呦。,1加1等於小可愛呦!,拜託你了呦。
281,700106903,??? ??,,,主人好像沒有情人。(堅決),最強編碼小號謝謝你! 我愛你!,主人，你沒有情人吧?
282,700109801,??? [???],,,我當然很帥囉! 呀吼!,聽了我的咆哮別嚇到了! 呀吼!,呀吼! 別怕得發抖啊!
283,700109901,???? [???],,,呼~ 一下就飛走了。,外出回來一定要洗手!,飄啊飄啊飄~
284,700110001,?? [???],,,永遠和你在一起。,我能給的只有愛?,(害羞害羞)
285,700110101,?? [???],,,你，真有趣啊。,我來護送你。,對我沒有別的期望了嗎?
286,700110201,???? [???],,,◎ ▽ ◎,? _ ?,@ △ @
287,700110301,??? [???],,,魯~ (平靜),魯! (開心),魯.. (難過)
288,700110401,??? [???],,,因為是牛所以是哞哞!,說我好棒!,我會努力的!
289,700104429,?? [???],,,在你打開視窗瀏覽的同時也順便做一下你該做的事吧!!,別被我的可愛給嚇到了!雖然我知道我真的很可愛啦~,我的牙齒可不是拿來當武器用的!是拿來裝可愛用的!
290,700108901,?? [???],,,我會開出美麗的花。,請不要摘花，用眼睛欣賞就好。,謝謝你陪我。
291,700109302,[???] ??(60?),,,我會開出美麗的花。,請不要摘花，用眼睛欣賞就好。,謝謝你陪我。
292,700109602,??,,,今年是魔魔鼠的年!,大家都要幸福!,魔魔鼠會為大家加油的!
293,700106302,???,,為了要~找吃的~要去都市啦啦~?,我一點也不粗暴而且很喜歡人類。,這世界上最喜歡的就是人類了。(粗魯!),我的願望是盡情大吃然後睡到飽。
294,700106304,???,,為了要~找吃的~要去都市啦啦~?,我一點也不粗暴而且很喜歡人類。,這世界上最喜歡的就是人類了。(粗魯!),我的願望是盡情大吃然後睡到飽。
295,700106206,???? [???],,我，我是布迪嗎?!,呃呃…是誰敢做這種事…?,…但看在可愛的份上原諒你了。,好，開始冒險吧!
296,700109502,??? [???],,,喜歡冬天!! 寶!!,一起玩吧!! 寶!!,來打雪仗吧!! 寶!!
297,700101530,????? ?? (30?),,,聖誕節快樂~~,我的裡面有什麼呢？,叮叮噹- 叮叮噹-鈴聲多響亮?
298,700109202,??? [???],,,你在做什麼喵?,好無聊啊喵!,要跟我一起玩嗎喵?!
299,700107702,?? ??? [???],,,我是一隻小火龍！,主人！著火了,你記得蛇龍巢穴呢？
300,700107903,?? [???],,,據說生於黃金狗年的我是幸運的象徵喔~,HAPPY超想去散步的~,主~~~人！?? 跟我玩~~~~
301,700109802,??? [???],,,我當然很帥囉! 呀吼!,聽了我的咆哮別嚇到了! 呀吼!,呀吼! 別怕得發抖啊!
302,700107806,????,,,噢噢噢噢噢噢~(好…好熱),嗚嗚嗚嗚嗚(什麼都不想做),嗚哇哇哇哇(讓我回家)
303,700107502,?? [???],,,知道漂亮的所以….,陽光好刺眼，討厭。,"哼, 看什麼?"
304,700110701,??? [???],,,"??, ?? ?? ???.","??, ?? ???? ?????.",?? ? ?? ? ?? ??.
305,700106704,???,,,可以戰鬥一整天。,單挑啊!,你知道我嗎?
306,700109402,???,,,將以神之名進行審判。,誰跟神一樣呢?,我不會辜負你的信任。
307,700105638,?? [???],,今年有辦法幫聖誕老公公嗎?,主人，我們玩什麼好呢??,想看雪嗎?要露露灑雪嗎?,想看雪嗎?要露露灑雪嗎?
308,700106104,??,,,噗哦~ 噗哦哦~? (開心),噗哦~? 噗哦~?(興奮),噗哦! 噗哦! 噗哦!(生氣)
309,700109902,???? [???],,,呼~ 一下就飛走了。,外出回來一定要洗手!,飄啊飄啊飄~
310,700110002,?? [???],,,永遠和你在一起。,我能給的只有愛?,(害羞害羞)
311,700102020,??(Lv.20),,升級喵。,Mon↖Momo↗ ^_^,NyaaaAaAAao~?,咯咯笑-
312,700102021,??(Lv.20),,升級喵。,Mon↖Momo↗ ^_^,NyaaaAaAAao~?,咯咯笑-
313,700106105,[???] ?? ?? (30?),,,噗哦~ 噗哦哦~? (開心),噗哦~? 噗哦~?(興奮),噗哦! 噗哦! 噗哦!(生氣)
314,700110501,??? [???],,,因為是王，所以超大!,因為是王，所以超可愛!,因為可愛，所以滿意了嗎!
315,700110601,???? ??? [???],,,軟軟的，耶比!,綿綿的，耶比!,雖然是棉花糖，但不能烤喔，耶比!
316,700100125,??? ?,,啊~ 肚子餓。,雖然沒辦法醒過來有點難過…但能幫到主人的忙我就很滿足了!,如果我離開的話，你會遇見其它的新寵物吧…,我會幫你撿道具。請開啟道具撿拾技能!
317,700102527,?? [???],,,六百五十萬年前，來自太白星！,用異於人畜之物造體，永葆十六歲而不變！,本座乃護法魔王尊，守護大地的靈王！
318,700110801,?? [???],,,我們要玩些什麼呢?,冰淇淋?! 冰淇淋!!,冰冰甜甜的東西最棒了!
319,700105407,?? ??? ?? ?? [???],,雖然不喜歡，但如果是主人想要的就只能遵命。,不要一直煩我。,連這種事我也要跟著去嗎?,小事叫別的寵物做啦。
320,700105408,?? ???? ?? ?? [???],,皮膚受傷好嚴重有點擔心。,討厭髒髒的，我愛乾淨。,沒有品質稍微好一點的嗎?,好累哦。不要一直跑來跑去啊。
321,700100529,???? ???? [???],,嚕趴嚕趴~吃吃看吧-,好，現在我也能升級了。,Boooo-------,1，2，1，2，喂喂!
322,700100530,??? ???? [???],,服務生，給我你們店裡的招牌菜!,請讓我升級~,主人，一起走嘛!,幸運會與您同在~
323,700101729,???? ??? [???],,肚子餓沒力氣,What is that 無禮 to me?,特殊物品是不是很難掉落?,又在維護嗎?
324,700101730,??? ??? [???],,肚子餓沒力氣,What is that 無禮 to me?,特殊物品是不是很難掉落?,又在維護嗎?
325,700105229,??? ?? [???],,感覺到森林的新鮮氣息了。,我是從純白美麗的森林裡誕生的。,好像只要閉起眼睛…就可以聽到森林中的風聲呢。,以白狼神聖的力量-☆
326,700105230,???? ?? [???],,感覺到森林的新鮮氣息了。,我是從純白美麗的森林裡誕生的。,好像只要閉起眼睛…就可以聽到森林中的風聲呢。,以白狼神聖的力量-☆
327,700105629,??? ?? [???],,,叮叮噹~ 叮叮噹~,今年有辦法幫聖誕老人嗎?,下雪的日子很開心吧?
328,700105630,???? ?? [???],,,叮叮噹~ 叮叮噹~,今年有辦法幫聖誕老人嗎?,下雪的日子很開心吧?
329,700105729,??? ??? ??? [???],,,我擅長的是?空拋球☆,嚇-? 哎呀!失手?,掉落下來的球●看好方向閃開啊?
330,700105730,???? ??? ??? [???],,,我擅長的是?空拋球☆,嚇-?哎呀!失手?,掉落下來的球●看好方向閃開啊?
331,700105829,??? ?? [???],,,不是阿波羅捲髮咩!,胡鬧的話就用羊角把你丟掉咩!,我是咩~咩叫著的綿羊!
332,700105830,???? ?? [???],,,不是阿波羅捲髮咩!,胡鬧的話就用羊角把你丟掉咩!,我是咩~咩叫著的綿羊!
333,700105929,??? ?? [???],,,人間嗯…就那樣而已。,哈欠~我有點累…,啦-啦啦啦啦--啦啦-?
334,700105930,???? ?? [???],,,人間嗯…就那樣而已。,哈欠~我有點累…,啦-啦啦啦啦--啦啦-?
335,700103628,?? ??? ???[???],,,嗚咽~嗚咽~,升級了!!汪!汪!,(喘氣)
336,700103629,?? ???? ???[???],,,今天好想啃那家有名的手工制骨頭。,永遠保持氣質!甚至連咬死敵人的時候也一樣!,連撒嬌也很有氣質!
337,700102928,?? ??? ????[???],,先去幫主人做飯哦~~等我哦?,升級了嗎?,喵~失誤了。主人，對不起…?,強大又美麗的我們主人☆
338,700102929,?? ???? ????[???],,啊啊啊~~~肚子好餓….哈啊?,好想升級…,主人，女僕永遠追隨主人…?,女僕想跟主人一起戰鬥!
339,700102828,?? ??? ????[???],,主人，雖然好像已經過了吃飯時間…但您應該還不餓吧?,好想升級…,我可以護送您嗎?,該練習跳舞了。請去舞蹈室。
340,700102829,?? ???? ????[???],,為了保持戰鬥力需要追加補給品!,升級了嗎?,現在是下午茶時間。請移步茶館。,我希望一直幫助您。
341,700103328,?? ??? ????[???],,哼，嗯，才不是為了主人而吃飯的呢!,呼，想要裝模作樣…真的很不容易。哼嗯!特別是氣質最難。,呼，想要裝模作樣…真的很不容易。哼嗯!特別是氣質最難。,哼!別總是盯著我，我會臉紅的。……看不出哪兒紅?(汪)
342,700103329,?? ???? ????[???],,哼嗯，SP不太夠沒關係嗎?,主人的敵人們，全都去死吧!,主人的敵人們，全都去死吧!,火焰從不吵鬧，只是靜靜地增加熱度。
343,1100000015,拳四郎,,不是主人您想的那個傢伙!,有種…想要隨便揮拳的感覺!,你也是強敵!,小人的墳墓是不需要名字的。
344,1100000022,羞羞兔(30日),,升級Beee~,Mon↖Momo↗ ^_^,(TuckTcuk),咯咯笑-
345,1100000023,白虎(30日),,該升級了~ 嗷嗚~,Hung！ Hung！,啊噢噢噢- 勝利的歌聲~,嗷嗚！！
346,1100000024,瑪妮(30日),,級啊啊…,我們要一起相處好長一段時間。,…不要裝的太親密的樣子。,好吧，你的話…
347,1100000025,卡哇伊(30日),,在你打開視窗瀏覽的同時也順便做一下你該做的事吧!!,別被我的可愛給嚇到了!雖然我知道我真的很可愛啦~,我的牙齒可不是拿來當武器用的!是拿來裝可愛用的!,偶爾休息一下也是不錯的，所以庸庸碌碌的人類才會那麼累嘛~
348,1100000026,拳四郎(30日),,不是主人您想的那個傢伙!,有種…想要隨便揮拳的感覺!,你也是強敵!,小人的墳墓是不需要名字的。
349,1100000001,浣熊(30日),,嘿嘿...等級提升了,(傻裡傻氣),(喔-嗚-),(啾)
350,1100000003,白狼(30日),,感覺到森林的新鮮氣息了。,我是從純白美麗的森林裡誕生的。,好像只要閉起眼睛…就可以聽到森林中的風聲呢。,白郎的神聖力量-☆
351,1100000004,企鵝 (15日),,您會讓我升級吧？,加油，主人！,呵~啊~,主人……我喜歡你……嘿嘿
352,1100000028,銀河(30日),,我現在已經很厲害囉~,我們一起跨越銀河吧?,你相信有月老嗎?,
353,1100000029,水精靈(30日),,咯咯咯……我想升級了。,(>_<),我要跟主人在一起。,水的力量是清澈的精氣。
354,1100000030,小執事(30日),,斯圖亞特在這裡。,今天您心情好嗎？托主人的福，斯圖亞特總是感到幸福。,我已經做好準備。主人，請下命令。,主人，我好喜歡你哦。
355,1100000031,金雷歐(30日),,藉由你的幫助，我會成為很厲害的國王~,這個傷口有段傷感的傳說,我不相信傳說這種東西,
356,1100000032,奇娜,,,是長得很妙的人類呢？,我會盡全力幫你的！,加油！你可以的！
357,1100000034,想成為英雄的奇娜 (15日),,,是長得很妙的人類呢？,我會盡全力幫你的！,加油！你可以的！
358,1100000035,咕咕雞(30日),,,今年一定要成為有錢人!,今年一定要遇見帥氣的情人!,今年一定… 啊，沒有意義。算了。
359,1100000036,阿斯蒙蒂斯,,,知道漂亮的所以….,陽光好刺眼，討厭。,"哼, 看什麼?"
360,1100000037,羞羞兔(15日),,升級Beee~,Mon↖Momo↗ ^_^,(TuckTcuk),咯咯笑-
361,1100000040,幼龍銀河 (15日),,,我可是千里迢迢來見你欸!,我的名字是從宇宙的銀河而來的!,我是從那個遙遠的銀河系來的~ 龍龍?
362,1100000041,想成為英雄的噗波(15日),,,噗哦~ 噗哦哦~? (開心),噗哦~? 噗哦~?(興奮),噗哦! 噗哦! 噗哦!(生氣)
363,1100000042,奇娜(30日),,,是長得很妙的人類呢？,我會盡全力幫你的！,加油！你可以的！
364,1100000043,阿斯蒙蒂斯(60日),,,知道漂亮的所以….,陽光好刺眼，討厭。,"哼, 看什麼?"
365,1100000044,小鬼喬朗伊(60日),,,喬朗伊現在也長大了~,駕駕~ 跑啊~馬兒~ 跑啊~,喬朗伊速度很快吧?
366,1100000045,小藍貓貓(60日),,升級喵~,Nyan?,喵喵，喜歡您~,我喜歡主人~
367,1100000046,耶比妹妹(15日),,MiMiMi？,^_^,Mu?,(嫣然)
368,1100000048,布朗妮(永久),,MiMiMi？,^_^,Mu?,(嫣然)
369,1100000049,HAPPY(60日),,,聽說在金狗年出生的我是幸運的象徵呢~,HAPPY好想好想去散步喔~,主人~~~!?? 陪我玩~~~~
370,1100000050,被拯救出的海賊熊(15日),,終於來到這世上了!現在開始是我的時代!,魷魚?! 不，不是…. 是主人,不管怎麼看都是在火上烤的魷魚….,… 主人，加油啊!這世界長相不是唯一…咳呃!(嗚咽)
371,1100000051,活動:小黃金豬(15日),,嗨喲，請幫我升級！,啵噠啦噠~啵噠啦啦~,"嗨喲, 嗨喲, 嗨喲.",Boooo-------
372,1100000055,麒麟(60日),,,我優秀的身材啊~?,主人也迷上我了吧(微紅),主人~ 沒有要給我的禮物嗎？嗯..鑽石之類的..
373,1100000056,活動:淘氣龍,,升.級！,好好打一場！,你打算每天遊手好閒嗎？,我的靈魂在燃燒！
374,1100000057,活動:小蜜蜂,,未使用,像蝴蝶又像蜜蜂~ 嗯~ 要吃蜂蜜? 嘿嘿，應該很好吃喔~,我要成為像蜂怪女王一樣的女王蜂~,我喜歡在主人旁邊嗡嗡叫!
375,1100000058,????? [???],,升級啦-~~,PiPi?,我愛你~,我喜歡你，主人~
376,1100000059,雪爾奇(60日),,,雖然喜歡活潑開朗但太吵的就不行。,身陷危機時我會幫你的。,冰女過的好嗎?
377,1100000060,企鵝[永久制],,您會讓我升級吧？,加油，主人！,呵~啊~,主人……我喜歡你……嘿嘿
378,1100000061,時尚Q比(60日),,,很高興見到你~ 以後也拜託你了！,你覺得在與你同行的旅程中會發生什麼樣的事呢？(撲通撲通),跟我一起的話，會快速成長的~?
379,1100000062,小鳳凰 (15日),,,想要永恆嗎？,跟我一起的話就可以。,絕對不會死亡。
380,1100000063,小伙伴 胖悟空,,,我一點也不粗暴，而且很喜歡人類。,這世界上最喜歡的就是人類了。(粗魯！),我的願望是盡情大吃然後睡到飽。
381,1100000066,想成為英雄的雪奈 (15日),,,雪奈,有感覺到這股寒冷的氣息嗎?,有感覺到這股寒冷的氣息嗎?
382,1100000067,影波克 [永久制],,你能接受我的火球嗎？,我是一隻小火龍！,主人！著火了,你記得蛇龍巢穴呢？
383,1100000075,想成為英雄的布迪蕾蕾(15日),,,對人們的視線感到負擔啊。,我有這麼可愛嗎? 真是累啊。,要不要陷入我高傲的魅力呢?
384,1100000076,想成為英雄的鈕扣貓 (15日),,,你在做什麼喵?,好無聊啊喵!,要跟我一起玩嗎喵?!
385,1100000084,想成為英雄的雪寶(15日),,,喜歡冬天!! 寶!!,一起玩吧!! 寶!!,來打雪仗吧!! 寶!!
386,1100000085,望,,,沒錢買冰棒?你還有魔法小卡喔0.<~☆,汪嗚…要睡覺覺了嗎…?(哈欠),抱歉了小卡…但我真的需要那個酷東西
387,1100000086,塔比貓,,,不得了的物品來了喵!,噹啷!,來去旅行吧喵!
388,0,,,,,,
389,0,,,,,,
390,0,,,,,,
391,0,,,,,,
392,0,,,,,,
393,0,,,,,,
394,0,,,,,,
395,0,,,,,,
396,0,,,,,,
397,0,,,,,,
398,0,,,,,,
399,0,,,,,,
400,0,,,,,,
401,0,,,,,,
402,0,,,,,,
403,0,,,,,,
404,0,,,,,,
405,0,,,,,,
406,0,,,,,,
407,0,,,,,,
408,0,,,,,,
409,0,,,,,,
410,0,,,,,,
411,0,,,,,,
412,0,,,,,,
413,0,,,,,,
414,0,,,,,,
415,0,,,,,,
416,0,,,,,,
417,0,,,,,,
418,0,,,,,,
419,0,,,,,,
420,0,,,,,,
421,0,,,,,,
422,0,,,,,,
423,0,,,,,,
424,0,,,,,,
425,0,,,,,,
426,0,,,,,,
427,0,,,,,,
428,0,,,,,,
429,0,,,,,,
430,0,,,,,,
431,0,,,,,,
432,0,,,,,,
433,0,,,,,,
434,0,,,,,,
435,0,,,,,,
436,0,,,,,,
437,0,,,,,,
438,0,,,,,,
439,0,,,,,,
440,0,,,,,,
441,0,,,,,,
442,0,,,,,,
443,0,,,,,,
444,0,,,,,,
445,0,,,,,,
446,0,,,,,,
447,0,,,,,,
448,0,,,,,,
449,0,,,,,,
