ID,_Option_Group,_Option_Probability,_Name,_Option_Type,_Option_ID,_Option_Min,_Option_Max,_Unique_Check
390,10008,7,[5] 任務獎勵強化 %+d%%,1,488,3,15,0
391,20005,0,[1] 幸運 %+d%%,1,19,1,2,2
392,20005,100,[1] 防禦力 %+d%%,1,217,1,3,0
393,20005,60,[2] 防禦力 %+d%%,1,217,2,7,0
394,20005,22,[3] 防禦力 %+d%%,1,217,3,13,0
395,20005,100,[1] 體力 %+d%%,1,27,1,3,0
396,20005,50,[2] 體力 %+d%%,1,27,2,6,0
397,20005,17,[3] 體力 %+d%%,1,27,3,9,0
398,20005,100,[1] 幸運 %+d%%,1,19,1,3,0
399,20005,50,[2] 幸運 %+d%%,1,19,2,6,0
400,20005,17,[3] 幸運 %+d%%,1,19,3,9,0
401,20005,100,[1] 抗力 %+d%%,1,71,1,3,0
402,20005,50,[2] 抗力 %+d%%,1,71,2,7,0
403,20005,17,[3] 抗力 %+d%%,1,71,3,13,0
404,20005,100,[1] 力量/魔力 %+d%%,1,595,1,3,0
405,20005,50,[2] 力量/魔力 %+d%%,1,595,2,6,0
406,20005,17,[3] 力量/魔力 %+d%%,1,595,3,9,0
407,20005,100,[1] 所有能力值 %+d%%,1,456,1,1,0
408,20005,40,[2] 所有能力值 %+d%%,1,456,1,4,0
409,20005,10,[3] 所有能力值 %+d%%,1,456,2,7,0
410,20006,0,[1] 固定傷害 %+d%%,1,588,1,1,2
411,20006,50,[1] 固定傷害 %+d%%,1,588,1,1,0
412,20006,25,[2] 固定傷害 %+d%%,1,588,2,6,0
413,20006,8,[3] 固定傷害 %+d%%,1,588,3,12,0
414,20006,50,[1] 武器攻擊力/屬性力 %+d%%,1,587,1,1,0
415,20006,25,[2] 武器攻擊力/屬性力 %+d%%,1,587,1,4,0
416,20006,8,[3] 武器攻擊力/屬性力 %+d%%,1,587,2,9,0
417,20006,50,[1] 最終最小傷害 %+d%%,1,590,1,1,0
418,20006,25,[2] 最終最小傷害 %+d%%,1,590,1,3,0
419,20006,8,[3] 最終最小傷害 %+d%%,1,590,1,4,0
420,20006,50,[1] 最終最大傷害 %+d%%,1,591,1,1,0
421,20006,25,[2] 最終最大傷害 %+d%%,1,591,1,3,0
422,20006,8,[3] 最終最大傷害 %+d%%,1,591,1,4,0
423,20006,50,[1] 最終爆擊傷害 %+d%%,1,592,1,1,0
424,20006,20,[2] 最終爆擊傷害 %+d%%,1,592,1,3,0
425,20006,6,[3] 最終爆擊傷害 %+d%%,1,592,1,4,0
426,20006,50,[1] 爆擊率 %+d%%,1,465,1,1,0
427,20006,25,[2] 爆擊率 %+d%%,1,465,1,3,0
428,20006,8,[3] 爆擊率 %+d%%,1,465,1,4,0
429,20006,25,[1] 命中率 %+d%%,1,466,2,15,0
430,20006,25,[2] 命中率 %+d%%,1,466,4,30,0
431,20006,25,[3] 命中率 %+d%%,1,466,8,45,0
432,20006,50,[1] 固定傷害 %+d,1,496,100,1500,0
433,20006,25,[2] 固定傷害 %+d,1,496,500,3000,0
434,20006,8,[3] 固定傷害 %+d,1,496,1000,9000,0
435,20006,50,[1] 武器攻擊力/屬性力 %+d,1,586,2,22,0
436,20006,25,[2] 武器攻擊力/屬性力 %+d,1,586,5,45,0
437,20006,8,[3] 武器攻擊力/屬性力 %+d,1,586,15,120,0
438,20006,50,[1] 最小傷害 %+d%%,1,462,1,7,0
439,20006,25,[2] 最小傷害 %+d%%,1,462,3,22,0
440,20006,8,[3] 最小傷害 %+d%%,1,462,5,45,0
441,20006,50,[1] 最大傷害 %+d%%,1,461,1,7,0
442,20006,25,[2] 最大傷害 %+d%%,1,461,3,22,0
443,20006,8,[3] 最大傷害 %+d%%,1,461,8,45,0
444,20006,50,[1] 爆擊傷害 %+d%%,1,464,1,7,0
445,20006,20,[2] 爆擊傷害 %+d%%,1,464,3,22,0
446,20006,6,[3] 爆擊傷害 %+d%%,1,464,8,45,0
447,20007,0,[1] 技能冷卻時間減少 +%0.1F%%,1,440,1,5,2
448,20007,10,[1] 技能傷害 %+d%%,2,28000604,1,37,1
449,20007,10,[1] 技能傷害 %+d%%,2,28000605,1,37,1
450,20007,10,[1] 技能傷害 %+d%%,2,28000606,1,37,1
451,20007,10,[1] 技能冷卻時間減少 +%0.1F%%,1,440,1,5,0
452,20007,10,[2] 技能冷卻時間減少 +%0.1F%%,1,440,2,12,0
453,20007,10,[3] 技能冷卻時間減少 +%0.1F%%,1,440,3,30,0
454,20007,10,[S] 魂之勇者【傳奇】%+dLv,3,3802407,1,20,1
455,20007,10,[S] 劍刃舞者【傳奇】%+dLv,3,3802507,1,20,1
456,20007,10,[S] 恐懼騎士【傳奇】%+dLv,3,3802607,1,20,1
457,20007,10,[S] 鬥神【傳奇】%+dLv,3,3802707,1,20,1
458,20007,10,[S] 幻術師【傳奇】%+dLv,3,3802807,1,20,1
459,20007,10,[S] 音樂大師【傳奇】%+dLv,3,3802907,1,20,1
460,20007,10,[S] 忍者大師【傳奇】%+dLv,3,3803007,1,20,1
461,20007,10,[S] 審判者【傳奇】%+dLv,3,3803107,1,20,1
462,20007,10,[S] 改造大師【傳奇】%+dLv,3,3803207,1,20,1
463,20007,10,[S] 天之王者【傳奇】%+dLv,3,3803607,1,20,1
464,20007,10,[S] 幻武劍豪【傳奇】%+dLv,3,3803707,1,20,1
465,20007,10,[S] 創世主【傳奇】%+dLv,3,3803807,1,20,1
466,20007,10,[S] 諸神使者【傳奇】%+dLv,3,3803907,1,20,1
467,20007,10,[S] 大毀滅者【傳奇】%+dLv,3,3804007,1,20,1
468,20007,10,[S] 流行天王【傳奇】%+dLv,3,3804107,1,20,1
469,20007,10,[S] 風之潛行者【傳奇】%+dLv,3,3804207,1,20,1
470,20007,10,[S] 裁決射手【傳奇】%+dLv,3,3804307,1,20,1
471,20007,10,[S] 究極兵甲【傳奇】%+dLv,3,3804407,1,20,1
472,20007,10,[S] 弒魂者【傳奇】%+dLv,3,3804507,1,20,1
473,20007,10,[S] 弧形大師【傳奇】%+dLv,3,3804907,1,20,1
474,20007,10,[S] 暴力大師【傳奇】%+dLv,3,3805207,1,20,1
475,20007,10,[S] 闇影武士【傳奇】%+dLv,3,3805607,1,20,1
476,20007,10,[S] 混血天神【傳奇】%+dLv,3,3806007,1,20,1
477,20007,10,[S] 炙焰天【傳奇】%+dLv,3,3806407,1,20,1
478,20007,10,[S] 黑暗追擊者【傳奇】%+dLv,3,3806807,1,20,1
479,20007,10,[S] 寶石之星【傳奇】%+dLv,3,3806907,1,20,1
480,20007,10,[S] 暗影行者【傳奇】%+dLv,3,3807307,1,20,1
481,20007,10,[S] 魂之勇者【傳奇 II】%+dLv,3,3812407,1,20,1
482,20007,10,[S] 劍刃舞者【傳奇 II】%+dLv,3,3812507,1,20,1
483,20007,10,[S] 恐懼騎士【傳奇 II】%+dLv,3,3812607,1,20,1
484,20007,10,[S] 鬥神【傳奇 II】%+dLv,3,3812707,1,20,1
485,20007,10,[S] 幻術師【傳奇 II】%+dLv,3,3812807,1,20,1
486,20007,10,[S] 音樂大師【傳奇 II】%+dLv,3,3812907,1,20,1
487,20007,10,[S] 忍者大師【傳奇 II】%+dLv,3,3813007,1,20,1
488,20007,10,[S] 審判者【傳奇 II】%+dLv,3,3813107,1,20,1
489,20007,10,[S] 改造大師【傳奇 II】%+dLv,3,3813207,1,20,1
490,20007,10,[S] 天之王者【傳奇 II】%+dLv,3,3813607,1,20,1
491,20007,10,[S] 幻武劍豪【傳奇 II】%+dLv,3,3813707,1,20,1
492,20007,10,[S] 創世主【傳奇 II】%+dLv,3,3813807,1,20,1
493,20007,10,[S] 諸神使者【傳奇 II】%+dLv,3,3813907,1,20,1
494,20007,10,[S] 大毀滅者【傳奇 II】%+dLv,3,3814007,1,20,1
495,20007,10,[S] 流行天王【傳奇 II】%+dLv,3,3814107,1,20,1
496,20007,10,[S] 風之潛行者【傳奇 II】%+dLv,3,3814207,1,20,1
497,20007,10,[S] 裁決射手【傳奇 II】%+dLv,3,3814307,1,20,1
498,20007,10,[S] 究極兵甲【傳奇 II】%+dLv,3,3814407,1,20,1
499,20007,10,[S] 弒魂者【傳奇 II】%+dLv,3,3814507,1,20,1
500,20007,10,[S] 弧形大師【傳奇 II】%+dLv,3,3814907,1,20,1
501,20007,10,[S] 暴力大師【傳奇 II】%+dLv,3,3815207,1,20,1
502,20007,10,[S] 闇影武士【傳奇 II】%+dLv,3,3815607,1,20,1
503,20007,10,[S] 混血天神【傳奇 II】%+dLv,3,3816007,1,20,1
504,20007,10,[S] 炙焰天【傳奇 II】%+dLv,3,3816407,1,20,1
505,20007,10,[S] 黑暗追擊者【傳奇 II】%+dLv,3,3816807,1,20,1
506,20007,10,[S] 寶石之星【傳奇 II】%+dLv,3,3816907,1,20,1
507,20007,10,[S] 暗影行者【傳奇 II】%+dLv,3,3817307,1,20,1
508,20008,0,[1] 最小/最大傷害 %+d%%,1,585,1,7,2
509,20008,100,[1] 最小/最大傷害 %+d%%,1,585,1,7,0
510,20008,50,[2] 最小/最大傷害 %+d%%,1,585,3,22,0
511,20008,16,[3] 最小/最大傷害 %+d%%,1,585,8,45,0
512,20008,100,[1] 一般怪物支配力 +%0.1F%%,1,573,1,5,0
513,20008,50,[2] 一般怪物支配力 +%0.1F%%,1,573,2,12,0
514,20008,16,[3] 一般怪物支配力 +%0.1F%%,1,573,3,30,0
515,20008,100,[1] BOSS怪物支配力 +%0.1F%%,1,574,1,5,0
516,20008,50,[2] BOSS怪物支配力 +%0.1F%%,1,574,2,12,0
517,20008,16,[3] BOSS怪物支配力 +%0.1F%%,1,574,3,30,0
518,20008,2,[S] 被擊時以0.%d%% 的機率 7秒間不死效果,2,28000801,1,5,1
519,20008,1,[S] 被擊時以0.%d%% 的機率 3秒間免疫效果,2,28000901,1,5,1
520,20008,3,[S] 被擊時以0.5%% 的機率 %d秒間傷害減少20%%效果,2,28001001,2,9,1
521,10003,1,[1] 移動速度 %+d%%,1,106,1,5,0
522,20003,1,[1] 移動速度 %+d%%,1,106,1,5,0
523,20003,10,[1] 技能傷害 %+d%%,2,28000607,1,25,1
524,10007,1,[1] 移動速度 %+d%%,1,106,1,7,0
525,20007,10,[1] 技能傷害 %+d%%,2,28000608,1,37,1
