ID,_Description,_Result,_Result_massage,_Main_Item,_Material1,_Material_Count1,_Material2,_Material_Count2,_Material3,_Material_Count3,_Material4,_Material_Count4,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Consumption_OP_Min,_Consumption_OP_Max,_Probability_Modifier,_Probability_Min,_Probability_Max,_Type,_Probability_Open,_charge
20220825,??? ???? ???? +3,20220835,強化時將消耗材料,20220825,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
30420825,??? ???? ?? +3,30420835,強化時將消耗材料,30420825,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
70220825,??? ???? ?? +3,70220835,強化時將消耗材料,70220825,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
90420825,??? ???? ?? +3,90420835,強化時將消耗材料,90420825,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
10320835,??? ???? ??? +4,10320845,強化時將消耗材料,10320835,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
20220835,??? ???? ???? +4,20220845,強化時將消耗材料,20220835,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
30420835,??? ???? ?? +4,30420845,強化時將消耗材料,30420835,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
70220835,??? ???? ?? +4,70220845,強化時將消耗材料,70220835,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
90420835,??? ???? ?? +4,90420845,強化時將消耗材料,90420835,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
10320845,??? ???? ??? +5,10320855,強化時將消耗材料,10320845,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
20220845,??? ???? ???? +5,20220855,強化時將消耗材料,20220845,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
30420845,??? ???? ?? +5,30420855,強化時將消耗材料,30420845,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
70220845,??? ???? ?? +5,70220855,強化時將消耗材料,70220845,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
90420845,??? ???? ?? +5,90420855,強化時將消耗材料,90420845,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
10320855,??? ???? ??? +6,10320865,強化時將消耗材料,10320855,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
20220855,??? ???? ???? +6,20220865,強化時將消耗材料,20220855,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
30420855,??? ???? ?? +6,30420865,強化時將消耗材料,30420855,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
70220855,??? ???? ?? +6,70220865,強化時將消耗材料,70220855,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
90420855,??? ???? ?? +6,90420865,強化時將消耗材料,90420855,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
10320865,??? ???? ??? +7,10320875,強化時將消耗材料,10320865,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
20220865,??? ???? ???? +7,20220875,強化時將消耗材料,20220865,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
30420865,??? ???? ?? +7,30420875,強化時將消耗材料,30420865,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
70220865,??? ???? ?? +7,70220875,強化時將消耗材料,70220865,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
90420865,??? ???? ?? +7,90420875,強化時將消耗材料,90420865,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
10320875,??? ???? ??? +8,10320885,強化時將消耗材料,10320875,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
20220875,??? ???? ???? +8,20220885,強化時將消耗材料,20220875,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
30420875,??? ???? ?? +8,30420885,強化時將消耗材料,30420875,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
70220875,??? ???? ?? +8,70220885,強化時將消耗材料,70220875,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
90420875,??? ???? ?? +8,90420885,強化時將消耗材料,90420875,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81503401,???? ???? ?? +1,81503402,強化時將消耗材料,81503401,190197405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81503402,???? ???? ?? +2,81503403,強化時將消耗材料,81503402,190197405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81503403,???? ???? ?? +3,81503404,強化時將消耗材料,81503403,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81503404,???? ???? ?? +4,81503405,強化時將消耗材料,81503404,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81503405,???? ???? ?? +5,81503406,強化時將消耗材料,81503405,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81503406,???? ???? ?? +6,81503407,強化時將消耗材料,81503406,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81503407,???? ???? ?? +7,81503408,強化時將消耗材料,81503407,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81503408,???? ???? ?? +8,81503409,強化時將消耗材料,81503408,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81503409,???? ???? ?? +9,81503410,強化時將消耗材料,81503409,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80503401,???? ???? ???? +1,80503402,強化時將消耗材料,80503401,190197405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80503402,???? ???? ???? +2,80503403,強化時將消耗材料,80503402,190197405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80503403,???? ???? ???? +3,80503404,強化時將消耗材料,80503403,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80503404,???? ???? ???? +4,80503405,強化時將消耗材料,80503404,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80503405,???? ???? ???? +5,80503406,強化時將消耗材料,80503405,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80503406,???? ???? ???? +6,80503407,強化時將消耗材料,80503406,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80503407,???? ???? ???? +7,80503408,強化時將消耗材料,80503407,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80503408,???? ???? ???? +8,80503409,強化時將消耗材料,80503408,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80503409,???? ???? ???? +9,80503410,強化時將消耗材料,80503409,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80603401,???? ??? ?? +1,80603402,強化時將消耗材料,80603401,190197405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80603402,???? ??? ?? +2,80603403,強化時將消耗材料,80603402,190197405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80603403,???? ??? ?? +3,80603404,強化時將消耗材料,80603403,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80603404,???? ??? ?? +4,80603405,強化時將消耗材料,80603404,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80603405,???? ??? ?? +5,80603406,強化時將消耗材料,80603405,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80603406,???? ??? ?? +6,80603407,強化時將消耗材料,80603406,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80603407,???? ??? ?? +7,80603408,強化時將消耗材料,80603407,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80603408,???? ??? ?? +8,80603409,強化時將消耗材料,80603408,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80603409,???? ??? ?? +9,80603410,強化時將消耗材料,80603409,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81003401,???? ???? ???? +1,81003402,強化時將消耗材料,81003401,190197405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81003402,???? ???? ???? +2,81003403,強化時將消耗材料,81003402,190197405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81003403,???? ???? ???? +3,81003404,強化時將消耗材料,81003403,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81003404,???? ???? ???? +4,81003405,強化時將消耗材料,81003404,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81003405,???? ???? ???? +5,81003406,強化時將消耗材料,81003405,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81003406,???? ???? ???? +6,81003407,強化時將消耗材料,81003406,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81003407,???? ???? ???? +7,81003408,強化時將消耗材料,81003407,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81003408,???? ???? ???? +8,81003409,強化時將消耗材料,81003408,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81003409,???? ???? ???? +9,81003410,強化時將消耗材料,81003409,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81403401,???? ?? ?? ?? +1,81403402,強化時將消耗材料,81403401,190197405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81403402,???? ?? ?? ?? +2,81403403,強化時將消耗材料,81403402,190197405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81403403,???? ?? ?? ?? +3,81403404,強化時將消耗材料,81403403,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81403404,???? ?? ?? ?? +4,81403405,強化時將消耗材料,81403404,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81403405,???? ?? ?? ?? +5,81403406,強化時將消耗材料,81403405,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81403406,???? ?? ?? ?? +6,81403407,強化時將消耗材料,81403406,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81403407,???? ?? ?? ?? +7,81403408,強化時將消耗材料,81403407,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81403408,???? ?? ?? ?? +8,81403409,強化時將消耗材料,81403408,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81403409,???? ?? ?? ?? +9,81403410,強化時將消耗材料,81403409,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81303401,???? ??? ?? +1,81303402,強化時將消耗材料,81303401,190197405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81303402,???? ??? ?? +2,81303403,強化時將消耗材料,81303402,190197405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81303403,???? ??? ?? +3,81303404,強化時將消耗材料,81303403,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81303404,???? ??? ?? +4,81303405,強化時將消耗材料,81303404,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81303405,???? ??? ?? +5,81303406,強化時將消耗材料,81303405,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81303406,???? ??? ?? +6,81303407,強化時將消耗材料,81303406,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81303407,???? ??? ?? +7,81303408,強化時將消耗材料,81303407,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81303408,???? ??? ?? +8,81303409,強化時將消耗材料,81303408,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81303409,???? ??? ?? +9,81303410,強化時將消耗材料,81303409,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80103401,???? ?? ???? +1,80103402,強化時將消耗材料,80103401,190197405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80103402,???? ?? ???? +2,80103403,強化時將消耗材料,80103402,190197405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80103403,???? ?? ???? +3,80103404,強化時將消耗材料,80103403,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80103404,???? ?? ???? +4,80103405,強化時將消耗材料,80103404,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80103405,???? ?? ???? +5,80103406,強化時將消耗材料,80103405,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80103406,???? ?? ???? +6,80103407,強化時將消耗材料,80103406,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80103407,???? ?? ???? +7,80103408,強化時將消耗材料,80103407,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80103408,???? ?? ???? +8,80103409,強化時將消耗材料,80103408,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80103409,???? ?? ???? +9,80103410,強化時將消耗材料,80103409,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80203401,???? ???? +1,80203402,強化時將消耗材料,80203401,190197405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80203402,???? ???? +2,80203403,強化時將消耗材料,80203402,190197405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80203403,???? ???? +3,80203404,強化時將消耗材料,80203403,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80203404,???? ???? +4,80203405,強化時將消耗材料,80203404,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80203405,???? ???? +5,80203406,強化時將消耗材料,80203405,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80203406,???? ???? +6,80203407,強化時將消耗材料,80203406,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80203407,???? ???? +7,80203408,強化時將消耗材料,80203407,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80203408,???? ???? +8,80203409,強化時將消耗材料,80203408,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80203409,???? ???? +9,80203410,強化時將消耗材料,80203409,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80703401,???? ??? ?? +1,80703402,強化時將消耗材料,80703401,190197405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80703402,???? ??? ?? +2,80703403,強化時將消耗材料,80703402,190197405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80703403,???? ??? ?? +3,80703404,強化時將消耗材料,80703403,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80703404,???? ??? ?? +4,80703405,強化時將消耗材料,80703404,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80703405,???? ??? ?? +5,80703406,強化時將消耗材料,80703405,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80703406,???? ??? ?? +6,80703407,強化時將消耗材料,80703406,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80703407,???? ??? ?? +7,80703408,強化時將消耗材料,80703407,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80703408,???? ??? ?? +8,80703409,強化時將消耗材料,80703408,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80703409,???? ??? ?? +9,80703410,強化時將消耗材料,80703409,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80803401,???? ?? ??? +1,80803402,強化時將消耗材料,80803401,190197405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80803402,???? ?? ??? +2,80803403,強化時將消耗材料,80803402,190197405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80803403,???? ?? ??? +3,80803404,強化時將消耗材料,80803403,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80803404,???? ?? ??? +4,80803405,強化時將消耗材料,80803404,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80803405,???? ?? ??? +5,80803406,強化時將消耗材料,80803405,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80803406,???? ?? ??? +6,80803407,強化時將消耗材料,80803406,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80803407,???? ?? ??? +7,80803408,強化時將消耗材料,80803407,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80803408,???? ?? ??? +8,80803409,強化時將消耗材料,80803408,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80803409,???? ?? ??? +9,80803410,強化時將消耗材料,80803409,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80303401,???? ?? ????? +1,80303402,強化時將消耗材料,80303401,190197405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80303402,???? ?? ????? +2,80303403,強化時將消耗材料,80303402,190197405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80303403,???? ?? ????? +3,80303404,強化時將消耗材料,80303403,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80303404,???? ?? ????? +4,80303405,強化時將消耗材料,80303404,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80303405,???? ?? ????? +5,80303406,強化時將消耗材料,80303405,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80303406,???? ?? ????? +6,80303407,強化時將消耗材料,80303406,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80303407,???? ?? ????? +7,80303408,強化時將消耗材料,80303407,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80303408,???? ?? ????? +8,80303409,強化時將消耗材料,80303408,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
80303409,???? ?? ????? +9,80303410,強化時將消耗材料,80303409,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81203401,???? ??? ????? +1,81203402,強化時將消耗材料,81203401,190197405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81203402,???? ??? ????? +2,81203403,強化時將消耗材料,81203402,190197405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81203403,???? ??? ????? +3,81203404,強化時將消耗材料,81203403,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81203404,???? ??? ????? +4,81203405,強化時將消耗材料,81203404,190197405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81203405,???? ??? ????? +5,81203406,強化時將消耗材料,81203405,190197405,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81203406,???? ??? ????? +6,81203407,強化時將消耗材料,81203406,190197405,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81203407,???? ??? ????? +7,81203408,強化時將消耗材料,81203407,190197405,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81203408,???? ??? ????? +8,81203409,強化時將消耗材料,81203408,190197405,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
81203409,???? ??? ????? +9,81203410,強化時將消耗材料,81203409,190197405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,10,100,1,1,0
