ID,_Type,_Name,_Summary,_Descript,_AchievePoint,_Icon,_IconIndex,_Mission1,_Mission2,_Mission3,_Mission4,_Mission5,_Mission6,_Mission7,_Mission8,_Reward_ID1,_Reward_Rare1,_Reward_Point1,_Reward_Count1,_Reward_ID2,_Reward_Rare2,_Reward_Point2,_Reward_Count2,_Reward_ID3,_Reward_Rare3,_Reward_Point3,_Reward_Count3,_Reward_ID4,_Reward_Rare4,_Reward_Point4,_Reward_Count4,_Reward_Choice
113,1,你這蒙古大夫說這是什麼話啊! 火山裡竟然有蜘蛛!,西爾戈斯!,請消滅火山地帶的西爾戈斯!,80,10001315,101,100153,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
114,1,龍龍去死吧!,身分不明的幼龍!,請消滅倉庫地區的身分不明的幼龍。,40,10001315,101,100154,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
115,1,青空城競技場 [Chapter.1],消滅第1章Boss,請消滅青空城競技場第1個Boss共10次。,100,10001315,101,100155,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
116,1,青空城競技場 [Chapter.2],消滅第2章Boss,請消滅青空城競技場第2個Boss共10次。,100,10001315,101,100156,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
117,1,青空城競技場 [Chapter.3],消滅第3章Boss,請消滅青空城競技場第3個Boss共10次。,100,10001315,101,100157,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
118,1,青空城競技場 [Chapter.4],消滅第4章Boss,請消滅青空城競技場第4個Boss共10次。,100,10001315,101,100158,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
119,1,那個小章魚有害!,消滅突變小章魚士兵,請消滅突變小章魚士兵共5次。,30,10001315,101,100159,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
120,1,超級機器耶比波,消滅突變機器耶比,請消滅突變機器耶比共5次。,40,10001315,101,100160,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
121,1,喔~大而美!,消滅突變大眼劍,請消滅突變大眼劍共5次。,50,10001315,101,100161,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
122,2,達成210等級,達成210等級,還…還剩下10等級!,100,10001315,103,100162,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
123,2,達成220等級,達成220等級,不是神，也不是王.. 只有你能達成的最偉大的成就。,100,10001315,103,100163,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
124,1,征服龍祭城!,消滅月華院主和黃龍!,請消滅月華院主和黃龍!,90,10001315,101,100169,100164,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
125,4,月華院的收藏家,製作月華院的星星徽章 / 月華院的教本 / 月華院的太陽徽章!,請製作月華院的星星徽章 / 月華院的教材 / 月華院的太陽徽章看看!,90,10001315,102,100165,100166,100167,0,0,0,0,0,164700302,1,250,1,164200402,1,250,1,164500306,1,250,1,0,1,0,0,1
126,3,阿波羅11號,請在龍皇城裡尋找看看!,有一片晚霞，且黑暗的地方。,70,10001304,250,100168,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
127,4,挑戰30等級鑲嵌吧!,成功30等級鑲嵌,請征服第30黑暗的倉庫後，獲得獎勵後進行鑲嵌!,80,10001315,102,100170,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
128,4,挑戰40等級鑲嵌吧!,成功40等級鑲嵌,請征服第40黑暗的倉庫後，獲得獎勵後進行鑲嵌!,90,10001315,102,100171,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
129,4,挑戰50等級鑲嵌吧!,成功50等級鑲嵌,請征服第50黑暗的倉庫後，獲得獎勵後進行鑲嵌!,100,10001315,102,100172,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
130,3,遇見新的種族!,在新地區出現了新的種族?請前往新種族所在之處進行探險!,發現特洛里村莊,30,10001304,250,100173,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
131,2,與特洛里熟識的關係,達成特洛里聲望5級!,達成特洛里聲望5級,50,10001315,103,100174,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
132,2,與特洛里熟識的關係,達成特洛里聲望6級!,達成特洛里聲望6級,60,10001315,103,100175,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
133,2,與特洛里熟識的關係,達成特洛里聲望7級!,達成特洛里聲望7級,70,10001315,103,100176,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
134,1,征服隱藏洞窟,奈潘斯,請消滅隱藏窟的奈潘斯!!!,80,10001315,101,100177,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
135,1,征服毀壞之城,凱米努茲,請消滅毀壞之城的凱米努茲!!!,90,10001315,101,100178,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
136,4,貼紙也太好了吧!!,製作歐若拉的貓咪貼紙!,請製作歐若拉的貓咪貼紙!! #貓咪 #特殊欄位 #組合 #只有我 #失敗 #彩虹島物語 #機率,30,10001315,102,100179,0,0,0,0,0,0,0,165100301,1,250,1,0,1,0,0,0,1,0,0,0,1,0,0,1
137,4,天啊，這一定要戴啊!,製作高級突變腰帶!,請製作高級突變腰帶!!! 組合成功時一個免費!!!,30,10001315,102,100180,0,0,0,0,0,0,0,165200301,1,250,1,0,1,0,0,0,1,0,0,0,1,0,0,1
138,3,難道要抓住人類嗎!?,請對歐若拉森林進行探險!,難道..該不會…這裡是..,20,10001304,250,100181,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
139,1,歐~~歐拉?,消滅歐若拉!,在歐若拉庭園的歐若拉..不..請消滅歐若拉1次!!!,60,10001315,101,100182,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
140,1,征服立佩拉市政府,消滅迪特及傑凱!,消滅立佩拉市政府的迪特及傑凱各1次!!,60,10001315,101,100183,100184,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
141,1,征服魔石研究所,消滅變種鯊及奧莉安,消滅魔石研究所的變種鯊及奧莉安!,80,10001315,101,100185,100186,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
142,3,神奇的島?,請尋找浮在天空中的漂浮之島!,發現梅林島,30,10001304,250,100187,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
143,4,奧莉安的教本強化,奧莉安的變異教本 +1強化,請強化奧莉安的變異教本!當然沒有道具獎勵。,50,10001315,102,100188,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
144,4,強化傑凱的胸針,傑凱的胸針 +1 強化,傑凱的胸針強化成功時將再多給予一個!要走的路還很險峻呢!呵呵呵!,50,10001315,102,100189,0,0,0,0,0,0,0,165300101,1,250,1,0,1,0,0,0,1,0,0,0,1,0,0,1
145,6,稱號達人,收集120個稱號,為你的收集鼓掌~!!,60,10001315,105,100190,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
146,3,陰森森的山?,尋找惡魔們居住的地方吧!,聽說比珠穆朗瑪峰更難登上的那個地方！？,30,10001304,250,100191,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
147,1,征服惡魔的峽谷,消滅凱魯斯,請把支配惡魔的峽谷的凱魯斯消滅！,60,10001315,101,100192,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
148,1,征服神秘的殿堂,消滅露比亞和凱魯斯,請把位於神秘的殿堂的露比亞和凱魯斯消滅！,60,10001315,101,100193,100194,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
149,4,米奈勒帕的寶石,製作米奈勒帕的寶石3種!,請製作米奈勒帕的寶石3種！完成業績時，將會多支付一顆寶石！！,30,10001315,102,100195,100196,100197,0,0,0,0,0,160300401,1,250,1,160400401,1,250,1,160500401,1,250,1,0,1,0,0,1
150,4,凱魯斯的徽章,製作凱魯斯的凍結徽章 / 凱魯斯的月亮徽章!,請製作凱魯斯的凍結徽章 / 凱魯斯的月亮徽章！完成業績時，將會多支付一顆寶石！！,30,10001315,102,100198,100199,0,0,0,0,0,0,164500401,1,250,1,164700401,1,250,1,0,1,0,0,0,1,0,0,1
151,2,230 等級達成,230等級達成,只聽說過的…230等級…這是真的嗎？,100,10001315,103,100200,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
152,2,235 等級達成,235等級達成,不需要多說。這是真正的選手。,100,10001315,103,100201,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
153,1,征服巧克力花園,消滅突變薑餅人甜食怪,請將光看就口水直流的 '突變薑餅人甜食怪'吃..不是..請消滅吧。顏色是有點那個，但不是壞掉了，它是綠茶口味的！,60,10001315,101,100202,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
154,1,征服神聖的教堂,消滅巴布梅特和普拉斯,請消滅支配神聖的教堂的巴布梅特和普拉斯！,90,10001315,101,100203,100204,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
155,4,普拉斯套裝！,請強化所有的普拉斯飾品！,請強化 6種普拉斯飾品！,100,10001315,102,100205,100206,100207,100208,100209,100210,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
156,3,小矮人都市,小矮人們聚集建設的都市!,請前往散發紅光的地方探險吧!,30,10001304,250,100211,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
157,1,征服扭曲的世界樹,消滅突變藍寶怪,不能看他可愛就小看他!小心一點!,60,10001315,101,100212,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
158,1,征服小矮人飛空艇,消滅亞奇戰龍及機甲虎林,消滅匠人們一針一線製作而成的機械用亞奇戰龍，以及消滅講話不太禮貌機甲虎林。,80,10001315,101,100213,100214,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
159,4,斬.斬.斬,高級機甲虎林綴飾 +1 強化,被選中的人才可獲得的高級機甲虎林綴飾!請挑戰強化吧!,30,10001315,102,100215,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
160,3,新大陸探險！,找出建立在沙漠中的都市吧！,搭乘飛空艇前往新大陸~！,30,10001304,250,100216,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
161,1,征服太陽宮殿,消滅塔勒曼,請比任何人都迅速地消滅塔勒曼！,60,10001315,101,100217,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
162,1,征服太陽神的地下祭壇,消滅巴蒙和阿耆尼,請消滅位於太陽神的地下祭壇之巴蒙和火神阿耆尼！(角色炙焰天計分不會上升。),80,10001315,101,100218,100219,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
163,4,有點不同啊,塔勒曼3種組合強化成功！,不為別的，請強化有所不同的塔勒曼3種組合！,30,10001315,102,100220,100221,100222,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
164,3,夏日渡假勝地！？,夏日休假就決定去這裡了！,請探索這個滿是椰子樹的地方吧！,30,10001304,250,100223,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
165,1,征服日落森林,消滅突變花蛇,請消滅日落森林中最魅惑(？)的花蛇！,60,10001315,101,100224,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
166,1,征服黃金洞穴,消滅魚人將軍和SD博士,請掃蕩因金銀財寶而爭紅了眼、破壞珍貴遺址的一黨！,80,10001315,101,100225,100226,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
167,3,希望的都市!?,光之聯合所在之處!,請到位於大提琴湖的都市去探險吧!,30,10001304,250,100227,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
168,1,征服瀑布樹,消滅特莉妮婭,請消滅支配瀑布樹森林的美麗(?)女人!,60,10001315,101,100228,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
169,1,征服寶石樹森林,消滅彼姆和沛斯嘉,請消滅突擊隊長 '彼姆'和白獅族的女王 '沛斯嘉',80,10001315,101,100229,100230,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
170,1,大哥! 這太過分了吧!?,征服第 51~55 未知的倉庫,有史以來最難的未知的倉庫開放了。這不會太容易的。\n 要挑戰嗎?,115,10001315,101,100231,100232,100233,100234,100235,0,0,0,170195394,1,0,1,170196607,1,0,1,170194888,1,0,1,0,1,0,0,0
171,1,征服影子之書,消滅闇黑火焰大帝黑焱龍,請專心消滅怪物不要在意他的名稱。看起來有點幼稚是因為個性很單純。,60,10001315,101,100236,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
172,1,征服春植島紀念館,消滅奉春植,"請消滅在彩虹島勢力日益擴大並受到詛咒的'奉', '春', '植'。",60,10001315,101,100237,100238,100239,0,0,0,0,0,170195554,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
173,1,征服冰淇淋庭院,消滅致命卡路里,如果太快消滅這傢伙，會增加前大腦動脈血流速度上升導致頭痛，請小心。,80,10001315,101,100240,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
174,3,想擁有的道路,不是弘大那種想走走的小路，街道完全無法通行,鈕扣兔占領了商店前，海賊熊占領了屋頂上方，請尋找這樣可怕的地方!,30,10001304,250,100241,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
175,4,哦呵..影綴飾,蝴蝶之影綴飾 +9強化,影綴飾雖然很煩…還是請強化影綴飾。,30,10001315,102,100242,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
176,1,征服浮游島,消滅比柏萊特,飄在天空中的島嶼—浮游島! 請消滅管理這裡的比柏萊特! ※注意※ 如果因為年紀小就瞧不起他可是會出大事的喔!,60,10001315,101,100243,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
177,1,征服幻影毒霧沼澤,消滅魔皇,比主人翁愛麗絲認識的魔皇還要強大?! 請消滅幻影毒霧沼澤的魔皇!,80,10001315,101,100244,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
178,3,魯曼健身俱樂部!?,又近又遠的地方..,為了無盡的訓練，請去戰士們聚集的那裡探險吧!,30,10001304,250,100245,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
179,4,勒緊腰帶吧,強化修練腰帶+30,請..勒..勒..勒緊…腰..腰..腰..腰帶..強..強化..到+30..吧..(倒下),30,10001315,102,100246,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
180,4,噩夢,飾品就是要滿等強化!!,請將幻影毒霧沼澤副本中出現的8種飾品全部強化!,100,10001315,102,100247,100248,100249,100250,100251,100252,100253,100254,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
181,3,前往深海,※ 禁止潛水 ※,水族館不過只是個魚缸!! 這裡是真正的深海啊!?,30,10001304,250,100255,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
182,1,征服珊瑚之歌,消滅巨靈克利爾和克拉卡,是在水中操控火的(?)可怕傢伙們啊 ! 請小心?!,60,10001315,101,100256,100257,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
183,1,征服閃亮深淵,消滅奧賽里諾,在天上是特莉妮婭，海裡是奧賽里諾?,60,10001315,101,100258,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
184,4,欲速則不達,烏龜胸針 +30 強化,慢慢地..非常..緩慢地.. 請強化烏龜胸針到+30..(逃),30,10001315,102,100259,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
185,1,征服混沌峽谷,消滅暴走的愛麗絲,在混沌峽谷中感受到有點陌生又有點熟悉的氣息! 要去找找看嗎？,60,10001315,101,100260,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
186,1,征服冰封的世界,消滅冷笑的愛麗絲和厄運,很可惜(?)但和我們一直在尋找的愛麗絲好像有點不一樣.. 趁這個機會釋放這段期間的怨恨吧。,80,10001315,101,100261,100262,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
187,3,Memories,久遠的貝羅斯!?,魯曼聯盟本部的某處是貝羅斯都市？莫名覺得好像有點久遠..？,30,10001304,250,100263,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
188,4,狸貓狸貓真的狸貓!!!,升級特莉妮婭的狸貓圖騰!,辛苦製成的特莉妮婭的狸貓圖騰! 不能就這樣錯過吧!? 將特莉妮婭的狸貓圖騰 +50強化為暴走的愛麗絲圖騰吧!!,100,10001315,102,100264,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
189,3,一道曙光,沙漠的奇蹟，被稱為沙漠之花的地方,請尋找沙漠休息地。,30,10001304,250,100265,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
190,1,征服拉的城堡,消滅拉厄那盾,請於拉的城堡中消滅首領。,60,10001315,101,100266,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
191,1,征服安息之地,消滅摩厄圖,華麗終結者! 請消滅支配安息之地的摩厄圖!,60,10001315,101,100267,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
192,4,法老的結晶,強化法老的結晶,請強化法老擁有的3色結晶。,30,10001315,102,100268,100269,100270,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
193,3,地下都市,冥王煞尼克的都市,聽說這座城市周圍的沙塵暴與巨大聲響從未間斷？,30,10001304,250,100271,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
194,1,征服超人紀念館,消滅藍大人,消滅髮型獨特的藍大人，追加專家髮型…(省略),60,10001315,101,100272,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
195,1,征服地獄房間,消滅易斯溫和瑪帕斯,現在終於找到啞啞噪啼的烏鴉，請將地獄房間夷為平地吧。,80,10001315,101,100273,100274,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
196,4,安全帶,強化超人腰帶 +30,搭乘前往地獄的快車之前.. 請安全地繫上超人腰帶!,30,10001315,102,100275,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
197,3,怪物樹山林,樣貌奇特的山林,以怪物們的山林而聞名。,30,10001304,250,100276,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
198,1,征服怪物樹山谷,消滅亞爾勃洛,必須消滅鬼叫的醜陋怪物。,80,10001315,101,100277,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
199,1,征服戰士們的休息地,消滅雷頓,讓亡者再次安息吧。,60,10001315,101,100278,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
200,4,無比特別的徽章,強化兔子胸針 +30,既然要做就要更強!,30,10001315,102,100279,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
201,3,幻影大地,龍王阿德奇納之地,龍王本來在海中沒有宮殿嗎？,30,10001304,250,100280,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
202,1,攀越龍峽谷,消滅聖禱神象,你有見過用鼻子吃餅乾的傳說動物'聖禱神象'嗎？,60,10001315,101,100281,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
203,1,淨化神之樹拉法爾,消滅聖謠花鹿、安魂者,光聽就覺得好像有種不祥的音樂傳來。,80,10001315,101,100282,100283,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
204,4,幻獸的氣息,強化幻獸圖騰+50,感受到幻獸氣息的圖騰最終!,30,10001315,102,100284,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
205,3,傑芮尼斯山丘,魔法學院所在之處。,學校果然是山丘上的白色建築…。,30,10001304,250,100285,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
206,1,魔法修練館整理完畢!,消滅澤費羅斯,學校鐘響噹噹噹!,60,10001315,101,100286,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
207,1,魔法學院本館整理完畢!,消滅克蘿莉絲,老師在等我們!,80,10001315,101,100287,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
208,4,學院院長的禮物,強化學院院長綴飾+9,認真讀書吧!,30,10001315,102,100288,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
209,4,受學生們歡迎的,強化澤費羅斯的貼紙+30,最近有很多學生跟在身後啊!,30,10001315,102,100289,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
210,3,墨羅斯,再次成為戰場的土地,找一下墨斯王國軍在哪裡吧。,30,10001304,250,100290,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
211,1,讓森林可以再次做夢,消滅艾達、消滅貝格爾米爾,無法繼續做夢的地方,80,10001315,101,100291,100292,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
212,1,清理貪慾場所,消滅諾克斯王子,為了墨斯王國的毀滅,60,10001315,101,100293,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
213,4,墨斯王國的寶物,強化諾克斯王子的腰帶 +30,這就是王族配戴的腰帶?!,30,10001315,102,100294,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
214,3,吉斯克領地,成為廢墟的昔日領地,一切皆是謎的場所,30,10001304,250,100295,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
215,1,奇怪之星的蛇,消滅蛇影,那傢伙究竟是什麼?,60,10001315,101,100297,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
216,1,湖畔的她,消滅忘卻的雷黛,在湖畔飄盪的可疑女性,80,10001315,101,100298,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
217,4,領地的紀念品,強化虛無的胸針 +30,空虛但強大的感覺,30,10001315,102,100296,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
218,3,福波斯,不毛之地的名稱,滿是惡魔的理由是?,30,10001304,250,100299,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
219,1,愛的價值,消滅莉莉絲,愛他的女妖,60,10001315,101,100300,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
220,1,整理夢魔領域,消滅亞因霍倫、阿斯莫德,雖是美麗的庭園，但其實?,80,10001315,101,100301,100302,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
221,4,魅惑的物品,強化魅惑的圖騰 + 50,裝填更多的愛吧!,30,10001315,102,100303,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
222,3,聖域艾多斯,神聖之地的名稱,普雷伊奧斯大陸隱藏的一塊,30,10001304,250,100304,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
223,1,希萊探險,消滅米卡艾拉,說不定會遇見天使?,60,10001315,101,100305,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
224,1,誓約的聖地巡查,消滅巴爾巴托斯,不尋常的魔族出現了!,80,10001315,101,100306,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
225,4,戰鬥天使的禮物,強化米卡艾拉的貼紙 + 30,聽說向米卡艾拉問候就會給貼紙!,30,10001315,102,100307,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
226,3,底波拉雪原,冒著風雪抵達的淨化之地,可以看到雪、冰和海的特別雪原,30,10001304,250,100308,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
227,1,慘劇的罪魁禍首,消滅阿爾戈斯,犯罪的雪人逃脫了!?,60,10001315,101,100309,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
228,1,謎之泉,消滅莉莉歐佩、艾可,保守秘密的精靈?很可疑呢…。,80,10001315,101,100310,100311,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
229,4,充滿雪原氣息的防具,阿爾戈斯腰帶 +30 強化,感受到雪人的氣息，咕哇!,30,10001315,102,100312,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
