ID,_Class,_Gender,_Lv,_Effect1,_Effect2,_Effect3,_Effect4,_Effect5
580,29,2,255,63000907,63000908,14510170,0,0
581,30,1,10,63000907,63000908,14510170,0,0
582,30,1,20,63000907,63000908,14510170,0,0
583,30,1,30,63000907,63000908,14510170,0,0
584,30,1,40,63000907,63000908,14510170,0,0
585,30,1,50,63000907,63000908,14510170,0,0
586,30,1,60,63000907,63000908,14510170,0,0
587,30,1,70,63000907,63000908,14510170,0,0
588,30,1,80,63000907,63000908,14510170,0,0
589,30,1,90,63000907,63000908,14510170,0,0
590,30,1,255,63000907,63000908,14510170,0,0
591,30,2,10,63000907,63000908,14510170,0,0
592,30,2,20,63000907,63000908,14510170,0,0
593,30,2,30,63000907,63000908,14510170,0,0
594,30,2,40,63000907,63000908,14510170,0,0
595,30,2,50,63000907,63000908,14510170,0,0
596,30,2,60,63000907,63000908,14510170,0,0
597,30,2,70,63000907,63000908,14510170,0,0
598,30,2,80,63000907,63000908,14510170,0,0
599,30,2,90,63000907,63000908,14510170,0,0
600,30,2,255,63000907,63000908,14510170,0,0
601,31,1,10,63000907,63000908,14510170,0,0
602,31,1,20,63000907,63000908,14510170,0,0
603,31,1,30,63000907,63000908,14510170,0,0
604,31,1,40,63000907,63000908,14510170,0,0
605,31,1,50,63000907,63000908,14510170,0,0
606,31,1,60,63000907,63000908,14510170,0,0
607,31,1,70,63000907,63000908,14510170,0,0
608,31,1,80,63000907,63000908,14510170,0,0
609,31,1,90,63000907,63000908,14510170,0,0
610,31,1,255,63000907,63000908,14510170,0,0
611,31,2,10,63000907,63000908,14510170,0,0
612,31,2,20,63000907,63000908,14510170,0,0
613,31,2,30,63000907,63000908,14510170,0,0
614,31,2,40,63000907,63000908,14510170,0,0
615,31,2,50,63000907,63000908,14510170,0,0
616,31,2,60,63000907,63000908,14510170,0,0
617,31,2,70,63000907,63000908,14510170,0,0
618,31,2,80,63000907,63000908,14510170,0,0
619,31,2,90,63000907,63000908,14510170,0,0
620,31,2,255,63000907,63000908,14510170,0,0
621,32,1,10,63000907,63000908,14510170,0,0
622,32,1,20,63000907,63000908,14510170,0,0
623,32,1,30,63000907,63000908,14510170,0,0
624,32,1,40,63000907,63000908,14510170,0,0
625,32,1,50,63000907,63000908,14510170,0,0
626,32,1,60,63000907,63000908,14510170,0,0
627,32,1,70,63000907,63000908,14510170,0,0
628,32,1,80,63000907,63000908,14510170,0,0
629,32,1,90,63000907,63000908,14510170,0,0
630,32,1,255,63000907,63000908,14510170,0,0
631,32,2,10,63000907,63000908,14510170,0,0
632,32,2,20,63000907,63000908,14510170,0,0
633,32,2,30,63000907,63000908,14510170,0,0
634,32,2,40,63000907,63000908,14510170,0,0
635,32,2,50,63000907,63000908,14510170,0,0
636,32,2,60,63000907,63000908,14510170,0,0
637,32,2,70,63000907,63000908,14510170,0,0
638,32,2,80,63000907,63000908,14510170,0,0
639,32,2,90,63000907,63000908,14510170,0,0
640,32,2,255,63000907,63000908,14510170,0,0
641,33,1,10,63000907,63000908,14510170,0,0
642,33,1,20,63000907,63000908,14510170,0,0
643,33,1,30,63000907,63000908,14510170,0,0
644,33,1,40,63000907,63000908,14510170,0,0
645,33,1,50,63000907,63000908,14510170,0,0
646,33,1,60,63000907,63000908,14510170,0,0
647,33,1,70,63000907,63000908,14510170,0,0
648,33,1,80,63000907,63000908,14510170,0,0
649,33,1,90,63000907,63000908,14510170,0,0
650,33,1,255,63000907,63000908,14510170,0,0
651,33,2,10,63000907,63000908,14510170,0,0
652,33,2,20,63000907,63000908,14510170,0,0
653,33,2,30,63000907,63000908,14510170,0,0
654,33,2,40,63000907,63000908,14510170,0,0
655,33,2,50,63000907,63000908,14510170,0,0
656,33,2,60,63000907,63000908,14510170,0,0
657,33,2,70,63000907,63000908,14510170,0,0
658,33,2,80,63000907,63000908,14510170,0,0
659,33,2,90,63000907,63000908,14510170,0,0
660,33,2,255,63000907,63000908,14510170,0,0
661,34,1,10,63000907,63000908,14510170,0,0
662,34,1,20,63000907,63000908,14510170,0,0
663,34,1,30,63000907,63000908,14510170,0,0
664,34,1,40,63000907,63000908,14510170,0,0
665,34,1,50,63000907,63000908,14510170,0,0
666,34,1,60,63000907,63000908,14510170,0,0
667,34,1,70,63000907,63000908,14510170,0,0
668,34,1,80,63000907,63000908,14510170,0,0
669,34,1,90,63000907,63000908,14510170,0,0
670,34,1,255,63000907,63000908,14510170,0,0
671,34,2,10,63000907,63000908,14510170,0,0
672,34,2,20,63000907,63000908,14510170,0,0
673,34,2,30,63000907,63000908,14510170,0,0
674,34,2,40,63000907,63000908,14510170,0,0
675,34,2,50,63000907,63000908,14510170,0,0
676,34,2,60,63000907,63000908,14510170,0,0
677,34,2,70,63000907,63000908,14510170,0,0
678,34,2,80,63000907,63000908,14510170,0,0
679,34,2,90,63000907,63000908,14510170,0,0
680,34,2,255,63000907,63000908,14510170,0,0
681,35,1,10,63000907,63000908,14510170,0,0
682,35,1,20,63000907,63000908,14510170,0,0
683,35,1,30,63000907,63000908,14510170,0,0
684,35,1,40,63000907,63000908,14510170,0,0
685,35,1,50,63000907,63000908,14510170,0,0
686,35,1,60,63000907,63000908,14510170,0,0
687,35,1,70,63000907,63000908,14510170,0,0
688,35,1,80,63000907,63000908,14510170,0,0
689,35,1,90,63000907,63000908,14510170,0,0
690,35,1,255,63000907,63000908,14510170,0,0
691,35,2,10,63000907,63000908,14510170,0,0
692,35,2,20,63000907,63000908,14510170,0,0
693,35,2,30,63000907,63000908,14510170,0,0
694,35,2,40,63000907,63000908,14510170,0,0
695,35,2,50,63000907,63000908,14510170,0,0
696,35,2,60,63000907,63000908,14510170,0,0
697,35,2,70,63000907,63000908,14510170,0,0
698,35,2,80,63000907,63000908,14510170,0,0
699,35,2,90,63000907,63000908,14510170,0,0
700,35,2,255,63000907,63000908,14510170,0,0
701,36,1,10,63000907,63000908,14510170,0,0
702,36,1,20,63000907,63000908,14510170,0,0
703,36,1,30,63000907,63000908,14510170,0,0
704,36,1,40,63000907,63000908,14510170,0,0
705,36,1,50,63000907,63000908,14510170,0,0
706,36,1,60,63000907,63000908,14510170,0,0
707,36,1,70,63000907,63000908,14510170,0,0
708,36,1,80,63000907,63000908,14510170,0,0
709,36,1,90,63000907,63000908,14510170,0,0
710,36,1,255,63000907,63000908,14510170,0,0
711,36,2,10,63000907,63000908,14510170,0,0
712,36,2,20,63000907,63000908,14510170,0,0
713,36,2,30,63000907,63000908,14510170,0,0
714,36,2,40,63000907,63000908,14510170,0,0
715,36,2,50,63000907,63000908,14510170,0,0
716,36,2,60,63000907,63000908,14510170,0,0
717,36,2,70,63000907,63000908,14510170,0,0
718,36,2,80,63000907,63000908,14510170,0,0
719,36,2,90,63000907,63000908,14510170,0,0
720,36,2,255,63000907,63000908,14510170,0,0
721,37,1,10,63000907,63000908,14510170,0,0
722,37,1,20,63000907,63000908,14510170,0,0
723,37,1,30,63000907,63000908,14510170,0,0
724,37,1,40,63000907,63000908,14510170,0,0
725,37,1,50,63000907,63000908,14510170,0,0
726,37,1,60,63000907,63000908,14510170,0,0
727,37,1,70,63000907,63000908,14510170,0,0
728,37,1,80,63000907,63000908,14510170,0,0
729,37,1,90,63000907,63000908,14510170,0,0
730,37,1,255,63000907,63000908,14510170,0,0
731,37,2,10,63000907,63000908,14510170,0,0
732,37,2,20,63000907,63000908,14510170,0,0
733,37,2,30,63000907,63000908,14510170,0,0
734,37,2,40,63000907,63000908,14510170,0,0
735,37,2,50,63000907,63000908,14510170,0,0
736,37,2,60,63000907,63000908,14510170,0,0
737,37,2,70,63000907,63000908,14510170,0,0
738,37,2,80,63000907,63000908,14510170,0,0
739,37,2,90,63000907,63000908,14510170,0,0
740,37,2,255,63000907,63000908,14510170,0,0
741,38,1,10,63000907,63000908,14510170,0,0
742,38,1,20,63000907,63000908,14510170,0,0
743,38,1,30,63000907,63000908,14510170,0,0
744,38,1,40,63000907,63000908,14510170,0,0
745,38,1,50,63000907,63000908,14510170,0,0
746,38,1,60,63000907,63000908,14510170,0,0
747,38,1,70,63000907,63000908,14510170,0,0
748,38,1,80,63000907,63000908,14510170,0,0
749,38,1,90,63000907,63000908,14510170,0,0
750,38,1,255,63000907,63000908,14510170,0,0
751,38,2,10,63000907,63000908,14510170,0,0
752,38,2,20,63000907,63000908,14510170,0,0
753,38,2,30,63000907,63000908,14510170,0,0
754,38,2,40,63000907,63000908,14510170,0,0
755,38,2,50,63000907,63000908,14510170,0,0
756,38,2,60,63000907,63000908,14510170,0,0
757,38,2,70,63000907,63000908,14510170,0,0
758,38,2,80,63000907,63000908,14510170,0,0
759,38,2,90,63000907,63000908,14510170,0,0
760,38,2,255,63000907,63000908,14510170,0,0
761,39,1,10,63000907,63000908,14510170,0,0
762,39,1,20,63000907,63000908,14510170,0,0
763,39,1,30,63000907,63000908,14510170,0,0
764,39,1,40,63000907,63000908,14510170,0,0
765,39,1,50,63000907,63000908,14510170,0,0
766,39,1,60,63000907,63000908,14510170,0,0
767,39,1,70,63000907,63000908,14510170,0,0
768,39,1,80,63000907,63000908,14510170,0,0
769,39,1,90,63000907,63000908,14510170,0,0
770,39,1,255,63000907,63000908,14510170,0,0
771,39,2,10,63000907,63000908,14510170,0,0
772,39,2,20,63000907,63000908,14510170,0,0
773,39,2,30,63000907,63000908,14510170,0,0
774,39,2,40,63000907,63000908,14510170,0,0
775,39,2,50,63000907,63000908,14510170,0,0
776,39,2,60,63000907,63000908,14510170,0,0
777,39,2,70,63000907,63000908,14510170,0,0
778,39,2,80,63000907,63000908,14510170,0,0
779,39,2,90,63000907,63000908,14510170,0,0
780,39,2,255,63000907,63000908,14510170,0,0
781,40,1,10,63000907,63000908,14510170,0,0
782,40,1,20,63000907,63000908,14510170,0,0
783,40,1,30,63000907,63000908,14510170,0,0
784,40,1,40,63000907,63000908,14510170,0,0
785,40,1,50,63000907,63000908,14510170,0,0
786,40,1,60,63000907,63000908,14510170,0,0
787,40,1,70,63000907,63000908,14510170,0,0
788,40,1,80,63000907,63000908,14510170,0,0
789,40,1,90,63000907,63000908,14510170,0,0
790,40,1,255,63000907,63000908,14510170,0,0
791,40,2,10,63000907,63000908,14510170,0,0
792,40,2,20,63000907,63000908,14510170,0,0
793,40,2,30,63000907,63000908,14510170,0,0
794,40,2,40,63000907,63000908,14510170,0,0
795,40,2,50,63000907,63000908,14510170,0,0
796,40,2,60,63000907,63000908,14510170,0,0
797,40,2,70,63000907,63000908,14510170,0,0
798,40,2,80,63000907,63000908,14510170,0,0
799,40,2,90,63000907,63000908,14510170,0,0
800,40,2,255,63000907,63000908,14510170,0,0
801,41,1,10,63000907,63000908,14510170,0,0
802,41,1,20,63000907,63000908,14510170,0,0
803,41,1,30,63000907,63000908,14510170,0,0
804,41,1,40,63000907,63000908,14510170,0,0
805,41,1,50,63000907,63000908,14510170,0,0
806,41,1,60,63000907,63000908,14510170,0,0
807,41,1,70,63000907,63000908,14510170,0,0
808,41,1,80,63000907,63000908,14510170,0,0
809,41,1,90,63000907,63000908,14510170,0,0
810,41,1,255,63000907,63000908,14510170,0,0
811,41,2,10,63000907,63000908,14510170,0,0
812,41,2,20,63000907,63000908,14510170,0,0
813,41,2,30,63000907,63000908,14510170,0,0
814,41,2,40,63000907,63000908,14510170,0,0
815,41,2,50,63000907,63000908,14510170,0,0
816,41,2,60,63000907,63000908,14510170,0,0
817,41,2,70,63000907,63000908,14510170,0,0
818,41,2,80,63000907,63000908,14510170,0,0
819,41,2,90,63000907,63000908,14510170,0,0
820,41,2,255,63000907,63000908,14510170,0,0
821,42,1,10,63000907,63000908,14510170,0,0
822,42,1,20,63000907,63000908,14510170,0,0
823,42,1,30,63000907,63000908,14510170,0,0
824,42,1,40,63000907,63000908,14510170,0,0
825,42,1,50,63000907,63000908,14510170,0,0
826,42,1,60,63000907,63000908,14510170,0,0
827,42,1,70,63000907,63000908,14510170,0,0
828,42,1,80,63000907,63000908,14510170,0,0
829,42,1,90,63000907,63000908,14510170,0,0
830,42,1,255,63000907,63000908,14510170,0,0
831,42,2,10,63000907,63000908,14510170,0,0
832,42,2,20,63000907,63000908,14510170,0,0
833,42,2,30,63000907,63000908,14510170,0,0
834,42,2,40,63000907,63000908,14510170,0,0
835,42,2,50,63000907,63000908,14510170,0,0
836,42,2,60,63000907,63000908,14510170,0,0
837,42,2,70,63000907,63000908,14510170,0,0
838,42,2,80,63000907,63000908,14510170,0,0
839,42,2,90,63000907,63000908,14510170,0,0
840,42,2,255,63000907,63000908,14510170,0,0
841,43,1,10,63000907,63000908,14510170,0,0
842,43,1,20,63000907,63000908,14510170,0,0
843,43,1,30,63000907,63000908,14510170,0,0
844,43,1,40,63000907,63000908,14510170,0,0
845,43,1,50,63000907,63000908,14510170,0,0
846,43,1,60,63000907,63000908,14510170,0,0
847,43,1,70,63000907,63000908,14510170,0,0
848,43,1,80,63000907,63000908,14510170,0,0
849,43,1,90,63000907,63000908,14510170,0,0
850,43,1,255,63000907,63000908,14510170,0,0
851,43,2,10,63000907,63000908,14510170,0,0
852,43,2,20,63000907,63000908,14510170,0,0
853,43,2,30,63000907,63000908,14510170,0,0
854,43,2,40,63000907,63000908,14510170,0,0
855,43,2,50,63000907,63000908,14510170,0,0
856,43,2,60,63000907,63000908,14510170,0,0
857,43,2,70,63000907,63000908,14510170,0,0
858,43,2,80,63000907,63000908,14510170,0,0
859,43,2,90,63000907,63000908,14510170,0,0
860,43,2,255,63000907,63000908,14510170,0,0
861,44,1,10,63000907,63000908,14510170,0,0
862,44,1,20,63000907,63000908,14510170,0,0
863,44,1,30,63000907,63000908,14510170,0,0
864,44,1,40,63000907,63000908,14510170,0,0
865,44,1,50,63000907,63000908,14510170,0,0
866,44,1,60,63000907,63000908,14510170,0,0
867,44,1,70,63000907,63000908,14510170,0,0
868,44,1,80,63000907,63000908,14510170,0,0
869,44,1,90,63000907,63000908,14510170,0,0
870,44,1,255,63000907,63000908,14510170,0,0
871,44,2,10,63000907,63000908,14510170,0,0
872,44,2,20,63000907,63000908,14510170,0,0
873,44,2,30,63000907,63000908,14510170,0,0
874,44,2,40,63000907,63000908,14510170,0,0
875,44,2,50,63000907,63000908,14510170,0,0
876,44,2,60,63000907,63000908,14510170,0,0
877,44,2,70,63000907,63000908,14510170,0,0
878,44,2,80,63000907,63000908,14510170,0,0
879,44,2,90,63000907,63000908,14510170,0,0
880,44,2,255,63000907,63000908,14510170,0,0
881,45,1,10,63000907,63000908,14510170,0,0
882,45,1,20,63000907,63000908,14510170,0,0
883,45,1,30,63000907,63000908,14510170,0,0
884,45,1,40,63000907,63000908,14510170,0,0
885,45,1,50,63000907,63000908,14510170,0,0
886,45,1,60,63000907,63000908,14510170,0,0
887,45,1,70,63000907,63000908,14510170,0,0
888,45,1,80,63000907,63000908,14510170,0,0
889,45,1,90,63000907,63000908,14510170,0,0
890,45,1,255,63000907,63000908,14510170,0,0
891,45,2,10,63000907,63000908,14510170,0,0
892,45,2,20,63000907,63000908,14510170,0,0
893,45,2,30,63000907,63000908,14510170,0,0
894,45,2,40,63000907,63000908,14510170,0,0
895,45,2,50,63000907,63000908,14510170,0,0
896,45,2,60,63000907,63000908,14510170,0,0
897,45,2,70,63000907,63000908,14510170,0,0
898,45,2,80,63000907,63000908,14510170,0,0
899,45,2,90,63000907,63000908,14510170,0,0
900,45,2,255,63000907,63000908,14510170,0,0
901,46,1,10,63000907,63000908,14510170,0,0
902,46,1,20,63000907,63000908,14510170,0,0
903,46,1,30,63000907,63000908,14510170,0,0
904,46,1,40,63000907,63000908,14510170,0,0
905,46,1,50,63000907,63000908,14510170,0,0
906,46,1,60,63000907,63000908,14510170,0,0
907,46,1,70,63000907,63000908,14510170,0,0
908,46,1,80,63000907,63000908,14510170,0,0
909,46,1,90,63000907,63000908,14510170,0,0
910,46,1,255,63000907,63000908,14510170,0,0
911,46,2,10,63000907,63000908,14510170,0,0
912,46,2,20,63000907,63000908,14510170,0,0
913,46,2,30,63000907,63000908,14510170,0,0
914,46,2,40,63000907,63000908,14510170,0,0
915,46,2,50,63000907,63000908,14510170,0,0
916,46,2,60,63000907,63000908,14510170,0,0
917,46,2,70,63000907,63000908,14510170,0,0
918,46,2,80,63000907,63000908,14510170,0,0
919,46,2,90,63000907,63000908,14510170,0,0
920,46,2,255,63000907,63000908,14510170,0,0
921,47,1,10,63000907,63000908,14510170,0,0
922,47,1,20,63000907,63000908,14510170,0,0
923,47,1,30,63000907,63000908,14510170,0,0
924,47,1,40,63000907,63000908,14510170,0,0
925,47,1,50,63000907,63000908,14510170,0,0
926,47,1,60,63000907,63000908,14510170,0,0
927,47,1,70,63000907,63000908,14510170,0,0
928,47,1,80,63000907,63000908,14510170,0,0
929,47,1,90,63000907,63000908,14510170,0,0
930,47,1,255,63000907,63000908,14510170,0,0
931,47,2,10,63000907,63000908,14510170,0,0
932,47,2,20,63000907,63000908,14510170,0,0
933,47,2,30,63000907,63000908,14510170,0,0
934,47,2,40,63000907,63000908,14510170,0,0
935,47,2,50,63000907,63000908,14510170,0,0
936,47,2,60,63000907,63000908,14510170,0,0
937,47,2,70,63000907,63000908,14510170,0,0
938,47,2,80,63000907,63000908,14510170,0,0
939,47,2,90,63000907,63000908,14510170,0,0
940,47,2,255,63000907,63000908,14510170,0,0
941,48,1,10,63000907,63000908,14510170,0,0
942,48,1,20,63000907,63000908,14510170,0,0
943,48,1,30,63000907,63000908,14510170,0,0
944,48,1,40,63000907,63000908,14510170,0,0
945,48,1,50,63000907,63000908,14510170,0,0
946,48,1,60,63000907,63000908,14510170,0,0
947,48,1,70,63000907,63000908,14510170,0,0
948,48,1,80,63000907,63000908,14510170,0,0
949,48,1,90,63000907,63000908,14510170,0,0
950,48,1,255,63000907,63000908,14510170,0,0
951,48,2,10,63000907,63000908,14510170,0,0
952,48,2,20,63000907,63000908,14510170,0,0
953,48,2,30,63000907,63000908,14510170,0,0
954,48,2,40,63000907,63000908,14510170,0,0
955,48,2,50,63000907,63000908,14510170,0,0
956,48,2,60,63000907,63000908,14510170,0,0
957,48,2,70,63000907,63000908,14510170,0,0
958,48,2,80,63000907,63000908,14510170,0,0
959,48,2,90,63000907,63000908,14510170,0,0
960,48,2,255,63000907,63000908,14510170,0,0
961,49,1,10,63000907,63000908,14510170,0,0
962,49,1,20,63000907,63000908,14510170,0,0
963,49,1,30,63000907,63000908,14510170,0,0
964,49,1,40,63000907,63000908,14510170,0,0
965,49,1,50,63000907,63000908,14510170,0,0
966,49,1,60,63000907,63000908,14510170,0,0
967,49,1,70,63000907,63000908,14510170,0,0
968,49,1,80,63000907,63000908,14510170,0,0
969,49,1,90,63000907,63000908,14510170,0,0
970,49,1,255,63000907,63000908,14510170,0,0
971,49,2,10,63000907,63000908,14510170,0,0
972,49,2,20,63000907,63000908,14510170,0,0
973,49,2,30,63000907,63000908,14510170,0,0
974,49,2,40,63000907,63000908,14510170,0,0
975,49,2,50,63000907,63000908,14510170,0,0
976,49,2,60,63000907,63000908,14510170,0,0
977,49,2,70,63000907,63000908,14510170,0,0
978,49,2,80,63000907,63000908,14510170,0,0
979,49,2,90,63000907,63000908,14510170,0,0
980,49,2,255,63000907,63000908,14510170,0,0
981,50,1,10,63000907,63000908,14510170,0,0
982,50,1,20,63000907,63000908,14510170,0,0
983,50,1,30,63000907,63000908,14510170,0,0
984,50,1,40,63000907,63000908,14510170,0,0
985,50,1,50,63000907,63000908,14510170,0,0
986,50,1,60,63000907,63000908,14510170,0,0
987,50,1,70,63000907,63000908,14510170,0,0
988,50,1,80,63000907,63000908,14510170,0,0
989,50,1,90,63000907,63000908,14510170,0,0
990,50,1,255,63000907,63000908,14510170,0,0
991,50,2,10,63000907,63000908,14510170,0,0
992,50,2,20,63000907,63000908,14510170,0,0
993,50,2,30,63000907,63000908,14510170,0,0
994,50,2,40,63000907,63000908,14510170,0,0
995,50,2,50,63000907,63000908,14510170,0,0
996,50,2,60,63000907,63000908,14510170,0,0
997,50,2,70,63000907,63000908,14510170,0,0
998,50,2,80,63000907,63000908,14510170,0,0
999,50,2,90,63000907,63000908,14510170,0,0
1000,50,2,255,63000907,63000908,14510170,0,0
1001,51,1,10,63000907,63000908,14510170,0,0
1002,51,1,20,63000907,63000908,14510170,0,0
1003,51,1,30,63000907,63000908,14510170,0,0
1004,51,1,40,63000907,63000908,14510170,0,0
1005,51,1,50,63000907,63000908,14510170,0,0
1006,51,1,60,63000907,63000908,14510170,0,0
1007,51,1,70,63000907,63000908,14510170,0,0
1008,51,1,80,63000907,63000908,14510170,0,0
1009,51,1,90,63000907,63000908,14510170,0,0
1010,51,1,255,63000907,63000908,14510170,0,0
1011,51,2,10,63000907,63000908,14510170,0,0
1012,51,2,20,63000907,63000908,14510170,0,0
1013,51,2,30,63000907,63000908,14510170,0,0
1014,51,2,40,63000907,63000908,14510170,0,0
1015,51,2,50,63000907,63000908,14510170,0,0
1016,51,2,60,63000907,63000908,14510170,0,0
1017,51,2,70,63000907,63000908,14510170,0,0
1018,51,2,80,63000907,63000908,14510170,0,0
1019,51,2,90,63000907,63000908,14510170,0,0
1020,51,2,255,63000907,63000908,14510170,0,0
1021,52,1,10,63000907,63000908,14510170,0,0
1022,52,1,20,63000907,63000908,14510170,0,0
1023,52,1,30,63000907,63000908,14510170,0,0
1024,52,1,40,63000907,63000908,14510170,0,0
1025,52,1,50,63000907,63000908,14510170,0,0
1026,52,1,60,63000907,63000908,14510170,0,0
1027,52,1,70,63000907,63000908,14510170,0,0
1028,52,1,80,63000907,63000908,14510170,0,0
1029,52,1,90,63000907,63000908,14510170,0,0
1030,52,1,255,63000907,63000908,14510170,0,0
1031,52,2,10,63000907,63000908,14510170,0,0
1032,52,2,20,63000907,63000908,14510170,0,0
1033,52,2,30,63000907,63000908,14510170,0,0
1034,52,2,40,63000907,63000908,14510170,0,0
1035,52,2,50,63000907,63000908,14510170,0,0
1036,52,2,60,63000907,63000908,14510170,0,0
1037,52,2,70,63000907,63000908,14510170,0,0
1038,52,2,80,63000907,63000908,14510170,0,0
1039,52,2,90,63000907,63000908,14510170,0,0
1040,52,2,255,63000907,63000908,14510170,0,0
1041,53,1,10,63000907,63000908,14510170,0,0
1042,53,1,20,63000907,63000908,14510170,0,0
1043,53,1,30,63000907,63000908,14510170,0,0
1044,53,1,40,63000907,63000908,14510170,0,0
1045,53,1,50,63000907,63000908,14510170,0,0
1046,53,1,60,63000907,63000908,14510170,0,0
1047,53,1,70,63000907,63000908,14510170,0,0
1048,53,1,80,63000907,63000908,14510170,0,0
1049,53,1,90,63000907,63000908,14510170,0,0
1050,53,1,255,63000907,63000908,14510170,0,0
1051,53,2,10,63000907,63000908,14510170,0,0
1052,53,2,20,63000907,63000908,14510170,0,0
1053,53,2,30,63000907,63000908,14510170,0,0
1054,53,2,40,63000907,63000908,14510170,0,0
1055,53,2,50,63000907,63000908,14510170,0,0
1056,53,2,60,63000907,63000908,14510170,0,0
1057,53,2,70,63000907,63000908,14510170,0,0
1058,53,2,80,63000907,63000908,14510170,0,0
1059,53,2,90,63000907,63000908,14510170,0,0
1060,53,2,255,63000907,63000908,14510170,0,0
1061,54,1,10,63000907,63000908,14510170,0,0
1062,54,1,20,63000907,63000908,14510170,0,0
1063,54,1,30,63000907,63000908,14510170,0,0
1064,54,1,40,63000907,63000908,14510170,0,0
1065,54,1,50,63000907,63000908,14510170,0,0
1066,54,1,60,63000907,63000908,14510170,0,0
1067,54,1,70,63000907,63000908,14510170,0,0
1068,54,1,80,63000907,63000908,14510170,0,0
1069,54,1,90,63000907,63000908,14510170,0,0
1070,54,1,255,63000907,63000908,14510170,0,0
1071,54,2,10,63000907,63000908,14510170,0,0
1072,54,2,20,63000907,63000908,14510170,0,0
1073,54,2,30,63000907,63000908,14510170,0,0
1074,54,2,40,63000907,63000908,14510170,0,0
1075,54,2,50,63000907,63000908,14510170,0,0
1076,54,2,60,63000907,63000908,14510170,0,0
1077,54,2,70,63000907,63000908,14510170,0,0
1078,54,2,80,63000907,63000908,14510170,0,0
1079,54,2,90,63000907,63000908,14510170,0,0
1080,54,2,255,63000907,63000908,14510170,0,0
1081,55,1,10,63000907,63000908,14510170,0,0
1082,55,1,20,63000907,63000908,14510170,0,0
1083,55,1,30,63000907,63000908,14510170,0,0
1084,55,1,40,63000907,63000908,14510170,0,0
1085,55,1,50,63000907,63000908,14510170,0,0
1086,55,1,60,63000907,63000908,14510170,0,0
1087,55,1,70,63000907,63000908,14510170,0,0
1088,55,1,80,63000907,63000908,14510170,0,0
1089,55,1,90,63000907,63000908,14510170,0,0
1090,55,1,255,63000907,63000908,14510170,0,0
1091,55,2,10,63000907,63000908,14510170,0,0
1092,55,2,20,63000907,63000908,14510170,0,0
1093,55,2,30,63000907,63000908,14510170,0,0
1094,55,2,40,63000907,63000908,14510170,0,0
1095,55,2,50,63000907,63000908,14510170,0,0
1096,55,2,60,63000907,63000908,14510170,0,0
1097,55,2,70,63000907,63000908,14510170,0,0
1098,55,2,80,63000907,63000908,14510170,0,0
1099,55,2,90,63000907,63000908,14510170,0,0
1100,55,2,255,63000907,63000908,14510170,0,0
1101,56,1,10,63000907,63000908,14510170,0,0
1102,56,1,20,63000907,63000908,14510170,0,0
1103,56,1,30,63000907,63000908,14510170,0,0
1104,56,1,40,63000907,63000908,14510170,0,0
1105,56,1,50,63000907,63000908,14510170,0,0
1106,56,1,60,63000907,63000908,14510170,0,0
1107,56,1,70,63000907,63000908,14510170,0,0
1108,56,1,80,63000907,63000908,14510170,0,0
1109,56,1,90,63000907,63000908,14510170,0,0
1110,56,1,255,63000907,63000908,14510170,0,0
1111,56,2,10,63000907,63000908,14510170,0,0
1112,56,2,20,63000907,63000908,14510170,0,0
1113,56,2,30,63000907,63000908,14510170,0,0
1114,56,2,40,63000907,63000908,14510170,0,0
1115,56,2,50,63000907,63000908,14510170,0,0
1116,56,2,60,63000907,63000908,14510170,0,0
1117,56,2,70,63000907,63000908,14510170,0,0
1118,56,2,80,63000907,63000908,14510170,0,0
1119,56,2,90,63000907,63000908,14510170,0,0
1120,56,2,255,63000907,63000908,14510170,0,0
1121,57,1,10,63000907,63000908,14510170,0,0
1122,57,1,20,63000907,63000908,14510170,0,0
1123,57,1,30,63000907,63000908,14510170,0,0
1124,57,1,40,63000907,63000908,14510170,0,0
1125,57,1,50,63000907,63000908,14510170,0,0
1126,57,1,60,63000907,63000908,14510170,0,0
1127,57,1,70,63000907,63000908,14510170,0,0
1128,57,1,80,63000907,63000908,14510170,0,0
1129,57,1,90,63000907,63000908,14510170,0,0
1130,57,1,255,63000907,63000908,14510170,0,0
1131,57,2,10,63000907,63000908,14510170,0,0
1132,57,2,20,63000907,63000908,14510170,0,0
1133,57,2,30,63000907,63000908,14510170,0,0
1134,57,2,40,63000907,63000908,14510170,0,0
1135,57,2,50,63000907,63000908,14510170,0,0
1136,57,2,60,63000907,63000908,14510170,0,0
1137,57,2,70,63000907,63000908,14510170,0,0
1138,57,2,80,63000907,63000908,14510170,0,0
1139,57,2,90,63000907,63000908,14510170,0,0
1140,57,2,255,63000907,63000908,14510170,0,0
1141,58,1,10,63000907,63000908,14510170,0,0
1142,58,1,20,63000907,63000908,14510170,0,0
1143,58,1,30,63000907,63000908,14510170,0,0
1144,58,1,40,63000907,63000908,14510170,0,0
1145,58,1,50,63000907,63000908,14510170,0,0
1146,58,1,60,63000907,63000908,14510170,0,0
1147,58,1,70,63000907,63000908,14510170,0,0
1148,58,1,80,63000907,63000908,14510170,0,0
1149,58,1,90,63000907,63000908,14510170,0,0
1150,58,1,255,63000907,63000908,14510170,0,0
1151,58,2,10,63000907,63000908,14510170,0,0
1152,58,2,20,63000907,63000908,14510170,0,0
1153,58,2,30,63000907,63000908,14510170,0,0
