ID,_Name,_Description,_Application_Type,_OptionGroup,_OptionLevel,_Effect,_Effect_Type,_Option_Min,_Option_Max,_Enchant_Min,_Enchant_Max
8358,Lv8 物理攻擊命中率 %+d％,Lv8 物理攻擊命中率 %+d％ ~ %+d％,0,8300,8,1,176,-13,-13,-2,-2
8359,Lv9 物理攻擊命中率 %+d％,Lv9 物理攻擊命中率 %+d％ ~ %+d％,0,8300,9,1,176,-16,-16,-3,-3
8360,Lv10 物理攻擊命中率 %+d％,Lv10 物理攻擊命中率 %+d％ ~ %+d％,0,8300,10,1,176,-19,-19,-3,-3
8361,Lv11 物理攻擊命中率 %+d％,Lv11 物理攻擊命中率 %+d％ ~ %+d％,0,8300,11,1,176,-23,-15,-4,-3
8362,Lv12 物理攻擊命中率 %+d％,Lv12 物理攻擊命中率 %+d％ ~ %+d％,0,8300,12,1,176,-27,-19,-4,-3
8363,Lv13 物理攻擊命中率 %+d％,Lv13 物理攻擊命中率 %+d％ ~ %+d％,0,8300,13,1,176,-32,-23,-5,-6
8364,Lv14 物理攻擊命中率 %+d％,Lv14 物理攻擊命中率 %+d％ ~ %+d％,0,8300,14,1,176,-38,-27,-6,-7
8365,Lv15 物理攻擊命中率 %+d％,Lv15 物理攻擊命中率 %+d％ ~ %+d％,0,8300,15,1,176,-45,-33,-7,-9
8371,Lv1 物理攻擊命中率 %+d％,Lv1 物理攻擊命中率 %+d％ ~ %+d％,0,8300,1,1,176,-2,-2,-2,-1
8372,Lv2 物理攻擊命中率 %+d％,Lv2 物理攻擊命中率 %+d％ ~ %+d％,0,8300,2,1,176,-4,-3,-2,-1
8373,Lv3 物理攻擊命中率 %+d％,Lv3 物理攻擊命中率 %+d％ ~ %+d％,0,8300,3,1,176,-6,-5,-2,-1
8374,Lv4 物理攻擊命中率 %+d％,Lv4 物理攻擊命中率 %+d％ ~ %+d％,0,8300,4,1,176,-8,-7,-2,-2
8375,Lv5 物理攻擊命中率 %+d％,Lv5 物理攻擊命中率 %+d％ ~ %+d％,0,8300,5,1,176,-11,-9,-3,-2
8376,Lv6 物理攻擊命中率 %+d％,Lv6 物理攻擊命中率 %+d％ ~ %+d％,0,8300,6,1,176,-14,-12,-3,-2
8377,Lv7 物理攻擊命中率 %+d％,Lv7 物理攻擊命中率 %+d％ ~ %+d％,0,8300,7,1,176,-17,-14,-3,-2
8378,Lv8 物理攻擊命中率 %+d％,Lv8 物理攻擊命中率 %+d％ ~ %+d％,0,8300,8,1,176,-21,-17,-4,-2
8379,Lv9 物理攻擊命中率 %+d％,Lv9 物理攻擊命中率 %+d％ ~ %+d％,0,8300,9,1,176,-25,-21,-4,-3
8380,Lv10 物理攻擊命中率 %+d％,Lv10 物理攻擊命中率 %+d％ ~ %+d％,0,8300,10,1,176,-29,-24,-4,-3
8381,Lv11 物理攻擊命中率 %+d％,Lv11 物理攻擊命中率 %+d％ ~ %+d％,0,8300,11,1,176,-34,-15,-5,-4
8382,Lv12 物理攻擊命中率 %+d％,Lv12 物理攻擊命中率 %+d％ ~ %+d％,0,8300,12,1,176,-40,-19,-6,-5
8383,Lv13 物理攻擊命中率 %+d％,Lv13 物理攻擊命中率 %+d％ ~ %+d％,0,8300,13,1,176,-47,-23,-7,-6
8384,Lv14 物理攻擊命中率 %+d％,Lv14 物理攻擊命中率 %+d％ ~ %+d％,0,8300,14,1,176,-55,-27,-8,-7
8385,Lv15 物理攻擊命中率 %+d％,Lv15 物理攻擊命中率 %+d％ ~ %+d％,0,8300,15,1,176,-65,-33,-10,-9
8390,Lv16 物理攻擊命中率 %+d％,Lv16 物理攻擊命中率 %+d％ ~ %+d％,0,8300,16,1,176,37,37,5,5
8391,Lv17 物理攻擊命中率 %+d％,Lv17 物理攻擊命中率 %+d％ ~ %+d％,0,8300,17,1,176,41,41,6,6
8392,Lv18 物理攻擊命中率 %+d％,Lv18 物理攻擊命中率 %+d％ ~ %+d％,0,8300,18,1,176,45,45,6,6
8393,Lv19 物理攻擊命中率 %+d％,Lv19 物理攻擊命中率 %+d％ ~ %+d％,0,8300,19,1,176,50,50,7,7
8394,Lv20 物理攻擊命中率 %+d％,Lv20 物理攻擊命中率 %+d％ ~ %+d％,0,8300,20,1,176,55,55,7,7
8395,Lv16 物理攻擊命中率 %+d％,Lv16 物理攻擊命中率 %+d％ ~ %+d％,0,8300,16,1,176,39,43,6,7
8396,Lv17 物理攻擊命中率 %+d％,Lv17 物理攻擊命中率 %+d％ ~ %+d％,0,8300,17,1,176,44,49,7,8
8397,Lv18 物理攻擊命中率 %+d％,Lv18 物理攻擊命中率 %+d％ ~ %+d％,0,8300,18,1,176,49,55,7,8
8398,Lv19 物理攻擊命中率 %+d％,Lv19 物理攻擊命中率 %+d％ ~ %+d％,0,8300,19,1,176,55,62,8,9
8399,Lv20 物理攻擊命中率 %+d％,Lv20 物理攻擊命中率 %+d％ ~ %+d％,0,8300,20,1,176,61,69,8,9
8521,Lv1 魔法攻擊命中率 %+d％,Lv1 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,1,1,180,1,2,1,2
8522,Lv2 魔法攻擊命中率 %+d％,Lv2 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,2,1,180,2,3,1,2
8523,Lv3 魔法攻擊命中率 %+d％,Lv3 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,3,1,180,3,5,1,2
8524,Lv4 魔法攻擊命中率 %+d％,Lv4 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,4,1,180,4,6,1,2
8525,Lv5 魔法攻擊命中率 %+d％,Lv5 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,5,1,180,6,8,2,2
8526,Lv6 魔法攻擊命中率 %+d％,Lv6 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,6,1,180,8,11,2,3
8527,Lv7 魔法攻擊命中率 %+d％,Lv7 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,7,1,180,10,13,2,3
8528,Lv8 魔法攻擊命中率 %+d％,Lv8 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,8,1,180,12,16,2,3
8529,Lv9 魔法攻擊命中率 %+d％,Lv9 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,9,1,180,14,19,2,4
8530,Lv10 魔法攻擊命中率 %+d％,Lv10 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,10,1,180,17,22,3,4
8531,Lv1 魔法攻擊命中率 %+d％,Lv1 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,1,1,180,1,3,1,3
8532,Lv2 魔法攻擊命中率 %+d％,Lv2 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,2,1,180,2,5,1,3
8533,Lv3 魔法攻擊命中率 %+d％,Lv3 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,3,1,180,3,8,1,3
8534,Lv4 魔法攻擊命中率 %+d％,Lv4 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,4,1,180,4,9,1,3
8535,Lv5 魔法攻擊命中率 %+d％,Lv5 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,5,1,180,6,12,2,3
8536,Lv6 魔法攻擊命中率 %+d％,Lv6 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,6,1,180,8,17,2,5
8537,Lv7 魔法攻擊命中率 %+d％,Lv7 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,7,1,180,10,20,2,5
8538,Lv8 魔法攻擊命中率 %+d％,Lv8 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,8,1,180,12,24,2,5
8539,Lv9 魔法攻擊命中率 %+d％,Lv9 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,9,1,180,14,29,2,6
8540,Lv10 魔法攻擊命中率 %+d％,Lv10 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,10,1,180,17,33,3,6
8541,Lv11 魔法攻擊命中率 %+d％,Lv11 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,11,1,180,21,21,3,4
8542,Lv12 魔法攻擊命中率 %+d％,Lv12 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,12,1,180,25,25,3,4
8543,Lv13 魔法攻擊命中率 %+d％,Lv13 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,13,1,180,28,29,4,5
8544,Lv14 魔法攻擊命中率 %+d％,Lv14 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,14,1,180,31,33,4,5
8545,Lv15 魔法攻擊命中率 %+d％,Lv15 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,15,1,180,35,38,6,7
8561,Lv11 魔法攻擊命中率 %+d％,Lv11 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,11,1,180,-34,-15,-4,-3
8562,Lv12 魔法攻擊命中率 %+d％,Lv12 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,12,1,180,-40,-19,-4,-3
8563,Lv13 魔法攻擊命中率 %+d％,Lv13 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,13,1,180,-47,-23,-7,-6
8564,Lv14 魔法攻擊命中率 %+d％,Lv14 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,14,1,180,-55,-27,-8,-7
8565,Lv15 魔法攻擊命中率 %+d％,Lv15 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,15,1,180,-65,-33,-10,-9
8571,Lv1 魔法攻擊命中率 %+d％,Lv1 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,1,1,180,-2,-2,-2,-1
8572,Lv2 魔法攻擊命中率 %+d％,Lv2 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,2,1,180,-4,-3,-2,-1
8573,Lv3 魔法攻擊命中率 %+d％,Lv3 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,3,1,180,-6,-5,-2,-1
8574,Lv4 魔法攻擊命中率 %+d％,Lv4 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,4,1,180,-8,-7,-2,-2
8575,Lv5 魔法攻擊命中率 %+d％,Lv5 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,5,1,180,-11,-9,-3,-2
8576,Lv6 魔法攻擊命中率 %+d％,Lv6 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,6,1,180,-14,-12,-3,-2
8577,Lv7 魔法攻擊命中率 %+d％,Lv7 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,7,1,180,-17,-14,-3,-2
8578,Lv8 魔法攻擊命中率 %+d％,Lv8 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,8,1,180,-21,-17,-4,-2
8579,Lv9 魔法攻擊命中率 %+d％,Lv9 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,9,1,180,-25,-21,-4,-3
8580,Lv10 魔法攻擊命中率 %+d％,Lv10 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,10,1,180,-29,-24,-4,-3
8590,Lv16 魔法攻擊命中率 %+d％,Lv16 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,16,1,180,39,43,6,7
8591,Lv17 魔法攻擊命中率 %+d％,Lv17 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,17,1,180,44,49,7,8
8592,Lv18 魔法攻擊命中率 %+d％,Lv18 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,18,1,180,49,55,7,8
8593,Lv19 魔法攻擊命中率 %+d％,Lv19 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,19,1,180,55,62,8,9
8594,Lv20 魔法攻擊命中率 %+d％,Lv20 魔法攻擊命中率 %+d％ ~ %+d％,0,8500,20,1,180,61,69,8,9
8701,Lv1 物理攻擊迴避率 %+d％,Lv1 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,1,1,184,1,1,1,1
8702,Lv2 物理攻擊迴避率 %+d％,Lv2 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,2,1,184,2,2,1,1
8703,Lv3 物理攻擊迴避率 %+d％,Lv3 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,3,1,184,3,3,1,1
8704,Lv4 物理攻擊迴避率 %+d％,Lv4 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,4,1,184,4,4,1,1
8705,Lv5 物理攻擊迴避率 %+d％,Lv5 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,5,1,184,6,6,2,2
8706,Lv6 物理攻擊迴避率 %+d％,Lv6 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,6,1,184,8,8,2,2
8707,Lv7 物理攻擊迴避率 %+d％,Lv7 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,7,1,184,10,10,2,2
8708,Lv8 物理攻擊迴避率 %+d％,Lv8 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,8,1,184,12,12,2,2
8709,Lv9 物理攻擊迴避率 %+d％,Lv9 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,9,1,184,14,14,2,2
8710,Lv10 物理攻擊迴避率 %+d％,Lv10 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,10,1,184,17,17,3,3
8711,Lv1 物理攻擊迴避率 %+d％,Lv1 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,1,1,184,1,2,1,2
8712,Lv2 物理攻擊迴避率 %+d％,Lv2 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,2,1,184,2,3,1,2
8713,Lv3 物理攻擊迴避率 %+d％,Lv3 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,3,1,184,3,5,1,2
8714,Lv4 物理攻擊迴避率 %+d％,Lv4 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,4,1,184,4,6,1,2
8715,Lv5 物理攻擊迴避率 %+d％,Lv5 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,5,1,184,6,9,2,3
8716,Lv6 物理攻擊迴避率 %+d％,Lv6 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,6,1,184,8,12,2,3
8717,Lv7 物理攻擊迴避率 %+d％,Lv7 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,7,1,184,10,15,2,3
8718,Lv8 物理攻擊迴避率 %+d％,Lv8 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,8,1,184,12,18,2,3
8719,Lv9 物理攻擊迴避率 %+d％,Lv9 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,9,1,184,14,21,2,3
8720,Lv10 物理攻擊迴避率 %+d％,Lv10 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,10,1,184,17,26,3,5
8741,Lv11 物理攻擊迴避率 %+d％,Lv11 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,11,1,184,20,20,3,3
8742,Lv12 物理攻擊迴避率 %+d％,Lv12 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,12,1,184,23,23,3,3
8743,Lv13 物理攻擊迴避率 %+d％,Lv13 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,13,1,184,26,26,4,4
8744,Lv14 物理攻擊迴避率 %+d％,Lv14 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,14,1,184,29,29,4,4
8745,Lv15 物理攻擊迴避率 %+d％,Lv15 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,15,1,184,33,33,5,5
8751,Lv1 物理攻擊迴避率 %+d％,Lv1 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,1,1,184,-1,-1,-1,-1
8752,Lv2 物理攻擊迴避率 %+d％,Lv2 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,2,1,184,-2,-2,-1,-1
8753,Lv3 物理攻擊迴避率 %+d％,Lv3 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,3,1,184,-3,-3,-1,-1
8754,Lv4 物理攻擊迴避率 %+d％,Lv4 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,4,1,184,-5,-5,-2,-2
8755,Lv5 物理攻擊迴避率 %+d％,Lv5 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,5,1,184,-7,-7,-2,-2
8756,Lv6 物理攻擊迴避率 %+d％,Lv6 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,6,1,184,-9,-9,-2,-2
8757,Lv7 物理攻擊迴避率 %+d％,Lv7 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,7,1,184,-11,-11,-2,-2
8758,Lv8 物理攻擊迴避率 %+d％,Lv8 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,8,1,184,-13,-13,-2,-2
8759,Lv9 物理攻擊迴避率 %+d％,Lv9 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,9,1,184,-16,-16,-3,-3
8760,Lv10 物理攻擊迴避率 %+d％,Lv10 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,10,1,184,-19,-19,-3,-3
8761,Lv11 物理攻擊迴避率 %+d％,Lv11 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,11,1,184,-23,-15,-3,-3
8762,Lv12 物理攻擊迴避率 %+d％,Lv12 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,12,1,184,-27,-19,-3,-3
8763,Lv13 物理攻擊迴避率 %+d％,Lv13 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,13,1,184,-32,-23,-5,-6
8764,Lv14 物理攻擊迴避率 %+d％,Lv14 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,14,1,184,-38,-27,-6,-7
8765,Lv15 物理攻擊迴避率 %+d％,Lv15 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,15,1,184,-45,-33,-7,-9
8790,Lv16 物理攻擊迴避率 %+d％,Lv16 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,16,1,184,37,37,5,5
8791,Lv17 物理攻擊迴避率 %+d％,Lv17 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,17,1,184,41,41,6,6
8792,Lv18 物理攻擊迴避率 %+d％,Lv18 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,18,1,184,45,45,6,6
8793,Lv19 物理攻擊迴避率 %+d％,Lv19 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,19,1,184,50,50,7,7
8794,Lv20 物理攻擊迴避率 %+d％,Lv20 物理攻擊迴避率 %+d％ ~ %+d％,0,8700,20,1,184,55,55,7,7
8901,Lv1 魔法攻擊迴避率 %+d％,Lv1 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,1,1,188,1,1,1,1
8902,Lv2 魔法攻擊迴避率 %+d％,Lv2 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,2,1,188,2,2,1,1
8903,Lv3 魔法攻擊迴避率 %+d％,Lv3 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,3,1,188,3,3,1,1
8904,Lv4 魔法攻擊迴避率 %+d％,Lv4 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,4,1,188,4,4,1,1
8905,Lv5 魔法攻擊迴避率 %+d％,Lv5 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,5,1,188,6,6,2,2
8906,Lv6 魔法攻擊迴避率 %+d％,Lv6 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,6,1,188,8,8,2,2
8907,Lv7 魔法攻擊迴避率 %+d％,Lv7 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,7,1,188,10,10,2,2
8908,Lv8 魔法攻擊迴避率 %+d％,Lv8 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,8,1,188,12,12,2,2
8909,Lv9 魔法攻擊迴避率 %+d％,Lv9 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,9,1,188,14,14,2,2
8910,Lv10 魔法攻擊迴避率 %+d％,Lv10 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,10,1,188,17,17,3,3
8911,Lv1 魔法攻擊迴避率 %+d％,Lv1 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,1,1,188,1,2,1,2
8912,Lv2 魔法攻擊迴避率 %+d％,Lv2 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,2,1,188,2,3,1,2
8913,Lv3 魔法攻擊迴避率 %+d％,Lv3 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,3,1,188,3,5,1,2
8914,Lv4 魔法攻擊迴避率 %+d％,Lv4 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,4,1,188,4,6,1,2
8915,Lv5 魔法攻擊迴避率 %+d％,Lv5 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,5,1,188,6,9,2,3
8916,Lv6 魔法攻擊迴避率 %+d％,Lv6 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,6,1,188,8,12,2,3
8917,Lv7 魔法攻擊迴避率 %+d％,Lv7 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,7,1,188,10,15,2,3
8918,Lv8 魔法攻擊迴避率 %+d％,Lv8 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,8,1,188,12,18,2,3
8919,Lv9 魔法攻擊迴避率 %+d％,Lv9 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,9,1,188,14,21,2,3
8920,Lv10 魔法攻擊迴避率 %+d％,Lv10 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,10,1,188,17,26,3,5
8941,Lv11 魔法攻擊迴避率 %+d％,Lv11 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,11,1,188,20,20,3,3
8942,Lv12 魔法攻擊迴避率 %+d％,Lv12 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,12,1,188,23,23,3,3
8943,Lv13 魔法攻擊迴避率 %+d％,Lv13 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,13,1,188,26,26,4,4
8944,Lv14 魔法攻擊迴避率 %+d％,Lv14 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,14,1,188,29,29,4,4
8945,Lv15 魔法攻擊迴避率 %+d％,Lv15 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,15,1,188,33,33,5,5
8951,Lv1 魔法攻擊迴避率 %+d％,Lv1 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,1,1,188,-1,-1,-1,-1
8952,Lv2 魔法攻擊迴避率 %+d％,Lv2 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,2,1,188,-2,-2,-1,-1
8953,Lv3 魔法攻擊迴避率 %+d％,Lv3 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,3,1,188,-3,-3,-1,-1
8954,Lv4 魔法攻擊迴避率 %+d％,Lv4 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,4,1,188,-5,-5,-2,-2
8955,Lv5 魔法攻擊迴避率 %+d％,Lv5 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,5,1,188,-7,-7,-2,-2
8956,Lv6 魔法攻擊迴避率 %+d％,Lv6 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,6,1,188,-9,-9,-2,-2
8957,Lv7 魔法攻擊迴避率 %+d％,Lv7 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,7,1,188,-11,-11,-2,-2
8958,Lv8 魔法攻擊迴避率 %+d％,Lv8 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,8,1,188,-13,-13,-2,-2
8959,Lv9 魔法攻擊迴避率 %+d％,Lv9 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,9,1,188,-16,-16,-3,-3
8960,Lv10 魔法攻擊迴避率 %+d％,Lv10 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,10,1,188,-19,-19,-3,-3
8961,Lv11 魔法攻擊迴避率 %+d％,Lv11 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,11,1,188,-34,-15,-3,-3
8962,Lv12 魔法攻擊迴避率 %+d％,Lv12 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,12,1,188,-40,-19,-3,-3
8963,Lv13 魔法攻擊迴避率 %+d％,Lv13 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,13,1,188,-47,-23,-5,-6
8964,Lv14 魔法攻擊迴避率 %+d％,Lv14 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,14,1,188,-55,-27,-6,-7
8965,Lv15 魔法攻擊迴避率 %+d％,Lv15 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,15,1,188,-65,-33,-7,-9
8990,Lv16 魔法攻擊迴避率 %+d％,Lv16 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,16,1,188,37,37,5,5
8991,Lv17 魔法攻擊迴避率 %+d％,Lv17 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,17,1,188,41,41,6,6
8992,Lv18 魔法攻擊迴避率 %+d％,Lv18 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,18,1,188,45,45,6,6
8993,Lv19 魔法攻擊迴避率 %+d％,Lv19 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,19,1,188,50,50,7,7
8994,Lv20 魔法攻擊迴避率 %+d％,Lv20 魔法攻擊迴避率 %+d％ ~ %+d％,0,8900,20,1,188,55,55,7,7
9101,Lv1 所有屬性最小傷害%+d％,Lv1 所有屬性最小傷害%+d％ ~ %+d％,0,9100,1,1,459,1,2,1,3
9102,Lv2 所有屬性最小傷害%+d％,Lv2 所有屬性最小傷害%+d％ ~ %+d％,0,9100,2,1,459,2,4,1,3
9103,Lv3 所有屬性最小傷害%+d％,Lv3 所有屬性最小傷害%+d％ ~ %+d％,0,9100,3,1,459,4,7,2,3
9104,Lv4 所有屬性最小傷害%+d％,Lv4 所有屬性最小傷害%+d％ ~ %+d％,0,9100,4,1,459,6,10,2,4
9105,Lv5 所有屬性最小傷害%+d％,Lv5 所有屬性最小傷害%+d％ ~ %+d％,0,9100,5,1,459,8,13,2,4
9106,Lv6 所有屬性最小傷害%+d％,Lv6 所有屬性最小傷害%+d％ ~ %+d％,0,9100,6,1,459,10,16,2,5
9107,Lv7 所有屬性最小傷害%+d％,Lv7 所有屬性最小傷害%+d％ ~ %+d％,0,9100,7,1,459,12,20,2,5
9108,Lv8 所有屬性最小傷害%+d％,Lv8 所有屬性最小傷害%+d％ ~ %+d％,0,9100,8,1,459,15,24,3,5
9109,Lv9 所有屬性最小傷害%+d％,Lv9 所有屬性最小傷害%+d％ ~ %+d％,0,9100,9,1,459,18,28,3,6
9110,Lv10 所有屬性最小傷害%+d％,Lv10 所有屬性最小傷害%+d％ ~ %+d％,0,9100,10,1,459,21,33,3,7
9111,Lv1 所有屬性最小傷害%+d％,Lv1 所有屬性最小傷害%+d％ ~ %+d％,0,9100,1,1,459,1,3,1,5
9112,Lv2 所有屬性最小傷害%+d％,Lv2 所有屬性最小傷害%+d％ ~ %+d％,0,9100,2,1,459,2,6,1,5
9113,Lv3 所有屬性最小傷害%+d％,Lv3 所有屬性最小傷害%+d％ ~ %+d％,0,9100,3,1,459,4,11,2,5
9114,Lv4 所有屬性最小傷害%+d％,Lv4 所有屬性最小傷害%+d％ ~ %+d％,0,9100,4,1,459,6,15,2,6
9115,Lv5 所有屬性最小傷害%+d％,Lv5 所有屬性最小傷害%+d％ ~ %+d％,0,9100,5,1,459,8,20,2,6
9116,Lv6 所有屬性最小傷害%+d％,Lv6 所有屬性最小傷害%+d％ ~ %+d％,0,9100,6,1,459,10,24,2,8
9117,Lv7 所有屬性最小傷害%+d％,Lv7 所有屬性最小傷害%+d％ ~ %+d％,0,9100,7,1,459,12,30,2,8
9118,Lv8 所有屬性最小傷害%+d％,Lv8 所有屬性最小傷害%+d％ ~ %+d％,0,9100,8,1,459,15,36,3,8
9119,Lv9 所有屬性最小傷害%+d％,Lv9 所有屬性最小傷害%+d％ ~ %+d％,0,9100,9,1,459,18,42,3,9
9120,Lv10 所有屬性最小傷害%+d％,Lv10 所有屬性最小傷害%+d％ ~ %+d％,0,9100,10,1,459,21,50,3,11
9141,Lv11 所有屬性最小傷害%+d％,Lv11 所有屬性最小傷害%+d％ ~ %+d％,0,9100,11,1,459,25,36,3,7
