ID,_MissionType,_QuestID,_Item1,_ItemCount1,_ItemRare1,_Item2,_ItemCount2,_ItemRare2,_Item3,_ItemCount3,_ItemRare3,_Item4,_ItemCount4,_ItemRare4,_Effect1,_Effect2,_Effect3,_Effect4,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Require5_Type,_Require5_ID,_Require5_Value1,_Require5_Value2,_Require6_Type,_Require6_ID,_Require6_Value1,_Require6_Value2,_Require7_Type,_Require7_ID,_Require7_Value1,_Require7_Value2,_Require8_Type,_Require8_ID,_Require8_Value1,_Require8_Value2,_Save1,_Save2,_A_Save1,_A_Save2,_Save_Check,_Reputation_Open,_EventType,_TypeID,_Consumption_ItemID1,_Consumption_ItemID2,_Consumption_ItemID3,_Consumption_ItemID4,_Del_Effect1,_Del_Effect2,_Del_Effect3,_Del_Effect4,_NoticeType,_Notice
138701000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,3,138701002,0,0,0,0,0,0,0,0,0,
138701001,2,0,0,0,1,0,0,1,0,0,1,0,0,1,51000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138702000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,3,138702002,0,0,0,0,0,0,0,0,0,
138702001,2,0,0,0,1,0,0,1,0,0,1,0,0,1,51000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138703000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,3,138703002,0,0,0,0,0,0,0,0,0,
138703001,2,0,0,0,1,0,0,1,0,0,1,0,0,1,51000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138500162,2,0,0,0,1,0,0,1,0,0,1,0,0,1,51000074,51000075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,138500001,0,0,0,0,0,0,0,0,0,
145001001,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146001000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,87,0,9,1,210,0,1,1,46,0,4,3,146001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,點擊Elle完成任務吧!
146003000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,88,0,0,0,0,0,1,1,46,0,4,3,146003000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,點擊Q鍵，或在選單中開啟任務視窗完成任務吧!
146004000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,89,0,0,0,0,0,1,1,46,0,4,3,146004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
146012000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,90,0,0,0,0,0,1,1,46,0,4,3,146012000,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
146812000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,90,0,0,0,0,0,1,1,46,0,4,3,146012000,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
146013000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,91,0,0,0,0,0,1,1,46,0,4,3,146013000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
146026000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,92,0,0,0,0,0,1,1,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,記得要點擊T鍵開啟狀態視窗在卡片匣裝備卡片喔!
146027000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,14000004,0,0,0,9,2,93,0,0,0,0,0,0,0,0,0,4,3,146027000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
146701000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000100,0,0,0,0,0,0,0,9,2,210,0,1,1,46,0,1,2,1,0,4,3,146001000,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,使用←↑↓→方向鍵移動至左邊的傳送門。
146702000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,1,210,0,9,2,211,0,1,1,46,0,1,2,1,0,4,3,146002000,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,點擊左方SHIFT鍵向傑努司使用採集技能後，再點擊V鍵撿取袋子。
146703000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,1,211,0,9,2,212,0,1,1,46,0,1,2,1,0,4,3,146003000,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
146704000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,1,212,0,9,2,213,0,1,1,46,0,1,2,1,0,4,3,146003000,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146705000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,1,213,0,9,2,214,0,1,1,46,0,1,2,1,0,4,3,146003000,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146706000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,215,0,1,1,46,0,1,2,1,0,4,3,146004000,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146707000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,216,0,1,1,46,0,1,2,1,0,4,3,146004000,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146708000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,217,0,1,1,46,0,1,2,1,0,4,3,146004000,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146709000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,218,0,1,1,46,0,1,2,1,0,4,3,146004000,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146710000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,219,0,1,1,46,0,1,2,1,0,4,3,146005000,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146711000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,220,0,1,1,46,0,1,2,1,0,4,3,146006000,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146712000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,221,0,1,1,46,0,1,2,1,0,4,3,146020000,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146713000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,222,0,1,1,46,0,1,2,1,0,4,3,146022000,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146714000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,223,0,1,1,46,0,1,2,1,0,4,3,146024000,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146715000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,224,0,1,1,46,0,1,2,1,0,4,3,146025000,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146716000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,50000100,0,0,0,0,0,0,0,9,2,210,0,1,1,46,0,1,2,2,0,4,3,146001000,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,使用←↑↓→方向鍵移動至左邊的傳送門。
146717000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,1,210,0,9,2,211,0,1,1,46,0,1,2,2,0,4,3,146002000,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,點擊左方SHIFT鍵向傑努司使用採集技能後，再點擊V鍵撿取袋子。
146718000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,1,211,0,9,2,212,0,1,1,46,0,1,2,2,0,4,3,146003000,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146719000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,1,212,0,9,2,213,0,1,1,46,0,1,2,2,0,4,3,146003000,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146720000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,1,213,0,9,2,214,0,1,1,46,0,1,2,2,0,4,3,146003000,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146721000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,215,0,1,1,46,0,1,2,2,0,4,3,146004000,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146722000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,216,0,1,1,46,0,1,2,2,0,4,3,146004000,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146723000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,217,0,1,1,46,0,1,2,2,0,4,3,146004000,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146724000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,218,0,1,1,46,0,1,2,2,0,4,3,146004000,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146725000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,219,0,1,1,46,0,1,2,2,0,4,3,146005000,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146726000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,220,0,1,1,46,0,1,2,2,0,4,3,146006000,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146727000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,221,0,1,1,46,0,1,2,2,0,4,3,146020000,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146728000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,222,0,1,1,46,0,1,2,2,0,4,3,146022000,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146729000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,223,0,1,1,46,0,1,2,2,0,4,3,146024000,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146730000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,59001001,0,0,0,0,0,0,0,9,2,224,0,1,1,46,0,1,2,2,0,4,3,146925000,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146731000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,51000109,0,0,0,10,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,請先在主/副武器欄位中卸除武器後再移動。
146901000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146902000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,53000601,0,0,0,0,
146902001,2,0,0,0,1,0,0,1,0,0,1,0,0,1,53000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146902000,0,0,0,0,0,0,0,0,0,
146903000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146904000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146905000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,53000601,0,0,0,0,
146905001,2,0,0,0,1,0,0,1,0,0,1,0,0,1,53000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146905000,0,0,0,0,0,0,0,0,0,
146906000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146907000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146908000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,53000601,0,0,0,0,
146908001,2,0,0,0,1,0,0,1,0,0,1,0,0,1,53000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146908000,0,0,0,0,0,0,0,0,0,
146909000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146910000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,53000601,0,0,0,0,
146910001,2,0,0,0,1,0,0,1,0,0,1,0,0,1,53000601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146910000,0,0,0,0,0,0,0,0,0,
146911000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,51000116,0,0,0,9,2,231,0,9,2,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,233,0,0,0,0,0,0,0,0,0,0,51000116,0,0,0,0,
146912000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,51000116,0,0,0,9,2,232,0,9,2,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,233,0,0,0,0,0,0,0,0,0,0,51000116,0,0,0,0,
146913000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146914000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,51000109,0,0,0,10,1,13,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,請先在主/副武器欄位中卸除武器後再移動。
146914001,2,0,0,0,1,0,0,1,0,0,1,0,0,1,51000109,0,0,0,10,1,15,0,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,請先在主/副武器欄位中卸除武器後再移動。
146915000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,在進入教室前先裝備上學生會長印記，並卸除召喚徐羅賢技能會比較方便喔!
146916000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9,2,236,0,4,3,146902000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
666000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
777000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116401006,2,0,0,0,1,0,0,1,0,0,1,0,0,1,51000118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
188000000,2,0,0,0,1,0,0,1,0,0,1,0,0,1,51000119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149010000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,3,149010001,0,24,2,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149010100,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,3,149010001,0,24,2,257,0,24,1,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149010200,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,3,149010001,0,24,2,258,0,24,1,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149010210,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149010300,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,3,149010001,0,24,2,259,0,24,1,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149001000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,237,0,4,3,148000000,0,1,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149001001,2,0,0,0,1,0,0,1,0,0,1,0,0,1,23233186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149001100,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,238,0,24,1,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149002000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,239,0,24,1,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149002100,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,240,0,4,3,148000100,0,24,1,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149003000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,241,0,4,3,148001000,0,24,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149003100,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,242,0,4,3,148002000,0,24,1,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149004000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,243,0,4,3,148002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,3,攻擊右方的魔法陣後可獲得任務道具。
149004100,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,244,0,4,1,148003000,1,24,1,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149005000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,245,0,4,3,148004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149005100,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,246,0,24,2,248,0,4,3,148004000,0,24,1,244,0,24,1,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149005200,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,247,0,24,2,248,0,4,3,148004000,0,24,1,244,0,24,1,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149005300,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,248,0,4,3,148004000,0,24,1,244,0,24,1,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149006000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,249,0,4,3,148005300,0,24,1,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149006100,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,250,0,4,3,148006000,0,24,1,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149007000,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,2,251,0,4,3,148007000,0,24,1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
