ID,_Class,_Gender,_LV_Value,_Money_Value,_Exp_Value,_HP_Value,_SP_Value,_Fame_Value,_Inventory_Type1,_Inventory_Slot1,_Item_ID1,_Item_Stack1,_Item_Rare1,_Inventory_Type2,_Inventory_Slot2,_Item_ID2,_Item_Stack2,_Item_Rare2,_Inventory_Type3,_Inventory_Slot3,_Item_ID3,_Item_Stack3,_Item_Rare3,_Inventory_Type4,_Inventory_Slot4,_Item_ID4,_Item_Stack4,_Item_Rare4,_Skill_ID1,_Skill_Lv1,_Skill_ID2,_Skill_Lv2,_Skill_ID3,_Skill_Lv3,_Skill_ID4,_Skill_Lv4,_Quick_Slot_No1,_Quick_Slot_Type1,_Quick_Slot_ID1,_Quick_Slot_No2,_Quick_Slot_Type2,_Quick_Slot_ID2,_Quick_Slot_No3,_Quick_Slot_Type3,_Quick_Slot_ID3,_Quick_Slot_No4,_Quick_Slot_Type4,_Quick_Slot_ID4,_Quick_Slot_No5,_Quick_Slot_Type5,_Quick_Slot_ID5,_Quick_Slot_No6,_Quick_Slot_Type6,_Quick_Slot_ID6,_Quick_Slot_No7,_Quick_Slot_Type7,_Quick_Slot_ID7,_Quick_Slot_No8,_Quick_Slot_Type8,_Quick_Slot_ID8,_Quick_Slot_No9,_Quick_Slot_Type9,_Quick_Slot_ID9,_Quick_Slot_No10,_Quick_Slot_Type10,_Quick_Slot_ID10,_Pos_X,_Pos_Y,_Stage_ID,_MapGroup,_RevivalMap,_SkillPoint,_TownMap,_Base_Atk,_Base_Def,_Base_Ele,_Base_Luk,_Ex_Stat,_Ex_Limit,_Ex_Min,_Ex_Max
75,38,1,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,13,20,8,10,414,400,5,10
76,38,2,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,13,20,8,10,414,400,5,10
77,39,1,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,13,20,8,10,412,400,3,5
78,39,2,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,13,20,8,10,412,400,3,5
79,40,1,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,8,10,20,13,412,400,1,5
80,40,2,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,8,10,20,13,412,400,1,5
81,41,1,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,8,10,20,13,412,400,2,4
82,41,2,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,8,10,20,13,412,400,2,4
83,42,1,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,10,10,10,21,416,6000,10,20
84,42,2,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,10,10,10,21,416,6000,10,20
85,43,1,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,10,10,10,21,417,500,0,0
86,43,2,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,10,10,10,21,417,500,0,0
87,44,1,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,13,13,13,13,412,400,1,5
88,44,2,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,13,13,13,13,412,400,1,5
89,45,1,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,8,10,20,13,412,400,1,5
90,45,2,1,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,7,2,16,8,2,17,10,2,22,0,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1248,1,0,1,0,1,8,10,20,13,412,400,1,5
