ID,_Name,_PassiveSkill_Type,_Priority,_Description,_StatusType1,_StatusValue1,_StatusType2,_StatusValue2,_EffectType
1100000059,雪爾奇(60日),42,1,彩虹幣獲得 B +45%%\n道具掉落率 B +8%%,128,45,132,8,0
1100000060,企鵝[永久制],8,1,最小傷害 A %+d%%,462,15,0,0,0
1100000061,時尚Q比(60日),42,1,彩虹幣獲得 B +45%%\n道具掉落率 B +8%%,128,45,132,8,0
1100000063,小伙伴 胖悟空,29,2,固定傷害 A +%d,496,800,0,0,0
1100000067,影波克 [永久制],23,1,能力值 B +%d,455,1000,0,0,0
1100000075,想成為英雄的布迪蕾蕾(15日),13,2,武器攻擊力/屬性力 A +%d,586,70,0,0,0
1100000076,想成為英雄的鈕扣貓 (15日),24,1,能力值(%%) A %+d%%,456,10,0,0,0
1100000078,想成為英雄的小魔女(15日),4,3,爆擊傷害 C %+d%%,464,60,0,0,0
1100000079,小伙伴 咕咕雞,7,1,最大傷害 C %+d%%,461,15,0,0,0
1100000080,想成為英雄的撲克獅 (15日),21,1,一般/BOSS怪物支配力 A +3%%,573,30,574,30,0
1100000081,想成為英雄的魔魔鼠(15日),40,3,經驗值/任務獎勵 A    +100%%,124,100,488,100,0
1100000084,想成為英雄的雪寶(15日),27,2,能力值 A +1000\n能力值(%%) A +10%%,455,1000,456,10,0
1100000086,塔比貓,47,1,最終最大傷害 A %+d%%,591,1,0,0,0
