ID,_Type,_Damage,_KnockBack_Delay,_KnockBack_X,_KnockBack_Time,_Speed_Y,_MotionType
792,80021,100,0,0,1,-650,18
793,80030,100,0,0,1,-650,18
794,80100,100,0,0,1,-650,18
795,80101,100,0,0,1,-650,18
796,80199,100,0,0,1,-650,18
797,80200,100,0,0,1,-650,18
798,80210,100,0,0,1,-650,18
799,80220,100,0,0,1,-650,18
800,81001,100,0,80,1,-600,18
801,81002,100,0,80,1,-600,18
802,81003,100,0,80,1,-600,18
803,81004,100,0,80,1,-600,18
804,81005,100,0,80,1,-600,18
805,81010,100,0,80,1,-600,18
806,81020,100,0,80,1,-600,18
807,81021,100,0,80,1,-600,18
808,81030,100,0,80,1,-600,18
809,81100,100,0,80,1,-600,18
810,81101,100,0,80,1,-600,18
811,81199,100,0,0,1,-600,18
812,81200,100,0,80,1,-600,18
813,81210,100,0,80,1,-600,18
814,81220,100,0,80,1,-600,18
815,82001,100,0,-5,1,0,18
816,82002,100,0,-5,1,0,18
817,82003,1,0,0,0,0,0
818,82003,25,0,180,1,0,31
819,82003,30,0,180,1,0,18
820,82003,100,0,220,1,0,19
821,82004,2,0,0,0,0,0
822,82004,100,0,250,1,-600,28
823,82005,100,0,-5,1,0,18
824,82010,100,0,-5,1,0,18
825,82020,100,0,-5,1,0,18
826,82021,100,0,-5,1,0,18
827,82030,100,0,-5,1,0,18
828,82100,100,0,-5,1,0,18
829,82101,100,0,-5,1,0,18
830,82199,100,0,90,1,0,18
831,82200,100,0,-5,1,0,18
832,82210,100,0,-5,1,0,18
833,82220,100,0,-5,1,0,18
834,83001,100,0,-250,1,-350,18
835,83002,100,0,-250,1,-350,18
836,83003,1,0,0,0,0,0
837,83003,25,0,180,1,0,31
838,83003,30,0,180,1,0,18
839,83003,100,0,220,1,0,19
840,83004,2,0,0,0,0,0
841,83004,100,0,250,1,-600,28
842,83005,100,0,-250,1,-350,18
843,83010,100,0,-250,1,-350,18
844,83020,100,0,-250,1,-350,18
845,83021,100,0,-250,1,-350,18
846,83030,100,0,-250,1,-350,18
847,83100,100,0,-250,1,-350,18
848,83101,100,0,-250,1,-350,18
849,83199,100,0,0,1,-350,18
850,83200,100,0,-250,1,-350,18
851,83210,100,0,-250,1,-350,18
852,83220,100,0,-250,1,-350,18
853,84001,2,0,0,0,0,0
854,84001,20,0,-5,1,0,18
855,84001,100,0,220,1,0,19
856,84002,2,0,0,0,0,0
857,84002,15,0,-5,1,0,18
858,84002,100,0,220,1,0,19
859,84003,1,0,0,0,0,0
860,84003,25,0,180,1,0,31
861,84003,30,0,-5,1,0,18
862,84003,100,0,220,1,0,19
863,84004,2,0,0,0,0,0
864,84004,100,0,250,1,-600,28
865,84005,3,0,0,0,0,0
866,84005,15,0,-5,1,0,18
867,84005,100,0,250,1,-600,28
868,84010,15,0,0,0,0,16
869,84010,30,0,0,0,0,17
870,84010,100,0,220,1,0,19
871,84020,3,0,0,0,0,0
872,84020,100,0,-5,1,0,18
873,84021,50,0,0,0,0,0
874,84021,100,0,-5,1,0,18
875,84030,3,0,0,0,0,0
876,84030,20,0,-5,1,0,18
877,84030,100,0,220,1,0,19
878,84100,3,0,0,0,0,0
879,84100,100,0,-5,1,0,18
880,84101,3,0,0,0,0,0
881,84101,100,0,-5,1,0,18
882,84199,100,0,90,1,0,18
883,84200,100,0,0,0,0,18
884,84210,100,0,0,0,0,0
885,84220,100,0,200,1,-950,18
886,85001,2,0,0,0,0,0
887,85001,20,0,-100,1,0,18
888,85001,100,0,220,1,0,19
889,85002,2,0,0,0,0,0
890,85002,15,0,-100,1,0,18
891,85002,100,0,220,1,0,19
892,85003,1,0,0,0,0,0
893,85003,25,0,180,1,0,31
894,85003,30,0,-100,1,0,18
895,85003,100,0,220,1,0,19
896,85004,2,0,0,0,0,0
897,85004,100,0,250,1,-600,28
898,85005,3,0,0,0,0,0
899,85005,15,0,-100,1,0,18
900,85005,100,0,250,1,-600,28
901,85010,15,0,0,0,0,16
902,85010,30,0,0,0,0,17
903,85010,100,0,220,1,0,19
904,85020,5,0,0,0,0,0
905,85020,100,0,-100,1,0,18
906,85021,50,0,0,0,0,0
907,85021,100,0,-100,1,0,18
908,85030,3,0,0,0,0,0
909,85030,20,0,-100,1,0,18
910,85030,100,0,220,1,0,19
911,85100,3,0,0,0,0,0
912,85100,100,0,-100,1,0,18
913,85101,3,0,0,0,0,0
914,85101,100,0,-100,1,0,18
915,85199,100,0,90,1,0,18
916,85200,100,0,0,0,0,18
917,85210,100,0,0,0,0,0
918,85220,100,0,200,1,-950,18
919,86001,3,0,0,0,0,0
920,86001,6,0,180,1,0,18
921,86001,100,0,50,1,-100,18
922,86002,2,0,0,0,0,0
923,86002,4,0,180,1,0,18
924,86002,100,0,50,1,-100,18
925,86003,1,0,0,0,0,0
926,86003,25,0,180,1,0,31
927,86003,100,0,50,1,-100,18
928,86004,2,0,0,0,0,0
929,86004,100,0,50,1,-100,18
930,86005,2,0,0,0,0,0
931,86005,15,0,50,1,-100,18
932,86005,100,0,250,1,-600,28
933,86010,15,0,0,0,0,16
934,86010,30,0,0,0,0,17
935,86010,100,0,50,1,-100,18
936,86020,50,0,0,0,0,0
937,86020,100,0,50,1,-100,18
938,86021,50,0,0,0,0,0
939,86021,100,0,50,1,-100,18
940,86030,3,0,0,0,0,0
941,86030,6,0,180,1,0,18
942,86030,100,0,50,1,-100,18
943,86100,3,0,0,0,0,0
944,86100,100,0,50,1,-100,18
945,86101,5,0,0,0,0,0
946,86101,100,0,50,1,-100,18
947,86199,100,0,0,1,-100,18
948,86200,100,0,0,0,0,18
949,86210,100,0,0,0,0,0
950,86220,100,0,200,1,-950,18
951,87001,100,0,-100,8,0,18
952,87002,100,0,-100,8,0,18
953,87003,100,0,180,1,0,31
954,87004,100,0,-100,8,0,18
955,87005,100,0,-100,8,0,18
956,87010,100,0,-100,8,0,18
957,87020,100,0,-100,8,0,18
958,87021,100,0,0,0,0,0
959,87030,100,0,-100,8,0,18
960,87100,100,0,-100,8,0,18
961,87101,100,0,-100,8,0,18
962,87199,100,0,90,1,0,18
963,87200,100,0,0,0,0,0
964,87210,100,0,0,0,0,0
965,87220,100,0,-300,8,0,18
966,88001,100,0,0,0,0,0
967,88002,100,0,0,0,0,0
968,88003,100,0,0,0,0,0
969,88004,100,0,0,0,0,0
970,88005,100,0,0,0,0,0
971,88010,100,0,0,0,0,0
972,88020,100,0,0,0,0,0
973,88021,100,0,0,0,0,0
974,88030,100,0,1000,0,-950,0
975,88100,100,0,0,0,0,0
976,88101,100,0,0,0,0,0
977,88199,100,0,90,1,0,18
978,88200,100,0,0,0,0,0
979,88210,100,0,0,0,0,0
980,88220,100,0,0,0,0,0
981,89001,3,0,0,0,0,0
982,89001,6,0,180,1,0,18
983,89001,100,0,50,1,-800,18
984,89002,2,0,0,0,0,0
985,89002,4,0,180,1,0,18
986,89002,100,0,50,1,-800,18
987,89003,1,0,0,0,0,0
988,89003,25,0,180,1,0,31
989,89003,100,0,50,1,-800,18
990,89004,2,0,0,0,0,0
991,89004,100,0,50,1,-800,18
992,89005,2,0,0,0,0,0
993,89005,15,0,50,1,-800,18
994,89005,100,0,250,1,-600,28
995,89010,15,0,0,0,0,16
996,89010,30,0,0,0,0,17
997,89010,100,0,50,1,-800,18
998,89020,50,0,0,0,0,0
999,89020,100,0,50,1,-800,18
1000,89021,50,0,0,0,0,0
1001,89021,100,0,50,1,-800,18
1002,89030,3,0,0,0,0,0
1003,89030,6,0,180,1,0,18
1004,89030,100,0,50,1,-800,18
1005,89100,3,0,0,0,0,0
1006,89100,100,0,50,1,-800,18
1007,89101,5,0,0,0,0,0
1008,89101,100,0,50,1,-800,18
1009,89199,100,0,0,1,-800,18
1010,89200,100,0,0,0,0,18
1011,89210,100,0,0,0,0,0
1012,89220,100,0,200,1,-950,18
1013,90001,3,0,0,0,0,0
1014,90001,6,0,180,1,0,18
1015,90001,100,0,50,1,-750,18
1016,90002,2,0,0,0,0,0
1017,90002,4,0,180,1,0,18
1018,90002,100,0,50,1,-750,18
1019,90003,1,0,0,0,0,0
1020,90003,25,0,180,1,0,31
1021,90003,100,0,50,1,-750,18
1022,90004,2,0,0,0,0,0
1023,90004,100,0,50,1,-750,18
1024,90005,2,0,0,0,0,0
1025,90005,15,0,50,1,-750,18
1026,90005,100,0,250,1,-600,28
1027,90010,15,0,0,0,0,16
1028,90010,30,0,0,0,0,17
1029,90010,100,0,50,1,-750,18
1030,90020,5,0,0,0,0,0
1031,90020,100,0,50,1,-750,18
1032,90021,50,0,0,0,0,0
1033,90021,100,0,50,1,-750,18
1034,90030,3,0,0,0,0,0
1035,90030,6,0,180,1,0,18
1036,90030,100,0,50,1,-750,18
1037,90100,3,0,0,0,0,0
1038,90100,100,0,50,1,-750,18
1039,90101,5,0,0,0,0,0
1040,90101,100,0,50,1,-750,18
1041,90199,100,0,0,1,-750,18
1042,90200,100,0,0,0,0,18
1043,90210,100,0,0,0,0,0
1044,90220,100,0,200,1,-950,18
1045,91001,3,0,0,0,0,0
1046,91001,6,0,210,1,0,18
1047,91001,100,0,210,1,-630,18
1048,91002,2,0,0,0,0,0
1049,91002,4,0,210,1,0,18
1050,91002,100,0,210,1,-630,18
1051,91003,1,0,0,0,0,0
1052,91003,25,0,210,1,0,31
1053,91003,100,0,210,1,-630,18
1054,91004,2,0,0,0,0,0
1055,91004,100,0,210,1,-630,18
1056,91005,2,0,0,0,0,0
1057,91005,15,0,210,1,-630,18
1058,91005,100,0,250,1,-600,28
1059,91010,15,0,0,0,0,16
1060,91010,30,0,0,0,0,17
1061,91010,100,0,210,1,-630,18
1062,91020,50,0,0,0,0,0
1063,91020,100,0,210,1,-630,18
1064,91021,50,0,0,0,0,0
1065,91021,100,0,210,1,-630,18
1066,91030,3,0,0,0,0,0
1067,91030,6,0,210,1,0,18
1068,91030,100,0,210,1,-630,18
1069,91100,3,0,0,0,0,0
1070,91100,100,0,210,1,-630,18
1071,91101,5,0,0,0,0,0
1072,91101,100,0,210,1,-630,18
1073,91199,100,0,0,1,-630,18
1074,91200,100,0,0,0,0,18
1075,91210,100,0,0,0,0,0
1076,91220,100,0,210,1,-950,18
1077,92001,3,0,0,0,0,0
1078,92001,6,0,180,1,0,18
1079,92001,100,0,50,1,-710,18
1080,92002,2,0,0,0,0,0
1081,92002,4,0,180,1,0,18
1082,92002,100,0,50,1,-710,18
1083,92003,1,0,0,0,0,0
1084,92003,25,0,180,1,0,31
1085,92003,100,0,50,1,-710,18
1086,92004,2,0,0,0,0,0
1087,92004,100,0,50,1,-710,18
1088,92005,2,0,0,0,0,0
1089,92005,15,0,50,1,-710,18
1090,92005,100,0,250,1,-600,28
1091,92010,15,0,0,0,0,16
1092,92010,30,0,0,0,0,17
1093,92010,100,0,50,1,-710,18
1094,92020,50,0,0,0,0,0
1095,92020,100,0,50,1,-710,18
1096,92021,50,0,0,0,0,0
1097,92021,100,0,50,1,-710,18
1098,92030,3,0,0,0,0,0
1099,92030,6,0,180,1,0,18
1100,92030,100,0,50,1,-710,18
1101,92100,3,0,0,0,0,0
1102,92100,100,0,50,1,-710,18
1103,92101,5,0,0,0,0,0
1104,92101,100,0,50,1,-710,18
1105,92199,100,0,0,1,-710,18
1106,92200,100,0,0,0,0,18
1107,92210,100,0,0,0,0,0
1108,92220,100,0,200,1,-950,18
1109,93001,100,0,-350,1,-450,18
1110,93002,100,0,-350,1,-450,18
1111,93003,100,0,-350,1,-450,18
1112,93004,100,0,-350,1,-450,18
1113,93005,100,0,-350,1,-450,18
1114,93010,100,0,-350,1,-450,18
1115,93020,100,0,-350,1,-450,18
1116,93021,100,0,-350,1,-450,18
1117,93030,100,0,-350,1,-450,18
1118,93100,100,0,-350,1,-450,18
1119,93101,100,0,-350,1,-450,18
1120,93199,100,0,0,1,-450,18
1121,93200,100,0,-350,1,-450,18
1122,93210,100,0,-350,1,-450,18
1123,93220,100,0,-350,1,-450,18
1124,94001,100,0,10,1,-680,18
1125,94002,100,0,10,1,-680,18
1126,94003,100,0,10,1,-680,18
1127,94004,100,0,10,1,-680,18
1128,94005,100,0,10,1,-680,18
1129,94010,100,0,10,1,-680,18
1130,94020,100,0,10,1,-680,18
1131,94021,100,0,10,1,-680,18
1132,94030,100,0,10,1,-680,18
1133,94100,100,0,10,1,-680,18
1134,94101,100,0,10,1,-680,18
1135,94199,100,0,0,1,-680,18
1136,94200,100,0,10,1,-680,18
1137,94210,100,0,10,1,-680,18
1138,94220,100,0,10,1,-680,18
1139,95001,100,0,150,1,0,18
1140,95002,100,0,150,1,0,18
1141,95003,100,0,150,1,0,18
1142,95004,100,0,150,1,0,18
1143,95005,100,0,150,1,0,18
1144,95010,100,0,150,1,0,18
1145,95020,100,0,150,1,0,18
1146,95021,100,0,150,1,0,18
1147,95030,100,0,150,1,0,18
1148,95100,100,0,150,1,0,18
1149,95101,100,0,150,1,0,18
1150,95199,100,0,90,1,0,18
1151,95200,100,0,150,1,0,18
1152,95210,100,0,150,1,0,18
1153,95220,100,0,150,1,0,18
1154,96001,100,0,600,1,0,19
1155,96002,100,0,600,1,0,19
1156,96003,100,0,600,1,0,19
1157,96004,100,0,600,1,0,19
1158,96005,100,0,600,1,0,19
1159,96010,100,0,600,1,0,19
1160,96020,100,0,600,1,0,19
1161,96021,100,0,600,1,0,19
1162,96030,100,0,600,1,0,19
1163,96100,100,0,600,1,0,19
1164,96101,100,0,600,1,0,19
1165,96199,100,0,90,1,0,18
1166,96200,100,0,600,1,0,19
1167,96210,100,0,600,1,0,19
1168,96220,100,0,600,1,0,19
1169,97001,100,0,600,3,0,19
1170,97002,100,0,600,3,0,19
1171,97003,100,0,600,3,0,19
1172,97004,100,0,600,3,0,19
1173,97005,100,0,600,3,0,19
1174,97010,100,0,600,3,0,19
1175,97020,100,0,600,3,0,19
1176,97021,100,0,600,3,0,19
1177,97030,100,0,600,3,0,19
1178,97100,100,0,600,3,0,19
1179,97101,100,0,600,3,0,19
1180,97199,100,0,90,1,0,18
1181,97200,100,0,600,3,0,19
1182,97210,100,0,600,3,0,19
1183,97220,100,0,600,3,0,19
1184,98001,100,0,10,1,-300,18
1185,98002,100,0,10,1,-300,18
1186,98003,100,0,10,1,-300,18
1187,98004,100,0,10,1,-300,18
1188,98005,100,0,10,1,-300,18
1189,98010,100,0,10,1,-300,18
1190,98020,100,0,10,1,-300,18
1191,98021,100,0,10,1,-300,18
1192,98030,100,0,10,1,-300,18
1193,98100,100,0,10,1,-300,18
1194,98101,100,0,10,1,-300,18
1195,98199,100,0,0,1,-300,18
1196,98200,100,0,10,1,-300,18
1197,98210,100,0,10,1,-300,18
1198,98220,100,0,10,1,-300,18
1199,100001,2,0,0,0,0,0
1200,100001,15,0,80,1,0,18
1201,100001,50,0,120,1,0,18
1202,100001,100,0,160,1,0,19
1203,100002,2,0,0,0,0,0
1204,100002,15,0,80,1,0,18
1205,100002,50,0,120,1,0,18
1206,100002,100,0,160,1,0,19
1207,100003,5,0,0,0,0,0
1208,100003,25,0,80,1,0,31
1209,100003,30,0,120,1,0,18
1210,100003,100,0,160,1,0,19
1211,100004,2,0,0,0,0,0
1212,100004,100,0,250,1,-600,28
1213,100005,5,0,0,0,0,0
1214,100005,15,0,180,1,0,18
1215,100005,100,0,250,1,-600,28
1216,100010,15,0,0,0,0,16
1217,100010,30,0,0,0,0,17
1218,100010,100,0,220,1,0,19
1219,100020,5,0,0,0,0,0
1220,100020,15,0,80,1,0,18
1221,100020,50,0,120,1,0,18
1222,100020,100,0,160,1,0,19
1223,100021,50,0,0,0,0,0
1224,100021,100,0,180,1,0,18
1225,100030,3,0,0,0,0,0
1226,100030,20,0,180,1,0,18
1227,100030,100,0,220,1,0,19
1228,100100,2,0,0,0,0,0
1229,100100,15,0,80,1,0,18
1230,100100,50,0,120,1,0,18
1231,100100,100,0,160,1,0,18
1232,100101,5,0,0,0,0,0
1233,100101,15,0,80,1,0,18
1234,100101,50,0,120,1,0,18
1235,100101,100,0,160,1,0,18
1236,100199,100,0,90,1,0,18
1237,100200,100,0,0,0,0,18
1238,100210,100,0,0,0,0,0
1239,100220,100,0,200,1,-950,18
1240,101001,2,0,0,0,0,0
1241,101001,15,0,130,1,0,18
1242,101001,50,0,195,1,0,18
1243,101001,100,0,260,1,0,19
1244,101002,2,0,0,0,0,0
1245,101002,15,0,130,1,0,18
1246,101002,50,0,195,1,0,18
1247,101002,100,0,260,1,0,19
1248,101003,5,0,0,0,0,0
1249,101003,25,0,130,1,0,31
1250,101003,30,0,195,1,0,18
1251,101003,100,0,260,1,0,19
1252,101004,2,0,0,0,0,0
1253,101004,100,0,250,1,-600,28
1254,101005,5,0,0,0,0,0
1255,101005,15,0,180,1,0,18
1256,101005,100,0,250,1,-600,28
1257,101010,15,0,0,0,0,16
1258,101010,30,0,0,0,0,17
1259,101010,100,0,220,1,0,19
1260,101020,5,0,0,0,0,0
1261,101020,15,0,130,1,0,18
1262,101020,50,0,195,1,0,18
1263,101020,100,0,260,1,0,19
1264,101021,50,0,0,0,0,0
1265,101021,100,0,180,1,0,18
1266,101030,3,0,0,0,0,0
1267,101030,20,0,180,1,0,18
1268,101030,100,0,220,1,0,19
1269,101100,2,0,0,0,0,0
1270,101100,15,0,130,1,0,18
1271,101100,50,0,195,1,0,18
1272,101100,100,0,260,1,0,18
1273,101101,5,0,0,0,0,0
1274,101101,15,0,130,1,0,18
1275,101101,50,0,195,1,0,18
1276,101101,100,0,260,1,0,18
1277,101199,100,0,90,1,0,18
1278,101200,100,0,0,0,0,18
1279,101210,100,0,0,0,0,0
1280,101220,100,0,200,1,-950,18
1281,102001,2,0,0,0,0,0
1282,102001,15,0,180,1,0,18
1283,102001,50,0,270,1,0,18
1284,102001,100,0,360,1,0,19
1285,102002,2,0,0,0,0,0
1286,102002,15,0,180,1,0,18
1287,102002,50,0,270,1,0,18
1288,102002,100,0,360,1,0,19
1289,102003,5,0,0,0,0,0
1290,102003,25,0,180,1,0,31
1291,102003,30,0,270,1,0,18
1292,102003,100,0,360,1,0,19
1293,102004,2,0,0,0,0,0
1294,102004,100,0,250,1,-600,28
1295,102005,5,0,0,0,0,0
1296,102005,15,0,180,1,0,18
1297,102005,100,0,250,1,-600,28
1298,102010,15,0,0,0,0,16
1299,102010,30,0,0,0,0,17
1300,102010,100,0,220,1,0,19
1301,102020,5,0,0,0,0,0
1302,102020,15,0,180,1,0,18
1303,102020,50,0,270,1,0,18
1304,102020,100,0,360,1,0,19
1305,102021,50,0,0,0,0,0
1306,102021,100,0,180,1,0,18
1307,102030,3,0,0,0,0,0
1308,102030,20,0,180,1,0,18
1309,102030,100,0,220,1,0,19
1310,102100,2,0,0,0,0,0
1311,102100,15,0,180,1,0,18
1312,102100,50,0,270,1,0,18
1313,102100,100,0,360,1,0,18
1314,102101,5,0,0,0,0,0
1315,102101,15,0,180,1,0,18
1316,102101,50,0,270,1,0,18
1317,102101,100,0,360,1,0,18
1318,102199,100,0,90,1,0,18
1319,102200,100,0,0,0,0,18
1320,102210,100,0,0,0,0,0
1321,102220,100,0,200,1,-950,18
1322,103001,3,0,0,0,0,0
1323,103001,16,0,220,1,0,18
1324,103001,50,0,330,1,0,18
1325,103001,100,0,440,1,0,19
1326,103002,3,0,0,0,0,0
1327,103002,16,0,220,1,0,18
1328,103002,50,0,330,1,0,18
1329,103002,100,0,440,1,0,19
1330,103003,5,0,0,0,0,0
1331,103003,25,0,220,1,0,31
1332,103003,30,0,330,1,0,18
1333,103003,100,0,440,1,0,19
1334,103004,2,0,0,0,0,0
1335,103004,100,0,250,1,-600,28
1336,103005,5,0,0,0,0,0
1337,103005,15,0,180,1,0,18
1338,103005,100,0,250,1,-600,28
1339,103010,15,0,0,0,0,16
1340,103010,30,0,0,0,0,17
1341,103010,100,0,220,1,0,19
1342,103020,5,0,0,0,0,0
1343,103020,16,0,220,1,0,18
1344,103020,50,0,330,1,0,18
1345,103020,100,0,440,1,0,19
1346,103021,50,0,0,0,0,0
1347,103021,100,0,180,1,0,18
1348,103030,3,0,0,0,0,0
1349,103030,20,0,180,1,0,18
1350,103030,100,0,220,1,0,19
1351,103100,3,0,0,0,0,0
1352,103100,16,0,220,1,0,18
1353,103100,50,0,330,1,0,18
1354,103100,100,0,440,1,0,18
1355,103101,5,0,0,0,0,0
1356,103101,16,0,220,1,0,18
1357,103101,50,0,330,1,0,18
1358,103101,100,0,440,1,0,18
1359,103199,100,0,90,1,0,18
1360,103200,100,0,0,0,0,18
1361,103210,100,0,0,0,0,0
1362,103220,100,0,200,1,-950,18
1363,104001,3,0,0,0,0,0
1364,104001,16,0,260,1,0,18
1365,104001,50,0,390,1,0,18
1366,104001,100,0,520,1,0,19
1367,104002,3,0,0,0,0,0
1368,104002,16,0,260,1,0,18
1369,104002,50,0,390,1,0,18
1370,104002,100,0,520,1,0,19
1371,104003,5,0,0,0,0,0
1372,104003,25,0,260,1,0,31
1373,104003,30,0,390,1,0,18
1374,104003,100,0,520,1,0,19
1375,104004,2,0,0,0,0,0
1376,104004,100,0,250,1,-600,28
1377,104005,5,0,0,0,0,0
1378,104005,15,0,180,1,0,18
1379,104005,100,0,250,1,-600,28
1380,104010,15,0,0,0,0,16
1381,104010,30,0,0,0,0,17
1382,104010,100,0,220,1,0,19
1383,104020,5,0,0,0,0,0
1384,104020,16,0,260,1,0,18
1385,104020,50,0,390,1,0,18
1386,104020,100,0,520,1,0,19
1387,104021,50,0,0,0,0,0
1388,104021,100,0,180,1,0,18
1389,104030,3,0,0,0,0,0
1390,104030,20,0,180,1,0,18
1391,104030,100,0,220,1,0,19
1392,104100,3,0,0,0,0,0
1393,104100,16,0,260,1,0,18
1394,104100,50,0,390,1,0,18
1395,104100,100,0,520,1,0,18
1396,104101,5,0,0,0,0,0
1397,104101,16,0,260,1,0,18
1398,104101,50,0,390,1,0,18
1399,104101,100,0,520,1,0,18
1400,104199,100,0,90,1,0,18
1401,104200,100,0,0,0,0,18
1402,104210,100,0,0,0,0,0
1403,104220,100,0,200,1,-950,18
1404,105001,3,0,0,0,0,0
1405,105001,16,0,300,1,0,18
1406,105001,50,0,450,1,0,18
1407,105001,100,0,600,1,0,19
1408,105002,3,0,0,0,0,0
1409,105002,16,0,300,1,0,18
1410,105002,50,0,450,1,0,18
1411,105002,100,0,600,1,0,19
1412,105003,5,0,0,0,0,0
1413,105003,25,0,300,1,0,31
1414,105003,30,0,450,1,0,18
1415,105003,100,0,600,1,0,19
1416,105004,2,0,0,0,0,0
1417,105004,100,0,250,1,-600,28
1418,105005,5,0,0,0,0,0
1419,105005,15,0,180,1,0,18
1420,105005,100,0,250,1,-600,28
1421,105010,15,0,0,0,0,16
1422,105010,30,0,0,0,0,17
1423,105010,100,0,220,1,0,19
1424,105020,5,0,0,0,0,0
1425,105020,16,0,300,1,0,18
1426,105020,50,0,450,1,0,18
1427,105020,100,0,600,1,0,19
1428,105021,50,0,0,0,0,0
1429,105021,100,0,180,1,0,18
1430,105030,3,0,0,0,0,0
1431,105030,20,0,180,1,0,18
1432,105030,100,0,220,1,0,19
1433,105100,3,0,0,0,0,0
1434,105100,16,0,300,1,0,18
1435,105100,50,0,450,1,0,18
1436,105100,100,0,600,1,0,18
1437,105101,5,0,0,0,0,0
1438,105101,16,0,300,1,0,18
1439,105101,50,0,450,1,0,18
1440,105101,100,0,600,1,0,18
1441,105199,100,0,90,1,0,18
1442,105200,100,0,0,0,0,18
1443,105210,100,0,0,0,0,0
1444,105220,100,0,200,1,-950,18
1445,106001,4,0,0,0,0,0
1446,106001,17,0,330,1,0,18
1447,106001,50,0,495,1,0,18
1448,106001,100,0,660,1,0,19
1449,106002,4,0,0,0,0,0
1450,106002,16,0,330,1,0,18
1451,106002,50,0,495,1,0,18
1452,106002,100,0,660,1,0,19
1453,106003,5,0,0,0,0,0
1454,106003,25,0,330,1,0,31
1455,106003,30,0,495,1,0,18
1456,106003,100,0,660,1,0,19
1457,106004,2,0,0,0,0,0
1458,106004,100,0,250,1,-600,28
1459,106005,5,0,0,0,0,0
1460,106005,15,0,180,1,0,18
1461,106005,100,0,250,1,-600,28
1462,106010,15,0,0,0,0,16
1463,106010,30,0,0,0,0,17
1464,106010,100,0,220,1,0,19
1465,106020,5,0,0,0,0,0
1466,106020,17,0,330,1,0,18
1467,106020,50,0,495,1,0,18
1468,106020,100,0,660,1,0,19
1469,106021,50,0,0,0,0,0
1470,106021,100,0,180,1,0,18
1471,106030,3,0,0,0,0,0
1472,106030,20,0,180,1,0,18
1473,106030,100,0,220,1,0,19
1474,106100,4,0,0,0,0,0
1475,106100,17,0,330,1,0,18
1476,106100,50,0,495,1,0,18
1477,106100,100,0,660,1,0,18
1478,106101,5,0,0,0,0,0
1479,106101,17,0,330,1,0,18
1480,106101,50,0,495,1,0,18
1481,106101,100,0,660,1,0,18
1482,106199,100,0,90,1,0,18
1483,106200,100,0,0,0,0,18
1484,106210,100,0,0,0,0,0
1485,106220,100,0,200,1,-950,18
1486,107001,4,0,0,0,0,0
1487,107001,17,0,360,1,0,18
1488,107001,50,0,540,1,0,18
1489,107001,100,0,720,1,0,19
1490,107002,4,0,0,0,0,0
1491,107002,16,0,360,1,0,18
1492,107002,50,0,540,1,0,18
1493,107002,100,0,720,1,0,19
1494,107003,5,0,0,0,0,0
1495,107003,25,0,360,1,0,31
1496,107003,30,0,540,1,0,18
1497,107003,100,0,720,1,0,19
1498,107004,2,0,0,0,0,0
1499,107004,100,0,250,1,-600,28
1500,107005,5,0,0,0,0,0
1501,107005,15,0,180,1,0,18
1502,107005,100,0,250,1,-600,28
1503,107010,15,0,0,0,0,16
1504,107010,30,0,0,0,0,17
1505,107010,100,0,220,1,0,19
1506,107020,5,0,0,0,0,0
1507,107020,17,0,360,1,0,18
1508,107020,50,0,540,1,0,18
1509,107020,100,0,720,1,0,19
1510,107021,50,0,0,0,0,0
1511,107021,100,0,180,1,0,18
1512,107030,3,0,0,0,0,0
1513,107030,20,0,180,1,0,18
1514,107030,100,0,220,1,0,19
1515,107100,4,0,0,0,0,0
1516,107100,17,0,360,1,0,18
1517,107100,50,0,540,1,0,18
1518,107100,100,0,720,1,0,18
1519,107101,5,0,0,0,0,0
1520,107101,17,0,360,1,0,18
1521,107101,50,0,540,1,0,18
1522,107101,100,0,720,1,0,18
1523,107199,100,0,90,1,0,18
1524,107200,100,0,0,0,0,18
1525,107210,100,0,0,0,0,0
1526,107220,100,0,200,1,-950,18
1527,108001,4,0,0,0,0,0
1528,108001,17,0,380,1,0,18
1529,108001,50,0,570,1,0,18
1530,108001,100,0,760,1,0,19
1531,108002,4,0,0,0,0,0
1532,108002,16,0,380,1,0,18
1533,108002,50,0,570,1,0,18
1534,108002,100,0,760,1,0,19
1535,108003,5,0,0,0,0,0
1536,108003,25,0,380,1,0,31
1537,108003,30,0,570,1,0,18
1538,108003,100,0,760,1,0,19
1539,108004,2,0,0,0,0,0
1540,108004,100,0,250,1,-600,28
1541,108005,5,0,0,0,0,0
1542,108005,15,0,180,1,0,18
1543,108005,100,0,250,1,-600,28
1544,108010,15,0,0,0,0,16
1545,108010,30,0,0,0,0,17
1546,108010,100,0,220,1,0,19
1547,108020,5,0,0,0,0,0
1548,108020,17,0,380,1,0,18
1549,108020,50,0,570,1,0,18
1550,108020,100,0,760,1,0,19
1551,108021,50,0,0,0,0,0
1552,108021,100,0,180,1,0,18
1553,108030,3,0,0,0,0,0
1554,108030,20,0,180,1,0,18
1555,108030,100,0,220,1,0,19
1556,108100,4,0,0,0,0,0
1557,108100,17,0,380,1,0,18
1558,108100,50,0,570,1,0,18
1559,108100,100,0,760,1,0,18
1560,108101,5,0,0,0,0,0
1561,108101,17,0,380,1,0,18
1562,108101,50,0,570,1,0,18
1563,108101,100,0,760,1,0,18
