ID,_Mob_Lv_Factor1,_Mob_Lv_Factor2,_Mob_Lv_Factor3,_Mob_Lv_Factor4,_Mob_Lv_Factor5,_Mob_Lv_Factor6,_Mob_Lv_Factor7,_Mob_Lv_Factor8,_Mob_Lv_Factor9,_Mob_Lv_Factor10,_Mob_Lv_Factor11,_Mob_Lv_Factor12,_Mob_Lv_Factor13,_Mob_Lv_Factor14,_Mob_Lv_Factor15,_Mob_Lv_Factor16,_Mob_Lv_Factor17,_Mob_Lv_Factor18,_Mob_Lv_Factor19,_Mob_Lv_Factor20,_Mob_Lv_Factor21,_Mob_Lv_Factor22,_Mob_Lv_Factor23,_Mob_Lv_Factor24,_Mob_Lv_Factor25,_Mob_Lv_Factor26,_Mob_Lv_Factor27,_Mob_Lv_Factor28,_Mob_Lv_Factor29,_Mob_Lv_Factor30,_Mob_Lv_Factor31,_Mob_Lv_Factor32,_Mob_Lv_Factor33,_Mob_Lv_Factor34,_Mob_Lv_Factor35,_Mob_Lv_Factor36,_Mob_Lv_Factor37,_Mob_Lv_Factor38,_Mob_Lv_Factor39,_Mob_Lv_Factor40
158,1,1,1,1,1,1,1,1,1,1,1,9,13,18,23,28,33,38,42,48,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
159,1,1,1,1,1,1,1,1,1,1,1,10,14,19,24,29,34,39,43,49,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
160,1,1,1,1,1,1,1,1,1,1,1,11,15,20,25,30,35,40,44,50,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
161,1,1,1,1,1,1,1,1,1,1,1,12,16,21,26,31,36,41,45,51,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
162,1,1,1,1,1,1,1,1,1,1,1,13,17,22,27,32,37,42,46,52,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
163,1,1,1,1,1,1,1,1,1,1,1,14,18,23,28,33,38,43,47,53,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
164,1,1,1,1,1,1,1,1,1,1,1,15,19,24,29,34,39,44,48,54,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
165,1,1,1,1,1,1,1,1,1,1,1,16,20,25,30,35,40,45,49,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
166,1,1,1,1,1,1,1,1,1,1,1,17,21,26,31,36,41,46,50,56,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
167,1,1,1,1,1,1,1,1,1,1,1,18,22,27,32,37,42,47,51,57,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
168,1,1,1,1,1,1,1,1,1,1,1,19,23,28,33,38,43,48,52,58,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
169,1,1,1,1,1,1,1,1,1,1,1,20,24,29,34,39,44,49,53,59,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
170,1,1,1,1,1,1,1,1,1,1,1,21,25,30,35,40,45,50,54,60,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
171,1,1,1,1,1,1,1,1,1,1,1,22,26,31,36,41,46,51,55,61,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
172,1,1,1,1,1,1,1,1,1,1,1,23,27,32,37,42,47,52,56,62,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
173,1,1,1,1,1,1,1,1,1,1,1,24,28,33,38,43,48,53,57,63,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
174,1,1,1,1,1,1,1,1,1,1,1,25,29,34,39,44,49,54,58,64,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
175,1,1,1,1,1,1,1,1,1,1,1,26,30,35,40,45,50,55,59,65,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
176,1,1,1,1,1,1,1,1,1,1,1,27,31,36,41,46,51,56,60,66,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
177,1,1,1,1,1,1,1,1,1,1,1,28,32,37,42,47,52,57,61,67,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
178,1,1,1,1,1,1,1,1,1,1,1,29,33,38,43,48,53,58,62,68,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
179,1,1,1,1,1,1,1,1,1,1,1,30,34,39,44,49,54,59,63,69,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
180,1,1,1,1,1,1,1,1,1,1,1,31,35,40,45,50,55,60,64,70,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
181,1,1,1,1,1,1,1,1,1,1,1,32,36,41,46,51,56,61,65,71,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
182,1,1,1,1,1,1,1,1,1,1,1,33,37,42,47,52,57,62,66,72,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
183,1,1,1,1,1,1,1,1,1,1,1,34,38,43,48,53,58,63,67,73,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
184,1,1,1,1,1,1,1,1,1,1,1,35,39,44,49,54,59,64,68,74,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
185,1,1,1,1,1,1,1,1,1,1,1,36,40,45,50,55,60,65,69,75,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
186,1,1,1,1,1,1,1,1,1,1,1,37,41,46,51,56,61,66,70,76,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
187,1,1,1,1,1,1,1,1,1,1,1,38,42,47,52,57,62,67,71,77,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
188,1,1,1,1,1,1,1,1,1,1,1,39,43,48,53,58,63,68,72,78,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
189,1,1,1,1,1,1,1,1,1,1,1,40,44,49,54,59,64,69,73,79,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
190,1,1,1,1,1,1,1,1,1,1,1,41,45,50,55,60,65,70,74,80,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
191,1,1,1,1,1,1,1,1,1,1,1,42,46,51,56,61,66,71,75,81,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
192,1,1,1,1,1,1,1,1,1,1,1,43,47,52,57,62,67,72,76,82,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
193,1,1,1,1,1,1,1,1,1,1,1,44,48,53,58,63,68,73,77,83,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
194,1,1,1,1,1,1,1,1,1,1,1,45,49,54,59,64,69,74,78,84,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
195,1,1,1,1,1,1,1,1,1,1,1,46,50,55,60,65,70,75,79,85,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
196,1,1,1,1,1,1,1,1,1,1,1,47,51,56,61,66,71,76,80,86,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
197,1,1,1,1,1,1,1,1,1,1,1,48,52,57,62,67,72,77,81,87,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
198,1,1,1,1,1,1,1,1,1,1,3,49,53,58,63,68,73,78,82,88,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
199,1,1,1,1,1,1,1,1,1,1,5,50,54,59,64,69,74,79,83,89,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
200,1,1,1,1,1,1,1,1,1,1,7,51,55,60,65,70,75,80,84,90,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
201,1,1,1,1,1,1,1,1,1,1,8,52,56,61,66,71,76,81,85,91,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
202,1,1,1,1,1,1,1,1,1,1,10,53,57,62,67,72,77,82,86,92,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
203,1,1,1,1,1,1,1,1,1,2,12,54,58,63,68,73,78,83,87,93,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
204,1,1,1,1,1,1,1,1,1,4,14,55,59,64,69,74,79,84,88,94,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
205,1,1,1,1,1,1,1,1,1,7,16,56,60,65,70,75,80,85,89,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
206,1,1,1,1,1,1,1,1,1,9,17,57,61,66,71,76,81,86,90,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
207,1,1,1,1,1,1,1,1,1,10,19,58,62,67,72,77,82,87,91,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
208,1,1,1,1,1,1,1,1,2,12,21,59,63,68,73,78,83,88,92,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
209,1,1,1,1,1,1,1,1,4,14,23,60,64,69,74,79,84,89,93,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
210,1,1,1,1,1,1,1,1,7,16,25,61,65,70,75,80,85,90,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
211,1,1,1,1,1,1,1,1,9,18,26,62,66,71,76,81,86,91,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
212,1,1,1,1,1,1,1,1,11,20,28,63,67,72,77,82,87,92,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
213,1,1,1,1,1,1,1,1,13,22,30,64,68,73,78,83,88,93,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
214,1,1,1,1,1,1,1,4,15,24,32,65,69,74,79,84,89,94,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
215,1,1,1,1,1,1,1,7,18,26,34,66,70,75,80,85,90,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
216,1,1,1,1,1,1,1,9,20,28,36,67,71,76,81,86,91,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
217,1,1,1,1,1,1,1,11,22,30,37,68,72,77,82,87,92,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
218,1,1,1,1,1,1,1,14,24,32,39,69,73,78,83,88,93,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
219,1,1,1,1,1,1,4,16,26,34,41,70,74,79,84,89,94,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
220,1,1,1,1,1,1,7,19,29,36,43,71,75,80,85,90,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
221,1,1,1,1,1,1,9,21,31,38,45,72,76,81,86,91,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
222,1,1,1,1,1,1,12,24,33,40,46,73,77,82,87,92,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
223,1,1,1,1,1,1,15,26,35,42,48,74,78,83,88,93,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
224,1,1,1,1,1,3,18,29,38,44,50,75,79,84,89,94,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
225,1,1,1,1,1,7,21,31,40,46,52,76,80,85,90,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
226,1,1,1,1,1,10,24,34,42,48,54,77,81,86,91,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
227,1,1,1,1,1,13,26,36,44,50,56,78,82,87,92,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
228,1,1,1,1,1,16,29,39,46,52,57,79,83,88,93,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
229,1,1,1,1,2,20,32,41,49,54,59,80,84,89,94,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
230,1,1,1,1,7,23,35,44,51,56,61,81,85,90,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
231,1,1,1,1,10,26,38,46,53,58,63,82,86,91,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
232,1,1,1,1,14,30,41,49,55,60,65,83,87,92,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
233,1,1,1,1,18,33,44,51,58,62,66,84,88,93,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
234,1,1,1,1,22,36,46,54,60,64,68,85,89,94,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
235,1,1,1,7,26,40,49,56,62,66,70,86,90,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
236,1,1,1,11,30,43,52,59,64,68,72,87,91,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
237,1,1,1,16,34,46,55,61,66,70,74,88,92,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
238,1,1,1,21,38,50,58,64,69,72,76,89,93,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
239,1,1,1,26,42,53,61,66,71,74,77,90,94,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
240,1,1,7,31,46,56,64,69,73,76,79,91,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
241,1,1,13,36,50,60,66,71,75,78,81,92,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
242,1,1,20,41,54,63,69,74,78,80,83,93,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
243,1,1,26,46,58,66,72,76,80,82,85,94,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
244,1,1,33,51,62,70,75,79,82,84,86,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
245,1,7,40,56,66,73,78,81,84,86,88,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
246,1,16,46,61,70,76,81,84,86,88,90,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
247,1,26,53,66,74,80,84,86,89,90,92,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
248,1,36,60,71,78,83,86,89,91,92,94,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
249,1,46,66,76,82,86,89,91,93,94,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
250,7,56,73,81,86,90,92,94,95,96,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
251,26,66,80,86,90,93,95,96,98,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
252,46,76,86,91,94,96,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
253,66,86,93,96,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
254,86,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
255,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
256,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
257,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
258,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
259,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
260,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
261,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
262,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
263,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
264,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
265,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
266,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
267,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
268,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
269,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
270,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
271,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
272,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
273,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
274,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
275,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
276,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
277,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
278,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
279,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
280,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
281,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
282,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
283,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
284,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
285,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
286,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
287,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
288,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
289,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
290,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
291,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
292,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
293,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
294,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
295,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
296,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
297,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
298,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
299,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
300,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
301,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
302,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
303,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
304,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
305,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
306,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
307,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
308,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
309,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
310,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
311,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
312,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
313,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
314,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
315,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
316,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
317,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
318,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
319,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
320,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
