ID,_Equip_item,_Item_number,_Require_slot1,_Require_slot2,_Require_slot3,_Require_slot4,_Limit_slot1,_Limit_slot2,_Icon_instance,_Line_instance1,_Line_instance2,_Line_instance3,_Line_instance4,_itemslot_name,_itemslot_description,_24,_25,_26,_27,_28,_29,_30,_31,_32,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_49,_52,_56,_60,_64,_68,_69,_73
159,1,4,160,0,0,0,0,0,1159,227,0,0,0,『 覺醒石欄位 』,可登錄覺醒石。,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
160,0,0,155,159,0,0,0,0,1160,228,227,0,0,,,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
161,0,0,158,162,0,0,0,0,1161,229,230,0,0,,,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
162,0,0,163,161,253,0,0,0,1162,230,231,288,0,,,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
163,0,0,164,162,0,0,0,0,1163,232,231,0,0,,,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163
164,0,0,41,163,199,0,0,0,1164,233,283,232,0,,,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164
165,0,0,27,0,0,0,0,0,1165,235,0,0,0,,,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
166,0,0,28,167,169,0,0,0,1166,236,237,240,0,,,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
167,0,0,166,168,0,0,0,0,1167,237,238,0,0,,,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167
168,0,0,167,169,202,0,0,0,1168,238,239,241,0,,,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
169,0,0,166,168,0,0,0,0,1169,239,240,0,0,,,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169
170,0,0,29,171,0,0,0,0,1170,242,243,0,0,,,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170
171,0,0,170,172,0,0,0,0,1171,243,244,0,0,,,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
172,0,0,171,173,0,0,0,0,1172,244,245,0,0,,,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172
173,0,0,172,0,0,0,0,0,1173,245,0,0,0,,,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173
174,0,0,30,179,175,0,0,0,1174,247,248,249,0,,,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
175,0,0,174,176,0,0,0,0,1175,249,250,0,0,,,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
176,0,0,175,177,211,0,0,0,1176,250,251,255,0,,,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
177,0,0,176,178,211,0,0,0,1177,252,251,254,0,,,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177
178,0,0,179,177,0,0,0,0,1178,253,252,0,0,,,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
179,0,0,30,174,178,0,0,0,1179,246,248,253,0,,,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179
180,0,0,115,181,182,0,0,0,1180,256,257,259,0,,,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
181,0,0,180,182,0,0,0,0,1181,257,258,0,0,,,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
182,0,0,180,181,224,0,0,0,1182,259,258,260,0,,,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182
183,0,0,45,0,0,0,0,0,1183,262,0,0,0,,,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183
184,0,0,44,185,0,0,0,0,1184,263,264,0,0,,,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184
185,0,0,184,186,187,188,0,0,1185,264,265,266,267,,,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185
186,0,0,185,187,0,0,0,0,1186,267,379,0,0,,,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186
187,0,0,185,186,188,276,0,0,1187,266,379,378,268,,,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187
188,0,0,185,187,0,0,0,0,1188,265,378,0,0,,,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
189,0,0,43,190,0,0,0,0,1189,269,270,0,0,,,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189
190,0,0,189,191,0,0,0,0,1190,270,271,0,0,,,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190
191,0,0,190,192,0,0,0,0,1191,271,272,0,0,,,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191
192,0,0,191,0,0,0,0,0,1192,272,0,0,0,,,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
193,0,0,42,194,198,0,0,0,1193,274,275,276,0,,,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193
194,0,0,193,195,0,0,0,0,1194,276,277,0,0,,,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
195,0,0,194,196,268,0,0,0,1195,277,278,282,0,,,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
196,0,0,195,197,268,0,0,0,1196,279,278,281,0,,,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
197,0,0,196,198,0,0,0,0,1197,280,279,0,0,,,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
198,0,0,42,193,197,0,0,0,1198,273,275,280,0,,,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
199,0,0,164,200,201,0,0,0,1199,283,284,286,0,,,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
200,0,0,199,201,0,0,0,0,1200,284,285,0,0,,,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
201,0,0,199,200,262,0,0,0,1201,285,286,287,0,,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
202,0,0,168,203,207,0,0,0,1202,241,289,293,0,,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202
203,0,0,202,204,0,0,0,0,1203,289,290,0,0,,,24203,25203,26203,27203,28203,29203,30203,31203,32203,36203,37203,38203,39203,40203,41203,42203,43203,44203,45203,49203,52203,56203,60203,64203,68203,69203,73203
204,0,0,203,205,206,0,0,0,1204,290,291,292,0,,,24204,25204,26204,27204,28204,29204,30204,31204,32204,36204,37204,38204,39204,40204,41204,42204,43204,44204,45204,49204,52204,56204,60204,64204,68204,69204,73204
205,0,0,204,0,0,0,206,0,1205,291,0,0,0,,,24205,25205,26205,27205,28205,29205,30205,31205,32205,36205,37205,38205,39205,40205,41205,42205,43205,44205,45205,49205,52205,56205,60205,64205,68205,69205,73205
206,0,0,204,0,0,0,205,0,1206,292,0,0,0,,,24206,25206,26206,27206,28206,29206,30206,31206,32206,36206,37206,38206,39206,40206,41206,42206,43206,44206,45206,49206,52206,56206,60206,64206,68206,69206,73206
207,0,0,202,208,211,0,0,0,1207,293,294,297,0,,,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
208,0,0,207,209,0,0,0,0,1208,294,295,0,0,,,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208
209,0,0,208,210,0,0,0,0,1209,295,296,0,0,,,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209
210,0,0,209,0,0,0,0,0,1210,296,0,0,0,,,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
211,0,0,207,176,177,212,0,0,1211,255,254,297,298,,,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211
212,0,0,211,213,214,0,0,0,1212,298,299,301,0,,,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212
213,0,0,212,214,0,0,0,0,1213,299,300,0,0,,,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213
214,0,0,212,213,0,0,0,0,1214,301,300,0,0,,,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214
215,0,0,117,216,219,0,0,0,1215,261,306,302,0,,,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215
216,0,0,215,217,218,0,0,0,1216,302,303,305,0,,,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216
217,0,0,216,218,0,0,0,0,1217,303,304,0,0,,,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
218,0,0,216,217,0,0,0,0,1218,304,305,0,0,,,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218
219,0,0,215,220,224,0,0,0,1219,306,307,312,0,,,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219
220,0,0,219,221,223,0,0,0,1220,311,308,307,0,,,24220,25220,26220,27220,28220,29220,30220,31220,32220,36220,37220,38220,39220,40220,41220,42220,43220,44220,45220,49220,52220,56220,60220,64220,68220,69220,73220
221,0,0,220,222,0,0,0,0,1221,308,309,0,0,,,24221,25221,26221,27221,28221,29221,30221,31221,32221,36221,37221,38221,39221,40221,41221,42221,43221,44221,45221,49221,52221,56221,60221,64221,68221,69221,73221
222,0,0,221,223,0,0,0,0,1222,309,310,0,0,,,24222,25222,26222,27222,28222,29222,30222,31222,32222,36222,37222,38222,39222,40222,41222,42222,43222,44222,45222,49222,52222,56222,60222,64222,68222,69222,73222
223,0,0,220,222,0,0,0,0,1223,311,310,0,0,,,24223,25223,26223,27223,28223,29223,30223,31223,32223,36223,37223,38223,39223,40223,41223,42223,43223,44223,45223,49223,52223,56223,60223,64223,68223,69223,73223
224,0,0,182,228,219,225,0,0,1224,260,312,317,313,,,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224
225,0,0,224,226,227,0,0,0,1225,313,316,314,0,,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225
226,0,0,225,227,0,0,0,0,1226,314,315,0,0,,,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226
227,0,0,225,226,0,0,0,0,1227,316,315,0,0,,,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227
228,0,0,224,0,0,0,0,0,1228,317,0,0,0,,,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228
229,0,0,133,230,234,0,0,0,1229,195,323,318,0,,,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229
230,0,0,229,231,233,0,0,0,1230,318,319,322,0,,,24230,25230,26230,27230,28230,29230,30230,31230,32230,36230,37230,38230,39230,40230,41230,42230,43230,44230,45230,49230,52230,56230,60230,64230,68230,69230,73230
231,0,0,230,232,0,0,0,0,1231,319,320,0,0,,,24231,25231,26231,27231,28231,29231,30231,31231,32231,36231,37231,38231,39231,40231,41231,42231,43231,44231,45231,49231,52231,56231,60231,64231,68231,69231,73231
232,0,0,231,233,0,0,0,0,1232,320,321,0,0,,,24232,25232,26232,27232,28232,29232,30232,31232,32232,36232,37232,38232,39232,40232,41232,42232,43232,44232,45232,49232,52232,56232,60232,64232,68232,69232,73232
233,0,0,230,232,0,0,0,0,1233,322,321,0,0,,,24233,25233,26233,27233,28233,29233,30233,31233,32233,36233,37233,38233,39233,40233,41233,42233,43233,44233,45233,49233,52233,56233,60233,64233,68233,69233,73233
234,0,0,238,235,229,0,0,0,1234,323,328,324,0,,,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
235,0,0,234,236,237,0,0,0,1235,324,325,327,0,,,24235,25235,26235,27235,28235,29235,30235,31235,32235,36235,37235,38235,39235,40235,41235,42235,43235,44235,45235,49235,52235,56235,60235,64235,68235,69235,73235
236,0,0,235,237,0,0,0,0,1236,325,326,0,0,,,24236,25236,26236,27236,28236,29236,30236,31236,32236,36236,37236,38236,39236,40236,41236,42236,43236,44236,45236,49236,52236,56236,60236,64236,68236,69236,73236
237,0,0,235,236,0,0,0,0,1237,327,326,0,0,,,24237,25237,26237,27237,28237,29237,30237,31237,32237,36237,37237,38237,39237,40237,41237,42237,43237,44237,45237,49237,52237,56237,60237,64237,68237,69237,73237
238,0,0,234,0,0,0,0,0,1238,328,0,0,0,,,24238,25238,26238,27238,28238,29238,30238,31238,32238,36238,37238,38238,39238,40238,41238,42238,43238,44238,45238,49238,52238,56238,60238,64238,68238,69238,73238
239,0,0,138,240,0,0,0,0,1239,234,330,0,0,,,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
240,0,0,239,241,0,0,0,0,1240,330,331,0,0,,,24240,25240,26240,27240,28240,29240,30240,31240,32240,36240,37240,38240,39240,40240,41240,42240,43240,44240,45240,49240,52240,56240,60240,64240,68240,69240,73240
241,0,0,240,242,0,0,0,0,1241,331,332,0,0,,,24241,25241,26241,27241,28241,29241,30241,31241,32241,36241,37241,38241,39241,40241,41241,42241,43241,44241,45241,49241,52241,56241,60241,64241,68241,69241,73241
242,0,0,241,0,0,0,0,0,1242,332,0,0,0,,,24242,25242,26242,27242,28242,29242,30242,31242,32242,36242,37242,38242,39242,40242,41242,42242,43242,44242,45242,49242,52242,56242,60242,64242,68242,69242,73242
243,0,0,244,247,248,0,0,0,1243,338,334,339,0,,,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243
244,0,0,243,245,246,0,0,0,1244,334,335,337,0,,,24244,25244,26244,27244,28244,29244,30244,31244,32244,36244,37244,38244,39244,40244,41244,42244,43244,44244,45244,49244,52244,56244,60244,64244,68244,69244,73244
245,0,0,244,246,0,0,0,0,1245,335,336,0,0,,,24245,25245,26245,27245,28245,29245,30245,31245,32245,36245,37245,38245,39245,40245,41245,42245,43245,44245,45245,49245,52245,56245,60245,64245,68245,69245,73245
246,0,0,244,245,0,0,0,0,1246,337,336,0,0,,,24246,25246,26246,27246,28246,29246,30246,31246,32246,36246,37246,38246,39246,40246,41246,42246,43246,44246,45246,49246,52246,56246,60246,64246,68246,69246,73246
247,0,0,243,0,0,0,0,0,1247,338,0,0,0,,,24247,25247,26247,27247,28247,29247,30247,31247,32247,36247,37247,38247,39247,40247,41247,42247,43247,44247,45247,49247,52247,56247,60247,64247,68247,69247,73247
248,0,0,154,243,249,0,0,0,1248,221,339,340,0,,,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248
249,0,0,248,250,252,0,0,0,1249,340,341,344,0,,,24249,25249,26249,27249,28249,29249,30249,31249,32249,36249,37249,38249,39249,40249,41249,42249,43249,44249,45249,49249,52249,56249,60249,64249,68249,69249,73249
250,0,0,249,251,0,0,0,0,1250,341,342,0,0,,,24250,25250,26250,27250,28250,29250,30250,31250,32250,36250,37250,38250,39250,40250,41250,42250,43250,44250,45250,49250,52250,56250,60250,64250,68250,69250,73250
251,0,0,250,252,0,0,0,0,1251,342,343,0,0,,,24251,25251,26251,27251,28251,29251,30251,31251,32251,36251,37251,38251,39251,40251,41251,42251,43251,44251,45251,49251,52251,56251,60251,64251,68251,69251,73251
252,0,0,249,251,0,0,0,0,1252,344,343,0,0,,,24252,25252,26252,27252,28252,29252,30252,31252,32252,36252,37252,38252,39252,40252,41252,42252,43252,44252,45252,49252,52252,56252,60252,64252,68252,69252,73252
253,0,0,162,254,257,0,0,0,1253,288,349,345,0,,,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253
254,0,0,253,255,256,0,0,0,1254,345,346,348,0,,,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254
255,0,0,254,256,0,0,0,0,1255,346,347,0,0,,,24255,25255,26255,27255,28255,29255,30255,31255,32255,36255,37255,38255,39255,40255,41255,42255,43255,44255,45255,49255,52255,56255,60255,64255,68255,69255,73255
256,0,0,254,255,0,0,0,0,1256,348,347,0,0,,,24256,25256,26256,27256,28256,29256,30256,31256,32256,36256,37256,38256,39256,40256,41256,42256,43256,44256,45256,49256,52256,56256,60256,64256,68256,69256,73256
257,0,0,253,258,262,0,0,0,1257,350,349,355,0,,,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257
258,0,0,257,259,261,0,0,0,1258,350,351,354,0,,,24258,25258,26258,27258,28258,29258,30258,31258,32258,36258,37258,38258,39258,40258,41258,42258,43258,44258,45258,49258,52258,56258,60258,64258,68258,69258,73258
259,0,0,258,260,0,0,0,0,1259,351,352,0,0,,,24259,25259,26259,27259,28259,29259,30259,31259,32259,36259,37259,38259,39259,40259,41259,42259,43259,44259,45259,49259,52259,56259,60259,64259,68259,69259,73259
260,0,0,259,261,0,0,0,0,1260,352,353,0,0,,,24260,25260,26260,27260,28260,29260,30260,31260,32260,36260,37260,38260,39260,40260,41260,42260,43260,44260,45260,49260,52260,56260,60260,64260,68260,69260,73260
261,0,0,258,260,0,0,0,0,1261,354,353,0,0,,,24261,25261,26261,27261,28261,29261,30261,31261,32261,36261,37261,38261,39261,40261,41261,42261,43261,44261,45261,49261,52261,56261,60261,64261,68261,69261,73261
262,0,0,201,263,264,257,0,0,1262,287,355,357,356,,,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262
263,0,0,262,0,0,0,0,0,1263,356,0,0,0,,,24263,25263,26263,27263,28263,29263,30263,31263,32263,36263,37263,38263,39263,40263,41263,42263,43263,44263,45263,49263,52263,56263,60263,64263,68263,69263,73263
264,0,0,262,265,267,0,0,0,1264,357,358,361,0,,,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
265,0,0,264,266,0,0,0,0,1265,358,359,0,0,,,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265
266,1,5,265,267,0,0,0,0,1266,359,360,0,0,『 覺醒石欄位 』,可登錄覺醒石。,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266
267,0,0,264,266,0,0,0,0,1267,361,360,0,0,,,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267
268,0,0,195,196,269,272,0,0,1268,281,282,362,366,,,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268
269,0,0,268,270,271,0,0,0,1269,362,365,363,0,,,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
270,0,0,269,271,0,0,0,0,1270,363,364,0,0,,,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270
271,0,0,269,270,0,0,0,0,1271,365,364,0,0,,,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271
272,0,0,276,273,268,0,0,0,1272,370,367,366,0,,,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272
273,0,0,272,274,0,0,0,0,1273,367,368,0,0,,,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273
274,0,0,273,275,0,0,0,0,1274,368,369,0,0,,,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
275,0,0,274,0,0,0,0,0,1275,369,0,0,0,,,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275
276,0,0,187,272,277,0,0,0,1276,268,370,371,0,,,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276
277,0,0,276,278,280,0,0,0,1277,371,372,375,0,,,24277,25277,26277,27277,28277,29277,30277,31277,32277,36277,37277,38277,39277,40277,41277,42277,43277,44277,45277,49277,52277,56277,60277,64277,68277,69277,73277
278,0,0,277,279,0,0,0,0,1278,372,373,0,0,,,24278,25278,26278,27278,28278,29278,30278,31278,32278,36278,37278,38278,39278,40278,41278,42278,43278,44278,45278,49278,52278,56278,60278,64278,68278,69278,73278
279,0,0,278,280,281,282,0,0,1279,373,374,376,377,,,24279,25279,26279,27279,28279,29279,30279,31279,32279,36279,37279,38279,39279,40279,41279,42279,43279,44279,45279,49279,52279,56279,60279,64279,68279,69279,73279
280,0,0,277,279,0,0,0,0,1280,375,374,0,0,,,24280,25280,26280,27280,28280,29280,30280,31280,32280,36280,37280,38280,39280,40280,41280,42280,43280,44280,45280,49280,52280,56280,60280,64280,68280,69280,73280
281,0,0,279,0,0,0,282,0,1281,376,0,0,0,,,24281,25281,26281,27281,28281,29281,30281,31281,32281,36281,37281,38281,39281,40281,41281,42281,43281,44281,45281,49281,52281,56281,60281,64281,68281,69281,73281
282,0,0,279,0,0,0,281,0,1282,377,0,0,0,,,24282,25282,26282,27282,28282,29282,30282,31282,32282,36282,37282,38282,39282,40282,41282,42282,43282,44282,45282,49282,52282,56282,60282,64282,68282,69282,73282
283,0,0,17,18,19,0,0,0,1283,42,44,45,0,,,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283
