ID,_STRING,_DESC
5006000,找不到該角色名字。,???? ?? ?????? ????? ???? ?????? ?? ??? ???? ?? ??
5006001,該角色名已在好友目錄中。,?? ??? ???? ????? ???? ??
5006002,不能再增加了。請整理目錄後，重新加。,??/?? ??? ??? ???? ??? ???? ?????? ? ??
5006003,已經是阻止目錄中增加過的角色名。,?? ??? ???? ????? ???? ??
5006004,該動作被阻止。,???? ?? ??? ???? ?? ??(????)
5006005,不能將自己加在好友目錄中。,??? ????? ????? ??
5006006,不能將自己加在阻止目錄中。,??? ????? ????? ??
5006007,副本,??? ??? ?? ? ??
5007000,無效命令。輸入/?後，可以查看?明內容。,???? ?? ????? ???? ??
5007001,/全體(/s)全體聊天。\n/隊(/p)組隊聊天。\n/友(/b)好友聊天。\n/耳 ID(/w ID)  與該角色耳語。\n/邀請組隊 ID(/partyadd ID)邀請該角色組隊。\n/退出組隊(/partyleave)從該組隊中退出。\n/交換 ID(/trade ID)向該角色邀請交換。,/? ? ?? ??
5007002,U! Ha!這裡是當日快遞的吉恩蒂亞郵局。,???? ???? ??
5007003,不存在的角色名。,?? ??? ???? ???? ?? ??
5007004,%s的郵箱子已滿。,?? ??? ???? ?? ??
5007005,沒有要郵寄的郵件內容。,"???, ?, ?? ?? ??? ??"
5007006,請將該角色的ID也一同輸入。,????? ?? ??? ???? ???? ??? ??
5007007,請輸入郵件的稱號。,???? ??? ???? ?? ??
5007008,沒有郵件。確認後，請重新刪除。,???? ?? ??? ?? ??? ? ??
5007009,該道具背包已滿，不能接收道具。,?? ?? ?? ? ?? ??? ????? ?? ??
5007010,請輸入接收人的角色名字。,?? ?? ???? ???? ??? ??
5007011,擁有的彩虹幣不足。,???? ??? ??? ?>?? ? ??
5007012,不能給自己發送郵件。,?? ???? ???? ???? ? ??
5007013,郵件中包含了不健康的用詞，不能發送郵件。,"?? ??, ??? ???? ??? ???? ?? ??"
5007014,標識中包含了不健康的用詞，不能發送資訊。,??? ???? ???? ??? ???? ?? ??
5007015,為了發送郵件，需要[%s]道具。,??? ??? ??? ??
5007016,向[%s]發送了郵件。,?? ??? ???? ?
5007017,沒有加入公會，不能使用。,[???] ???? ??? ??? ??? ?? ??
5007018,好友清單中未登錄好友，因此無法使用。,[???] ???? ??? ??? ??? ?? ??
5007019,除外 (%d),<????>[???] ??? ?? - ?????? ??? ??
5007020,[%d/%d],[???] ??? ??? ?? - ?????? ??? ??
5007021,在向%s發郵件。,[???] ???? ?? ???? ???
5007022,沒有選擇的郵件，不能刪除。,[???] ??? ???? ?? ??/?? ??? ???
5007023,在刪除選擇的郵件。,[???] ?? ?? ???? ???
5007024,(%d/%d),[???] ?? ?? ? ??? ???
5007025,正在接收選擇的郵件。,"[???] ??? ???(????)? ????, ??? ?? ?? ???"
5007100,有新郵件。請在村莊確認郵件。,? ??? ??? ?? ?? ?? ??? ???.
5007101,郵箱子已滿。確認郵箱子後，請刪除一些郵件。,"? ??? ????, ?? ??? 40?? ?? ?? ??? ???."
5007201,硬碟容量已滿，不能儲存聊天巨大的資訊。,?? ??? ??? ? ?? ??? ???? ??? ? ?? ?
5007202,資訊檔發生錯誤，重置信息。請重新輸入。,??? ??? ??? ?? ??? ? ?? ?
5007203,沒有[儲存]就關掉視窗的話，修改的資訊不會儲存。,????? ??? ?? ?? ??? ?? ?? ?
5007204,需要[%s]道具。,?? ??? ?? ???
5007205,請選擇圖示後，輸入內容，然後放入快捷欄中使用。,?? ??? ? ???
5008001,熱點TOP10,RSClient ?? ??
5008100,副本中不能開設房間和邀請。,[???] ???? ?? ??
5008101,房間標題必需輸入2個字以上。,[???] ?? ??? 4byte ??? ?
5008102,廣告內容必需輸入2個字以上。,[???] ??? ??? 4byte ??? ?
5008103,為了廣告，需要物品店的[廣告入場券]。,[???] [?? ??] cash Item? ?? ??
5008104,不能再開設房間了。,[???] ? ?? ?? ?? ??? ?? ? ?? ??? ?? ??
5008105,對方允許的人員已滿。,[???] ??? ?? ??? ?? ?? ??
5008106,該聊天房間不存在。請用重新整理更新房間資訊。,[???] ?? ? ?? ?? ???? ?? ??
5008107,[%s]已加入聊天房間。,[???] ??? ??? ????? ??? ??? ??
5008108,[%s]拒絕了聊天房間的邀請。,[???] ?? ??? ????? ??
5008109,[%s]的狀態不是可以接受對話的狀態。請稍後再試。,[???] ?? ?? ? ?? ???? ?? ??? ??
5008110,不存在的聊天對象。請刷新後更新聊天物件資訊。,[???] ?? ?? ? ?? ???? ???? ?? ??
5008111,[%s]拒絕聊天申請狀態。,[???] ?? ?? ??? ??? ?????? ?? ?? ?? ?
5008112,[%s]加入了。,[???] ??? ?? ???
5008113,[%s]退出了。,[???] ??? ?? ???
5008114,[%s]是房主。,[???] ?? ??? ?? ???
5008115,要設置聊天房間參與。在聊天房間設置視窗中，請將聊天房間功能屬性設為使用。,[???] ??? ? ?? ?? ? ??? ?? ?? ??? ??? ??
5008116,已經過時的邀請資訊。,[???] ??? ?? ??? ??
5008117,/%d,[???] ?? ?? ? ??
5008118,相同房間強制退出兩次以上，不能再進入。,[???] ????? 2? ?? ?? ?? ?? ?? ??? ? ??
5008119,男,[???] ??? ?? ??
5008120,女,[???] ??? ?? ??
5008121,?,[???] ?? ??? ??
5008122,正在開設房間。,[???] ??? ?? ?
5008123,正在邀請資訊。,[???] ?????? ?? ??
5008124,正在參與聊天房間。,[???] ??? ??
5008125,正在搜索聊天物件。,[???] ???? ??
5008126,正在儲存類型。,[???] ??? ??
5008127,正在搜索聊天房間。,[???] ??? ??
5008128,正在儲存聊天房間設置。,[???] ?? ??
5008129,[一般],[???] ?? ???? ?? ???
5008130,[擺攤],[???] ?? ???? ?? ???
5008131,[招人],[???] ?? ???? ?? ???
5008132,[開會],[???] ?? ???? ?? ???
5008133,%d/%d,[???] ???? ??? ???
5008134,相同聊天不能進行3次以上。,[???] ?? ??? 3? ?? ? ??
5008135,%d/%d,[???] ??? ?? ? ??
5008136,沒有滿足搜索的物件。請用其他條件搜索。,[???] ?? ?? ??
5008137,聊天房間密碼,[???] ???? ???
5008138,[%s]邀請了聊天。\n是否接受？,[???] ?? ?? ??? ???
5008139,要退出現在的聊天房間嗎？\n要移動到該房間嗎？,[???] ?? ??? ???? ?? ?? ???
5008140,興趣,[???] ??? ???
5008141,性格,[???] ??? ???
5008142,心情,[???] ??? ???
5008143,狀態,[???] ??? ???
5008144,現在正在參與的聊天房間。,[???] ?? ?? ?? ?? ?? ?? ? ??
5008145,已經儲存。,[???] ??? ??? ?? ???
5008146,要退出現在的聊天房間嗎？,[???] ?? ? ?? ???
5008147,如果想要廣告，請勾選廣告使用。,[???] ?? ???? ? ?? ?
5008148,已經加入該聊天房間的玩家。,[???] ?? ??? ?? ??? ?????? ??? ??? ??
5008149,要退出聊天房間嗎？,[???] ????? ?? ? ?? ???
5008150,聊天房間伺服器沒有回應。請稍後再試。,[???] ? ??? ??? ???? ??? ?? ?? ???? ??? ??? ??
5008151,[%s]被強制退出。,[???]?? ?? ? ???? ???? ???
5008152,已被強制退出。,[???] ?? ?? ?? ???
5008153,要加入現在的聊天房間嗎？,[???] ??? ?? ???
5009001,%s邀請了%s。,??? ?? ? ?? ???
5009002,即時通訊聊天視窗的人數超過，無法邀請[%s]。,??? ?? ? ?? ???
5009003,[%s]現在為離線狀態或角色名不存在。,??? ?? ? ?? ???
5009004,[%s]的即時通訊為全部開放的狀態。,??? ?? ? ?? ???
5009005,[%s]已經加入即時通訊。,??? ?? ? ?? ???
5009006,[%s]目前為拒絕邀請的狀態。,??? ?? ? ?? ???
5009007,您所選擇的即時通訊欄位已經開設了其他即時通訊，請確認過後再重新嘗試。,??? ?? ? ?? ???
5009008,[%s]現在為離線狀態或角色名不存在。,??? ?? ? ?? ???
5009009,即時通訊聊天視窗的人數超過，無法邀請[%s]。,??? ?? ? ?? ???
5009010,您要離開對話嗎?,??? ?? ? ?? ???
5009011,[%s]已經退出。,????? ?? ? ?? ???
5009012,即時通訊聊天時會有1秒的待機時間。,??? ?? ? ?? ???
5013000,[%s]找不到。,?? ??? ??? ??? ?? ??
5013001,[%s]阻止了您。,??? ??? ???? ???? ??? ???? ??
5016000,[%s]從目錄中被刪除。,??/?? ???? ???? ??? ??
5016001,[%s]已登錄。,??? ?? ??? ??
5016002,[%s]退出。,??? ?? ???? ??
5016003,不能申請交易。,??? ??? ???? ???? ??? ??? ??
5016004,不能組隊邀請。,??? ??? ???? ???? ??? ??? ??
5016005,不能查看資訊。,??? ??? ???? ??? ????? ? ??
5016006,不能耳語。,??? ??? ???? ???? ???? ?? ??
5016007,不能邀請交易。,???? ??? ??? ???? ??? ??? ??
5016008,不能組隊邀請。,???? ??? ??? ???? ??? ??? ??
5016009,不能查看資訊。,???? ??? ??? ??? ????? ? ??
5016010,不能耳語。,???? ??? ??? ???? ???? ? ??
5016011,向[%s]邀請了加入好友。,?? ??? ????? ??
5016012,[%s]申請了加入好友。\n是否接受？,?? ??? ?? ????
5016013,[%s]加入為好友了。,?? ??? ??? ??
5016014,[%s]拒絕加入好友。,?? ??? ??? ??
5016015,[%s]從好友目錄中刪除。,?? ???? ???? ??
5016016,不能向[%s]申請加入好友。,??? ???? ?? ??? ???? ??
5016017,[%s]太忙，不能邀請好友。請稍後再試。,????? ?? ??? ??? ??
5016018,[%s]正在物品商店購物。請稍後再試。,???? ??? ?? ??? ??? ??
5016019,[%s]已登錄。,??? ???? ?
5016020,[%s]退出了遊戲。,??? ???? ?
5016021,與[%s]加入好友失敗。請稍後再試。,????? ?? ??? ??? ??
5016022,阻止了[%s]。,?? ??? ??? ??
5016023,[%s]被從阻止目錄中刪除。,?? ???? ???? ??
5016024,拒絕了[%s]的好友邀請。,?? ??? ???? ??
5016025,好友列表已滿，不能將[%s]加入列表中。請整理好友列表後，重新加入。,???? ? ?? ??? ???? ???? ?? ??
5017001,%s不想被加入好友。,???? ?? ??? ???? ??
5017002,%s不想共用狀態資訊。,???? ??? ??? ???? ??
5017003,%s不想交易。,???? ??? ???? ??
5017004,%s不想成為組隊隊員。,???? ???? ???? ??
5017005,%s不想進行耳語。,???? ???? ???? ??
5017006,[%s]獲得。,??? ???? ????? ?? ???.
5017007,%s獲得[%s],??? ???? ????? ?? ???.
5017008,%s獲得經驗值,??? ???? ??? ??
5017009,[%s]道具使用,?? ???? ????? ?? ???.
5017010,%s 彩虹幣獲得,??? Ely? ????? ?? ???.
5018001,不能找到該玩家。,???? ???? ?? ? ?? ???? ??? ??? ? ?? ?.
5108100,鑲嵌失敗時道具會被破壞。要\n鑲嵌嗎？,[?? ?? ???] ??? ?? ?? ?? ?? ??
5108101,進行鑲嵌的彩虹幣不足。,[?? ?? ???] ??? ??? ? Ely ? ??? ??
5108102,不能再降低等級限制。,[?? ?? ???] ??? ??? MAX ??? ??? ???? ??? ?? ? ??
5108103,因為鑲嵌成功，相當於[%d]的裝備配戴等級降低。,[?? ?? ???] ??? ?? ???
5108104,因為鑲嵌失敗，相當於[%d]的裝備配戴等級上升。不會高於限制等級。,[?? ?? ???] ??? ?? ???
5108105,因為鑲嵌失敗，道具被破壞。,[?? ?? ???] ??? ?? ?? ???
5108106,消耗保護卷軸，保護了道具。,[?? ?? ???] ?? ??? ?? ? ???
5108107,%d,[?? ?? ???] ?? ?? UI ??? ?? ?? ??
5108108,%d,[?? ?? ???] ?? ?? UI ??? ??? ??? ?? ??
5108109,%d,[?? ?? ???] ?? ?? UI ??? ???  ?? ? ?? ??
5108110,%d,[?? ?? ???] ?? Ely ??
5108111,-%d,[?? ?? ???] ??? ?? ?? ??
5108112,進行等級限制鑲嵌，需要[卷軸]物品。,[?? ?? ???] Cash Item? ?? ??
5108113,請屬性等級。,[?? ?? ???] UI ?? ??? ?? ?? ?? ???
5108114,等級降低，預計引入鑲嵌物品\n.,[?? ?? ???] ???? ????? ??
5108115,等級降低，預計引入鑲嵌物品\n.,[?? ?? ???] UI ?? ??? ??? ?? ? ???
5108116,等級降低，預計引入鑲嵌物品\n.,[?? ?? ???] UI ?? ??? ??? ?? ? ???
5108117,失敗時物品破壞,[?? ?? ???] ?? ??? ?? ?? ???
5108118,佩戴可能等級 :%d ▲,[?? ?? ???] ?? ?? ???? ?? ?? ?? ??
5108119,請登記裝備。,[?? ?? ???] UI ???? ???
5108120,要強化嗎？\n物品等級將恢復未降級狀態。\n角色 Lv%d ? 強化後物品 Lv%d,[??? ?????] ??? ??? ????? ?? ??? ?? ??? ??? ?? ?? ???
5108121,限制等級 :%d ▲,[?? ?? ???] ?? ?? ?? ??
5108122,等級降低，鑲嵌\n初始化。,[??? ?????] UI ?? ??? ?? ??? ???
5208100,可以向戀人求婚。,[??] ?? UI ??? ??
5208101,交往或結婚狀態下不能刪除角色。\n 分手後可以刪除。,[??] ??? ?? ? ?? ? ??? ?? ??
5208102,[%s]申請了交往。\n要交往嗎？\n\n,[??] ?? ?? ?? ???
5208103,[%s]已經有伴侶。,[??] ?? ? ?? ? ???? ?? ?? ?
5208104,[%s]處於拒絕交往狀態。,[??] ???? ?? ?? ??? ?? ??? ??? ??
5208105,[%s]處於不能接受交往申請的狀態。稍後請再申請。,[??] ??? ?? ?? ??? ? ??? ??
5208106,不能向同性別角色申請交往。,[??] ?? ??? ????? ??? ????? ??
5208107,分手後[%d]期間不能交往。,[??] ?? ??? ??? ??? ?? ???? ??? ??? ??
5208108,對方沒有結束離別懲罰，處於不能交往的狀態。,[??] ?? ?? ??? ??? ??? ??? ?? ??
5208109,與[%s]成為了伴侶。,[??] ?? ?? ?
5208110,[%s]拒絕了交往申請。,[??] ?? ?? ?
5208111,不在可以求婚的距離。,[??] ???? ?? ? ?? ??? ?? ?? ?? ??? ?? ??
5208112,脫離了可以接受求婚的距離。,[??] ???? ?? ? ???? ?? ???? ?? ??? ?? ??
5208113,求婚時消耗 [%d] 金額。\要繼續嗎？,[??] ???? ? Ely ?? ??? ??? ??
5208114,可以求婚，\n只能在戀人面前使用。,[??] ???? ?? UI ??
5208115,需要在結婚會場出售的 [請接受我的愛]物品。,[??] ???? ??? ?? UI ??
5208116,狀態條到達 100%，就能求婚。,[??] ???? ?? UI ??
5208117,[%s]處於不能接受求婚的狀態，請稍後再試。,[??] ???? ?? ? ??? ?? ?? ? ??
5208119,求婚結束。,[??] ???? ?? ??
5208120,[%s]拒絕了[%s]的求婚。,[??] ???? ??
5208121,舉行婚禮的玩家要穿戴婚禮套裝。請穿戴時裝屋裡出售的婚禮套裝物品後再申請。,[??] ?? ?? ? ??? ?? ??
5208122,對方在進行其他行動時，不能進行結婚儀式。,[??] ?? ?? ? ??? ?? ???? ?? ?? ??
5208123,到進行決定還剩[%d]秒。,[??] ?? ?? ??
5208124,[%s]拒絕了結婚申請。,[??] ?? ?? ?? ??? ? ?? ?? ??
5208125,有先進行的結婚儀式。請稍後再試。,[??] ?? ???? ?? ?? ???
5208126,我們打算結婚 -* 會幸福地生活。 ^___^*,[??] ?? ??? ?? ?? ??? ?? ?? ???
5208127,對方不能回應召喚。,[??] ?? ?? ?? ???
5208128,因為伴侶和隊伍而獲得Buff效果。頻道不同的情況下不適用Buff。,[??] ?? ??? ?? ?? ?? ???
5208129,戀愛資訊全部初始化\n不能配戴關於愛情度的物品。,[??] ?? ???
5208130,[%d] 消耗彩虹幣，戀愛資訊全部初始化。\n不能裝備關於愛情度的物品。,[??] ?? ? Ely ?? ?? ???
5208131,離別所需 彩虹幣 不足。,[??] ?? ? Ely  ?? ?? ???
5208132,[%d] 小時後可以交往。,[??] ?? ??? ?? ? UI? ?? ?? ?? ??
5208133,戀人處於離線狀態。,[??] ?? UI?? ??? ?? ?? ?? ? ??? ?? ???
5208134,與[%s]分開了。,[??] ?? ? ?? ??Ely
5208135,[%d] 獲得愛情指數,[??] ?? ? ?? ?? ???? ?? ?? ???
5208136,[%s]求婚了。\n要接受嗎？\n\n,[??] ???? ?? ?? ??
5208137,[%s]申請結婚了。\n接受結婚申請嗎？\n\n,[??] ?? ?? ?? ??
5208138,戀愛資訊全部初始化\n不能配戴關於愛情度的物品。\n7日內不能交往。,[??] ?? ? ???? ?? ??? ?? ?? ?? ?? ??? ?? ??
5208139,離別需要解除結婚專用物品。,[??] ?? ? ?? ?? ??? ?? ??
5208140,[%d] 彩虹幣會被消耗，戀愛資訊全部初始化。\n不能配戴關於愛情度的物品。\n7日內不能交往。,[??] ?? ? Ely ??? ? ?? ??? ??
5208141,需要[請接受我的告別] 物品。,[??] ?? ? ??? ?? ?? UI ??
5208142,輸入對方角色名，就可以申請交往。,[??] ?? ?? ?? UI ??
5208143,通過艾利亞斯機場移動到結婚會場，就可以結婚。,[??] ???? ? ?? ??? ???? ? UI ?? ??
5208144,[%d] 彩虹幣被消耗，戀愛資訊全部初始化\n不能配戴關於愛情度的物品。,[??] ?? ? Ely???? ??
5208145,舉行結婚典禮需要與結婚物件在近距離內。,[??] ?? ?? ?? ? ?? ?? ??? ??? ??
5208146,%d 頻道,[??] ?? ?? ??
5208147,請求婚後再來。求婚可以在戀愛UI 介面進行。,[??] ???? ??? ?? ? ?? ??? ? ??
5208148,愛情點數不足。,[??] ????? ?? ?? ?? ?? ???
5208149,不知道位置,[??] ?? ??? ? ? ?? ??
5208150,副本,[??] ??? ?? ? ?? ??
5208151,因結婚對方連接出錯，結婚儀式被取消。,[??] ?? ?? ?? ??? ?? ???
5208152,是已婚狀態。,[??] ?? ? ?? ?? ?
5208153,伴侶處於不能被召喚的狀態。,[??] ??? ?? ???? ??? ? ??
5208154,可愛的伴侶 [%s]連接了。,[??] ?? ??? ?
5208155,可愛的伴侶 [%s]離線了。,[??] ?? ?? ?? ?
6000001,目的,??? ?? ?
6000002,需要物品,??? ?? ??? ?
6000003,打退怪物,??? ?? ??? ?
6000004,行動,??? ?? ?
6000005,補償,??? ?? ?
6000006,條件,??? ?? ?
6000007,優先結束任務,??? ?? ??? ?
6000008,沒有限制,??? ???? ??? ?? ?? ??.
6000009,戰士,??? ???? ??? ??? ??
6000010,騎士,??? ???? ??? ??? ??
6000011,法師,??? ???? ??? ??? ??
6000012,遊俠,??? ???? ??? ??? ??
6000013,進行次數,??? ??? ?? ?? ??
6000014,完成次數,??? ??? ?? ?? ??
6000015,[職業],??? ??? ?? ??? ?? ?? ??
6000016,[等級],??? ??? ?? ??? ?? ?? ??
6000017,[名聲],??? ??? ?? ??? ?? ?? ??
6000018,[優先完成任務],??? ??? ?? ??? ?? ?? ??
6000019,戰士,??? ???? ??? ??? ??/??
6000020,騎士,??? ???? ??? ??? ??/??
6000021,法師,??? ???? ??? ??? ??/??
6000022,遊俠,??? ???? ??? ??? ??/??
6000023,督軍,??? ???? ??? ??? ??/??
6000024,劍鬥,??? ???? ??? ??? ??/??
6000025,聖殿,??? ???? ??? ??? ??/??
6000026,武術,??? ???? ??? ??? ??/??
6000027,魔導,??? ???? ??? ??? ??/??
6000028,吟遊,??? ???? ??? ??? ??/??
6000029,寶藏,??? ???? ??? ??? ??/??
6000030,神槍,??? ???? ??? ??? ??/??
6000031,工程,??? ???? ??? ??? ??/??
6000032,機甲,??? ???? ??? ??? ??/??
6000033,龍騎,??? ???? ??? ??? ??/??
6000034,劍聖,??? ???? ??? ??? ??/??
6000035,神騎,??? ???? ??? ??? ??/??
6000036,宗師,??? ???? ??? ??? ??/??
6000037,元素,??? ???? ??? ??? ??/??
6000038,演奏,??? ???? ??? ??? ??/??
6000039,神射,??? ???? ??? ??? ??/??
6000040,狙擊,??? ???? ??? ??? ??/??
6000041,操控,??? ???? ??? ??? ??/??
6000042,魂之,??? ???? ??? ??? ??/??
6000043,劍刃,??? ???? ??? ??? ??/??
6000044,恐懼,??? ???? ??? ??? ??/??
6000045,鬥神,??? ???? ??? ??? ??/??
6000046,幻術,??? ???? ??? ??? ??/??
6000047,音樂,??? ???? ??? ??? ??/??
6000048,忍者,??? ???? ??? ??? ??/??
6000049,審判,??? ???? ??? ??? ??/??
6000050,改造,??? ???? ??? ??? ??/??
6000051,破壞,??? ???? ??? ??? ??/??
6000052,掠奪,??? ???? ??? ??? ??/??
6000053,統治,??? ???? ??? ??? ??/??
6000054,天之王者,??? ???? ??? ??? ??/??
6000055,幻武劍豪,??? ???? ??? ??? ??/??
6000056,創世主,??? ???? ??? ??? ??/??
6000057,諸神使者,??? ???? ??? ??? ??/??
6000058,大毀滅者,??? ???? ??? ??? ??/??
6000059,流行天王,??? ???? ??? ??? ??/??
6000060,風之潛行者,??? ???? ??? ??? ??/??
6000061,裁決射手,??? ???? ??? ??? ??/??
6000062,究極兵甲,??? ???? ??? ??? ??/??
6000063,弒魂者,??? ???? ??? ??? ??/??
6000064,卡片大師,??? ???? ??? ??? ??/??
6000065,高級大師,??? ???? ??? ??? ??/??
6000066,神聖大師,??? ???? ??? ??? ??/??
6000067,弧形大師,??? ???? ??? ??? ??/??
6000068,戰擊大師,??? ???? ??? ??? ??/??
6000069,黑暗大師,??? ???? ??? ??? ??/??
6000070,暴力大師,??? ???? ??? ??? ??/??
6000101,結束,[???] ???? ?? ??? ??
6000102,[Lv.%d]%s,[???] ???? ????
6001001,背包已滿，無法獲得物品。,??? ???? ??? ?? ? ??? ??? ??? ??? ???
6001002,[%s]滿足了任務條件。,?? ???? ?? ??? ???? ?? ??? ???.
6001003,[%s]放棄了任務。,?? ???? ???? ??? ??? ???.
6001004,物品分開了，或是有時間到期的物品，所以不能結束任務。,?? ???? ???? ?? ????
6001005,[%s]接受了任務。,???? ???? ?? ??? ???
6001006,[%s]得到了任務獎勵。,???? NPC?? ???? ?? ??? ???.
6001007,[隱藏的任務。],??? ?? ???? ??? ???
6001008,每日任務只能最多同時進行5個。,[???] ????? ???? ?? ???
6001009,今天不能再完成每日任務。,[???] ????? 1??? ?? ???
6001010,完成每日任務的資訊被初始化。,[???] ????? ??? ?? ???
6001011,隨機任務只能同時進行1個。,[???] ????? ???? ?? ???
6001012,今天不能再完成隨機任務。,[???] ????? 1??? ?? ???
6001013,完成隨機任務的資訊被初始化。,[???] ????? ??? ?? ???
6001014,要更新隨機任務目錄嗎？,[???] ????? ?? ??? ??? ??? ??? ???
6001015,今天可以完成的每日任務剩%d個。,[???] ????? 1??? ?? ???
6001016,今天可以完成的隨機任務剩%d個。,[???] ????? 1??? ?? ???
6001101,戰士,??? ? ???
6001102,騎士,??? ? ???
6001103,法師,??? ? ???
6001104,遊俠,??? ? ???
6001105,督軍,??? ? ???
6001106,劍鬥士,??? ? ???
6001107,聖殿騎士,??? ? ???
6001108,武術家,??? ? ???
6001109,魔導士,??? ? ???
6001110,吟遊詩人,??? ? ???
6001111,寶藏獵人,??? ? ???
6001112,神槍手,??? ? ???
6001113,工程師,??? ? ???
6001114,機甲師,??? ? ???
6001115,龍騎兵,??? ? ???
6001116,劍聖,??? ? ???
6001117,神騎士,??? ? ???
6001118,宗師,??? ? ???
6001119,元素使,??? ? ???
6001120,演奏家,??? ? ???
6001121,神射手,??? ? ???
6001122,狙擊手,??? ? ???
6001123,操控師,??? ? ???
6001124,魂之勇者,??? ? ???
6001125,劍刃舞者,??? ? ???
6001126,恐懼騎士,??? ? ???
6001127,鬥神,??? ? ???
6001128,幻術師,??? ? ???
6001129,音樂大師,??? ? ???
6001130,忍者,??? ? ???
6001131,審判者,??? ? ???
6001132,改造大師,??? ? ???
6001133,靈魂破壞者,??? ? ???
6001134,靈魂掠奪者,??? ? ???
6001135,靈魂統治者,??? ? ???
6001136,天之王者,??? ? ???
6001137,幻武劍豪,??? ? ???
6001138,創世主,??? ? ???
6001139,諸神使者,??? ? ???
6001140,大毀滅者,??? ? ???
6001141,流行天王,??? ? ???
6001142,風之潛行者,??? ? ???
6001143,裁決射手,??? ? ???
6001144,究極兵甲,??? ? ???
6001145,弒魂者,??? ? ???
6001146,卡片大師,??? ? ???
6001147,高階大師,??? ? ???
6001148,神聖大師,??? ? ???
6001149,弧形大師,??? ? ???
6001150,暴力大師,??? ? ???
6001151,黑暗大師,??? ? ???
6001152,史詩大師,??? ? ???
6001153,浪人劍客,??? ? ???
6001154,狂刃武士,??? ? ???
6001155,黑狼武士,??? ? ???
6001156,闇影武士,??? ? ???
6001157,修道士,??? ? ???
6001158,對戰大師,??? ? ???
6001159,復仇者,??? ? ???
6001160,混血天神,??? ? ???
6001161,傭兵,??? ? ???
6001162,火焰大師,??? ? ???
6001163,喚焱者,??? ? ???
6001164,炙焰天,??? ? ???
6001165,擊劍士,??? ? ???
6001166,終結者,??? ? ???
6001167,劍極大師,??? ? ???
6001168,黑暗追擊者,??? ? ???
6001169,寶石之星,??? ? ???
6001170,槍兵,?? ? ? ?? ?
6001171,黑暗騎士,?? ? ? ?? ?
6001172,和平使者,?? ? ? ?? ?
6001173,暗影行者,?? ? ? ?? ?
6002001,任務共用只有在組隊狀態時才可以。,??? ?? ???? ??? ?? ??? ???? ?? ?? ???
6002002,周圍沒有可以共用的隊員。,??? ???? ?? ???? ?? ??? ???? ?? ?? ???(Server ??)
6002003,共用的角色沒有在進行任務。,??? ???? ???? ?? ?? ?? ??
6002011,[%s]不能再接受任務了。,??? ?? ???? ?? ??? ?? 15? ??? ??
6002012,[%s]正在進行任務。,??? ?? ???? ?? ?? ???? ?? ?? ??? ??
6002013,[%s]的任務條件不足。,??? ?? ???? ???? ??? ???? ?? ??
6002014,[%s]正在進行其他事情。,"??? ?? ???? ??, ?? ??? ?? ?? ??? ?? ?? ??? ?"
6003001,現在正在進行任務。,??? ???. QuestID ?? ?? ?? ?? ???? ?? ??
6003002,進行中的任務太多了。為了進行這個任務，需要放棄其他任務。,??? ???. ?? ?? ?? ???? 15? ??? ??
6003003,不能進行任務。,??? ???. _QuestID ?? QUEST.LDT? ITEM_ID ?? ???? ?? ?? ??
6003004,還不能進行任務。,??? ???. ???? _Require ?? ??? ???? ?? ??.
6003005,不能用物品進行的任務。,??? ???. ???? _Quest_Type ? ? 3?? bit ?? 0? ??.
6004001,要具備[%s]物品才能遠距離終止。,???-??. ?? ?? ?????
6005001,任務獎勵,??? UI? ???? ?? ??? (????)
6005002,選擇獎勵 - 請選擇一個寶箱子!,??? UI? ???? ?? ??? (????)
6005003,隨機獎勵 - 從箱子中隨機擇一發送!,??? UI? ???? ?? ??? (????)
6005004,排名獎勵 - 根據排名發送獎勵!,??? UI? ???? ?? ??? (????)
6006001,角色基本HP: %d,??? ? ?? ??
6006002,角色基本SP: %d,??? ? ?? ??
6006003,角色基本力量: 增加%d\n 物理傷害,??? ? ?? ??
6006004,角色基本體力: 增加%d\n 最大HP和防禦力,??? ? ?? ??
6006005,角色基本魔力: 增加%d\n 最大SP和魔力,??? ? ?? ??
6006006,角色基本幸運: 增加%d\n 相對爆擊率、屬性發生率,??? ? ?? ??
6006007,HP,??? ? ?? ??? ??
6006008,SP,??? ? ?? ??? ??
6006009,力量,??? ? ?? ??? ??
6006010,體力,??? ? ?? ??? ??
6006011,魔力,??? ? ?? ??? ??
6006012,幸運,??? ? ?? ??? ??
6100001,貝羅斯任務,??? ?. ??? ?? ??. ???
6100002,艾利亞斯任務,??? ?. ??? ?? ??. ????
6100003,龍京任務,??? ?. ??? ?? ??. ??
6100004,奧亦奇任務,??? ?. ??? ?? ??. ????
6100005,阿法任務,??? ?. ??? ?? ??. ??
6100006,貝斯任務,??? ?. ??? ?? ??. ??
6100007,亞特蘭提斯任務,??? ?. ??? ?? ??. ?????
6100008,米德卡勒特任務,"??? ?, ??? ?? ??. ?????"
6100009,原野任務,"??? ?, ??? ?? ??. ??"
6100010,其他任務,??? ?. ??? ?? ??. ??
6100011,奧利佛任務,??? ?. ??? ?? ??. ??
6100012,癩蛤蟆島任務,??? ?. ??? ?? ??. ??
6100013,鋼鐵都市任務,??? ?. ??? ?? ??. ??
6100014,妖精尾巴任務,??? ?. ??? ?? ??. ??
