ID,_Inventory1,_InventoryCount1,_Inventory2,_InventoryCount2,_Inventory3,_InventoryCount3,_Inventory4,_InventoryCount4,_QuestCount,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_Value2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_Value2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_Value2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_Value2,_Require5_Type,_Require5_ID,_Require5_Value1,_Require5_Value2,_Require6_Type,_Require6_ID,_Require6_Value1,_Require6_Value2,_Require7_Type,_Require7_ID,_Require7_Value1,_Require7_Value2,_Require8_Type,_Require8_ID,_Require8_Value1,_Require8_Value2,_EventType,_EventTypeID,_Cp_Mission
149005100,0,0,0,0,0,0,0,0,0,24,2,246,0,24,2,248,0,4,3,148004000,0,24,1,244,0,24,1,245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149005100,0
149005200,0,0,0,0,0,0,0,0,0,24,2,247,0,24,2,248,0,4,3,148004000,0,24,1,244,0,24,1,245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149005200,0
149005300,0,0,0,0,0,0,0,0,0,24,2,248,0,4,3,148004000,0,24,1,244,0,24,1,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149005300,0
149006000,0,0,0,0,0,0,0,0,0,24,2,249,0,4,3,148005300,0,24,1,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149006000,0
149006100,0,0,0,0,0,0,0,0,0,24,2,250,0,4,3,148006000,0,24,1,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149006100,0
149007000,0,0,0,0,0,0,0,0,0,24,2,251,0,4,3,148007000,0,24,1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149007000,0
149007100,0,0,0,0,0,0,0,0,0,24,2,252,0,4,3,148007000,0,24,1,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149007100,0
149008000,0,0,0,0,0,0,0,0,0,24,2,253,0,4,3,148009000,0,24,1,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149008000,0
149008100,0,0,0,0,0,0,0,0,0,24,2,254,0,4,3,148009100,0,24,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149008100,0
149009000,0,0,0,0,0,0,0,0,0,24,2,255,0,4,3,148010000,0,24,1,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149009000,0
144902000,0,0,0,0,0,0,0,0,0,9,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144902000
144701000,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,144701000,0
117102000,0,0,0,0,0,0,0,0,0,9,2,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117102000,0
117103000,1,2,0,0,0,0,0,0,0,1,1,1,0,10,3,13,0,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117103000,0
117104000,1,3,0,0,0,0,0,0,0,1,1,2,0,10,3,13,0,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117104000,0
117105000,1,2,0,0,0,0,0,0,0,1,1,3,0,10,3,13,0,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117105000,0
117106000,1,3,0,0,0,0,0,0,0,1,1,4,0,10,3,13,0,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117106000,0
117107000,1,2,0,0,0,0,0,0,0,1,1,13,0,10,3,13,0,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117107000,0
117108000,1,1,0,0,0,0,0,0,0,1,1,33,0,10,3,13,0,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117108000,0
117109000,0,0,0,0,0,0,0,0,0,1,1,1107,0,9,2,146,0,4,3,117101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117109000,0
102708000,0,0,0,0,0,0,0,0,0,9,2,169,0,1,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102708000,0
102709000,0,0,0,0,0,0,0,0,0,9,2,170,0,1,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102709000,0
148191002,0,0,0,0,0,0,0,0,0,9,2,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148191002
156300000,0,0,0,0,0,0,0,0,0,9,2,596,0,1,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156300000,0
156300014,0,0,0,0,0,0,0,0,0,1,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156300014,0
156300033,0,0,0,0,0,0,0,0,0,9,2,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156300033,0
156300045,0,0,0,0,0,0,0,0,0,9,2,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156300045,0
156300047,0,0,0,0,0,0,0,0,0,9,2,602,0,4,1,152002001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156300047,0
156300056,0,0,0,0,0,0,0,0,0,9,2,601,0,4,1,152002002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156300056,0
156300074,0,0,0,0,0,0,0,0,0,7,1,81001898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156300074,0
156300088,0,0,0,0,0,0,0,0,0,9,2,600,0,9,1,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156300088,0
156300106,0,0,0,0,0,0,0,0,0,9,2,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156300106,0
156300176,0,0,0,0,0,0,0,0,0,9,2,605,0,4,1,152002004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156300176,0
156300124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156300124,0
156300136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156300136,0
148110700,1,1,0,0,0,0,0,0,0,1,3,50,0,1,1,53,0,10,3,13,0,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148110700,0
148121300,0,0,0,0,0,0,0,0,0,1,3,100,0,1,1,54,0,10,3,13,0,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148121300,0
128709300,2,1,1,1,0,0,0,0,0,9,1,71,0,4,1,128201050,1,0,0,0,0,1,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128709300,0
128709400,2,1,1,1,0,0,0,0,0,9,1,71,0,4,1,128201050,1,0,0,0,0,1,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128709400,0
156300001,0,0,0,0,0,0,0,0,0,9,2,604,0,1,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156300001
156300002,0,0,0,0,0,0,0,0,0,9,2,606,0,1,1,53,0,4,1,152002000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156300002
152003000,0,0,0,0,0,0,0,0,0,24,2,261,0,4,3,152003001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152003000,0
152003031,0,0,0,0,0,0,0,0,0,24,2,262,0,4,3,152003002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152003031,0
152003068,0,0,0,0,0,0,0,0,0,24,2,263,0,4,3,152003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152003068,0
152003076,0,0,0,0,0,0,0,0,0,24,2,264,0,4,3,152003004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152003076,0
152003087,4,1,0,0,0,0,0,0,0,24,2,265,0,4,3,152003005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152003087,0
152003099,0,0,0,0,0,0,0,0,0,24,2,266,0,4,3,152003006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152003099,0
152003121,0,0,0,0,0,0,0,0,0,24,2,267,0,4,3,152003007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152003121,0
152003154,0,0,0,0,0,0,0,0,0,24,2,268,0,4,3,152003008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152003154,0
152003187,0,0,0,0,0,0,0,0,0,24,2,269,0,4,3,152003009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152003187,0
152003208,4,1,0,0,0,0,0,0,0,24,2,270,0,4,3,152003010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152003208,0
152003254,0,0,0,0,0,0,0,0,0,24,2,271,0,4,3,152003011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152003254,0
152003274,0,0,0,0,0,0,0,0,0,24,2,272,0,4,3,152003012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152003274,0
152003300,0,0,0,0,0,0,0,0,0,24,2,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152003300,0
152003400,0,0,0,0,0,0,0,0,0,24,2,262,0,4,3,152003002,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152003400,0
152003431,4,1,0,0,0,0,0,0,0,24,2,270,0,4,3,152003010,0,0,0,0,0,1,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152003431,0
115013028,2,1,0,0,0,0,0,0,0,9,2,274,0,3,3,5000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115013028,0
115013029,0,0,0,0,0,0,0,0,0,9,2,274,0,3,1,5000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115013029
154001000,0,0,0,0,0,0,0,0,0,4,3,154001000,0,1,1,1104,0,9,2,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001000,0
154001022,0,0,0,0,0,0,0,0,0,4,3,154001001,0,1,1,1104,0,9,2,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001022,0
154001037,0,0,0,0,0,0,0,0,0,4,3,154001007,0,1,1,1104,0,9,2,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001037,0
154001052,0,0,0,0,0,0,0,0,0,4,3,154001008,0,1,1,1104,0,9,2,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001052,0
154001062,0,0,0,0,0,0,0,0,0,4,3,154001009,0,1,1,1104,0,9,2,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001062,0
154001083,0,0,0,0,0,0,0,0,0,4,3,154001010,0,1,1,1104,0,9,2,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001083,0
154001585,0,0,0,0,0,0,0,0,0,4,3,154001014,0,1,1,1104,0,9,2,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001585,0
154001105,0,0,0,0,0,0,0,0,0,9,1,467,0,1,1,1104,0,9,2,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001105,0
154001109,0,0,0,0,0,0,0,0,0,4,3,154001101,0,1,1,1104,0,9,2,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001109,0
154001130,0,0,0,0,0,0,0,0,0,4,3,154001102,0,1,1,1104,0,9,2,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001130,0
154001143,0,0,0,0,0,0,0,0,0,4,3,154001108,0,1,1,1104,0,9,2,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001143,0
154001155,0,0,0,0,0,0,0,0,0,4,3,154001109,0,1,1,1104,0,9,2,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001155,0
154001165,0,0,0,0,0,0,0,0,0,4,3,154001110,0,1,1,1104,0,9,2,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001165,0
154001180,0,0,0,0,0,0,0,0,0,4,3,154001113,0,1,1,1104,0,9,2,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001180,0
154001188,0,0,0,0,0,0,0,0,0,9,1,288,0,1,1,1104,0,9,2,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001188,0
154001192,0,0,0,0,0,0,0,0,0,4,3,154001201,0,1,1,1104,0,9,2,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001192,0
154001201,0,0,0,0,0,0,0,0,0,4,3,154001202,0,1,1,1104,0,9,2,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001201,0
154001215,0,0,0,0,0,0,0,0,0,4,3,154001206,0,1,1,1104,0,9,2,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001215,0
154001232,0,0,0,0,0,0,0,0,0,4,3,154001207,0,1,1,1104,0,9,2,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001232,0
154001239,0,0,0,0,0,0,0,0,0,9,1,468,0,1,1,1104,0,9,2,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001239,0
154001244,0,0,0,0,0,0,0,0,0,4,3,154001301,0,1,1,1104,0,9,2,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001244,0
154001254,0,0,0,0,0,0,0,0,0,4,3,154001302,0,1,1,1104,0,9,2,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001254,0
154001272,0,0,0,0,0,0,0,0,0,4,3,154001308,0,1,1,1104,0,9,2,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001272,0
154001287,0,0,0,0,0,0,0,0,0,4,3,154001309,0,1,1,1104,0,9,2,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001287,0
154001298,0,0,0,0,0,0,0,0,0,9,1,469,0,1,1,1104,0,9,2,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001298,0
154001301,0,0,0,0,0,0,0,0,0,4,3,154001401,0,1,1,1104,0,9,2,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001301,0
154001305,0,0,0,0,0,0,0,0,0,4,3,154001402,0,1,1,1104,0,9,2,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001305,0
154001314,0,0,0,0,0,0,0,0,0,4,3,154001410,0,1,1,1104,0,9,2,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001314,0
154001328,0,0,0,0,0,0,0,0,0,4,3,154001413,0,1,1,1104,0,9,2,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001328,0
154001341,0,0,0,0,0,0,0,0,0,4,3,154001414,0,1,1,1104,0,9,2,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001341,0
154001354,0,0,0,0,0,0,0,0,0,4,3,154001415,0,1,1,1104,0,9,2,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001354,0
154001372,0,0,0,0,0,0,0,0,0,4,3,154001418,0,1,1,1104,0,9,2,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001372,0
154001390,0,0,0,0,0,0,0,0,0,4,3,154001419,0,1,1,1104,0,9,2,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001390,0
154001399,0,0,0,0,0,0,0,0,0,9,1,307,0,1,1,1104,0,9,2,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001399,0
154001402,0,0,0,0,0,0,0,0,0,4,3,154001501,0,1,1,1104,0,9,2,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001402,0
154001414,0,0,0,0,0,0,0,0,0,4,3,154001502,0,1,1,1104,0,9,2,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001414,0
154001429,0,0,0,0,0,0,0,0,0,4,3,154001503,0,1,1,1104,0,9,2,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001429,0
154001451,0,0,0,0,0,0,0,0,0,4,3,154001508,0,1,1,1104,0,9,2,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001451,0
154001460,0,0,0,0,0,0,0,0,0,9,1,312,0,1,1,1104,0,9,2,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001460,0
154001473,0,0,0,0,0,0,0,0,0,4,3,154001601,0,1,1,1104,0,9,2,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001473,0
154001486,0,0,0,0,0,0,0,0,0,4,3,154001602,0,1,1,1104,0,9,2,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001486,0
154001494,0,0,0,0,0,0,0,0,0,4,3,154001603,0,1,1,1104,0,9,2,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001494,0
154001510,0,0,0,0,0,0,0,0,0,4,3,154001608,0,1,1,1104,0,9,2,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001510,0
154001531,0,0,0,0,0,0,0,0,0,4,3,154001611,0,1,1,1104,0,9,2,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001531,0
154001539,0,0,0,0,0,0,0,0,0,4,3,154001617,0,1,1,1104,0,9,2,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001539,0
154001544,0,0,0,0,0,0,0,0,0,4,3,154001618,0,1,1,1104,0,9,2,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001544,0
154001553,0,0,0,0,0,0,0,0,0,9,1,320,0,1,1,1104,0,9,2,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001553,0
154001574,0,0,0,0,0,0,0,0,0,4,3,154001620,0,1,1,1104,0,9,2,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154001574,0
154005000,0,0,0,0,0,0,0,0,0,4,3,154005000,0,1,1,1105,0,9,2,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005000,0
154005022,0,0,0,0,0,0,0,0,0,4,3,154005001,0,1,1,1105,0,9,2,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005022,0
154005037,0,0,0,0,0,0,0,0,0,4,3,154005007,0,1,1,1105,0,9,2,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005037,0
154005052,0,0,0,0,0,0,0,0,0,4,3,154005008,0,1,1,1105,0,9,2,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005052,0
154005062,0,0,0,0,0,0,0,0,0,4,3,154005009,0,1,1,1105,0,9,2,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005062,0
154005083,0,0,0,0,0,0,0,0,0,4,3,154005010,0,1,1,1105,0,9,2,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005083,0
154005585,0,0,0,0,0,0,0,0,0,4,3,154005014,0,1,1,1105,0,9,2,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005585,0
154005105,0,0,0,0,0,0,0,0,0,9,1,470,0,1,1,1105,0,9,2,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005105,0
154005109,0,0,0,0,0,0,0,0,0,4,3,154005101,0,1,1,1105,0,9,2,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005109,0
154005130,0,0,0,0,0,0,0,0,0,4,3,154005102,0,1,1,1105,0,9,2,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005130,0
154005143,0,0,0,0,0,0,0,0,0,4,3,154005108,0,1,1,1105,0,9,2,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005143,0
154005155,0,0,0,0,0,0,0,0,0,4,3,154005109,0,1,1,1105,0,9,2,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005155,0
154005165,0,0,0,0,0,0,0,0,0,4,3,154005110,0,1,1,1105,0,9,2,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005165,0
154005180,0,0,0,0,0,0,0,0,0,4,3,154005113,0,1,1,1105,0,9,2,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005180,0
154005188,0,0,0,0,0,0,0,0,0,9,1,336,0,1,1,1105,0,9,2,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005188,0
154005192,0,0,0,0,0,0,0,0,0,4,3,154005201,0,1,1,1105,0,9,2,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005192,0
154005201,0,0,0,0,0,0,0,0,0,4,3,154005202,0,1,1,1105,0,9,2,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005201,0
154005215,0,0,0,0,0,0,0,0,0,4,3,154005206,0,1,1,1105,0,9,2,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005215,0
154005232,0,0,0,0,0,0,0,0,0,4,3,154005207,0,1,1,1105,0,9,2,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005232,0
154005239,0,0,0,0,0,0,0,0,0,9,1,471,0,1,1,1105,0,9,2,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005239,0
154005244,0,0,0,0,0,0,0,0,0,4,3,154005301,0,1,1,1105,0,9,2,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005244,0
154005254,0,0,0,0,0,0,0,0,0,4,3,154005302,0,1,1,1105,0,9,2,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005254,0
154005272,0,0,0,0,0,0,0,0,0,4,3,154005308,0,1,1,1105,0,9,2,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005272,0
154005287,0,0,0,0,0,0,0,0,0,4,3,154005309,0,1,1,1105,0,9,2,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005287,0
154005298,0,0,0,0,0,0,0,0,0,9,1,472,0,1,1,1105,0,9,2,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005298,0
154005301,0,0,0,0,0,0,0,0,0,4,3,154005401,0,1,1,1105,0,9,2,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005301,0
154005305,0,0,0,0,0,0,0,0,0,4,3,154005402,0,1,1,1105,0,9,2,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005305,0
154005314,0,0,0,0,0,0,0,0,0,4,3,154005410,0,1,1,1105,0,9,2,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005314,0
154005328,0,0,0,0,0,0,0,0,0,4,3,154005413,0,1,1,1105,0,9,2,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005328,0
154005341,0,0,0,0,0,0,0,0,0,4,3,154005414,0,1,1,1105,0,9,2,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005341,0
154005354,0,0,0,0,0,0,0,0,0,4,3,154005415,0,1,1,1105,0,9,2,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005354,0
154005372,0,0,0,0,0,0,0,0,0,4,3,154005418,0,1,1,1105,0,9,2,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005372,0
154005390,0,0,0,0,0,0,0,0,0,4,3,154005419,0,1,1,1105,0,9,2,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005390,0
154005399,0,0,0,0,0,0,0,0,0,9,1,355,0,1,1,1105,0,9,2,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005399,0
154005402,0,0,0,0,0,0,0,0,0,4,3,154005501,0,1,1,1105,0,9,2,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154005402,0
