ID,_Name,_Stage,_Group,_PosX,_PosY,_Rect_Width,_Rect_Height,_Visible_Party,_Visible_Portal,_Visible_Save,_Visible_NPC,_Visible_Mail,_Pos_Party,_Pos_Portal,_Pos_Save,_Pos_NPC,_Pos_Mail,_Map_Width_Size,_Map_Height_Size,_Map_Count,_Map_Link
279,??? 2,121,1,289,260,400,100,1,1,1,1,0,1,1,1,1,0,3200,1600,2,1
280,??? 3,121,2,742,382,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
281,??? 4,121,3,742,138,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
282,???,130,0,416,277,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
283,?? ?? 1,131,0,64,174,200,103,1,1,1,1,0,1,1,1,1,0,3200,1648,1,1
284,?? ?? 2,131,1,271,294,200,103,1,1,1,1,0,1,1,1,1,0,3200,1648,1,1
285,?? ?? 3,131,2,501,294,200,103,1,1,1,1,0,1,1,1,1,0,3200,1648,1,1
286,?? ?? 4,131,3,737,216,200,103,1,1,1,1,0,1,1,1,1,0,3200,1648,1,1
287,?? ?? 5,131,4,737,369,200,103,1,1,1,1,0,1,1,1,1,0,3200,1648,1,1
288,?????,133,0,412,256,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
289,????? 1,134,0,86,315,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
290,????? 2,134,1,329,319,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,2,1
291,????? 3,134,2,575,161,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
292,????? 4,134,3,766,319,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
293,???? 2,136,0,406,171,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
294,???? 4,136,1,178,279,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
295,???? 1,136,2,634,279,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
296,???? 3,136,3,406,387,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
297,??,137,0,419,262,200,105,1,1,1,1,0,1,1,1,1,0,3200,1680,1,1
298,??1,141,0,184,189,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
299,??2,141,1,422,189,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
300,??3,141,2,660,189,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
301,??4,141,3,306,381,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
302,??5,141,4,544,381,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
303,????1,142,0,287,196,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
304,????2,142,1,546,196,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
305,????3,142,2,315,366,400,100,1,1,1,1,0,1,1,1,1,0,3200,1600,2,1
306,?-??1,143,0,177,116,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
307,?-??2,143,1,411,116,400,100,1,1,1,1,0,1,1,1,1,0,3200,1600,2,1
308,?-??3,143,2,266,293,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
309,?-??4,143,3,547,293,200,100,1,1,1,0,0,1,1,1,1,0,3200,1600,1,1
310,?-??5,143,4,511,459,120,70,1,1,1,0,0,1,1,1,1,0,1920,1120,1,1
311,?-??5,143,5,511,459,120,70,1,1,1,0,0,1,1,1,1,0,1920,1120,1,1
312,?-??6,143,6,739,457,120,70,1,1,1,0,0,1,1,1,1,0,1920,1120,1,1
313,????,145,0,581,328,100,58,1,1,1,1,0,1,1,1,1,0,1920,1120,1,1
314,???? ??? 1,146,0,97,262,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
315,???? ??? 2,146,1,321,109,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
316,???? ??? 3,146,2,555,109,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
317,???? ??? 4,146,3,778,109,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
318,???? ??? 5,146,4,232,425,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
319,???? ??? 6,146,5,390,260,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
320,???? ??? 7,146,6,548,428,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
321,???? ??? 8,146,7,753,295,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
322,???? ??,146,8,128,111,120,100,1,1,1,1,0,1,1,1,1,0,1920,1600,1,1
323,??1,157,0,288,338,100,58,1,1,1,1,0,1,1,1,1,0,1920,1120,1,1
324,??2,157,1,487,338,100,58,1,1,1,1,0,1,1,1,1,0,1920,1120,1,1
325,??3,157,2,684,338,100,58,1,1,1,1,0,1,1,1,1,0,1920,1120,1,1
326,?? ??,162,8,87,116,120,100,1,1,1,1,0,1,1,1,1,0,1920,1600,1,1
327,????,162,1,314,65,320,200,1,1,1,1,0,1,1,1,1,0,5120,3200,1,1
328,????,162,2,313,281,320,200,1,1,1,1,0,1,1,1,1,0,5120,3200,1,1
329,????,162,3,311,499,320,200,1,1,1,1,0,1,1,1,1,0,5120,3200,1,1
330,????,162,4,765,435,120,80,1,1,1,1,0,1,1,1,1,0,1920,1280,1,1
331,????,162,5,311,720,320,200,1,1,1,1,0,1,1,1,1,0,5120,3200,1,1
332,??? ?,162,6,84,307,120,74,1,1,1,1,0,1,1,1,1,0,1920,1280,1,1
333,??? ?,162,7,765,679,120,80,1,1,1,1,0,1,1,1,1,0,1920,1280,1,1
334,??? ??,162,0,754,113,120,100,1,1,1,1,0,1,1,1,1,0,1920,1600,1,1
335,???? ??,162,9,761,284,120,100,1,1,1,1,0,1,1,1,1,0,1920,1600,1,1
336,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,????,163,0,362,148,320,200,1,1,1,1,0,1,1,1,1,0,5120,3200,1,1
354,????1,163,1,579,377,120,200,1,1,1,1,0,1,1,1,1,0,1984,3200,1,1
355,????,163,2,810,186,120,70,1,1,1,1,0,1,1,1,1,0,1920,1120,1,1
356,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,??,173,0,381,251,200,100,1,1,1,1,0,1,1,1,1,0,3200,1600,1,1
360,??? ?1,178,0,264,178,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
361,??? ?2,178,1,523,213,119,70,1,1,1,1,1,1,1,1,1,1,1920,1120,1,1
362,??? ?3,178,2,430,335,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
363,???1,179,0,480,149,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
364,???2,179,1,242,280,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
365,???3,179,2,480,411,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
366,???4,179,3,720,250,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
367,?????? ??1,180,0,83,232,160,80,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
368,?????? ??2,180,1,187,112,160,80,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
369,?????? ??3,180,2,281,232,160,80,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
370,?????? ??5,180,3,399,352,160,80,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
371,?????? ??4-1,180,8,602,34,121,70,1,1,1,1,1,1,1,1,1,1,1920,1120,1,1
372,?????? ??6,180,5,498,472,160,80,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
373,?????? ??7,180,6,597,352,160,80,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
374,?????? ??8,180,7,795,352,160,80,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
375,?????? ??4,180,4,385,112,160,80,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
376,?????? ??1,181,0,149,176,208,105,1,1,1,1,1,1,1,1,1,1,3232,1632,1,1
377,?????? ??2,181,1,400,176,208,105,1,1,1,1,1,1,1,1,1,1,3232,1632,1,1
378,?????? ??3,181,2,420,342,208,105,1,1,1,1,1,1,1,1,1,1,3232,1632,1,1
379,?????? ??4,181,3,668,342,209,105,1,1,1,1,1,1,1,1,1,1,3232,1632,1,1
380,?????? ??1,182,0,211,328,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
381,?????? ??2,182,1,451,328,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
382,?????? ??3,182,2,451,168,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
383,?????? ??4,182,3,691,168,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
384,?????? ??1,183,0,195,353,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
385,?????? ??2,183,1,435,353,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
386,?????? ??3,183,2,435,193,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
387,?????? ??4,183,3,675,193,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
388,????,184,0,171,646,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
389,????,184,1,174,780,121,71,1,1,1,1,1,1,1,1,1,1,1920,1120,1,1
390,????1,184,2,396,398,180,130,1,1,1,1,1,1,1,1,1,1,2880,2080,1,1
391,????2,184,3,609,175,180,130,1,1,1,1,1,1,1,1,1,1,2880,2080,1,1
392,???,184,4,410,647,240,100,1,1,1,1,1,1,1,1,1,1,3840,1600,1,1
393,????????1,193,0,104,272,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
394,????????2,193,1,351,272,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
395,????????3,193,2,338,429,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
396,????????4,193,3,595,429,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
397,????????5,193,4,167,76,120,70,1,1,1,1,1,1,1,1,1,1,1920,1120,1,1
398,????????6,193,5,620,225,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
399,????????7,193,6,388,75,400,100,1,1,1,1,1,1,1,1,1,1,3200,1600,2,1
400,??? ???1,195,0,71,339,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
401,??? ???2,195,1,317,339,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
402,??? ???3,195,2,562,339,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
403,??? ???4,195,3,524,159,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
404,??? ???5,195,4,771,159,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
405,??? ??1,198,0,121,255,128,86,1,1,1,1,1,1,1,1,1,1,1920,1280,1,1
406,??? ??2,198,1,145,101,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
407,??? ??3,198,2,392,101,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
408,??? ??4,198,3,634,101,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
409,??? ??5,198,4,481,257,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
410,??? ??6,198,5,722,257,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
411,????? ??,200,0,479,185,120,86,1,1,1,1,1,1,1,1,1,1,1920,1360,1,1
412,?????1,200,1,195,339,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
413,?????2,200,2,432,339,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
414,?????3,200,3,669,339,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
415,??? ???,203,0,417,277,200,95,1,1,1,1,1,1,1,1,1,1,3200,1520,1,1
416,??? 1,206,0,82,177,400,103,1,1,1,1,1,1,1,1,1,1,3200,1648,2,1
417,??? 2,206,1,133,368,400,104,1,1,1,1,1,1,1,1,1,1,3200,1664,2,1
418,??? 3,206,2,593,256,200,102,1,1,1,1,1,1,1,1,1,1,3200,1632,1,1
419,??? 4,206,3,829,164,132,83,1,1,1,1,1,1,1,1,1,1,1920,1200,1,1
420,?????1,208,0,115,101,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
421,?????2,208,1,157,259,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
422,?????3,208,2,398,115,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
423,?????4,208,3,651,115,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
424,?????5,208,4,517,291,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
425,?????6,208,5,771,291,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
426,?????? ??,208,6,351,424,120,70,1,1,1,1,1,1,1,1,1,1,1920,1120,1,1
427,??????,210,0,287,268,200,200,1,1,1,1,1,1,1,1,1,1,3200,3200,1,1
428,??????,210,1,611,280,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
429,??????,210,2,424,538,200,300,1,1,1,1,1,1,1,1,1,1,3200,1600,3,2
430,???? 1,215,0,173,197,200,103,1,1,1,1,1,1,1,1,1,1,3200,1648,1,1
431,???? 2,215,1,438,197,200,103,1,1,1,1,1,1,1,1,1,1,3200,1648,1,1
432,???? 3,215,2,245,372,200,103,1,1,1,1,1,1,1,1,1,1,3200,1648,1,1
433,???? 4,215,3,507,372,200,103,1,1,1,1,1,1,1,1,1,1,3200,1648,1,1
434,???? 5,215,4,816,341,120,104,1,1,1,1,1,1,1,1,1,1,1920,1648,1,2
435,??? ??,228,0,127,139,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
436,??? ??,228,1,408,139,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
437,??? ??,228,2,687,211,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
438,??? ??,228,3,552,393,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
439,??? ?,230,0,412,687,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
440,??? ?,230,1,412,519,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
441,??? ?,230,2,412,359,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
442,???? 1,231,0,170,177,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
443,???? 2,231,1,435,177,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
444,???? 3,231,2,243,356,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
445,???? 4,231,3,504,356,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
446,???? 5,231,4,813,284,120,100,1,1,1,1,1,1,1,1,1,1,1920,1600,1,1
447,??? ??,233,0,142,298,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
448,??? ??,233,1,430,298,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
449,??? ??,233,2,708,298,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
450,????,240,0,195,287,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
451,????,240,1,421,287,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
452,????,240,2,647,287,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
453,??? ?? ??? 1,256,0,169,281,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
454,??? ?? ??? 2,256,1,439,281,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
455,??? ?? ??? 3,256,2,707,281,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
456,????1,266,0,70,213,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
457,????2,266,1,297,213,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
458,????3,266,2,524,213,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
459,????4,266,3,752,213,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
460,????5,266,4,831,381,120,80,1,1,1,1,1,1,1,1,1,1,1920,1280,1,1
461,?????,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,?????,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,?????????,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,?????????,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,?????2?,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,?????2?,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,?????3?,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,?????3?,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,????? ??,281,0,373,231,200,200,1,1,1,1,1,1,1,1,1,1,1280,1280,1,1
470,?????1,282,0,152,291,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
471,?????2,282,1,420,291,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
472,?????3,282,2,699,291,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
473,???? ????,286,0,389,247,230,100,1,1,1,1,1,1,1,1,1,1,3680,1600,1,1
474,???1,287,0,389,208,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
475,???2,287,1,108,142,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
476,???3,287,2,108,293,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
477,???4,287,3,389,388,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
478,???5,287,4,687,330,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
479,???6,287,5,681,138,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
480,??? 1,291,0,395,215,200,106,1,1,1,1,1,1,1,1,1,1,3200,1696,1,1
481,??? 2,291,1,686,143,200,106,1,1,1,1,1,1,1,1,1,1,3200,1696,1,1
482,??? 3,291,2,694,337,200,106,1,1,1,1,1,1,1,1,1,1,3200,1696,1,1
483,??? 4,291,3,392,395,200,106,1,1,1,1,1,1,1,1,1,1,3200,1696,1,1
484,??? 5,291,4,115,302,200,106,1,1,1,1,1,1,1,1,1,1,3200,1696,1,1
485,??? 6,291,5,115,147,200,106,1,1,1,1,1,1,1,1,1,1,3200,1696,1,1
486,??? ?1,304,0,133,183,200,90,1,1,1,1,1,1,1,1,1,1,3200,1440,1,1
487,??? ?2,304,1,413,239,200,90,1,1,1,1,1,1,1,1,1,1,3200,1440,1,1
488,??? ?3,304,2,702,158,200,90,1,1,1,1,1,1,1,1,1,1,3200,1440,1,1
489,??? ?4,304,3,711,393,200,90,1,1,1,1,1,1,1,1,1,1,3200,1440,1,1
490,??? ?5,304,4,409,417,200,90,1,1,1,1,1,1,1,1,1,1,3200,1440,1,1
491,??? ?6,304,5,130,325,200,90,1,1,1,1,1,1,1,1,1,1,3200,1440,1,1
492,?????,305,0,475,198,128,152,1,1,1,1,1,1,1,1,1,1,1920,2288,1,1
493,????1,306,0,178,181,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
494,????2,306,1,441,181,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
495,????3,306,2,284,374,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
496,????4,306,3,552,374,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
497,??? ??? ??1,307,0,136,182,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
498,??? ??? ??2,307,1,399,182,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
499,??? ??? ??3,307,2,669,182,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
500,??? ??? ??4,307,3,243,375,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
501,??? ??? ??5,307,4,508,375,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
502,??????????,308,0,377,194,256,98,1,1,1,1,1,1,1,1,1,1,4160,1600,1,1
503,????1,309,0,122,185,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
504,????2,309,1,386,185,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
505,????3,309,2,661,185,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
506,????4,309,3,229,378,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
507,????5,309,4,496,378,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
508,????????,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,??? ?? ???1,321,0,123,180,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
510,??? ?? ???2,321,1,386,180,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
511,??? ?? ???3,321,2,656,180,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
512,??? ?? ???4,321,3,230,373,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
513,??? ?? ???5,321,4,495,373,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
514,???1,322,0,212,132,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
515,???2,322,1,475,132,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
516,???3,322,2,745,132,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
517,???4,322,3,319,305,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
518,???5,322,4,639,305,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
519,????,331,0,414,255,199,104,1,1,1,1,1,1,1,1,1,1,3200,1664,1,1
520,??? ?1,333,0,171,146,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
521,??? ?2,333,1,421,146,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
522,??? ?3,333,2,671,146,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
523,??? ?4,333,3,277,327,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
524,??? ?5,333,4,577,327,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
525,?? ? ??? ??1,335,0,56,171,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
526,?? ? ??? ??2,335,1,291,171,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
527,?? ? ??? ??3,335,2,526,171,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
528,?? ? ??? ??4,335,3,761,171,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
529,?? ? ??? ??5,335,4,107,353,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
530,?? ? ??? ??6,335,5,332,353,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
531,?? ? ??? ??7,335,6,557,353,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
532,?? ? ??? ??8,335,7,782,353,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
533,???? ?1,336,0,116,180,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
534,???? ?2,336,1,366,180,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
535,???? ?3,336,2,616,180,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
536,???? ?4,336,3,86,363,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
537,???? ?5,336,4,336,363,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
538,???? ?6,336,5,586,363,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
539,???? ???,339,0,325,271,430,100,1,1,1,1,1,1,1,1,1,1,6880,1600,1,1
540,???? ???,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,?? ?1,342,0,182,129,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
542,?? ?2,342,1,432,129,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
543,?? ?3,342,2,682,129,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
544,?? ?4,342,3,157,312,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
545,?? ?5,342,4,402,312,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
546,?? ?6,342,5,652,312,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
547,??? ?1,344,0,219,390,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
548,??? ?2,344,1,346,236,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
549,??? ?3,344,2,536,94,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
550,??? ?4,344,3,569,390,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
551,???? ?? ???,346,0,416,225,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
552,???? ?? ??1,347,0,153,247,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
553,???? ?? ??2,347,1,407,180,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
554,???? ?? ??3,347,2,662,180,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
555,???? ?? ??4,347,3,407,390,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
556,???? ?? ??1,348,0,191,362,200,104,1,1,1,1,1,1,1,1,1,1,3200,1664,1,1
557,???? ?? ??2,348,1,441,192,200,104,1,1,1,1,1,1,1,1,1,1,3200,1664,1,1
558,???? ?? ??3,348,2,441,362,200,104,1,1,1,1,1,1,1,1,1,1,3200,1664,1,1
559,???? ?? ??4,348,3,691,362,200,104,1,1,1,1,1,1,1,1,1,1,3200,1664,1,1
560,????1,353,0,179,165,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
561,????2,353,1,442,165,200,100,1,1,1,1,1,1,1,1,1,1,3200,1600,1,1
